"Status","Year","Age","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Wales","Operational Delivery","30","30","[c]","[c]"
"In post","2021","16-19","East Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Wales","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","East Yorkshire and Northern Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Eastern Scotland","Unknown","50","50","21270","21150"
"In post","2021","16-19","Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","70","70","17620","17780"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Hampshire and Isle of Wight","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Highlands and Islands","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent","Operational Delivery","40","40","[c]","[c]"
"In post","2021","16-19","Kent","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Eastern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","Tax","30","30","[c]","[c]"
"In post","2021","16-19","Northumberland and Tyne and Wear","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Surrey, East and West Sussex","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Surrey, East and West Sussex","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Surrey, East and West Sussex","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tees Valley and Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tees Valley and Durham","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","40","40","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Central Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Central Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Central Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Central Scotland","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Wales and The Valleys","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Wales and The Valleys","Operational Delivery","40","40","[c]","[c]"
"In post","2021","16-19","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Yorkshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Yorkshire","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Operational Delivery","390","380","26860","27850"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedfordshire and Hertfordshire","Unknown","150","150","27880","27570"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Economics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Finance","40","40","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","700","690","26780","27660"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Other","60","60","23400","21130"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","40","40","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Property","50","50","25580","26550"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","40","40","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Security","190","190","27890","26610"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Tax","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","170","170","26700","27570"
"In post","2021","20-29","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire","Operational Delivery","450","450","26890","25790"
"In post","2021","20-29","Cheshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cheshire","Unknown","130","130","25520","27570"
"In post","2021","20-29","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cornwall and Isles of Scilly","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cornwall and Isles of Scilly","Unknown","90","80","23760","21010"
"In post","2021","20-29","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","Operational Delivery","150","150","22580","21050"
"In post","2021","20-29","Cumbria","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Human Resources","30","30","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Legal","50","50","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Operational Delivery","970","950","24060","23970"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Tax","280","270","27890","25560"
"In post","2021","20-29","Derbyshire and Nottinghamshire","Unknown","300","300","26940","27570"
"In post","2021","20-29","Devon","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Devon","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Devon","Digital, Data and Technology","140","140","29190","27130"
"In post","2021","20-29","Devon","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Devon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Devon","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Devon","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Devon","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Devon","Operational Delivery","390","390","24080","22850"
"In post","2021","20-29","Devon","Other","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Devon","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Devon","Project Delivery","50","50","[c]","[c]"
"In post","2021","20-29","Devon","Property","[c]","[c]","[c]","[c]"
