"Status","Year","Sex","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","EO","Declared non-disabled","36300","35080","28020","27570"
"In post","2022","Male","EO","Undeclared","3600","3450","29110","27570"
"In post","2022","Male","EO","Unknown","10380","10080","28880","27460"
"In post","2022","Male","G6/G7","Declared disabled","2430","2370","59190","57430"
"In post","2022","Male","G6/G7","Declared non-disabled","24620","24130","59500","57490"
"In post","2022","Male","G6/G7","Undeclared","1750","1720","60260","57710"
"In post","2022","Male","G6/G7","Unknown","6720","6630","59960","57430"
"In post","2022","Male","SCS","Declared disabled","240","240","91700","82230"
"In post","2022","Male","SCS","Declared non-disabled","2720","2670","91650","83230"
"In post","2022","Male","SCS","Undeclared","150","150","89260","82340"
"In post","2022","Male","SCS","Unknown","710","690","99570","93000"
"In post","2022","Male","SEO/HEO","Declared disabled","5800","5620","37470","36500"
"In post","2022","Male","SEO/HEO","Declared non-disabled","45350","44380","37700","36930"
"In post","2022","Male","SEO/HEO","Undeclared","4370","4250","38400","37610"
"In post","2022","Male","SEO/HEO","Unknown","13130","12900","37330","36740"
"In post","2022","Male","Unknown","Declared disabled","870","830","33130","31420"
"In post","2022","Male","Unknown","Declared non-disabled","3920","3790","34400","31420"
"In post","2022","Male","Unknown","Undeclared","340","320","35330","32760"
"In post","2022","Male","Unknown","Unknown","2890","2790","34880","32550"
"In post","2022","Unknown","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Declared disabled","730","570","20680","21010"
"Leaver CS","2021","Female","AA/AO","Declared non-disabled","3720","3040","21040","21010"
"Leaver CS","2021","Female","AA/AO","Undeclared","380","300","20730","21010"
"Leaver CS","2021","Female","AA/AO","Unknown","1800","1570","20870","21010"
"Leaver CS","2021","Female","EO","Declared disabled","450","370","27320","27570"
"Leaver CS","2021","Female","EO","Declared non-disabled","1960","1600","27120","27570"
"Leaver CS","2021","Female","EO","Undeclared","160","140","27180","27180"
"Leaver CS","2021","Female","EO","Unknown","770","670","27020","27570"
"Leaver CS","2021","Female","G6/G7","Declared disabled","90","80","61110","56630"
"Leaver CS","2021","Female","G6/G7","Declared non-disabled","670","590","60180","57500"
"Leaver CS","2021","Female","G6/G7","Undeclared","60","60","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Unknown","290","250","60580","58030"
"Leaver CS","2021","Female","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Declared non-disabled","110","100","94490","88600"
"Leaver CS","2021","Female","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Declared disabled","270","240","36250","35000"
"Leaver CS","2021","Female","SEO/HEO","Declared non-disabled","1540","1360","36840","36000"
"Leaver CS","2021","Female","SEO/HEO","Undeclared","170","150","35970","34610"
"Leaver CS","2021","Female","SEO/HEO","Unknown","620","560","36060","35970"
"Leaver CS","2021","Female","Unknown","Declared disabled","110","100","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Declared non-disabled","300","260","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","320","290","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Declared disabled","530","480","21740","21010"
"Leaver CS","2021","Male","AA/AO","Declared non-disabled","2800","2590","21630","21010"
"Leaver CS","2021","Male","AA/AO","Undeclared","420","370","22850","21010"
"Leaver CS","2021","Male","AA/AO","Unknown","1520","1440","21480","21010"
"Leaver CS","2021","Male","EO","Declared disabled","350","310","28110","27570"
"Leaver CS","2021","Male","EO","Declared non-disabled","1540","1390","27550","27570"
"Leaver CS","2021","Male","EO","Undeclared","180","160","28260","27570"
"Leaver CS","2021","Male","EO","Unknown","750","680","27680","27570"
"Leaver CS","2021","Male","G6/G7","Declared disabled","100","90","62030","58190"
"Leaver CS","2021","Male","G6/G7","Declared non-disabled","860","770","61290","59650"
"Leaver CS","2021","Male","G6/G7","Undeclared","80","70","59060","56500"
"Leaver CS","2021","Male","G6/G7","Unknown","340","300","60070","57400"
"Leaver CS","2021","Male","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Declared non-disabled","170","150","103210","96940"
"Leaver CS","2021","Male","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Unknown","70","60","102090","96270"
"Leaver CS","2021","Male","SEO/HEO","Declared disabled","270","240","37000","36020"
"Leaver CS","2021","Male","SEO/HEO","Declared non-disabled","1680","1530","37940","36800"
"Leaver CS","2021","Male","SEO/HEO","Undeclared","230","210","37680","37250"
"Leaver CS","2021","Male","SEO/HEO","Unknown","700","640","37150","36650"
"Leaver CS","2021","Male","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Declared non-disabled","160","140","39830","36500"
"Leaver CS","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Unknown","300","290","35370","32400"
"Leaver CS","2021","Unknown","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Declared disabled","1010","810","21420","21260"
"Leaver CS","2022","Female","AA/AO","Declared non-disabled","5530","4640","21350","21260"
"Leaver CS","2022","Female","AA/AO","Undeclared","440","360","21140","21170"
"Leaver CS","2022","Female","AA/AO","Unknown","2360","2100","21470","21260"
"Leaver CS","2022","Female","EO","Declared disabled","760","620","27650","27570"
"Leaver CS","2022","Female","EO","Declared non-disabled","3810","3260","27600","27570"
"Leaver CS","2022","Female","EO","Undeclared","240","200","27510","27570"
"Leaver CS","2022","Female","EO","Unknown","1110","970","27510","27570"
"Leaver CS","2022","Female","G6/G7","Declared disabled","140","120","58960","56490"
"Leaver CS","2022","Female","G6/G7","Declared non-disabled","1270","1140","59110","56340"
"Leaver CS","2022","Female","G6/G7","Undeclared","80","70","60370","57610"
"Leaver CS","2022","Female","G6/G7","Unknown","530","410","59890","56120"
"Leaver CS","2022","Female","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Declared non-disabled","220","190","94510","92500"
"Leaver CS","2022","Female","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Unknown","90","80","106830","96400"
"Leaver CS","2022","Female","SEO/HEO","Declared disabled","450","390","36960","35740"
"Leaver CS","2022","Female","SEO/HEO","Declared non-disabled","2660","2380","37030","36460"
"Leaver CS","2022","Female","SEO/HEO","Undeclared","200","180","37290","36810"
"Leaver CS","2022","Female","SEO/HEO","Unknown","1030","850","36900","36500"
"Leaver CS","2022","Female","Unknown","Declared disabled","190","170","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Declared non-disabled","740","650","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Unknown","520","420","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Declared disabled","790","710","21740","21260"
"Leaver CS","2022","Male","AA/AO","Declared non-disabled","4490","4220","22080","21260"
"Leaver CS","2022","Male","AA/AO","Undeclared","540","470","22740","21260"
"Leaver CS","2022","Male","AA/AO","Unknown","2240","2130","22740","21260"
"Leaver CS","2022","Male","EO","Declared disabled","520","460","27870","27570"
"Leaver CS","2022","Male","EO","Declared non-disabled","2790","2560","27940","27570"
"Leaver CS","2022","Male","EO","Undeclared","260","240","27960","27570"
"Leaver CS","2022","Male","EO","Unknown","1110","1030","27980","27570"
"Leaver CS","2022","Male","G6/G7","Declared disabled","160","140","60230","59110"
"Leaver CS","2022","Male","G6/G7","Declared non-disabled","1420","1310","61090","59590"
"Leaver CS","2022","Male","G6/G7","Undeclared","110","100","59340","57680"
"Leaver CS","2022","Male","G6/G7","Unknown","610","530","60550","57430"
"Leaver CS","2022","Male","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","SCS","Declared non-disabled","240","220","97420","93370"
"Leaver CS","2022","Male","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","SCS","Unknown","110","90","102890","95060"
"Leaver CS","2022","Male","SEO/HEO","Declared disabled","370","330","38370","37040"
"Leaver CS","2022","Male","SEO/HEO","Declared non-disabled","2750","2540","37940","37000"
"Leaver CS","2022","Male","SEO/HEO","Undeclared","270","250","38070","36990"
"Leaver CS","2022","Male","SEO/HEO","Unknown","1160","1000","37700","36840"
"Leaver CS","2022","Male","Unknown","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Declared non-disabled","310","290","37130","39000"
"Leaver CS","2022","Male","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Unknown","420","360","36710","33570"
"Leaver CS","2022","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Declared disabled","80","70","21010","21010"
"Leaver Dept.","2021","Female","AA/AO","Declared non-disabled","750","690","21080","21010"
"Leaver Dept.","2021","Female","AA/AO","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","AA/AO","Unknown","340","320","21000","20880"
"Leaver Dept.","2021","Female","EO","Declared disabled","150","140","26510","27040"
"Leaver Dept.","2021","Female","EO","Declared non-disabled","920","860","26820","27570"
"Leaver Dept.","2021","Female","EO","Undeclared","70","60","27680","27570"
"Leaver Dept.","2021","Female","EO","Unknown","250","230","27350","27370"
"Leaver Dept.","2021","Female","G6/G7","Declared disabled","90","90","56320","53600"
"Leaver Dept.","2021","Female","G6/G7","Declared non-disabled","710","670","57500","55720"
"Leaver Dept.","2021","Female","G6/G7","Undeclared","60","60","57290","56130"
"Leaver Dept.","2021","Female","G6/G7","Unknown","340","280","56030","54280"
"Leaver Dept.","2021","Female","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Declared non-disabled","140","130","87220","78010"
"Leaver Dept.","2021","Female","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","SCS","Unknown","50","30","[c]","[c]"
"Leaver Dept.","2021","Female","SEO/HEO","Declared disabled","200","190","35220","34150"
"Leaver Dept.","2021","Female","SEO/HEO","Declared non-disabled","1360","1290","35320","34290"
"Leaver Dept.","2021","Female","SEO/HEO","Undeclared","120","110","37340","36650"
"Leaver Dept.","2021","Female","SEO/HEO","Unknown","780","710","34230","32840"
"Leaver Dept.","2021","Female","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Declared non-disabled","70","60","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Declared disabled","80","80","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Declared non-disabled","510","500","21240","21010"
"Leaver Dept.","2021","Male","AA/AO","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","AA/AO","Unknown","270","260","20940","20820"
"Leaver Dept.","2021","Male","EO","Declared disabled","90","90","26600","27330"
"Leaver Dept.","2021","Male","EO","Declared non-disabled","630","610","26860","27570"
"Leaver Dept.","2021","Male","EO","Undeclared","60","60","26740","27570"
"Leaver Dept.","2021","Male","EO","Unknown","230","210","26730","26880"
"Leaver Dept.","2021","Male","G6/G7","Declared disabled","80","70","57720","55860"
"Leaver Dept.","2021","Male","G6/G7","Declared non-disabled","620","590","57600","55650"
"Leaver Dept.","2021","Male","G6/G7","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","G6/G7","Unknown","340","300","56170","54290"
"Leaver Dept.","2021","Male","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Declared non-disabled","90","80","87610","81450"
"Leaver Dept.","2021","Male","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","SCS","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","SEO/HEO","Declared disabled","180","170","35280","33770"
"Leaver Dept.","2021","Male","SEO/HEO","Declared non-disabled","1110","1060","35580","34330"
"Leaver Dept.","2021","Male","SEO/HEO","Undeclared","120","110","35620","34700"
"Leaver Dept.","2021","Male","SEO/HEO","Unknown","680","630","34440","32990"
"Leaver Dept.","2021","Male","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","AA/AO","Declared disabled","160","150","21460","21260"
"Leaver Dept.","2022","Female","AA/AO","Declared non-disabled","1330","1200","21400","21260"
"Leaver Dept.","2022","Female","AA/AO","Undeclared","70","60","21850","21260"
"Leaver Dept.","2022","Female","AA/AO","Unknown","480","440","21620","21260"
"Leaver Dept.","2022","Female","EO","Declared disabled","310","290","27320","27570"
"Leaver Dept.","2022","Female","EO","Declared non-disabled","2180","2070","26930","27570"
"Leaver Dept.","2022","Female","EO","Undeclared","120","110","27230","27570"
"Leaver Dept.","2022","Female","EO","Unknown","620","480","27310","27570"
"Leaver Dept.","2022","Female","G6/G7","Declared disabled","180","160","56580","54700"
"Leaver Dept.","2022","Female","G6/G7","Declared non-disabled","1560","1450","57730","54700"
"Leaver Dept.","2022","Female","G6/G7","Undeclared","60","60","56740","54680"
"Leaver Dept.","2022","Female","G6/G7","Unknown","850","600","57670","54700"
"Leaver Dept.","2022","Female","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Declared non-disabled","270","230","94840","94090"
"Leaver Dept.","2022","Female","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","SCS","Unknown","150","100","107510","107720"
"Leaver Dept.","2022","Female","SEO/HEO","Declared disabled","430","400","35370","34640"
"Leaver Dept.","2022","Female","SEO/HEO","Declared non-disabled","3220","3020","35730","35200"
"Leaver Dept.","2022","Female","SEO/HEO","Undeclared","190","180","36250","36160"
"Leaver Dept.","2022","Female","SEO/HEO","Unknown","1540","1180","35450","34550"
"Leaver Dept.","2022","Female","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Declared non-disabled","90","80","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Declared disabled","120","120","21190","21260"
"Leaver Dept.","2022","Male","AA/AO","Declared non-disabled","830","800","21570","21260"
"Leaver Dept.","2022","Male","AA/AO","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","AA/AO","Unknown","300","290","21660","21130"
"Leaver Dept.","2022","Male","EO","Declared disabled","200","190","27100","27570"
"Leaver Dept.","2022","Male","EO","Declared non-disabled","1390","1360","27030","27570"
"Leaver Dept.","2022","Male","EO","Undeclared","90","90","27260","27570"
"Leaver Dept.","2022","Male","EO","Unknown","350","290","27410","27570"
"Leaver Dept.","2022","Male","G6/G7","Declared disabled","110","100","58140","56520"
"Leaver Dept.","2022","Male","G6/G7","Declared non-disabled","1230","1170","58340","55730"
"Leaver Dept.","2022","Male","G6/G7","Undeclared","70","70","57680","54680"
"Leaver Dept.","2022","Male","G6/G7","Unknown","730","510","59070","55930"
"Leaver Dept.","2022","Male","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Declared non-disabled","230","200","95190","92500"
"Leaver Dept.","2022","Male","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","SCS","Unknown","150","100","107830","102340"
"Leaver Dept.","2022","Male","SEO/HEO","Declared disabled","270","260","35520","34600"
"Leaver Dept.","2022","Male","SEO/HEO","Declared non-disabled","2040","1960","36130","35560"
"Leaver Dept.","2022","Male","SEO/HEO","Undeclared","180","180","36760","36500"
"Leaver Dept.","2022","Male","SEO/HEO","Unknown","1190","960","35600","34550"
"Leaver Dept.","2022","Male","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Unknown","70","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","AA/AO","Declared disabled","710","680","21180","21010"
"New entrant CS","2021","Female","AA/AO","Declared non-disabled","5710","5530","21410","21010"
"New entrant CS","2021","Female","AA/AO","Undeclared","260","250","21360","21010"
"New entrant CS","2021","Female","AA/AO","Unknown","4350","4190","21160","20800"
"New entrant CS","2021","Female","EO","Declared disabled","1110","1070","27920","27570"
"New entrant CS","2021","Female","EO","Declared non-disabled","6630","6430","27890","27570"
"New entrant CS","2021","Female","EO","Undeclared","390","380","27670","27570"
"New entrant CS","2021","Female","EO","Unknown","2790","2710","27190","27570"
"New entrant CS","2021","Female","G6/G7","Declared disabled","80","80","54980","54120"
"New entrant CS","2021","Female","G6/G7","Declared non-disabled","810","760","56970","54000"
"New entrant CS","2021","Female","G6/G7","Undeclared","80","80","57700","54700"
"New entrant CS","2021","Female","G6/G7","Unknown","830","790","57090","54000"
"New entrant CS","2021","Female","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","SCS","Declared non-disabled","70","60","94250","90000"
"New entrant CS","2021","Female","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","SCS","Unknown","130","120","86320","74000"
"New entrant CS","2021","Female","SEO/HEO","Declared disabled","400","380","34190","33570"
"New entrant CS","2021","Female","SEO/HEO","Declared non-disabled","3120","2980","34890","34000"
"New entrant CS","2021","Female","SEO/HEO","Undeclared","290","270","34600","33570"
"New entrant CS","2021","Female","SEO/HEO","Unknown","2490","2420","34160","32790"
"New entrant CS","2021","Female","Unknown","Declared disabled","110","100","23550","22920"
"New entrant CS","2021","Female","Unknown","Declared non-disabled","750","700","23860","22920"
"New entrant CS","2021","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Unknown","540","500","22990","22920"
"New entrant CS","2021","Male","AA/AO","Declared disabled","580","570","21310","21010"
"New entrant CS","2021","Male","AA/AO","Declared non-disabled","4900","4850","22000","21010"
"New entrant CS","2021","Male","AA/AO","Undeclared","240","230","21680","21010"
"New entrant CS","2021","Male","AA/AO","Unknown","3830","3760","21820","20810"
"New entrant CS","2021","Male","EO","Declared disabled","650","640","27740","27570"
