"Status","Year","Age","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","LGBO","Mixed","250","240","31510","29070"
"In post","2021","20-29","LGBO","Other ethnicity","50","40","[c]","[c]"
"In post","2021","20-29","LGBO","Undeclared","40","40","[c]","[c]"
"In post","2021","20-29","LGBO","Unknown","50","50","30320","29380"
"In post","2021","20-29","LGBO","White","4790","4740","29810","27570"
"In post","2021","20-29","Undeclared","Asian","190","180","28510","27540"
"In post","2021","20-29","Undeclared","Black","80","70","29710","29570"
"In post","2021","20-29","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Mixed","140","140","31040","29570"
"In post","2021","20-29","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Undeclared","1010","1000","31520","29120"
"In post","2021","20-29","Undeclared","Unknown","390","390","26920","25400"
"In post","2021","20-29","Undeclared","White","2090","2050","30210","27570"
"In post","2021","20-29","Unknown","Asian","230","230","30030","27570"
"In post","2021","20-29","Unknown","Black","60","60","30050","29540"
"In post","2021","20-29","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Mixed","70","70","30700","29540"
"In post","2021","20-29","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Undeclared","140","140","30490","28750"
"In post","2021","20-29","Unknown","Unknown","18800","18540","28200","26510"
"In post","2021","20-29","Unknown","White","1640","1610","28620","27570"
"In post","2021","30-39","Heterosexual / straight","Asian","6910","6540","33140","29380"
"In post","2021","30-39","Heterosexual / straight","Black","2760","2670","32670","31060"
"In post","2021","30-39","Heterosexual / straight","Chinese","270","260","38790","35110"
"In post","2021","30-39","Heterosexual / straight","Mixed","1860","1770","36460","31810"
"In post","2021","30-39","Heterosexual / straight","Other ethnicity","500","480","37050","33260"
"In post","2021","30-39","Heterosexual / straight","Undeclared","610","590","34190","30930"
"In post","2021","30-39","Heterosexual / straight","Unknown","770","730","32990","30190"
"In post","2021","30-39","Heterosexual / straight","White","55330","52330","34600","30850"
"In post","2021","30-39","LGBO","Asian","140","140","36140","31990"
"In post","2021","30-39","LGBO","Black","70","70","33680","31060"
"In post","2021","30-39","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","30-39","LGBO","Mixed","200","200","37360","33030"
"In post","2021","30-39","LGBO","Other ethnicity","40","40","[c]","[c]"
"In post","2021","30-39","LGBO","Undeclared","70","70","32990","27950"
"In post","2021","30-39","LGBO","Unknown","60","60","39690","33400"
"In post","2021","30-39","LGBO","White","4710","4630","35340","31180"
"In post","2021","30-39","Undeclared","Asian","300","280","32230","29080"
"In post","2021","30-39","Undeclared","Black","100","100","33250","31060"
"In post","2021","30-39","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Mixed","130","130","35730","31060"
"In post","2021","30-39","Undeclared","Other ethnicity","40","40","[c]","[c]"
"In post","2021","30-39","Undeclared","Undeclared","2260","2190","36800","32920"
"In post","2021","30-39","Undeclared","Unknown","670","630","30880","29350"
"In post","2021","30-39","Undeclared","White","3630","3420","34270","30850"
"In post","2021","30-39","Unknown","Asian","600","540","31440","27570"
"In post","2021","30-39","Unknown","Black","180","160","32220","31060"
"In post","2021","30-39","Unknown","Chinese","40","30","[c]","[c]"
"In post","2021","30-39","Unknown","Mixed","130","130","37120","33640"
"In post","2021","30-39","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Undeclared","600","550","33480","31060"
"In post","2021","30-39","Unknown","Unknown","15440","14760","33970","29890"
"In post","2021","30-39","Unknown","White","4900","4470","32680","29270"
"In post","2021","40-49","Heterosexual / straight","Asian","6130","5680","35260","30820"
"In post","2021","40-49","Heterosexual / straight","Black","3070","2950","34000","31060"
"In post","2021","40-49","Heterosexual / straight","Chinese","260","240","36610","31810"
"In post","2021","40-49","Heterosexual / straight","Mixed","1360","1280","38690","33530"
"In post","2021","40-49","Heterosexual / straight","Other ethnicity","440","420","37390","31300"
"In post","2021","40-49","Heterosexual / straight","Undeclared","690","650","34020","29980"
"In post","2021","40-49","Heterosexual / straight","Unknown","720","660","36530","31610"
"In post","2021","40-49","Heterosexual / straight","White","62390","58550","36860","31810"
"In post","2021","40-49","LGBO","Asian","150","140","34290","28480"
"In post","2021","40-49","LGBO","Black","70","60","36070","29840"
"In post","2021","40-49","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","40-49","LGBO","Mixed","120","120","41710","35310"
"In post","2021","40-49","LGBO","Other ethnicity","40","40","[c]","[c]"
"In post","2021","40-49","LGBO","Undeclared","70","60","38160","32760"
"In post","2021","40-49","LGBO","Unknown","60","50","41900","33520"
"In post","2021","40-49","LGBO","White","3340","3240","38310","31810"
"In post","2021","40-49","Undeclared","Asian","460","420","31920","28080"
"In post","2021","40-49","Undeclared","Black","170","160","34810","31060"
"In post","2021","40-49","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Mixed","120","110","36790","30550"
"In post","2021","40-49","Undeclared","Other ethnicity","80","80","47110","41500"
"In post","2021","40-49","Undeclared","Undeclared","3260","3120","36470","32100"
"In post","2021","40-49","Undeclared","Unknown","640","600","32700","29350"
"In post","2021","40-49","Undeclared","White","5530","5140","34760","30390"
"In post","2021","40-49","Unknown","Asian","1110","960","32270","27570"
"In post","2021","40-49","Unknown","Black","310","280","34080","31060"
"In post","2021","40-49","Unknown","Chinese","40","40","[c]","[c]"
"In post","2021","40-49","Unknown","Mixed","180","160","36400","31930"
"In post","2021","40-49","Unknown","Other ethnicity","90","80","35830","31650"
"In post","2021","40-49","Unknown","Undeclared","990","910","34290","29830"
"In post","2021","40-49","Unknown","Unknown","11290","10660","36930","31060"
"In post","2021","40-49","Unknown","White","9110","8190","33770","28130"
"In post","2021","50-59","Heterosexual / straight","Asian","4090","3850","34250","30170"
"In post","2021","50-59","Heterosexual / straight","Black","4090","3960","33930","30920"
"In post","2021","50-59","Heterosexual / straight","Chinese","160","150","36120","30160"
"In post","2021","50-59","Heterosexual / straight","Mixed","1130","1080","36750","31860"
"In post","2021","50-59","Heterosexual / straight","Other ethnicity","390","370","37650","31760"
"In post","2021","50-59","Heterosexual / straight","Undeclared","980","930","33630","29720"
"In post","2021","50-59","Heterosexual / straight","Unknown","860","800","35040","29570"
"In post","2021","50-59","Heterosexual / straight","White","81450","76530","35130","30170"
"In post","2021","50-59","LGBO","Asian","80","80","31980","27570"
"In post","2021","50-59","LGBO","Black","80","80","36700","29550"
"In post","2021","50-59","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Mixed","100","100","35860","31650"
"In post","2021","50-59","LGBO","Other ethnicity","30","30","[c]","[c]"
"In post","2021","50-59","LGBO","Undeclared","100","90","33760","31060"
"In post","2021","50-59","LGBO","Unknown","40","40","[c]","[c]"
"In post","2021","50-59","LGBO","White","2890","2790","36560","31650"
"In post","2021","50-59","Undeclared","Asian","450","420","30810","28240"
"In post","2021","50-59","Undeclared","Black","340","320","31750","29540"
"In post","2021","50-59","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Mixed","140","130","35570","30350"
"In post","2021","50-59","Undeclared","Other ethnicity","110","100","41010","33090"
"In post","2021","50-59","Undeclared","Undeclared","5030","4790","35610","31880"
"In post","2021","50-59","Undeclared","Unknown","920","840","31350","28770"
"In post","2021","50-59","Undeclared","White","8990","8330","33640","28200"
"In post","2021","50-59","Unknown","Asian","880","800","31830","27570"
"In post","2021","50-59","Unknown","Black","730","700","32470","31060"
"In post","2021","50-59","Unknown","Chinese","50","40","[c]","[c]"
"In post","2021","50-59","Unknown","Mixed","180","160","36200","30470"
"In post","2021","50-59","Unknown","Other ethnicity","110","100","38650","31880"
"In post","2021","50-59","Unknown","Undeclared","1760","1590","32230","27570"
"In post","2021","50-59","Unknown","Unknown","10950","10330","35730","30650"
"In post","2021","50-59","Unknown","White","13890","12570","32760","27570"
"In post","2021","60-64","Heterosexual / straight","Asian","950","820","32100","28810"
"In post","2021","60-64","Heterosexual / straight","Black","850","780","31420","29300"
"In post","2021","60-64","Heterosexual / straight","Chinese","40","40","[c]","[c]"
"In post","2021","60-64","Heterosexual / straight","Mixed","250","220","33630","28200"
"In post","2021","60-64","Heterosexual / straight","Other ethnicity","100","90","36040","30250"
"In post","2021","60-64","Heterosexual / straight","Undeclared","230","190","29730","27570"
"In post","2021","60-64","Heterosexual / straight","Unknown","300","250","30480","26290"
"In post","2021","60-64","Heterosexual / straight","White","21880","18100","31930","27570"
"In post","2021","60-64","LGBO","Asian","40","40","[c]","[c]"
"In post","2021","60-64","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","60-64","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","60-64","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","60-64","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","60-64","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","LGBO","White","530","440","32600","27570"
"In post","2021","60-64","Undeclared","Asian","160","130","28580","26350"
"In post","2021","60-64","Undeclared","Black","70","60","29580","27570"
"In post","2021","60-64","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Mixed","40","30","[c]","[c]"
"In post","2021","60-64","Undeclared","Other ethnicity","40","30","[c]","[c]"
"In post","2021","60-64","Undeclared","Undeclared","1270","1060","33560","29200"
"In post","2021","60-64","Undeclared","Unknown","320","260","29450","22820"
"In post","2021","60-64","Undeclared","White","2840","2250","30700","27560"
"In post","2021","60-64","Unknown","Asian","230","190","30570","26930"
"In post","2021","60-64","Unknown","Black","190","170","30640","27570"
"In post","2021","60-64","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Mixed","40","30","[c]","[c]"
"In post","2021","60-64","Unknown","Other ethnicity","40","30","[c]","[c]"
"In post","2021","60-64","Unknown","Undeclared","500","390","31570","27570"
"In post","2021","60-64","Unknown","Unknown","2680","2260","31410","27380"
"In post","2021","60-64","Unknown","White","4020","3070","30270","27570"
"In post","2021","65+","Heterosexual / straight","Asian","420","320","31040","27760"
"In post","2021","65+","Heterosexual / straight","Black","220","190","29510","26150"
"In post","2021","65+","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","65+","Heterosexual / straight","Mixed","80","60","30720","27130"
"In post","2021","65+","Heterosexual / straight","Other ethnicity","30","30","[c]","[c]"
"In post","2021","65+","Heterosexual / straight","Undeclared","90","70","28730","27310"
"In post","2021","65+","Heterosexual / straight","Unknown","100","70","29840","22650"
"In post","2021","65+","Heterosexual / straight","White","6390","4940","30460","26780"
"In post","2021","65+","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","White","150","120","29900","26550"
"In post","2021","65+","Undeclared","Asian","90","70","30280","27130"
"In post","2021","65+","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Undeclared","400","310","33790","28630"
"In post","2021","65+","Undeclared","Unknown","110","80","27470","22820"
"In post","2021","65+","Undeclared","White","850","620","30280","26780"
"In post","2021","65+","Unknown","Asian","140","110","30170","25630"
"In post","2021","65+","Unknown","Black","70","60","29210","26690"
"In post","2021","65+","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Undeclared","170","120","30730","27570"
"In post","2021","65+","Unknown","Unknown","850","660","31900","26000"
"In post","2021","65+","Unknown","White","1380","970","30160","27130"
"In post","2021","Unknown","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Heterosexual / straight","Asian","90","90","22980","21260"
"In post","2022","16-19","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Heterosexual / straight","White","540","520","21800","21260"
"In post","2022","16-19","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","16-19","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","16-19","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","16-19","LGBO","White","50","40","[c]","[c]"
"In post","2022","16-19","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","490","470","21470","21250"
"In post","2022","16-19","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Heterosexual / straight","Asian","6220","6100","29700","27570"
"In post","2022","20-29","Heterosexual / straight","Black","2130","2100","30480","29300"
"In post","2022","20-29","Heterosexual / straight","Mixed","1900","1860","31140","29000"
"In post","2022","20-29","Heterosexual / straight","Other ethnicity","420","410","31550","30270"
"In post","2022","20-29","Heterosexual / straight","Undeclared","280","270","30220","27950"
"In post","2022","20-29","Heterosexual / straight","Unknown","500","490","29460","27570"
"In post","2022","20-29","Heterosexual / straight","White","39500","39010","29830","27570"
"In post","2022","20-29","LGBO","Asian","200","200","33280","31690"
"In post","2022","20-29","LGBO","Black","90","90","31820","30520"
"In post","2022","20-29","LGBO","Mixed","300","300","31420","28690"
"In post","2022","20-29","LGBO","Other ethnicity","50","50","32440","31060"
"In post","2022","20-29","LGBO","Undeclared","30","30","[c]","[c]"
"In post","2022","20-29","LGBO","Unknown","60","50","31440","28990"
"In post","2022","20-29","LGBO","White","5920","5860","30280","27570"
"In post","2022","20-29","Undeclared","Asian","220","210","31030","28870"
"In post","2022","20-29","Undeclared","Black","80","80","30080","28670"
"In post","2022","20-29","Undeclared","Mixed","160","150","32160","30750"
"In post","2022","20-29","Undeclared","Other ethnicity","40","30","[c]","[c]"
"In post","2022","20-29","Undeclared","Undeclared","910","900","32180","30640"
"In post","2022","20-29","Undeclared","Unknown","600","590","36080","32790"
"In post","2022","20-29","Undeclared","White","2420","2380","30680","28000"
"In post","2022","20-29","Unknown","Asian","270","270","29860","27570"
"In post","2022","20-29","Unknown","Black","70","70","31670","30100"
"In post","2022","20-29","Unknown","Mixed","80","80","31970","29260"
"In post","2022","20-29","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Undeclared","130","120","32860","31960"
"In post","2022","20-29","Unknown","Unknown","20120","19830","28720","26820"
"In post","2022","20-29","Unknown","White","1890","1870","29240","27570"
"In post","2022","30-39","Heterosexual / straight","Asian","8070","7670","34280","31020"
"In post","2022","30-39","Heterosexual / straight","Black","3160","3060","33280","31060"
"In post","2022","30-39","Heterosexual / straight","Mixed","2080","1990","37240","33080"
"In post","2022","30-39","Heterosexual / straight","Other ethnicity","500","490","37610","33550"
"In post","2022","30-39","Heterosexual / straight","Undeclared","640","610","34470","31020"
"In post","2022","30-39","Heterosexual / straight","Unknown","810","760","34880","31540"
"In post","2022","30-39","Heterosexual / straight","White","59430","56450","35390","31550"
"In post","2022","30-39","LGBO","Asian","190","180","37790","33840"
"In post","2022","30-39","LGBO","Black","90","80","35960","31060"
"In post","2022","30-39","LGBO","Mixed","240","240","38160","34260"
"In post","2022","30-39","LGBO","Other ethnicity","50","50","39160","33560"
"In post","2022","30-39","LGBO","Undeclared","80","80","32140","28750"
"In post","2022","30-39","LGBO","Unknown","70","70","35490","31240"
"In post","2022","30-39","LGBO","White","5800","5700","35900","31990"
"In post","2022","30-39","Undeclared","Asian","380","360","33420","29360"
"In post","2022","30-39","Undeclared","Black","120","110","35820","32330"
"In post","2022","30-39","Undeclared","Mixed","160","150","35480","31540"
"In post","2022","30-39","Undeclared","Other ethnicity","40","40","[c]","[c]"
"In post","2022","30-39","Undeclared","Undeclared","2230","2170","37270","33370"
"In post","2022","30-39","Undeclared","Unknown","640","620","42710","40650"
"In post","2022","30-39","Undeclared","White","3700","3520","35580","32180"
"In post","2022","30-39","Unknown","Asian","580","530","33200","30550"
"In post","2022","30-39","Unknown","Black","170","150","32200","31060"
"In post","2022","30-39","Unknown","Mixed","130","130","36870","33370"
"In post","2022","30-39","Unknown","Other ethnicity","30","30","[c]","[c]"
"In post","2022","30-39","Unknown","Undeclared","500","460","35420","33330"
"In post","2022","30-39","Unknown","Unknown","17640","16900","34060","30210"
"In post","2022","30-39","Unknown","White","4030","3700","33750","30220"
"In post","2022","40-49","Heterosexual / straight","Asian","7250","6750","36100","31060"
"In post","2022","40-49","Heterosexual / straight","Black","3360","3240","34790","31060"
"In post","2022","40-49","Heterosexual / straight","Mixed","1500","1410","39280","34260"
"In post","2022","40-49","Heterosexual / straight","Other ethnicity","450","420","37410","32890"
"In post","2022","40-49","Heterosexual / straight","Undeclared","700","670","34550","30830"
"In post","2022","40-49","Heterosexual / straight","Unknown","770","720","37530","33290"
"In post","2022","40-49","Heterosexual / straight","White","65900","61980","37770","32930"
"In post","2022","40-49","LGBO","Asian","170","160","34790","29600"
"In post","2022","40-49","LGBO","Black","60","60","36130","31060"
"In post","2022","40-49","LGBO","Mixed","150","140","41830","36010"
"In post","2022","40-49","LGBO","Other ethnicity","50","50","[c]","[c]"
"In post","2022","40-49","LGBO","Undeclared","60","60","39300","33900"
"In post","2022","40-49","LGBO","Unknown","50","50","46620","37930"
"In post","2022","40-49","LGBO","White","3740","3640","39140","33080"
"In post","2022","40-49","Undeclared","Asian","510","460","33750","28990"
"In post","2022","40-49","Undeclared","Black","160","150","34900","31060"
"In post","2022","40-49","Undeclared","Mixed","120","110","38170","31650"
"In post","2022","40-49","Undeclared","Other ethnicity","70","70","46040","40050"
"In post","2022","40-49","Undeclared","Undeclared","3170","3040","37840","33370"
"In post","2022","40-49","Undeclared","Unknown","540","500","44900","40700"
"In post","2022","40-49","Undeclared","White","5310","4950","35590","31170"
"In post","2022","40-49","Unknown","Asian","1060","920","33310","27570"
"In post","2022","40-49","Unknown","Black","260","240","34880","31060"
"In post","2022","40-49","Unknown","Mixed","150","140","37610","31740"
"In post","2022","40-49","Unknown","Other ethnicity","70","60","38480","31880"
"In post","2022","40-49","Unknown","Undeclared","890","830","34920","31060"
"In post","2022","40-49","Unknown","Unknown","12300","11630","37160","31060"
"In post","2022","40-49","Unknown","White","7660","6910","34980","29870"
"In post","2022","50-59","Heterosexual / straight","Asian","4670","4410","34990","30600"
"In post","2022","50-59","Heterosexual / straight","Black","4450","4310","34530","31060"
"In post","2022","50-59","Heterosexual / straight","Mixed","1250","1190","36910","31990"
"In post","2022","50-59","Heterosexual / straight","Other ethnicity","400","390","36830","31880"
"In post","2022","50-59","Heterosexual / straight","Undeclared","1050","1010","34740","30740"
"In post","2022","50-59","Heterosexual / straight","Unknown","890","830","36070","30700"
"In post","2022","50-59","Heterosexual / straight","White","84660","79790","35860","30980"
"In post","2022","50-59","LGBO","Asian","100","90","32400","27960"
"In post","2022","50-59","LGBO","Black","90","80","36870","30330"
"In post","2022","50-59","LGBO","Mixed","100","90","35940","31650"
"In post","2022","50-59","LGBO","Other ethnicity","40","40","[c]","[c]"
"In post","2022","50-59","LGBO","Undeclared","90","80","35380","31650"
"In post","2022","50-59","LGBO","Unknown","50","50","34910","30110"
"In post","2022","50-59","LGBO","White","3130","3010","37020","31650"
"In post","2022","50-59","Undeclared","Asian","470","440","31830","29080"
"In post","2022","50-59","Undeclared","Black","340","320","32580","30370"
"In post","2022","50-59","Undeclared","Mixed","160","140","36140","31020"
"In post","2022","50-59","Undeclared","Other ethnicity","90","80","38160","32010"
"In post","2022","50-59","Undeclared","Undeclared","4950","4720","36300","33000"
"In post","2022","50-59","Undeclared","Unknown","590","560","42330","37060"
"In post","2022","50-59","Undeclared","White","8840","8220","34380","29200"
"In post","2022","50-59","Unknown","Asian","820","740","32810","27570"
"In post","2022","50-59","Unknown","Black","630","600","32840","31060"
"In post","2022","50-59","Unknown","Mixed","150","140","36670","30110"
"In post","2022","50-59","Unknown","Other ethnicity","90","80","38380","31880"
"In post","2022","50-59","Unknown","Undeclared","1580","1430","32910","28920"
"In post","2022","50-59","Unknown","Unknown","11710","11000","36110","30700"
"In post","2022","50-59","Unknown","White","11670","10580","33630","27800"
"In post","2022","60-64","Heterosexual / straight","Asian","1140","990","32850","29080"
"In post","2022","60-64","Heterosexual / straight","Black","1120","1040","31950","29470"
"In post","2022","60-64","Heterosexual / straight","Mixed","290","260","34680","28920"
"In post","2022","60-64","Heterosexual / straight","Other ethnicity","100","90","36490","31400"
"In post","2022","60-64","Heterosexual / straight","Undeclared","290","250","30210","27570"
"In post","2022","60-64","Heterosexual / straight","Unknown","280","240","31210","26780"
"In post","2022","60-64","Heterosexual / straight","White","24090","20000","32280","27570"
"In post","2022","60-64","LGBO","Asian","40","40","[c]","[c]"
"In post","2022","60-64","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","60-64","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","LGBO","White","610","510","33280","27570"
"In post","2022","60-64","Undeclared","Asian","180","150","29280","27570"
"In post","2022","60-64","Undeclared","Black","90","80","29410","27570"
"In post","2022","60-64","Undeclared","Mixed","50","40","[c]","[c]"
"In post","2022","60-64","Undeclared","Other ethnicity","30","30","[c]","[c]"
"In post","2022","60-64","Undeclared","Undeclared","1380","1160","34410","30720"
"In post","2022","60-64","Undeclared","Unknown","150","130","40410","34110"
"In post","2022","60-64","Undeclared","White","2830","2260","30910","27570"
"In post","2022","60-64","Unknown","Asian","250","210","31250","27570"
"In post","2022","60-64","Unknown","Black","200","170","31310","28210"
"In post","2022","60-64","Unknown","Mixed","40","30","[c]","[c]"
"In post","2022","60-64","Unknown","Other ethnicity","40","30","[c]","[c]"
"In post","2022","60-64","Unknown","Undeclared","490","390","32860","27570"
"In post","2022","60-64","Unknown","Unknown","3080","2610","32070","27570"
"In post","2022","60-64","Unknown","White","3700","2830","31710","27570"
"In post","2022","65+","Heterosexual / straight","Asian","500","400","31030","27570"
