"Status","Year","Region_ITL1","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East of England","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Unknown","50","40","[c]","[c]"
"In post","2021","East of England","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Heterosexual / straight","340","320","30250","28200"
"In post","2021","East of England","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Unknown","30","30","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Heterosexual / straight","90","80","33740","29070"
"In post","2021","East of England","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Heterosexual / straight","140","120","29170","27570"
"In post","2021","East of England","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Undeclared","730","690","31680","29670"
"In post","2021","East of England","Undeclared","Unknown","210","180","32050","29050"
"In post","2021","East of England","Unknown","Heterosexual / straight","180","170","30420","28400"
"In post","2021","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Undeclared","90","80","31440","30560"
"In post","2021","East of England","Unknown","Unknown","1800","1710","29030","26670"
"In post","2021","East of England","White","Heterosexual / straight","13420","12510","30900","28130"
"In post","2021","East of England","White","LGBO","660","630","29630","27570"
"In post","2021","East of England","White","Undeclared","1220","1110","30830","28130"
"In post","2021","East of England","White","Unknown","1840","1620","31430","29270"
"In post","2021","London","Asian","Heterosexual / straight","11160","10620","37240","32090"
"In post","2021","London","Asian","LGBO","290","270","38530","32870"
"In post","2021","London","Asian","Undeclared","830","760","34250","30890"
"In post","2021","London","Asian","Unknown","1290","1160","36740","31880"
"In post","2021","London","Black","Heterosexual / straight","8200","7960","34640","31060"
"In post","2021","London","Black","LGBO","200","190","37390","31060"
"In post","2021","London","Black","Undeclared","530","500","33890","31060"
"In post","2021","London","Black","Unknown","1040","970","33670","31070"
"In post","2021","London","Chinese","Heterosexual / straight","440","430","43180","39290"
"In post","2021","London","Chinese","LGBO","30","30","[c]","[c]"
"In post","2021","London","Chinese","Undeclared","60","60","40960","37770"
"In post","2021","London","Chinese","Unknown","60","60","45570","40680"
"In post","2021","London","Mixed","Heterosexual / straight","2650","2570","40690","35520"
"In post","2021","London","Mixed","LGBO","300","300","41960","37540"
"In post","2021","London","Mixed","Undeclared","240","230","39870","33650"
"In post","2021","London","Mixed","Unknown","220","200","42290","36650"
"In post","2021","London","Other ethnicity","Heterosexual / straight","910","870","40550","35010"
"In post","2021","London","Other ethnicity","LGBO","70","70","39940","34550"
"In post","2021","London","Other ethnicity","Undeclared","160","160","47960","41950"
"In post","2021","London","Other ethnicity","Unknown","130","110","42210","36330"
"In post","2021","London","Undeclared","Heterosexual / straight","880","840","38830","33620"
"In post","2021","London","Undeclared","LGBO","70","70","44050","37510"
"In post","2021","London","Undeclared","Undeclared","2940","2820","43400","38890"
"In post","2021","London","Undeclared","Unknown","780","710","40490","33090"
"In post","2021","London","Unknown","Heterosexual / straight","750","720","43590","36240"
"In post","2021","London","Unknown","LGBO","60","60","46180","39620"
"In post","2021","London","Unknown","Undeclared","340","330","42770","38590"
"In post","2021","London","Unknown","Unknown","14410","14090","42810","36160"
"In post","2021","London","White","Heterosexual / straight","41320","39730","47320","42000"
"In post","2021","London","White","LGBO","4080","4010","45960","40600"
"In post","2021","London","White","Undeclared","3930","3760","45620","40470"
"In post","2021","London","White","Unknown","3570","3330","47390","40860"
"In post","2021","North East (England)","Asian","Heterosexual / straight","310","290","28060","25560"
"In post","2021","North East (England)","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Asian","Unknown","50","40","[c]","[c]"
"In post","2021","North East (England)","Black","Heterosexual / straight","120","110","27390","25560"
"In post","2021","North East (England)","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","North East (England)","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Heterosexual / straight","170","160","28290","25790"
"In post","2021","North East (England)","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Heterosexual / straight","110","100","27310","25560"
"In post","2021","North East (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Undeclared","Undeclared","650","600","30370","27230"
"In post","2021","North East (England)","Undeclared","Unknown","260","220","26720","21440"
"In post","2021","North East (England)","Unknown","Heterosexual / straight","240","210","27470","24920"
"In post","2021","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","Undeclared","80","70","27930","24510"
"In post","2021","North East (England)","Unknown","Unknown","4020","3680","25970","22340"
"In post","2021","North East (England)","White","Heterosexual / straight","18610","16810","28850","26380"
"In post","2021","North East (England)","White","LGBO","920","880","28190","25820"
"In post","2021","North East (England)","White","Undeclared","1370","1200","27970","25560"
"In post","2021","North East (England)","White","Unknown","3460","2900","26970","23240"
"In post","2021","North West (England)","Asian","Heterosexual / straight","2080","1940","28020","25560"
"In post","2021","North West (England)","Asian","LGBO","50","40","26550","23160"
"In post","2021","North West (England)","Asian","Undeclared","130","110","25710","21430"
"In post","2021","North West (England)","Asian","Unknown","320","280","26390","23730"
"In post","2021","North West (England)","Black","Heterosexual / straight","600","570","28840","27570"
"In post","2021","North West (England)","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Black","Undeclared","40","30","[c]","[c]"
"In post","2021","North West (England)","Black","Unknown","70","70","25780","23610"
"In post","2021","North West (England)","Chinese","Heterosexual / straight","110","100","29420","25310"
"In post","2021","North West (England)","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Mixed","Heterosexual / straight","580","540","29690","26550"
"In post","2021","North West (England)","Mixed","LGBO","60","50","29530","27570"
"In post","2021","North West (England)","Mixed","Undeclared","60","50","29310","25970"
"In post","2021","North West (England)","Mixed","Unknown","70","60","26020","25560"
"In post","2021","North West (England)","Other ethnicity","Heterosexual / straight","110","110","31590","27570"
"In post","2021","North West (England)","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Undeclared","Heterosexual / straight","250","230","28760","26720"
"In post","2021","North West (England)","Undeclared","LGBO","30","30","[c]","[c]"
"In post","2021","North West (England)","Undeclared","Undeclared","1370","1270","31710","27570"
"In post","2021","North West (England)","Undeclared","Unknown","570","500","28120","27570"
"In post","2021","North West (England)","Unknown","Heterosexual / straight","400","370","29950","27570"
"In post","2021","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Unknown","Undeclared","180","160","29360","26810"
"In post","2021","North West (England)","Unknown","Unknown","6670","6290","27800","25560"
"In post","2021","North West (England)","White","Heterosexual / straight","34840","32220","30120","27570"
"In post","2021","North West (England)","White","LGBO","2100","2030","29540","27570"
"In post","2021","North West (England)","White","Undeclared","2820","2550","29050","27570"
"In post","2021","North West (England)","White","Unknown","5720","4970","28200","27570"
"In post","2021","Northern Ireland","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Undeclared","Undeclared","80","70","28770","25850"
"In post","2021","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Unknown","620","590","25720","21440"
"In post","2021","Northern Ireland","White","Heterosexual / straight","2570","2420","28580","25560"
"In post","2021","Northern Ireland","White","LGBO","90","90","26110","24890"
"In post","2021","Northern Ireland","White","Undeclared","140","140","27330","24970"
"In post","2021","Northern Ireland","White","Unknown","230","210","27810","25560"
"In post","2021","Overseas","Asian","Heterosexual / straight","130","130","45910","41090"
"In post","2021","Overseas","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Black","Heterosexual / straight","60","60","42250","37500"
"In post","2021","Overseas","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Mixed","Heterosexual / straight","80","80","49220","51220"
"In post","2021","Overseas","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Undeclared","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Overseas","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Undeclared","Undeclared","150","150","45930","39560"
"In post","2021","Overseas","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","Unknown","530","530","51330","51500"
"In post","2021","Overseas","White","Heterosexual / straight","2140","2130","50330","50430"
"In post","2021","Overseas","White","LGBO","140","140","51530","53020"
"In post","2021","Overseas","White","Undeclared","200","190","49710","51270"
"In post","2021","Overseas","White","Unknown","150","150","49840","46620"
"In post","2021","Scotland","Asian","Heterosexual / straight","420","390","32500","27570"
"In post","2021","Scotland","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Asian","Unknown","50","50","28720","25560"
"In post","2021","Scotland","Black","Heterosexual / straight","210","200","31650","27570"
"In post","2021","Scotland","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Chinese","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Scotland","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Mixed","Heterosexual / straight","190","180","35150","27570"
"In post","2021","Scotland","Mixed","LGBO","40","30","[c]","[c]"
"In post","2021","Scotland","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Other ethnicity","Heterosexual / straight","60","50","35240","27570"
"In post","2021","Scotland","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Heterosexual / straight","260","240","33140","33520"
"In post","2021","Scotland","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Undeclared","830","780","33730","28130"
"In post","2021","Scotland","Undeclared","Unknown","530","470","30690","28870"
"In post","2021","Scotland","Unknown","Heterosexual / straight","270","240","31470","26780"
"In post","2021","Scotland","Unknown","LGBO","30","30","[c]","[c]"
"In post","2021","Scotland","Unknown","Undeclared","1740","1570","27900","22820"
"In post","2021","Scotland","Unknown","Unknown","8100","7640","30420","26160"
"In post","2021","Scotland","White","Heterosexual / straight","26350","24550","33100","27570"
"In post","2021","Scotland","White","LGBO","1520","1480","32160","27570"
"In post","2021","Scotland","White","Undeclared","1910","1740","30920","27570"
"In post","2021","Scotland","White","Unknown","4900","4380","31610","27570"
"In post","2021","South East (England)","Asian","Heterosexual / straight","1150","1070","30290","27850"
"In post","2021","South East (England)","Asian","LGBO","30","30","[c]","[c]"
"In post","2021","South East (England)","Asian","Undeclared","70","70","29660","27570"
"In post","2021","South East (England)","Asian","Unknown","120","110","29880","27570"
"In post","2021","South East (England)","Black","Heterosexual / straight","740","700","30420","29290"
"In post","2021","South East (England)","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Black","Undeclared","40","30","[c]","[c]"
"In post","2021","South East (England)","Black","Unknown","60","50","31780","29250"
"In post","2021","South East (England)","Chinese","Heterosexual / straight","80","70","31690","28660"
"In post","2021","South East (England)","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Mixed","Heterosexual / straight","520","500","31630","29290"
"In post","2021","South East (England)","Mixed","LGBO","60","50","30430","27570"
"In post","2021","South East (England)","Mixed","Undeclared","50","40","[c]","[c]"
"In post","2021","South East (England)","Mixed","Unknown","50","40","[c]","[c]"
"In post","2021","South East (England)","Other ethnicity","Heterosexual / straight","160","150","29040","26950"
"In post","2021","South East (England)","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Heterosexual / straight","270","260","31510","27920"
"In post","2021","South East (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Undeclared","Undeclared","1600","1490","33000","30890"
"In post","2021","South East (England)","Undeclared","Unknown","380","340","34510","30890"
"In post","2021","South East (England)","Unknown","Heterosexual / straight","270","240","30290","29540"
"In post","2021","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","Undeclared","120","110","32530","31220"
"In post","2021","South East (England)","Unknown","Unknown","3830","3580","30140","27570"
"In post","2021","South East (England)","White","Heterosexual / straight","25760","24000","31610","28550"
"In post","2021","South East (England)","White","LGBO","1470","1420","30190","27960"
"In post","2021","South East (England)","White","Undeclared","2330","2150","31670","28530"
"In post","2021","South East (England)","White","Unknown","2500","2220","32570","29290"
"In post","2021","South West (England)","Asian","Heterosexual / straight","650","620","34380","31690"
"In post","2021","South West (England)","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Asian","Undeclared","50","40","[c]","[c]"
"In post","2021","South West (England)","Asian","Unknown","60","50","32670","28690"
"In post","2021","South West (England)","Black","Heterosexual / straight","480","460","32480","31000"
"In post","2021","South West (England)","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Chinese","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","South West (England)","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Mixed","Heterosexual / straight","470","450","32810","28730"
"In post","2021","South West (England)","Mixed","LGBO","40","40","[c]","[c]"
"In post","2021","South West (England)","Mixed","Undeclared","40","30","[c]","[c]"
"In post","2021","South West (England)","Mixed","Unknown","60","50","35610","33700"
"In post","2021","South West (England)","Other ethnicity","Heterosexual / straight","120","110","32070","28580"
"In post","2021","South West (England)","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Heterosexual / straight","180","180","33430","29440"
"In post","2021","South West (England)","Undeclared","LGBO","40","40","[c]","[c]"
"In post","2021","South West (England)","Undeclared","Undeclared","1770","1680","36910","34000"
"In post","2021","South West (England)","Undeclared","Unknown","470","430","36820","35630"
"In post","2021","South West (England)","Unknown","Heterosexual / straight","190","180","31400","27570"
"In post","2021","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Unknown","Undeclared","110","100","34360","31810"
"In post","2021","South West (England)","Unknown","Unknown","3850","3640","31880","27570"
"In post","2021","South West (England)","White","Heterosexual / straight","28860","27200","34410","31220"
"In post","2021","South West (England)","White","LGBO","1350","1310","31100","27570"
"In post","2021","South West (England)","White","Undeclared","2500","2290","34950","31870"
"In post","2021","South West (England)","White","Unknown","3690","3340","35650","32730"
"In post","2021","Unknown","Asian","Heterosexual / straight","130","120","30270","27570"
"In post","2021","Unknown","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Undeclared","40","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","2430","2420","37030","32700"
"In post","2021","Unknown","White","Heterosexual / straight","780","740","34040","27570"
"In post","2021","Unknown","White","LGBO","50","50","32230","27570"
"In post","2021","Unknown","White","Undeclared","60","60","31500","27570"
"In post","2021","Unknown","White","Unknown","80","70","33100","27570"
"In post","2021","Wales","Asian","Heterosexual / straight","370","350","30420","25560"
"In post","2021","Wales","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Asian","Unknown","40","30","[c]","[c]"
"In post","2021","Wales","Black","Heterosexual / straight","160","150","29170","27360"
"In post","2021","Wales","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Chinese","Heterosexual / straight","50","50","31850","29200"
"In post","2021","Wales","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Mixed","Heterosexual / straight","300","280","31370","27570"
"In post","2021","Wales","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Mixed","Unknown","30","30","[c]","[c]"
"In post","2021","Wales","Other ethnicity","Heterosexual / straight","70","70","31810","27680"
"In post","2021","Wales","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Heterosexual / straight","210","190","29190","27570"
"In post","2021","Wales","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Undeclared","Undeclared","820","780","33970","28850"
"In post","2021","Wales","Undeclared","Unknown","190","160","27180","26120"
"In post","2021","Wales","Unknown","Heterosexual / straight","260","240","29430","25910"
"In post","2021","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","Undeclared","80","70","29370","26470"
"In post","2021","Wales","Unknown","Unknown","4120","3880","28260","24500"
"In post","2021","Wales","White","Heterosexual / straight","22350","20720","31790","27570"
