"Status","Year","Responsibility_level","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","AA/AO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Undeclared","Undeclared","160","140","22880","21010"
"Leaver CS","2021","AA/AO","Undeclared","Unknown","100","80","21460","20850"
"Leaver CS","2021","AA/AO","Undeclared","White","450","370","20990","20940"
"Leaver CS","2021","AA/AO","Unknown","Asian","180","140","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Black","60","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Mixed","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Undeclared","290","230","19770","19130"
"Leaver CS","2021","AA/AO","Unknown","Unknown","2660","2440","21160","21010"
"Leaver CS","2021","AA/AO","Unknown","White","2350","1840","21290","20830"
"Leaver CS","2021","EO","Heterosexual / straight","Asian","210","200","27820","27570"
"Leaver CS","2021","EO","Heterosexual / straight","Black","100","100","27980","27760"
"Leaver CS","2021","EO","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Heterosexual / straight","Mixed","60","50","[c]","[c]"
"Leaver CS","2021","EO","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","EO","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","EO","Heterosexual / straight","White","2210","1940","27230","27570"
"Leaver CS","2021","EO","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","White","130","120","27050","27570"
"Leaver CS","2021","EO","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","Undeclared","110","100","28760","27240"
"Leaver CS","2021","EO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","White","290","230","27710","27570"
"Leaver CS","2021","EO","Unknown","Asian","80","60","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Undeclared","170","140","27430","27570"
"Leaver CS","2021","EO","Unknown","Unknown","1320","1180","27190","27570"
"Leaver CS","2021","EO","Unknown","White","1270","1000","27690","27570"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Asian","60","50","58790","55610"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Black","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Heterosexual / straight","White","1030","930","60670","58240"
"Leaver CS","2021","G6/G7","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","White","70","60","59770","58290"
"Leaver CS","2021","G6/G7","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Undeclared","50","50","60950","60640"
"Leaver CS","2021","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","White","120","110","62290","59590"
"Leaver CS","2021","G6/G7","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Undeclared","60","60","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Unknown","500","430","60350","57910"
"Leaver CS","2021","G6/G7","Unknown","White","440","370","61040","58140"
"Leaver CS","2021","SCS","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","White","210","190","96890","93400"
"Leaver CS","2021","SCS","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Unknown","100","80","99060","86750"
"Leaver CS","2021","SCS","Unknown","White","70","60","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Asian","150","140","36990","36670"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Black","90","90","36700","35740"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Mixed","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","White","2220","2030","37250","36500"
"Leaver CS","2021","SEO/HEO","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","White","120","110","36530","36730"
"Leaver CS","2021","SEO/HEO","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Undeclared","160","140","38280","37280"
"Leaver CS","2021","SEO/HEO","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","White","230","200","38450","37190"
"Leaver CS","2021","SEO/HEO","Unknown","Asian","60","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Undeclared","180","160","35120","34880"
"Leaver CS","2021","SEO/HEO","Unknown","Unknown","950","860","36010","35110"
"Leaver CS","2021","SEO/HEO","Unknown","White","1110","950","37880","37130"
"Leaver CS","2021","Unknown","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","White","450","380","38040","36030"
"Leaver CS","2021","Unknown","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","White","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","630","590","34750","32400"
"Leaver CS","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Asian","550","510","21940","21260"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Black","320","300","22610","22480"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Mixed","210","200","21610","21260"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Other ethnicity","50","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Undeclared","90","80","22080","21260"
"Leaver CS","2022","AA/AO","Heterosexual / straight","Unknown","110","100","23350","21290"
"Leaver CS","2022","AA/AO","Heterosexual / straight","White","7590","6780","21700","21260"
"Leaver CS","2022","AA/AO","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","LGBO","White","630","610","21400","21260"
"Leaver CS","2022","AA/AO","Undeclared","Asian","40","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","Undeclared","270","240","22600","21260"
"Leaver CS","2022","AA/AO","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Undeclared","White","650","530","21660","21260"
"Leaver CS","2022","AA/AO","Unknown","Asian","240","200","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Black","70","50","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Unknown","Undeclared","210","160","21020","20430"
"Leaver CS","2022","AA/AO","Unknown","Unknown","3920","3650","21630","21260"
"Leaver CS","2022","AA/AO","Unknown","White","2240","1760","22030","21260"
"Leaver CS","2022","EO","Heterosexual / straight","Asian","560","530","28210","27570"
"Leaver CS","2022","EO","Heterosexual / straight","Black","410","390","29150","29290"
"Leaver CS","2022","EO","Heterosexual / straight","Mixed","200","190","27970","27570"
"Leaver CS","2022","EO","Heterosexual / straight","Other ethnicity","60","60","29040","29290"
"Leaver CS","2022","EO","Heterosexual / straight","Undeclared","60","50","28570","27570"
"Leaver CS","2022","EO","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","EO","Heterosexual / straight","White","4800","4250","27620","27570"
"Leaver CS","2022","EO","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","LGBO","White","430","410","27420","27570"
"Leaver CS","2022","EO","Undeclared","Asian","50","40","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","Undeclared","230","190","28410","27570"
"Leaver CS","2022","EO","Undeclared","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","EO","Undeclared","White","500","420","27610","27570"
"Leaver CS","2022","EO","Unknown","Asian","90","70","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Black","50","40","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Undeclared","160","130","27900","27570"
"Leaver CS","2022","EO","Unknown","Unknown","1660","1570","27260","27570"
"Leaver CS","2022","EO","Unknown","White","1040","810","27960","27570"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Asian","170","160","59240","57170"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Black","100","90","57540","54270"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Mixed","60","60","60120","58290"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Heterosexual / straight","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Heterosexual / straight","White","2010","1830","60250","57680"
"Leaver CS","2022","G6/G7","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","LGBO","White","140","130","60910","57540"
"Leaver CS","2022","G6/G7","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","Undeclared","110","110","58870","57110"
"Leaver CS","2022","G6/G7","Undeclared","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Undeclared","White","190","170","60940","58190"
"Leaver CS","2022","G6/G7","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Unknown","630","590","60690","57430"
"Leaver CS","2022","G6/G7","Unknown","White","520","440","59920","59000"
"Leaver CS","2022","SCS","Heterosexual / straight","Asian","30","30","[c]","[c]"
"Leaver CS","2022","SCS","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Heterosexual / straight","White","350","320","96000","92900"
"Leaver CS","2022","SCS","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Unknown","90","90","107180","95140"
"Leaver CS","2022","SCS","Unknown","White","100","70","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Heterosexual / straight","Asian","400","370","37100","36780"
"Leaver CS","2022","SEO/HEO","Heterosexual / straight","Black","250","240","37440","36380"
"Leaver CS","2022","SEO/HEO","Heterosexual / straight","Mixed","130","120","37410","37190"
"Leaver CS","2022","SEO/HEO","Heterosexual / straight","Other ethnicity","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Heterosexual / straight","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Heterosexual / straight","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Heterosexual / straight","White","4160","3810","37560","36810"
"Leaver CS","2022","SEO/HEO","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","LGBO","White","290","280","36510","36330"
"Leaver CS","2022","SEO/HEO","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Undeclared","270","250","38590","38110"
"Leaver CS","2022","SEO/HEO","Undeclared","Unknown","200","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","White","400","360","38080","37520"
"Leaver CS","2022","SEO/HEO","Unknown","Asian","80","70","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Black","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Undeclared","150","140","35870","34530"
"Leaver CS","2022","SEO/HEO","Unknown","Unknown","1300","1210","36770","36130"
"Leaver CS","2022","SEO/HEO","Unknown","White","920","750","38100","37290"
"Leaver CS","2022","Unknown","Heterosexual / straight","Asian","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Black","80","80","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","White","970","860","38040","34310"
"Leaver CS","2022","Unknown","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","White","80","80","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","White","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","860","760","36370","33420"
"Leaver CS","2022","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Asian","130","120","21440","20920"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Black","60","60","21950","21300"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","White","660","620","20910","21010"
"Leaver Dept.","2021","AA/AO","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Black","[c]","[c]","[c]","[c]"
