"Status","Year","Age","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Transport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Transport (excl. agencies)","London","120","110","45980","37660"
"In post","2022","60-64","Department for Transport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Transport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Transport (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","East Midlands (England)","480","360","25690","27570"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","East of England","490","400","28380","27570"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","London","920","790","32690","31060"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","North East (England)","1150","870","26180","21260"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","North West (England)","1940","1520","26630","27570"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","Scotland","1130","850","25680","27570"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","South East (England)","810","670","27460","27570"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","South West (England)","640","480","26110","27570"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","Unknown","70","50","32370","27570"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","Wales","610","460","25600","27570"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","West Midlands (England)","930","720","25670","27570"
"In post","2022","60-64","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","900","670","28260","27570"
"In post","2022","60-64","Department of Health and Social Care (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department of Health and Social Care (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department of Health and Social Care (excl. agencies)","London","70","60","52940","46000"
"In post","2022","60-64","Department of Health and Social Care (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department of Health and Social Care (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department of Health and Social Care (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Disclosure Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Driver and Vehicle Licensing Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Driver and Vehicle Licensing Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Driver and Vehicle Licensing Agency","Wales","570","410","25790","21840"
"In post","2022","60-64","Driver and Vehicle Licensing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Driver and Vehicle Standards Agency","East Midlands (England)","70","60","28800","26780"
"In post","2022","60-64","Driver and Vehicle Standards Agency","East of England","60","50","28190","26830"
"In post","2022","60-64","Driver and Vehicle Standards Agency","London","50","50","32130","30780"
"In post","2022","60-64","Driver and Vehicle Standards Agency","North East (England)","40","30","[c]","[c]"
"In post","2022","60-64","Driver and Vehicle Standards Agency","North West (England)","80","70","27790","26780"
"In post","2022","60-64","Driver and Vehicle Standards Agency","Scotland","50","40","28800","26830"
"In post","2022","60-64","Driver and Vehicle Standards Agency","South East (England)","90","80","29830","27320"
"In post","2022","60-64","Driver and Vehicle Standards Agency","South West (England)","70","60","30860","27810"
"In post","2022","60-64","Driver and Vehicle Standards Agency","Wales","60","50","29340","26780"
"In post","2022","60-64","Driver and Vehicle Standards Agency","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","60-64","Driver and Vehicle Standards Agency","Yorkshire and The Humber","70","60","27100","26780"
"In post","2022","60-64","Education and Skills Funding Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Education and Skills Funding Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Education and Skills Funding Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Education and Skills Funding Agency","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","60-64","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Education Scotland","Scotland","30","30","[c]","[c]"
"In post","2022","60-64","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Estyn","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Estyn","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","FCDO Services","South East (England)","70","60","41690","41100"
"In post","2022","60-64","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","London","150","140","51830","47300"
"In post","2022","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","70","70","67320","65600"
"In post","2022","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","60","50","38410","33930"
"In post","2022","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Forestry and Land Scotland","Scotland","110","100","32350","31060"
"In post","2022","60-64","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Actuary's Department","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Legal Department","London","90","80","61570","66610"
"In post","2022","60-64","Government Legal Department","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Legal Department","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Legal Department","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Property Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Property Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Property Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Government Property Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Health and Safety Executive","East Midlands (England)","40","30","[c]","[c]"
"In post","2022","60-64","Health and Safety Executive","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Health and Safety Executive","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Health and Safety Executive","North West (England)","80","60","40750","39390"
"In post","2022","60-64","Health and Safety Executive","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Health and Safety Executive","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Health and Safety Executive","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Health and Safety Executive","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Courts and Tribunals Service","East Midlands (England)","150","130","22850","20970"
"In post","2022","60-64","HM Courts and Tribunals Service","East of England","130","110","23580","20970"
"In post","2022","60-64","HM Courts and Tribunals Service","London","400","360","29030","24310"
"In post","2022","60-64","HM Courts and Tribunals Service","North East (England)","70","50","24910","20970"
"In post","2022","60-64","HM Courts and Tribunals Service","North West (England)","220","180","23500","20970"
"In post","2022","60-64","HM Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Courts and Tribunals Service","South East (England)","160","130","23340","20970"
"In post","2022","60-64","HM Courts and Tribunals Service","South West (England)","110","90","23420","20970"
"In post","2022","60-64","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Courts and Tribunals Service","Wales","100","90","24790","20970"
"In post","2022","60-64","HM Courts and Tribunals Service","West Midlands (England)","170","130","23430","20970"
"In post","2022","60-64","HM Courts and Tribunals Service","Yorkshire and The Humber","110","90","22440","20970"
"In post","2022","60-64","HM Land Registry","East Midlands (England)","60","40","31220","27130"
"In post","2022","60-64","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Land Registry","North East (England)","70","50","29650","27130"
"In post","2022","60-64","HM Land Registry","North West (England)","100","70","31030","27130"
"In post","2022","60-64","HM Land Registry","South West (England)","130","90","33600","33840"
"In post","2022","60-64","HM Land Registry","Wales","90","60","31230","33840"
"In post","2022","60-64","HM Land Registry","West Midlands (England)","40","30","[c]","[c]"
"In post","2022","60-64","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Prison and Probation Service","East Midlands (England)","410","330","28710","27380"
"In post","2022","60-64","HM Prison and Probation Service","East of England","450","370","28570","26330"
"In post","2022","60-64","HM Prison and Probation Service","London","540","470","35780","33700"
"In post","2022","60-64","HM Prison and Probation Service","North East (England)","350","260","29800","31650"
"In post","2022","60-64","HM Prison and Probation Service","North West (England)","680","520","29720","28200"
"In post","2022","60-64","HM Prison and Probation Service","South East (England)","680","560","29590","28200"
"In post","2022","60-64","HM Prison and Probation Service","South West (England)","350","280","29550","28200"
"In post","2022","60-64","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Prison and Probation Service","Wales","210","160","31010","31650"
"In post","2022","60-64","HM Prison and Probation Service","West Midlands (England)","470","390","29770","28200"
"In post","2022","60-64","HM Prison and Probation Service","Yorkshire and The Humber","540","410","29310","28200"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","East Midlands (England)","260","210","32570","28920"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","East of England","140","110","31840","28920"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","London","820","690","43080","40540"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","North East (England)","1050","760","26320","22080"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","North West (England)","980","760","29730","26820"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","Northern Ireland","110","90","31750","28920"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","Scotland","720","530","28560","26820"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","South East (England)","280","220","30600","28920"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","South West (England)","100","80","38220","33370"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","Wales","280","210","28910","26820"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","West Midlands (England)","320","260","35290","33370"
"In post","2022","60-64","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","300","220","30500","26820"
"In post","2022","60-64","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","HM Treasury (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Home Office","East of England","140","110","27090","26650"
"In post","2022","60-64","Home Office","London","960","840","36350","29990"
"In post","2022","60-64","Home Office","North East (England)","110","80","24760","21680"
"In post","2022","60-64","Home Office","North West (England)","430","360","25860","21680"
"In post","2022","60-64","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Home Office","Scotland","80","60","27150","25040"
"In post","2022","60-64","Home Office","South East (England)","300","210","29710","27370"
"In post","2022","60-64","Home Office","South West (England)","30","20","[c]","[c]"
"In post","2022","60-64","Home Office","Wales","40","30","[c]","[c]"
"In post","2022","60-64","Home Office","West Midlands (England)","70","50","29010","26160"
"In post","2022","60-64","Home Office","Yorkshire and The Humber","190","150","26110","24880"
"In post","2022","60-64","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Institute for Apprenticeships and Technical Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Institute for Apprenticeships and Technical Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intellectual Property Office","Wales","70","60","36980","28750"
"In post","2022","60-64","Legal Aid Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal Aid Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal Aid Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal Aid Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal Aid Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal Aid Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal Aid Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal Aid Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal Aid Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Maritime and Coastguard Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Maritime and Coastguard Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Maritime and Coastguard Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Maritime and Coastguard Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Maritime and Coastguard Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Maritime and Coastguard Agency","South East (England)","50","40","[c]","[c]"
"In post","2022","60-64","Maritime and Coastguard Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Maritime and Coastguard Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Maritime and Coastguard Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicines and Healthcare Products Regulatory Agency","East of England","30","30","[c]","[c]"
"In post","2022","60-64","Medicines and Healthcare Products Regulatory Agency","London","40","40","[c]","[c]"
"In post","2022","60-64","Medicines and Healthcare Products Regulatory Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicines and Healthcare Products Regulatory Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Met Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Met Office","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Met Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Met Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Met Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Met Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Met Office","South West (England)","70","70","42270","40040"
"In post","2022","60-64","Met Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Met Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Met Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","East Midlands (England)","240","230","25840","21380"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","East of England","410","400","29090","25190"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","London","340","320","39510","34320"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","North East (England)","50","40","[c]","[c]"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","North West (England)","200","170","29590","22330"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","Northern Ireland","110","110","24530","20560"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","Overseas","60","50","42370","36780"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","Scotland","380","340","28110","21850"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","South East (England)","920","880","31620","29050"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","South West (England)","980","910","31620","27900"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","Wales","140","140","25630","21380"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","West Midlands (England)","270","250","28910","26670"
"In post","2022","60-64","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","320","300","26350","26530"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","London","160","150","45430","42040"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","West Midlands (England)","50","40","31550","27540"
"In post","2022","60-64","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Crime Agency","London","80","70","46730","43630"
"In post","2022","60-64","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Crime Agency","North West (England)","60","60","38230","36630"
"In post","2022","60-64","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Crime Agency","South East (England)","40","40","[c]","[c]"
"In post","2022","60-64","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Records of Scotland","Scotland","40","40","[c]","[c]"
"In post","2022","60-64","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Savings and Investments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","National Savings and Investments","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Public Guardian","East Midlands (England)","40","30","[c]","[c]"
"In post","2022","60-64","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Public Guardian","West Midlands (England)","50","40","[c]","[c]"
"In post","2022","60-64","Office of the Scottish Charity Regulator","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectorate","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Registers of Scotland","Scotland","80","70","32090","30840"
"In post","2022","60-64","Revenue Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Royal Fleet Auxiliary","Unknown","120","120","40070","37300"
"In post","2022","60-64","Rural Payments Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Rural Payments Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Rural Payments Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Rural Payments Agency","North West (England)","80","70","24290","21300"
"In post","2022","60-64","Rural Payments Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Rural Payments Agency","South West (England)","30","20","[c]","[c]"
