"Status","Year","Organisation","Ethnicity","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Chinese","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Chinese","65+","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Mixed","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Mixed","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Mixed","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Mixed","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Unknown","20-29","60","60","26260","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Unknown","30-39","90","90","28550","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","Unknown","40-49","70","70","30870","26380"
"In post","2021","Advisory, Conciliation and Arbitration Service","Unknown","50-59","50","50","30360","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","White","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","White","20-29","40","40","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","White","30-39","120","110","31150","30950"
"In post","2021","Advisory, Conciliation and Arbitration Service","White","40-49","160","150","35730","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","White","50-59","240","220","36020","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","White","60-64","70","50","37240","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","White","65+","30","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Asian","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Asian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Asian","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Asian","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Asian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Black","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Black","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Black","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Black","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Black","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Black","65+","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Chinese","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Chinese","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Chinese","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Chinese","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Chinese","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Chinese","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Chinese","65+","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mixed","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mixed","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mixed","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mixed","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Undeclared","30-39","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Undeclared","40-49","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Undeclared","50-59","60","50","33980","29860"
"In post","2021","Animal and Plant Health Agency","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","20-29","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","30-39","60","60","29600","26860"
"In post","2021","Animal and Plant Health Agency","Unknown","40-49","70","60","32610","30330"
"In post","2021","Animal and Plant Health Agency","Unknown","50-59","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","White","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","White","20-29","370","360","25260","24920"
"In post","2021","Animal and Plant Health Agency","White","30-39","380","360","29430","28240"
"In post","2021","Animal and Plant Health Agency","White","40-49","550","510","32170","29180"
"In post","2021","Animal and Plant Health Agency","White","50-59","620","590","32500","28820"
"In post","2021","Animal and Plant Health Agency","White","60-64","170","160","32830","28770"
"In post","2021","Animal and Plant Health Agency","White","65+","60","50","33140","30610"
"In post","2021","Animal and Plant Health Agency","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Asian","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Asian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Asian","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Black","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Black","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Black","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Chinese","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Chinese","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Chinese","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Mixed","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Mixed","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Mixed","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","White","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","White","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","White","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Asian","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Asian","20-29","130","130","36030","34550"
"In post","2021","Cabinet Office (excl. agencies)","Asian","30-39","170","170","47460","54700"
"In post","2021","Cabinet Office (excl. agencies)","Asian","40-49","110","100","53640","54700"
"In post","2021","Cabinet Office (excl. agencies)","Asian","50-59","50","50","50870","41820"
"In post","2021","Cabinet Office (excl. agencies)","Asian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Black","20-29","70","70","35190","32000"
"In post","2021","Cabinet Office (excl. agencies)","Black","30-39","60","60","45340","40600"
"In post","2021","Cabinet Office (excl. agencies)","Black","40-49","60","60","42280","38500"
"In post","2021","Cabinet Office (excl. agencies)","Black","50-59","60","60","47700","38220"
"In post","2021","Cabinet Office (excl. agencies)","Black","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Black","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Chinese","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Chinese","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Chinese","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Chinese","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Chinese","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Chinese","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Chinese","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Mixed","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Mixed","20-29","70","70","37110","34550"
"In post","2021","Cabinet Office (excl. agencies)","Mixed","30-39","60","60","49370","54700"
"In post","2021","Cabinet Office (excl. agencies)","Mixed","40-49","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Mixed","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Undeclared","20-29","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Undeclared","30-39","70","60","49040","54700"
"In post","2021","Cabinet Office (excl. agencies)","Undeclared","40-49","50","50","50080","54700"
"In post","2021","Cabinet Office (excl. agencies)","Undeclared","50-59","60","60","47720","37940"
"In post","2021","Cabinet Office (excl. agencies)","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","20-29","2010","2010","32030","29250"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","30-39","790","780","49630","50550"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","40-49","630","610","63990","61380"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","50-59","510","500","65010","56910"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","60-64","70","60","52130","53320"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","White","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","White","20-29","1040","1040","36880","34550"
"In post","2021","Cabinet Office (excl. agencies)","White","30-39","1190","1160","49120","54700"
"In post","2021","Cabinet Office (excl. agencies)","White","40-49","950","920","56130","54700"
"In post","2021","Cabinet Office (excl. agencies)","White","50-59","790","770","53460","49700"
"In post","2021","Cabinet Office (excl. agencies)","White","60-64","170","140","50900","37270"
"In post","2021","Cabinet Office (excl. agencies)","White","65+","30","30","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","65+","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","65+","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","White","20-29","80","80","25520","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","White","30-39","150","150","31700","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","White","40-49","160","150","35430","31070"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","White","50-59","130","120","39310","36930"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","White","60-64","30","30","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","White","65+","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Asian","65+","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Black","50-59","[c]","[c]","[c]","[c]"
