"Status","Year","Function_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Heterosexual / straight","100","90","44360","42420"
"In post","2021","Analysis","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Heterosexual / straight","100","100","42530","48350"
"In post","2021","Analysis","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","160","160","38780","36760"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Heterosexual / straight","70","70","41200","38550"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Commercial","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Unknown","190","180","43010","40090"
"In post","2021","Commercial","Dorset and Somerset","Heterosexual / straight","50","50","40210","36460"
"In post","2021","Commercial","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Heterosexual / straight","230","220","38890","35700"
"In post","2021","Commercial","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Undeclared","30","30","[c]","[c]"
"In post","2021","Commercial","East Anglia","Unknown","80","80","49850","47550"
"In post","2021","Commercial","East Wales","Heterosexual / straight","120","110","36960","34800"
"In post","2021","Commercial","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Unknown","40","40","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Heterosexual / straight","50","50","37920","36780"
"In post","2021","Commercial","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Unknown","40","40","[c]","[c]"
"In post","2021","Commercial","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","760","730","39750","37400"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","120","120","42060","39540"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","150","150","55800","50020"
"In post","2021","Commercial","Greater Manchester","Heterosexual / straight","200","190","39550","36500"
"In post","2021","Commercial","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Unknown","110","110","52390","51480"
"In post","2021","Commercial","Hampshire and Isle of Wight","Heterosexual / straight","260","250","33590","33300"
"In post","2021","Commercial","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Undeclared","40","40","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Unknown","60","60","57410","54580"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Heterosexual / straight","130","130","48680","44020"
"In post","2021","Commercial","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Unknown","50","50","68260","61380"
"In post","2021","Commercial","Inner London - West","Heterosexual / straight","690","680","55710","47590"
"In post","2021","Commercial","Inner London - West","LGBO","40","40","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Undeclared","70","70","53490","42710"
"In post","2021","Commercial","Inner London - West","Unknown","650","640","70420","64500"
"In post","2021","Commercial","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Commercial","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Unknown","30","30","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Heterosexual / straight","200","190","39620","34800"
"In post","2021","Commercial","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Unknown","120","110","46340","49530"
"In post","2021","Commercial","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Heterosexual / straight","60","50","39450","37690"
"In post","2021","Commercial","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Heterosexual / straight","80","70","47880","46600"
"In post","2021","Commercial","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Unknown","30","30","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Heterosexual / straight","50","50","38530","32590"
"In post","2021","Commercial","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Heterosexual / straight","120","120","35870","33300"
"In post","2021","Commercial","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Unknown","50","50","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Heterosexual / straight","60","60","43180","39130"
"In post","2021","Commercial","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Unknown","40","40","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Unknown","40","40","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Heterosexual / straight","60","60","38630","33790"
"In post","2021","Commercial","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Heterosexual / straight","110","110","35650","33300"
"In post","2021","Commercial","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Unknown","40","40","[c]","[c]"
"In post","2021","Commercial","West Midlands","Heterosexual / straight","90","80","44100","38600"
"In post","2021","Commercial","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Unknown","30","30","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Heterosexual / straight","130","120","34470","31300"
"In post","2021","Commercial","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Undeclared","40","40","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Heterosexual / straight","120","120","42990","36900"
"In post","2021","Commercial","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Unknown","110","110","52530","51530"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","70","70","33260","31390"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Communications","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
