"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","130","130","45880","42980"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Commercial","140","140","47810","42470"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Communications","90","90","48280","42890"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","110","110","44660","42470"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Economics","150","150","48360","54110"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Finance","180","180","49520","49240"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Human Resources","90","90","47660","48770"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","200","180","37400","33390"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Other","40","40","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Policy","1120","1090","49300","48770"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","410","410","51510","54110"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Science and Engineering","60","60","52020","49240"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Security","130","130","45250","43360"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Social Research","50","50","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Statistics","80","80","43260","42470"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Unknown","690","670","49530","38650"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","480","440","34570","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","70","70","43700","41040"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","5570","4970","27930","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","3910","3760","42330","37100"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Economics","50","40","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","1180","1100","37950","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","780","730","38160","34290"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","450","420","36370","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","67260","59870","26380","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","7730","7010","26510","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","1040","980","45210","40140"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","1450","1280","35110","32990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","190","180","43600","38250"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Psychology","60","50","35120","34340"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","460","440","39280","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Social Research","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Statistics","190","180","45230","40310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","520","490","34690","27570"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","370","360","47730","43320"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","340","330","46590","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","170","160","43220","37500"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","90","80","47580","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","480","470","43310","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","250","250","38290","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","80","80","82890","79800"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","830","790","47310","47090"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Other","60","50","56310","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","1080","1040","48720","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Property","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","200","200","49340","49530"
"In post","2022","Disclosure Scotland","Scottish Government","Unknown","360","330","29150","23230"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","170","160","32390","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Communications","70","70","29690","26780"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Digital, Data and Technology","810","790","40460","38870"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Finance","140","130","33050","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","190","180","31740","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Medicine","50","40","78170","86300"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","4540","3910","22040","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Policy","150","130","30820","28760"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Project Delivery","100","90","34640","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Property","70","60","30770","30730"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Security","70","60","25290","24720"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Commercial","40","40","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Communications","50","40","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","50","50","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","210","210","36020","31630"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Finance","100","100","37990","33860"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","120","120","35660","33350"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","50","50","35670","32730"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","4010","3770","28220","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","60","60","29600","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Policy","100","90","37080","34800"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","50","40","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Property","70","60","32400","30730"
"In post","2022","Education and Skills Funding Agency","Department for Education","Commercial","170","160","42320","37100"
"In post","2022","Education and Skills Funding Agency","Department for Education","Communications","90","80","42990","40300"
"In post","2022","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","260","250","39140","36600"
"In post","2022","Education and Skills Funding Agency","Department for Education","Finance","400","390","40490","36780"
"In post","2022","Education and Skills Funding Agency","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Operational Delivery","740","720","41010","36960"
"In post","2022","Education and Skills Funding Agency","Department for Education","Policy","240","230","45540","37100"
"In post","2022","Education and Skills Funding Agency","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Scottish Government","Unknown","330","320","57430","62170"
"In post","2022","Estyn","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Inspector of Education and Training","70","60","75110","75480"
"In post","2022","Estyn","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Property","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Commercial","80","80","47480","44000"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Digital, Data and Technology","110","110","44450","42400"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Finance","50","50","38760","31890"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Human Resources","40","40","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Legal","60","40","50380","53430"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Other","30","30","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Project Delivery","70","70","38360","34070"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Property","350","350","40090","38990"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Security","270","250","34440","33030"
"In post","2022","Food Standards Agency","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Communications","50","50","41300","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Counter Fraud","60","60","38260","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Digital, Data and Technology","60","60","45710","41220"
"In post","2022","Food Standards Agency","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Finance","50","50","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Human Resources","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Operational Delivery","610","590","32200","28800"
"In post","2022","Food Standards Agency","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Policy","260","260","41000","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Project Delivery","40","30","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Science and Engineering","120","120","40080","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Veterinarian","60","60","44370","39090"
"In post","2022","Food Standards Scotland","Scottish Government","Unknown","300","290","35950","31540"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Commercial","60","50","41550","40100"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Communications","100","90","50550","47340"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Digital, Data and Technology","190","190","42660","39190"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Economics","160","160","51560","54080"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Finance","170","160","44230","40510"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Human Resources","280","270","48800","44500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Intelligence Analysis","180","180","46280","39770"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Internal Audit","50","50","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Knowledge and Information Management","110","110","45200","38360"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Legal","70","70","62850","67480"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Medicine","50","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Delivery","570","540","34750","30610"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Research","60","60","59570","61400"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Other","260","260","66280","66680"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Policy","3960","3910","50860","51500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Project Delivery","330","320","44930","41370"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Property","70","70","56750","59470"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Security","170","170","41780","34770"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Statistics","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","180","170","51550","49430"
"In post","2022","Forestry and Land Scotland","Scottish Government","Unknown","1020","980","32880","31060"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Other","200","180","68880","65470"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","Counter Fraud","40","30","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","Internal Audit","340","320","50580","48780"
"In post","2022","Government Internal Audit Agency","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Attorney General's Departments","Finance","40","40","[c]","[c]"
"In post","2022","Government Legal Department","Attorney General's Departments","Human Resources","70","60","37830","31640"
"In post","2022","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Attorney General's Departments","Legal","2040","1880","59820","60870"
"In post","2022","Government Legal Department","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","Attorney General's Departments","Other","430","410","33460","27580"
"In post","2022","Government Legal Department","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Cabinet Office","Finance","60","60","49030","44000"
"In post","2022","Government Property Agency","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Cabinet Office","Project Delivery","50","40","[c]","[c]"
"In post","2022","Government Property Agency","Cabinet Office","Property","150","150","51410","52700"
"In post","2022","Government Property Agency","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Commercial","30","30","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Communications","40","40","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","90","90","40520","34380"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Human Resources","50","50","45300","41720"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","1780","1680","43630","41480"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Policy","80","80","50280","47650"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Project Delivery","40","40","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","480","450","38780","35910"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Communications","40","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","290","290","39060","36050"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Finance","130","130","42410","40430"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","70","70","42970","36050"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Legal","1200","1090","43240","43020"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","14200","12810","24670","21490"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","30","30","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Property","100","100","41050","36050"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","HM Land Registry","Digital, Data and Technology","710","670","37870","38450"
"In post","2022","HM Land Registry","HM Land Registry","Finance","80","80","47560","42100"
"In post","2022","HM Land Registry","HM Land Registry","Human Resources","100","100","39260","33840"
"In post","2022","HM Land Registry","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","HM Land Registry","Legal","270","250","49180","56750"
"In post","2022","HM Land Registry","HM Land Registry","Operational Delivery","5190","4670","28580","27130"
"In post","2022","HM Land Registry","HM Land Registry","Other","30","30","[c]","[c]"
"In post","2022","HM Land Registry","HM Land Registry","Project Delivery","180","180","38710","38550"
"In post","2022","HM Land Registry","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Commercial","460","450","48670","46550"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Human Resources","160","160","47280","46550"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","420","410","30420","27540"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Internal Audit","60","60","48200","48410"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","58210","54760","29830","28200"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Policy","200","190","42590","42000"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Psychology","1370","1320","35400","30450"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Security","780","780","38960","37170"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Commercial","80","70","39840","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Communications","220","220","46470","41510"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Digital, Data and Technology","2120","2050","41710","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Economics","140","130","49190","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","1070","1000","41630","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","700","660","42610","40180"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","250","240","38670","37610"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Internal Audit","70","60","47280","43430"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","International Trade","130","120","36440","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Knowledge and Information Management","40","30","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","3830","3660","35770","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","28710","25670","27240","25330"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","140","140","45080","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","470","430","45290","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","1120","1060","55120","55210"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","2720","2620","45970","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","250","240","41640","40180"
