"Status","Year","Region_ITL3","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barking & Dagenham and Havering","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Operational Delivery","Female","100","90","27440","24080"
"In post","2021","Barking & Dagenham and Havering","Operational Delivery","Male","30","30","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Female","290","250","30770","31060"
"In post","2021","Barking & Dagenham and Havering","Unknown","Male","180","170","31310","31060"
"In post","2021","Barnet","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Digital, Data and Technology","Female","30","30","[c]","[c]"
"In post","2021","Barnet","Digital, Data and Technology","Male","140","140","46230","44960"
"In post","2021","Barnet","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Operational Delivery","Female","340","310","34430","32090"
"In post","2021","Barnet","Operational Delivery","Male","170","160","37880","32330"
"In post","2021","Barnet","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Science and Engineering","Female","390","360","40300","38940"
"In post","2021","Barnet","Science and Engineering","Male","150","150","42300","40750"
"In post","2021","Barnet","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Unknown","Female","220","200","30620","31060"
"In post","2021","Barnet","Unknown","Male","90","80","33260","31060"
"In post","2021","Barnsley, Doncaster and Rotherham","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Operational Delivery","Female","700","630","26240","23840"
"In post","2021","Barnsley, Doncaster and Rotherham","Operational Delivery","Male","730","690","29090","27150"
"In post","2021","Barnsley, Doncaster and Rotherham","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Psychology","Female","30","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Security","Male","60","60","41080","41430"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Female","1030","830","25040","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Male","340","320","25390","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Female","580","540","37690","34270"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Male","580","570","41650","38600"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","Female","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data and Technology","Female","100","90","36960","33300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data and Technology","Male","280","280","43370","42000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Female","430","410","39740","34720"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","Male","350","350","41290","39740"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Female","330","290","33560","28840"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","Male","130","130","35730","29200"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Knowledge and Information Management","Female","70","70","36080","33980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Knowledge and Information Management","Male","160","160","38540","33700"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Operational Delivery","Female","750","680","29480","27250"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Operational Delivery","Male","550","530","32350","30980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Other","Female","1110","1020","31010","28230"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Other","Male","1210","1180","37610","35000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Policy","Female","60","60","38700","36660"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Policy","Male","60","60","46520","42570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Female","1120","1060","37320","35630"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","Male","1790","1770","43650","40820"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Female","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Male","90","90","37750","36460"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Science and Engineering","Female","290","280","36970","33740"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Science and Engineering","Male","2270","2240","39270","39890"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","Female","50","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","Male","140","140","31720","32680"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Female","300","260","33050","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Male","290","280","39470","29250"
"In post","2021","Bedford","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Operational Delivery","Female","310","290","28760","26410"
"In post","2021","Bedford","Operational Delivery","Male","280","280","32040","30400"
"In post","2021","Bedford","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Female","120","100","28020","27570"
"In post","2021","Bedford","Unknown","Male","50","50","27970","27570"
"In post","2021","Belfast","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","Female","70","70","29880","27540"
"In post","2021","Belfast","Legal","Male","90","90","29350","26030"
"In post","2021","Belfast","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Operational Delivery","Female","820","710","25820","24890"
"In post","2021","Belfast","Operational Delivery","Male","750","720","26070","24880"
"In post","2021","Belfast","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Other","Female","30","30","[c]","[c]"
"In post","2021","Belfast","Other","Male","30","30","[c]","[c]"
"In post","2021","Belfast","Policy","Female","40","40","[c]","[c]"
"In post","2021","Belfast","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Tax","Female","310","280","31400","31810"
"In post","2021","Belfast","Tax","Male","320","310","34110","31810"
"In post","2021","Belfast","Unknown","Female","60","50","28850","25560"
"In post","2021","Belfast","Unknown","Male","60","60","26470","25560"
"In post","2021","Belfast","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data and Technology","Female","40","30","[c]","[c]"
"In post","2021","Berkshire","Digital, Data and Technology","Male","70","70","40400","36460"
"In post","2021","Berkshire","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Human Resources","Female","30","30","[c]","[c]"
