"Status","Year","Sexual_orientation","Region_ITL2","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Unknown","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","White","2500","2350","28330","26670"
"In post","2021","Heterosexual / straight","Highlands and Islands","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Highlands and Islands","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Highlands and Islands","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Highlands and Islands","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Highlands and Islands","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Highlands and Islands","White","1100","1040","28650","27570"
"In post","2021","Heterosexual / straight","Inner London - East","Asian","1910","1810","37150","31880"
"In post","2021","Heterosexual / straight","Inner London - East","Black","1880","1820","33410","31060"
"In post","2021","Heterosexual / straight","Inner London - East","Chinese","80","80","44320","41860"
"In post","2021","Heterosexual / straight","Inner London - East","Mixed","450","440","37930","32880"
"In post","2021","Heterosexual / straight","Inner London - East","Other ethnicity","170","160","40740","34320"
"In post","2021","Heterosexual / straight","Inner London - East","Undeclared","180","160","35820","31060"
"In post","2021","Heterosexual / straight","Inner London - East","Unknown","140","130","45260","36720"
"In post","2021","Heterosexual / straight","Inner London - East","White","6070","5790","46970","41060"
"In post","2021","Heterosexual / straight","Inner London - West","Asian","5150","4990","41390","36360"
"In post","2021","Heterosexual / straight","Inner London - West","Black","3660","3580","37130","33570"
"In post","2021","Heterosexual / straight","Inner London - West","Chinese","270","260","45000","40990"
"In post","2021","Heterosexual / straight","Inner London - West","Mixed","1590","1560","44310","40030"
"In post","2021","Heterosexual / straight","Inner London - West","Other ethnicity","530","510","43410","37640"
"In post","2021","Heterosexual / straight","Inner London - West","Undeclared","420","410","44120","39000"
"In post","2021","Heterosexual / straight","Inner London - West","Unknown","420","410","46740","40950"
"In post","2021","Heterosexual / straight","Inner London - West","White","27140","26350","50380","50520"
"In post","2021","Heterosexual / straight","Kent","Asian","130","130","28900","29290"
"In post","2021","Heterosexual / straight","Kent","Black","160","160","31300","29290"
"In post","2021","Heterosexual / straight","Kent","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","Mixed","100","90","30810","29290"
"In post","2021","Heterosexual / straight","Kent","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","Undeclared","70","60","29390","27380"
"In post","2021","Heterosexual / straight","Kent","Unknown","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Kent","White","5440","5080","29450","27440"
"In post","2021","Heterosexual / straight","Lancashire","Asian","760","680","25120","21440"
"In post","2021","Heterosexual / straight","Lancashire","Black","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","Mixed","90","80","29350","27380"
"In post","2021","Heterosexual / straight","Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lancashire","Undeclared","60","50","28580","27570"
"In post","2021","Heterosexual / straight","Lancashire","Unknown","100","90","26910","26060"
"In post","2021","Heterosexual / straight","Lancashire","White","8090","7400","29040","27570"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Asian","790","710","25330","22350"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Black","150","140","26540","24720"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Mixed","70","60","28740","27130"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Undeclared","50","50","26270","26910"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Unknown","50","50","27440","26800"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","White","3030","2780","28460","26930"
"In post","2021","Heterosexual / straight","Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Lincolnshire","White","2020","1910","27830","26670"
"In post","2021","Heterosexual / straight","Merseyside","Asian","130","120","33470","27260"
"In post","2021","Heterosexual / straight","Merseyside","Black","90","90","28510","25040"
"In post","2021","Heterosexual / straight","Merseyside","Chinese","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Merseyside","Mixed","200","190","28860","25040"
"In post","2021","Heterosexual / straight","Merseyside","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Merseyside","Undeclared","90","80","28390","25040"
"In post","2021","Heterosexual / straight","Merseyside","Unknown","150","140","31120","27570"
"In post","2021","Heterosexual / straight","Merseyside","White","12590","11530","28990","25560"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Eastern Scotland","White","990","940","37150","31160"
"In post","2021","Heterosexual / straight","North Yorkshire","Asian","60","60","31880","28370"
"In post","2021","Heterosexual / straight","North Yorkshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Yorkshire","Mixed","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","North Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North Yorkshire","White","3130","2960","33840","29930"
"In post","2021","Heterosexual / straight","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","White","2570","2420","28580","25560"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Asian","220","210","28410","25560"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Black","100","90","26970","24910"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Chinese","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Mixed","100","90","29080","27230"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Undeclared","80","70","27370","25560"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Unknown","180","150","27820","21950"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","White","12560","11310","29170","26380"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Asian","520","480","29960","31060"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Black","520","510","30800","31060"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Mixed","90","90","30250","31060"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Other ethnicity","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Undeclared","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Unknown","60","50","31400","31060"
"In post","2021","Heterosexual / straight","Outer London - East and North East","White","1110","1040","31410","31060"
"In post","2021","Heterosexual / straight","Outer London - South","Asian","1460","1360","34400","30110"
"In post","2021","Heterosexual / straight","Outer London - South","Black","1400","1340","33160","30440"
"In post","2021","Heterosexual / straight","Outer London - South","Chinese","60","50","38700","35920"
"In post","2021","Heterosexual / straight","Outer London - South","Mixed","300","280","35260","31060"
"In post","2021","Heterosexual / straight","Outer London - South","Other ethnicity","80","70","35320","30530"
"In post","2021","Heterosexual / straight","Outer London - South","Undeclared","130","120","35090","31180"
"In post","2021","Heterosexual / straight","Outer London - South","Unknown","60","50","42440","35050"
"In post","2021","Heterosexual / straight","Outer London - South","White","4160","3930","40900","36160"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Asian","2130","1970","31010","29090"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Black","740","710","31000","31060"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Chinese","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Mixed","210","200","31620","31060"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Other ethnicity","90","90","32860","31060"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Undeclared","120","110","30950","29490"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Unknown","70","70","32540","31060"
"In post","2021","Heterosexual / straight","Outer London - West and North West","White","2840","2620","34480","31460"
"In post","2021","Heterosexual / straight","Overseas","Asian","130","130","45910","41090"
"In post","2021","Heterosexual / straight","Overseas","Black","60","60","42250","37500"
"In post","2021","Heterosexual / straight","Overseas","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Mixed","80","80","49220","51220"
"In post","2021","Heterosexual / straight","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Undeclared","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","White","2140","2130","50330","50430"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Asian","250","240","32790","27570"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Black","90","90","28800","27570"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Mixed","90","90","30530","27350"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Undeclared","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Unknown","60","60","30320","26810"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","White","5290","4940","30070","27570"
"In post","2021","Heterosexual / straight","South Yorkshire","Asian","360","340","28100","25000"
"In post","2021","Heterosexual / straight","South Yorkshire","Black","130","120","27350","25000"
"In post","2021","Heterosexual / straight","South Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South Yorkshire","Mixed","110","100","31240","27570"
"In post","2021","Heterosexual / straight","South Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South Yorkshire","Undeclared","70","60","30350","27570"
"In post","2021","Heterosexual / straight","South Yorkshire","Unknown","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","South Yorkshire","White","6400","5830","31690","27570"
"In post","2021","Heterosexual / straight","Southern Scotland","Asian","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Southern Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Southern Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Southern Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Southern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Southern Scotland","Unknown","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Southern Scotland","White","3220","2920","30620","27570"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Asian","270","250","29720","27880"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Black","190","180","30830","28960"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Mixed","140","130","31000","29290"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Other ethnicity","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Undeclared","60","60","31080","27960"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Unknown","70","70","31180","29810"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","White","4680","4290","30780","27570"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Asian","90","80","27220","24880"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Black","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Mixed","70","60","27200","25790"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Undeclared","30","30","[c]","[c]"
