"Status","Year","Sex","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Declared non-disabled","Property","2640","2430","33130","30670"
"In post","2021","Female","Declared non-disabled","Security","1320","1270","32380","30120"
"In post","2021","Female","Declared non-disabled","Unknown","73500","64840","29630","27570"
"In post","2021","Female","Undeclared","Analysis","140","130","41680","40470"
"In post","2021","Female","Undeclared","Commercial","180","170","38620","34800"
"In post","2021","Female","Undeclared","Communications","170","160","37490","31970"
"In post","2021","Female","Undeclared","Counter Fraud","230","210","33910","31810"
"In post","2021","Female","Undeclared","Debt","100","80","23820","21440"
"In post","2021","Female","Undeclared","Digital, Data & Technology","220","210","40350","38070"
"In post","2021","Female","Undeclared","Finance","270","240","37250","33300"
"In post","2021","Female","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Human Resources","340","320","37160","33270"
"In post","2021","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Legal","220","200","49870","50940"
"In post","2021","Female","Undeclared","No function","6230","5600","31220","28130"
"In post","2021","Female","Undeclared","Project Delivery","630","600","39260","36870"
"In post","2021","Female","Undeclared","Property","250","230","32870","31050"
"In post","2021","Female","Undeclared","Security","120","120","36190","33300"
"In post","2021","Female","Undeclared","Unknown","3980","3600","29100","27570"
"In post","2021","Female","Unknown","Analysis","770","730","39710","36390"
"In post","2021","Female","Unknown","Commercial","980","940","51700","49700"
"In post","2021","Female","Unknown","Communications","1290","1230","34280","29220"
"In post","2021","Female","Unknown","Counter Fraud","1000","920","30390","28130"
"In post","2021","Female","Unknown","Debt","950","850","22090","20140"
"In post","2021","Female","Unknown","Digital, Data & Technology","1100","1060","40230","36740"
"In post","2021","Female","Unknown","Finance","940","860","35370","31810"
"In post","2021","Female","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Human Resources","1050","980","34370","30360"
"In post","2021","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Legal","2740","2490","35450","29350"
"In post","2021","Female","Unknown","No function","20640","18990","30420","25870"
"In post","2021","Female","Unknown","Project Delivery","1950","1840","41150","38600"
"In post","2021","Female","Unknown","Property","630","590","28220","25300"
"In post","2021","Female","Unknown","Security","430","410","30190","26670"
"In post","2021","Female","Unknown","Unknown","7250","6820","34640","29160"
"In post","2021","Male","Declared disabled","Analysis","280","270","41810","37320"
"In post","2021","Male","Declared disabled","Commercial","240","230","40860","39860"
"In post","2021","Male","Declared disabled","Communications","260","250","31110","27290"
"In post","2021","Male","Declared disabled","Counter Fraud","380","350","34430","31810"
"In post","2021","Male","Declared disabled","Debt","140","130","22900","20640"
"In post","2021","Male","Declared disabled","Digital, Data & Technology","620","600","40250","36780"
"In post","2021","Male","Declared disabled","Finance","330","320","40260","36460"
"In post","2021","Male","Declared disabled","Grants Management","60","50","25140","21050"
"In post","2021","Male","Declared disabled","Human Resources","360","350","38880","34420"
"In post","2021","Male","Declared disabled","Internal Audit","40","40","[c]","[c]"
"In post","2021","Male","Declared disabled","Legal","440","420","45710","46530"
"In post","2021","Male","Declared disabled","No function","7320","6940","32730","30400"
"In post","2021","Male","Declared disabled","Project Delivery","1290","1260","40020","38500"
"In post","2021","Male","Declared disabled","Property","380","360","35460","33250"
"In post","2021","Male","Declared disabled","Security","470","450","32280","29540"
"In post","2021","Male","Declared disabled","Unknown","7870","7440","29360","27570"
"In post","2021","Male","Declared non-disabled","Analysis","2490","2450","45520","40960"
"In post","2021","Male","Declared non-disabled","Commercial","1940","1920","46580","40580"
"In post","2021","Male","Declared non-disabled","Communications","2180","2150","34940","31810"
"In post","2021","Male","Declared non-disabled","Counter Fraud","3080","3000","35930","31810"
"In post","2021","Male","Declared non-disabled","Debt","950","900","24170","21440"
"In post","2021","Male","Declared non-disabled","Digital, Data & Technology","5300","5210","43250","39650"
"In post","2021","Male","Declared non-disabled","Finance","2730","2690","43640","39450"
"In post","2021","Male","Declared non-disabled","Grants Management","710","700","26010","24920"
"In post","2021","Male","Declared non-disabled","Human Resources","1900","1860","39470","34810"
"In post","2021","Male","Declared non-disabled","Internal Audit","280","270","48790","47180"
"In post","2021","Male","Declared non-disabled","Legal","3220","3120","49730","51250"
"In post","2021","Male","Declared non-disabled","No function","51080","49330","35370","31650"
"In post","2021","Male","Declared non-disabled","Project Delivery","11020","10840","42540","39860"
"In post","2021","Male","Declared non-disabled","Property","3700","3610","36980","33300"
"In post","2021","Male","Declared non-disabled","Security","4020","3960","31190","26670"
"In post","2021","Male","Declared non-disabled","Unknown","48560","46860","31950","27570"
"In post","2021","Male","Undeclared","Analysis","230","230","44100","42020"
"In post","2021","Male","Undeclared","Commercial","210","210","45460","41500"
"In post","2021","Male","Undeclared","Communications","190","190","34550","31590"
"In post","2021","Male","Undeclared","Counter Fraud","420","400","36800","32100"
"In post","2021","Male","Undeclared","Debt","110","100","24830","21440"
"In post","2021","Male","Undeclared","Digital, Data & Technology","460","450","41000","38450"
"In post","2021","Male","Undeclared","Finance","250","240","41100","37370"
"In post","2021","Male","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Undeclared","Human Resources","170","160","37680","33300"
"In post","2021","Male","Undeclared","Internal Audit","30","30","[c]","[c]"
"In post","2021","Male","Undeclared","Legal","150","150","51740","50750"
"In post","2021","Male","Undeclared","No function","7630","7200","33950","31650"
"In post","2021","Male","Undeclared","Project Delivery","1170","1140","40550","38400"
"In post","2021","Male","Undeclared","Property","370","360","37910","33880"
"In post","2021","Male","Undeclared","Security","570","560","34450","36550"
"In post","2021","Male","Undeclared","Unknown","3660","3550","31150","27570"
"In post","2021","Male","Unknown","Analysis","920","900","41280","36370"
"In post","2021","Male","Unknown","Commercial","1060","1050","56280","52540"
"In post","2021","Male","Unknown","Communications","1290","1270","32560","25560"
"In post","2021","Male","Unknown","Counter Fraud","1230","1190","32700","31810"
"In post","2021","Male","Unknown","Debt","830","810","22070","20140"
"In post","2021","Male","Unknown","Digital, Data & Technology","2210","2190","40720","37720"
"In post","2021","Male","Unknown","Finance","810","790","38190","33000"
"In post","2021","Male","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Human Resources","480","470","33980","31700"
"In post","2021","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Legal","1340","1290","38430","31180"
"In post","2021","Male","Unknown","No function","19540","18890","32580","28970"
"In post","2021","Male","Unknown","Project Delivery","2290","2250","42700","39860"
"In post","2021","Male","Unknown","Property","990","960","31430","28790"
"In post","2021","Male","Unknown","Security","1640","1620","30900","28600"
"In post","2021","Male","Unknown","Unknown","8260","8130","35900","31060"
"In post","2021","Unknown","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared disabled","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared disabled","Analysis","380","350","41370","37930"
"In post","2022","Female","Declared disabled","Commercial","260","240","38040","37040"
"In post","2022","Female","Declared disabled","Communications","350","330","35520","33080"
"In post","2022","Female","Declared disabled","Counter Fraud","1170","1020","30460","27570"
"In post","2022","Female","Declared disabled","Debt","530","440","23540","21260"
"In post","2022","Female","Declared disabled","Digital, Data & Technology","870","820","38040","34550"
"In post","2022","Female","Declared disabled","Finance","660","590","36340","32440"
"In post","2022","Female","Declared disabled","Grants Management","120","100","25410","21300"
"In post","2022","Female","Declared disabled","Human Resources","1110","1040","38110","33680"
"In post","2022","Female","Declared disabled","Internal Audit","60","50","43950","40580"
"In post","2022","Female","Declared disabled","Legal","790","710","43000","39750"
"In post","2022","Female","Declared disabled","No function","20910","18450","29340","27570"
"In post","2022","Female","Declared disabled","Project Delivery","1370","1270","39010","35390"
"In post","2022","Female","Declared disabled","Property","380","350","36520","33300"
"In post","2022","Female","Declared disabled","Security","280","270","32390","29060"
"In post","2022","Female","Declared disabled","Unknown","3650","3370","33320","28990"
"In post","2022","Female","Declared non-disabled","Analysis","2630","2460","43070","38340"
"In post","2022","Female","Declared non-disabled","Commercial","1840","1750","40840","37280"
"In post","2022","Female","Declared non-disabled","Communications","2760","2610","37220","33370"
"In post","2022","Female","Declared non-disabled","Counter Fraud","6150","5480","31110","27570"
"In post","2022","Female","Declared non-disabled","Debt","2700","2270","23860","21260"
"In post","2022","Female","Declared non-disabled","Digital, Data & Technology","5580","5290","40240","37070"
"In post","2022","Female","Declared non-disabled","Finance","4730","4370","37910","34150"
"In post","2022","Female","Declared non-disabled","Grants Management","1220","1070","24780","21300"
"In post","2022","Female","Declared non-disabled","Human Resources","5460","5090","37740","33300"
"In post","2022","Female","Declared non-disabled","Internal Audit","300","280","44610","42530"
"In post","2022","Female","Declared non-disabled","Legal","5510","5010","46300","48990"
"In post","2022","Female","Declared non-disabled","No function","104940","94010","30930","27570"
"In post","2022","Female","Declared non-disabled","Project Delivery","8300","7780","41110","38070"
"In post","2022","Female","Declared non-disabled","Property","2770","2580","35530","33000"
"In post","2022","Female","Declared non-disabled","Security","1840","1760","33390","32000"
"In post","2022","Female","Declared non-disabled","Unknown","28690","26420","34230","29370"
"In post","2022","Female","Undeclared","Analysis","130","120","43230","40090"
"In post","2022","Female","Undeclared","Commercial","120","120","39160","36490"
"In post","2022","Female","Undeclared","Communications","140","140","37700","33370"
"In post","2022","Female","Undeclared","Counter Fraud","410","360","32070","28920"
"In post","2022","Female","Undeclared","Debt","180","150","23300","21260"
"In post","2022","Female","Undeclared","Digital, Data & Technology","360","340","38900","35900"
"In post","2022","Female","Undeclared","Finance","310","290","37180","33370"
"In post","2022","Female","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Human Resources","410","390","36430","33300"
"In post","2022","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Legal","180","160","51170","53370"
"In post","2022","Female","Undeclared","No function","7780","6990","30330","27570"
"In post","2022","Female","Undeclared","Project Delivery","510","480","39480","37930"
"In post","2022","Female","Undeclared","Property","250","240","34980","31900"
"In post","2022","Female","Undeclared","Security","180","170","35640","33300"
"In post","2022","Female","Undeclared","Unknown","1600","1470","32780","28760"
"In post","2022","Female","Unknown","Analysis","840","800","41270","38340"
"In post","2022","Female","Unknown","Commercial","1190","1150","52680","50530"
"In post","2022","Female","Unknown","Communications","1320","1260","36060","32790"
"In post","2022","Female","Unknown","Counter Fraud","1270","1180","31800","28920"
"In post","2022","Female","Unknown","Debt","770","680","23300","21250"
"In post","2022","Female","Unknown","Digital, Data & Technology","1450","1400","41040","37170"
"In post","2022","Female","Unknown","Finance","1170","1090","36260","32940"
"In post","2022","Female","Unknown","Human Resources","1100","1030","34850","30740"
"In post","2022","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Legal","1590","1470","42930","40520"
"In post","2022","Female","Unknown","No function","26030","24050","31420","27570"
"In post","2022","Female","Unknown","Project Delivery","1670","1580","42770","40180"
"In post","2022","Female","Unknown","Property","730","690","30700","26670"
"In post","2022","Female","Unknown","Security","470","450","32080","28890"
"In post","2022","Female","Unknown","Unknown","7580","7220","35570","30040"
"In post","2022","Male","Declared disabled","Analysis","340","330","41780","38020"
"In post","2022","Male","Declared disabled","Commercial","200","200","41310","37430"
"In post","2022","Male","Declared disabled","Communications","250","250","33820","33080"
"In post","2022","Male","Declared disabled","Counter Fraud","820","760","31940","27570"
"In post","2022","Male","Declared disabled","Debt","280","260","23170","21260"
"In post","2022","Male","Declared disabled","Digital, Data & Technology","1130","1100","39920","36050"
"In post","2022","Male","Declared disabled","Finance","480","460","39330","35310"
"In post","2022","Male","Declared disabled","Grants Management","70","60","25350","21300"
"In post","2022","Male","Declared disabled","Human Resources","490","480","38150","33370"
"In post","2022","Male","Declared disabled","Internal Audit","40","40","[c]","[c]"
"In post","2022","Male","Declared disabled","Legal","430","410","46730","49930"
"In post","2022","Male","Declared disabled","No function","12050","11380","31080","27570"
"In post","2022","Male","Declared disabled","Project Delivery","1250","1210","40550","39080"
"In post","2022","Male","Declared disabled","Property","400","390","36870","33300"
"In post","2022","Male","Declared disabled","Security","580","560","33470","33300"
"In post","2022","Male","Declared disabled","Unknown","2940","2840","34050","29430"
"In post","2022","Male","Declared non-disabled","Analysis","3050","3000","45400","40520"
"In post","2022","Male","Declared non-disabled","Commercial","1660","1640","46760","40600"
"In post","2022","Male","Declared non-disabled","Communications","2250","2230","36150","33080"
"In post","2022","Male","Declared non-disabled","Counter Fraud","5220","5010","34220","31880"
"In post","2022","Male","Declared non-disabled","Debt","1560","1480","24170","21260"
"In post","2022","Male","Declared non-disabled","Digital, Data & Technology","9090","8930","42690","39650"
"In post","2022","Male","Declared non-disabled","Finance","3720","3650","42690","39350"
"In post","2022","Male","Declared non-disabled","Grants Management","870","850","25550","21300"
"In post","2022","Male","Declared non-disabled","Human Resources","2400","2350","39210","34260"
"In post","2022","Male","Declared non-disabled","Internal Audit","260","250","48190","46430"
"In post","2022","Male","Declared non-disabled","Legal","2990","2900","50260","52040"
"In post","2022","Male","Declared non-disabled","No function","72670","70210","33930","29180"
"In post","2022","Male","Declared non-disabled","Project Delivery","10450","10250","43300","40520"
"In post","2022","Male","Declared non-disabled","Property","3510","3420","39720","36050"
"In post","2022","Male","Declared non-disabled","Security","4870","4790","32650","30210"
"In post","2022","Male","Declared non-disabled","Unknown","24720","24040","35700","30820"
"In post","2022","Male","Undeclared","Analysis","150","140","45460","40670"
"In post","2022","Male","Undeclared","Commercial","150","150","46150","41090"
"In post","2022","Male","Undeclared","Communications","170","170","34280","29200"
"In post","2022","Male","Undeclared","Counter Fraud","550","530","35920","33370"
"In post","2022","Male","Undeclared","Debt","150","140","23910","21260"
"In post","2022","Male","Undeclared","Digital, Data & Technology","840","820","41130","37910"
"In post","2022","Male","Undeclared","Finance","320","310","41650","37590"
"In post","2022","Male","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Human Resources","210","200","37030","33370"
"In post","2022","Male","Undeclared","Internal Audit","30","30","[c]","[c]"
"In post","2022","Male","Undeclared","Legal","140","130","51960","54810"
"In post","2022","Male","Undeclared","No function","8290","7830","33090","31650"
"In post","2022","Male","Undeclared","Project Delivery","890","860","43000","40580"
"In post","2022","Male","Undeclared","Property","400","380","39310","36050"
"In post","2022","Male","Undeclared","Security","690","680","34920","36480"
"In post","2022","Male","Undeclared","Unknown","1910","1850","33930","30040"
"In post","2022","Male","Unknown","Analysis","940","920","42600","38000"
"In post","2022","Male","Unknown","Commercial","1200","1190","57330","54070"
"In post","2022","Male","Unknown","Communications","1290","1280","34010","27270"
"In post","2022","Male","Unknown","Counter Fraud","1450","1410","33980","33080"
"In post","2022","Male","Unknown","Debt","660","640","23760","21250"
"In post","2022","Male","Unknown","Digital, Data & Technology","2750","2720","41910","38500"
"In post","2022","Male","Unknown","Finance","990","970","39190","35310"
"In post","2022","Male","Unknown","Human Resources","550","540","36290","33080"
"In post","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Legal","790","770","46170","48080"
"In post","2022","Male","Unknown","No function","21860","21110","33260","29250"
"In post","2022","Male","Unknown","Project Delivery","2140","2090","43490","40520"
"In post","2022","Male","Unknown","Property","1110","1090","33630","29900"
"In post","2022","Male","Unknown","Security","1790","1750","32140","29250"
"In post","2022","Male","Unknown","Unknown","8570","8400","36160","31540"
"In post","2022","Unknown","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Legal","30","30","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","No function","490","420","25330","21580"
"Leaver CS","2021","Female","Declared disabled","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared disabled","Unknown","1000","780","27890","26890"
"Leaver CS","2021","Female","Declared non-disabled","Analysis","60","50","34870","29540"
"Leaver CS","2021","Female","Declared non-disabled","Commercial","60","50","45200","38000"
"Leaver CS","2021","Female","Declared non-disabled","Communications","70","60","37450","35590"
"Leaver CS","2021","Female","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Digital, Data & Technology","70","60","39980","35590"
"Leaver CS","2021","Female","Declared non-disabled","Finance","80","70","41280","36540"
"Leaver CS","2021","Female","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Human Resources","120","110","37290","32310"
"Leaver CS","2021","Female","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Legal","220","180","45450","45220"
"Leaver CS","2021","Female","Declared non-disabled","No function","2510","2200","30630","23530"
"Leaver CS","2021","Female","Declared non-disabled","Project Delivery","190","170","36630","32430"
"Leaver CS","2021","Female","Declared non-disabled","Property","100","80","29590","26000"
"Leaver CS","2021","Female","Declared non-disabled","Security","30","30","[c]","[c]"
"Leaver CS","2021","Female","Declared non-disabled","Unknown","4780","3850","28310","25490"
"Leaver CS","2021","Female","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","No function","350","280","30130","22680"
"Leaver CS","2021","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Unknown","370","310","29850","26890"
"Leaver CS","2021","Female","Unknown","Analysis","50","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Commercial","50","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Communications","50","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Grants Management","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Human Resources","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Legal","130","120","36840","27130"
"Leaver CS","2021","Female","Unknown","No function","1290","1200","29480","22680"
"Leaver CS","2021","Female","Unknown","Project Delivery","60","60","34930","30850"
"Leaver CS","2021","Female","Unknown","Property","60","50","25450","21070"
"Leaver CS","2021","Female","Unknown","Security","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","1960","1620","30470","27570"
"Leaver CS","2021","Male","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","No function","400","360","30310","26600"
"Leaver CS","2021","Male","Declared disabled","Project Delivery","50","50","39360","35790"
"Leaver CS","2021","Male","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Security","40","40","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Unknown","700","610","29290","26890"
"Leaver CS","2021","Male","Declared non-disabled","Analysis","80","70","43750","35010"
"Leaver CS","2021","Male","Declared non-disabled","Commercial","80","80","49520","41680"
"Leaver CS","2021","Male","Declared non-disabled","Communications","70","70","39610","31420"
"Leaver CS","2021","Male","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Digital, Data & Technology","130","130","44860","40150"
"Leaver CS","2021","Male","Declared non-disabled","Finance","70","70","45420","44790"
"Leaver CS","2021","Male","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Human Resources","70","70","40270","36800"
"Leaver CS","2021","Male","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Legal","160","140","51160","51820"
"Leaver CS","2021","Male","Declared non-disabled","No function","2390","2200","36260","27750"
"Leaver CS","2021","Male","Declared non-disabled","Project Delivery","350","330","40850","37390"
"Leaver CS","2021","Male","Declared non-disabled","Property","210","200","33940","31060"
"Leaver CS","2021","Male","Declared non-disabled","Security","170","160","30550","27050"
"Leaver CS","2021","Male","Declared non-disabled","Unknown","3390","3030","31620","27570"
"Leaver CS","2021","Male","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","No function","450","390","34700","31650"
"Leaver CS","2021","Male","Undeclared","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Security","30","30","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Unknown","340","310","31150","27570"
"Leaver CS","2021","Male","Unknown","Analysis","70","70","28570","24300"
"Leaver CS","2021","Male","Unknown","Commercial","50","50","60780","51560"
