"Status","Year","Sex","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy","Communications","140","130","45240","43150"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy","Counter Fraud","210","190","31840","31000"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","670","630","38200","37420"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy","Finance","190","170","43120","40050"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy","Human Resources","290","270","40360","39580"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy","Legal","80","70","46330","42990"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy","No function","4680","4400","39460","34500"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy","Project Delivery","400","370","41860","40040"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy","Property","40","40","[c]","[c]"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Digital, Culture, Media and Sport","Analysis","60","60","46740","38320"
"In post","2022","Female","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Digital, Culture, Media and Sport","Finance","30","30","[c]","[c]"
"In post","2022","Female","Department for Digital, Culture, Media and Sport","Human Resources","60","50","43250","34990"
"In post","2022","Female","Department for Digital, Culture, Media and Sport","No function","890","870","46530","51490"
"In post","2022","Female","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Education","Analysis","120","110","43880","42420"
"In post","2022","Female","Department for Education","Commercial","150","150","38280","36500"
"In post","2022","Female","Department for Education","Communications","150","140","40690","36660"
"In post","2022","Female","Department for Education","Digital, Data & Technology","510","480","41870","37240"
"In post","2022","Female","Department for Education","Finance","660","630","39670","36500"
"In post","2022","Female","Department for Education","Human Resources","130","120","35190","30200"
"In post","2022","Female","Department for Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Education","Legal","50","50","52870","57570"
"In post","2022","Female","Department for Education","No function","3100","2930","43660","40230"
"In post","2022","Female","Department for Education","Project Delivery","60","50","44740","41990"
"In post","2022","Female","Department for Education","Property","240","230","48260","50130"
"In post","2022","Female","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","Analysis","230","210","31680","29750"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","Commercial","130","120","34220","35900"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","Communications","200","180","39540","36970"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","390","370","41150","38750"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","Finance","250","230","38690","36720"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","Grants Management","1350","1190","24830","21300"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","Human Resources","240","220","40720","37020"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","No function","3890","3680","36920","33310"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","Project Delivery","200","180","32770","29180"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","Property","240","220","36070","32560"
"In post","2022","Female","Department for Environment, Food and Rural Affairs","Unknown","100","100","38450","36590"
"In post","2022","Female","Department for International Trade","Analysis","100","100","42260","32920"
"In post","2022","Female","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for International Trade","Communications","70","70","42150","38320"
"In post","2022","Female","Department for International Trade","Digital, Data & Technology","80","80","45930","44500"
"In post","2022","Female","Department for International Trade","Finance","40","40","[c]","[c]"
"In post","2022","Female","Department for International Trade","Human Resources","90","90","45390","45380"
"In post","2022","Female","Department for International Trade","No function","940","930","45920","40600"
"In post","2022","Female","Department for International Trade","Project Delivery","40","40","[c]","[c]"
"In post","2022","Female","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","Analysis","90","80","46770","48200"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","Communications","60","60","43250","39600"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","80","70","43970","40720"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","Finance","80","80","49000","48200"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","Human Resources","70","70","39660","33210"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","No function","1610","1520","44180","39600"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","Project Delivery","110","100","45310","40790"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Levelling Up, Housing and Communities","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Transport","Analysis","190","180","44740","42490"
"In post","2022","Female","Department for Transport","Commercial","200","180","37390","34710"
"In post","2022","Female","Department for Transport","Communications","140","130","37920","32760"
"In post","2022","Female","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Transport","Digital, Data & Technology","380","360","36760","33350"
"In post","2022","Female","Department for Transport","Finance","240","230","38430","34710"
"In post","2022","Female","Department for Transport","Human Resources","320","300","35220","32070"
"In post","2022","Female","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Transport","No function","5570","4820","28050","21840"
"In post","2022","Female","Department for Transport","Project Delivery","280","270","43880","41230"
"In post","2022","Female","Department for Transport","Property","70","60","32670","30730"
"In post","2022","Female","Department for Transport","Security","70","70","40510","35980"
"In post","2022","Female","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Work and Pensions","Analysis","330","300","43290","37380"
"In post","2022","Female","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department for Work and Pensions","Communications","130","120","41510","39360"
"In post","2022","Female","Department for Work and Pensions","Counter Fraud","3930","3390","27370","27570"
"In post","2022","Female","Department for Work and Pensions","Debt","1710","1390","22650","21260"
"In post","2022","Female","Department for Work and Pensions","Digital, Data & Technology","1400","1300","40010","35310"
"In post","2022","Female","Department for Work and Pensions","Finance","1040","940","36400","34290"
"In post","2022","Female","Department for Work and Pensions","Human Resources","1040","950","35100","31990"
"In post","2022","Female","Department for Work and Pensions","Legal","50","40","[c]","[c]"
"In post","2022","Female","Department for Work and Pensions","No function","48660","41890","26730","27570"
"In post","2022","Female","Department for Work and Pensions","Project Delivery","950","810","34070","31990"
"In post","2022","Female","Department for Work and Pensions","Property","90","90","40300","36910"
"In post","2022","Female","Department for Work and Pensions","Security","70","60","29910","27570"
"In post","2022","Female","Department for Work and Pensions","Unknown","1000","920","38860","35310"
"In post","2022","Female","Department of Health and Social Care","Analysis","260","250","50440","53360"
"In post","2022","Female","Department of Health and Social Care","Commercial","240","230","48050","49340"
"In post","2022","Female","Department of Health and Social Care","Communications","310","300","45450","41010"
"In post","2022","Female","Department of Health and Social Care","Digital, Data & Technology","230","220","43820","40070"
"In post","2022","Female","Department of Health and Social Care","Finance","400","390","39660","36820"
"In post","2022","Female","Department of Health and Social Care","Human Resources","330","320","41880","36330"
"In post","2022","Female","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department of Health and Social Care","No function","5680","5250","43370","38770"
"In post","2022","Female","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department of Health and Social Care","Property","40","30","[c]","[c]"
"In post","2022","Female","Department of Health and Social Care","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Department of Health and Social Care","Unknown","150","150","46910","49530"
"In post","2022","Female","Estyn","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Estyn","Project Delivery","50","50","59930","75480"
"In post","2022","Female","Estyn","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Estyn","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Communications","40","40","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Food Standards Agency","No function","430","420","37970","37350"
"In post","2022","Female","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Commercial","90","90","38850","33930"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Communications","50","50","46460","43330"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Digital, Data & Technology","110","100","41700","39310"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Finance","170","160","43660","38600"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Human Resources","220","210","43520","37560"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Legal","50","50","56750","57400"
"In post","2022","Female","Foreign, Commonwealth and Development Office","No function","1750","1710","46210","39110"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Project Delivery","1130","1090","50560","52430"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Property","80","80","40740","36220"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Security","180","170","39620","36440"
"In post","2022","Female","Foreign, Commonwealth and Development Office","Unknown","140","140","48950","45870"
"In post","2022","Female","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Land Registry","Digital, Data & Technology","250","230","37520","38450"
"In post","2022","Female","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Land Registry","Human Resources","80","70","37540","33840"
"In post","2022","Female","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Land Registry","Legal","180","160","47740","55090"
"In post","2022","Female","HM Land Registry","No function","3310","2910","28290","27130"
"In post","2022","Female","HM Land Registry","Project Delivery","110","100","37670","38550"
"In post","2022","Female","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Revenue and Customs","Analysis","360","340","45350","40520"
"In post","2022","Female","HM Revenue and Customs","Commercial","80","70","37010","40180"
"In post","2022","Female","HM Revenue and Customs","Communications","2250","2130","30850","26820"
"In post","2022","Female","HM Revenue and Customs","Counter Fraud","4630","4240","33840","33080"
"In post","2022","Female","HM Revenue and Customs","Debt","2470","2140","24380","21680"
"In post","2022","Female","HM Revenue and Customs","Digital, Data & Technology","1160","1110","40950","40180"
"In post","2022","Female","HM Revenue and Customs","Finance","1580","1370","32800","26820"
"In post","2022","Female","HM Revenue and Customs","Human Resources","1160","1060","37530","33370"
"In post","2022","Female","HM Revenue and Customs","Internal Audit","40","40","[c]","[c]"
"In post","2022","Female","HM Revenue and Customs","Legal","740","680","42090","33370"
"In post","2022","Female","HM Revenue and Customs","No function","18290","16050","29640","26590"
"In post","2022","Female","HM Revenue and Customs","Project Delivery","2630","2470","44990","40520"
"In post","2022","Female","HM Revenue and Customs","Property","1880","1710","32660","28030"
"In post","2022","Female","HM Revenue and Customs","Security","80","70","39640","40520"
"In post","2022","Female","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Treasury","Communications","30","30","[c]","[c]"
"In post","2022","Female","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Treasury","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Treasury","Finance","60","60","48910","46820"
"In post","2022","Female","HM Treasury","Human Resources","90","80","40350","37900"
"In post","2022","Female","HM Treasury","Internal Audit","190","170","46160","43270"
"In post","2022","Female","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Treasury","No function","890","850","46580","42300"
"In post","2022","Female","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Treasury","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Home Office","Unknown","18870","17210","32070","28350"
"In post","2022","Female","Ministry of Defence","Analysis","290","270","38680","38070"
"In post","2022","Female","Ministry of Defence","Commercial","890","850","36410","34500"
"In post","2022","Female","Ministry of Defence","Communications","310","290","36630","33300"
"In post","2022","Female","Ministry of Defence","Digital, Data & Technology","1200","1150","32420","31070"
"In post","2022","Female","Ministry of Defence","Finance","1220","1150","36380","33000"
"In post","2022","Female","Ministry of Defence","Human Resources","1560","1440","31800","26670"
"In post","2022","Female","Ministry of Defence","Internal Audit","80","80","38310","34820"
"In post","2022","Female","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Ministry of Defence","No function","1060","1000","36870","35630"
"In post","2022","Female","Ministry of Defence","Project Delivery","5040","4740","36750","33900"
"In post","2022","Female","Ministry of Defence","Property","910","870","30570","33000"
"In post","2022","Female","Ministry of Defence","Security","1300","1260","30240","26740"
"In post","2022","Female","Ministry of Defence","Unknown","9130","8580","30270","26350"
"In post","2022","Female","Ministry of Justice","Analysis","270","260","47070","42010"
"In post","2022","Female","Ministry of Justice","Commercial","130","130","34660","34260"
"In post","2022","Female","Ministry of Justice","Communications","100","100","44480","41750"
"In post","2022","Female","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Ministry of Justice","Digital, Data & Technology","500","490","44750","41750"
"In post","2022","Female","Ministry of Justice","Finance","400","380","40930","39430"
"In post","2022","Female","Ministry of Justice","Human Resources","830","800","40800","36050"
"In post","2022","Female","Ministry of Justice","Internal Audit","40","30","[c]","[c]"
"In post","2022","Female","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Ministry of Justice","No function","46500","42700","28860","25700"
"In post","2022","Female","Ministry of Justice","Project Delivery","160","160","41080","39360"
"In post","2022","Female","Ministry of Justice","Property","250","240","37660","34990"
"In post","2022","Female","Ministry of Justice","Security","410","410","37210","33480"
"In post","2022","Female","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","National Crime Agency","Digital, Data & Technology","120","120","40870","37700"
"In post","2022","Female","National Crime Agency","Finance","40","40","[c]","[c]"
"In post","2022","Female","National Crime Agency","Human Resources","110","100","39960","38210"
"In post","2022","Female","National Crime Agency","Legal","40","30","[c]","[c]"
"In post","2022","Female","National Crime Agency","No function","2050","1970","37580","36410"
"In post","2022","Female","National Crime Agency","Project Delivery","60","50","43180","40170"
"In post","2022","Female","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","National Crime Agency","Security","30","30","[c]","[c]"
"In post","2022","Female","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland Office","No function","60","60","45840","41750"
"In post","2022","Female","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Analysis","70","70","40690","34850"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Human Resources","30","30","[c]","[c]"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","No function","1010","960","51210","51360"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Gas and Electricity Markets","Analysis","60","60","41200","34000"
"In post","2022","Female","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Gas and Electricity Markets","Human Resources","40","30","[c]","[c]"
"In post","2022","Female","Office of Gas and Electricity Markets","Legal","60","50","61340","60180"
"In post","2022","Female","Office of Gas and Electricity Markets","No function","390","380","38930","33400"
"In post","2022","Female","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","No function","150","140","43110","38000"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Qualifications and Examinations Regulation","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","No function","100","90","49660","50810"
"In post","2022","Female","Office of Rail and Road","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Scotland","Unknown","50","50","47620","48670"
"In post","2022","Female","Office of the Secretary of State for Wales","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Office of the Secretary of State for Wales","No function","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scottish Government","Commercial","50","40","[c]","[c]"
"In post","2022","Female","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scottish Government","Digital, Data & Technology","70","70","39470","37250"
"In post","2022","Female","Scottish Government","Finance","110","100","36380","33490"
"In post","2022","Female","Scottish Government","Human Resources","180","170","35150","35000"
"In post","2022","Female","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scottish Government","Legal","550","510","53360","53490"
"In post","2022","Female","Scottish Government","No function","4130","3810","29100","27080"
"In post","2022","Female","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scottish Government","Property","40","30","[c]","[c]"
"In post","2022","Female","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Scottish Government","Unknown","8420","7940","39780","34600"
"In post","2022","Female","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","The National Archives","Digital, Data & Technology","60","60","39910","38250"
"In post","2022","Female","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","The National Archives","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","The National Archives","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","The National Archives","No function","190","180","34160","30930"
"In post","2022","Female","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Commercial","80","80","45190","42750"
"In post","2022","Female","UK Export Finance","Communications","40","40","[c]","[c]"
"In post","2022","Female","UK Export Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Statistics Authority","Analysis","1110","1040","37600","36840"
"In post","2022","Female","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Statistics Authority","Communications","40","40","[c]","[c]"
"In post","2022","Female","UK Statistics Authority","Digital, Data & Technology","230","220","41890","37360"
"In post","2022","Female","UK Statistics Authority","Finance","30","30","[c]","[c]"
"In post","2022","Female","UK Statistics Authority","Human Resources","110","100","39280","35180"
"In post","2022","Female","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Statistics Authority","No function","1630","1320","26760","23470"
"In post","2022","Female","UK Statistics Authority","Project Delivery","160","160","39440","36840"
"In post","2022","Female","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Supreme Court","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","No function","50","50","50110","41620"
"In post","2022","Female","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Welsh Government","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Welsh Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Welsh Government","No function","[c]","[c]","[c]","[c]"
"In post","2022","Female","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Welsh Government","Unknown","3510","3250","40780","38160"
