"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Outer London - South","Croydon","40","40","[c]","[c]"
"In post","2021","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Yorkshire","Sheffield","130","120","44020","42580"
"In post","2021","Analysis","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Darlington","30","30","[c]","[c]"
"In post","2021","Analysis","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands","Birmingham","40","40","[c]","[c]"
"In post","2021","Analysis","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Yorkshire","Leeds","140","140","41610","41890"
"In post","2021","Analysis","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","70","70","39960","36800"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","80","70","43780","41160"
"In post","2021","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","40","40","[c]","[c]"
"In post","2021","Commercial","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","Nottingham","60","50","41870","40470"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Devon CC","200","190","42960","40140"
"In post","2021","Commercial","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset and Somerset","Somerset","40","30","[c]","[c]"
"In post","2021","Commercial","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Cambridgeshire CC","130","120","37430","34800"
"In post","2021","Commercial","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","Norwich and East Norfolk","150","140","43090","38420"
"In post","2021","Commercial","East Anglia","Peterborough","40","40","[c]","[c]"
"In post","2021","Commercial","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"In post","2021","Commercial","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","Monmouthshire and Newport","110","110","37950","34800"
"In post","2021","Commercial","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","City of Edinburgh","60","50","35800","33650"
"In post","2021","Commercial","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","640","620","44040","40580"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","80","80","41650","39830"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","340","330","39170","34800"
"In post","2021","Commercial","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester South East","30","30","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","Greater Manchester South West","160","150","44690","38630"
"In post","2021","Commercial","Greater Manchester","Manchester","150","150","44830","38280"
"In post","2021","Commercial","Hampshire and Isle of Wight","Central Hampshire","210","200","37620","33630"
"In post","2021","Commercial","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","Portsmouth","100","100","37290","33300"
"In post","2021","Commercial","Hampshire and Isle of Wight","South Hampshire","40","40","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Tower Hamlets","170","170","49430","46130"
"In post","2021","Commercial","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Westminster","1440","1420","61930","54700"
"In post","2021","Commercial","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Blackpool","30","30","[c]","[c]"
"In post","2021","Commercial","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Liverpool","270","270","41840","35420"
"In post","2021","Commercial","Merseyside","Sefton","40","30","[c]","[c]"
"In post","2021","Commercial","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","York","50","50","43210","38180"
"In post","2021","Commercial","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Tyneside","50","50","41750","41090"
"In post","2021","Commercial","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Croydon","120","120","48470","46600"
"In post","2021","Commercial","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Hounslow and Richmond upon Thames","60","50","32290","26120"
"In post","2021","Commercial","Overseas","Overseas","40","40","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Staffordshire CC","130","130","33220","27010"
"In post","2021","Commercial","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Telford and Wrekin","50","50","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Sheffield","90","90","48070","43690"
"In post","2021","Commercial","Southern Scotland","South Lanarkshire","100","90","44820","43110"
"In post","2021","Commercial","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","West Surrey","30","30","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Darlington","30","30","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Glasgow City","150","150","38010","33840"
"In post","2021","Commercial","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Birmingham","80","80","47790","40830"
"In post","2021","Commercial","West Midlands","Coventry","40","40","[c]","[c]"
"In post","2021","Commercial","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Swansea","170","150","33450","31040"
"In post","2021","Commercial","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Leeds","260","250","46540","40480"
"In post","2021","Commercial","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","40","30","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","West Cumbria","40","40","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Nottingham","480","470","29450","25560"
"In post","2021","Communications","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Devon CC","50","50","34400","32730"
"In post","2021","Communications","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","Cardiff and Vale of Glamorgan","800","770","28710","25560"
"In post","2021","Communications","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","Monmouthshire and Newport","60","60","35610","30640"
"In post","2021","Communications","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","City of Edinburgh","150","140","33000","31810"
"In post","2021","Communications","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","80","70","39300","35930"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","100","90","38260","36420"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","50","50","32850","30000"
"In post","2021","Communications","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Greater Manchester South West","370","370","28620","25560"
"In post","2021","Communications","Greater Manchester","Manchester","120","120","32150","30200"
"In post","2021","Communications","Hampshire and Isle of Wight","Central Hampshire","80","70","31600","26930"
"In post","2021","Communications","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","Portsmouth","50","50","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","South Hampshire","40","40","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","Lambeth","60","60","49970","45650"
"In post","2021","Communications","Inner London - East","Tower Hamlets","150","150","45580","37930"
"In post","2021","Communications","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - West","Westminster","1950","1910","46540","42360"
"In post","2021","Communications","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","Liverpool","40","40","[c]","[c]"
"In post","2021","Communications","Merseyside","Sefton","60","60","37930","35910"
"In post","2021","Communications","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
