"Status","Year","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Scotland","130","110","22090","20650"
"In post","2021","Declared disabled","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","East of England","50","50","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","London","280","280","45860","41760"
"In post","2021","Declared disabled","Digital, Data & Technology","North East (England)","50","50","38150","36950"
"In post","2021","Declared disabled","Digital, Data & Technology","North West (England)","70","70","36900","33300"
"In post","2021","Declared disabled","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scotland","60","50","36510","33930"
"In post","2021","Declared disabled","Digital, Data & Technology","South East (England)","90","80","35620","33300"
"In post","2021","Declared disabled","Digital, Data & Technology","South West (England)","190","180","37150","34880"
"In post","2021","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Wales","110","100","39850","36680"
"In post","2021","Declared disabled","Digital, Data & Technology","West Midlands (England)","90","80","37780","35000"
"In post","2021","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","70","70","35690","31810"
"In post","2021","Declared disabled","Finance","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Declared disabled","Finance","East of England","40","40","[c]","[c]"
"In post","2021","Declared disabled","Finance","London","190","180","48840","44200"
"In post","2021","Declared disabled","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","North West (England)","70","70","35540","31810"
"In post","2021","Declared disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Scotland","90","70","27670","21580"
"In post","2021","Declared disabled","Finance","South East (England)","90","80","34460","32950"
"In post","2021","Declared disabled","Finance","South West (England)","130","120","36670","33300"
"In post","2021","Declared disabled","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Finance","Yorkshire and The Humber","80","70","32320","25850"
"In post","2021","Declared disabled","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","North West (England)","70","60","24480","21050"
"In post","2021","Declared disabled","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","East Midlands (England)","60","60","35160","31890"
"In post","2021","Declared disabled","Human Resources","East of England","30","30","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","London","350","340","47510","41040"
"In post","2021","Declared disabled","Human Resources","North East (England)","80","70","28370","24000"
"In post","2021","Declared disabled","Human Resources","North West (England)","160","150","35970","31810"
"In post","2021","Declared disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Scotland","110","100","29040","24850"
"In post","2021","Declared disabled","Human Resources","South East (England)","80","80","36080","31340"
"In post","2021","Declared disabled","Human Resources","South West (England)","140","130","36470","32740"
"In post","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Wales","70","60","36030","31650"
"In post","2021","Declared disabled","Human Resources","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Yorkshire and The Humber","90","80","40120","38420"
"In post","2021","Declared disabled","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","East Midlands (England)","80","70","36110","31810"
"In post","2021","Declared disabled","Legal","East of England","60","50","42380","39720"
"In post","2021","Declared disabled","Legal","London","440","410","49910","51510"
"In post","2021","Declared disabled","Legal","North East (England)","60","50","35790","31700"
"In post","2021","Declared disabled","Legal","North West (England)","170","150","37540","31810"
"In post","2021","Declared disabled","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Scotland","70","70","45810","43530"
"In post","2021","Declared disabled","Legal","South East (England)","80","70","44700","40590"
"In post","2021","Declared disabled","Legal","South West (England)","50","50","41720","42380"
"In post","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Wales","50","50","42230","42300"
"In post","2021","Declared disabled","Legal","West Midlands (England)","90","80","41200","43460"
"In post","2021","Declared disabled","Legal","Yorkshire and The Humber","100","90","43050","42990"
"In post","2021","Declared disabled","No function","East Midlands (England)","1240","1150","28410","25560"
"In post","2021","Declared disabled","No function","East of England","880","810","29280","27380"
"In post","2021","Declared disabled","No function","London","3570","3450","40030","35590"
"In post","2021","Declared disabled","No function","North East (England)","1150","1010","26080","22350"
"In post","2021","Declared disabled","No function","North West (England)","2170","1960","28440","25560"
"In post","2021","Declared disabled","No function","Northern Ireland","150","130","28240","25560"
"In post","2021","Declared disabled","No function","Overseas","120","120","49360","52970"
"In post","2021","Declared disabled","No function","Scotland","1000","910","30130","28130"
"In post","2021","Declared disabled","No function","South East (England)","1700","1560","29430","27160"
"In post","2021","Declared disabled","No function","South West (England)","1240","1150","31060","28400"
"In post","2021","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Wales","1550","1360","26050","21590"
"In post","2021","Declared disabled","No function","West Midlands (England)","1460","1360","28720","26470"
"In post","2021","Declared disabled","No function","Yorkshire and The Humber","1260","1150","30280","28130"
"In post","2021","Declared disabled","Project Delivery","East Midlands (England)","70","70","37230","34800"
"In post","2021","Declared disabled","Project Delivery","East of England","100","90","38300","37640"
"In post","2021","Declared disabled","Project Delivery","London","450","430","49460","45150"
"In post","2021","Declared disabled","Project Delivery","North East (England)","90","90","38270","38550"
"In post","2021","Declared disabled","Project Delivery","North West (England)","200","190","36880","33730"
"In post","2021","Declared disabled","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Overseas","50","50","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Scotland","140","130","35710","33930"
"In post","2021","Declared disabled","Project Delivery","South East (England)","230","230","36300","33300"
"In post","2021","Declared disabled","Project Delivery","South West (England)","1070","1030","36960","34620"
"In post","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Wales","70","60","34990","32180"
"In post","2021","Declared disabled","Project Delivery","West Midlands (England)","100","90","33870","31840"
"In post","2021","Declared disabled","Project Delivery","Yorkshire and The Humber","70","70","37270","31840"
"In post","2021","Declared disabled","Property","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Property","East of England","50","50","33080","33280"
"In post","2021","Declared disabled","Property","London","120","110","44710","36800"
"In post","2021","Declared disabled","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","North West (England)","50","50","31140","28130"
"In post","2021","Declared disabled","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Scotland","70","70","29180","28120"
"In post","2021","Declared disabled","Property","South East (England)","90","80","33420","33300"
"In post","2021","Declared disabled","Property","South West (England)","130","120","33920","33000"
"In post","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Wales","40","30","[c]","[c]"
"In post","2021","Declared disabled","Property","West Midlands (England)","50","40","[c]","[c]"
"In post","2021","Declared disabled","Property","Yorkshire and The Humber","70","60","32700","26670"
"In post","2021","Declared disabled","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","East of England","50","50","36260","39070"
"In post","2021","Declared disabled","Security","London","100","100","41050","38940"
"In post","2021","Declared disabled","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","North West (England)","30","30","[c]","[c]"
"In post","2021","Declared disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Scotland","60","60","30130","26670"
"In post","2021","Declared disabled","Security","South East (England)","150","140","31670","29630"
"In post","2021","Declared disabled","Security","South West (England)","90","90","27560","22080"
"In post","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Declared disabled","Security","Yorkshire and The Humber","60","60","29090","26670"
"In post","2021","Declared disabled","Unknown","East Midlands (England)","960","850","25760","27570"
"In post","2021","Declared disabled","Unknown","East of England","1180","1060","27670","27570"
"In post","2021","Declared disabled","Unknown","London","3010","2780","35980","31060"
"In post","2021","Declared disabled","Unknown","North East (England)","1680","1450","25820","26120"
"In post","2021","Declared disabled","Unknown","North West (England)","3690","3260","26170","26670"
"In post","2021","Declared disabled","Unknown","Northern Ireland","90","90","24280","21670"
"In post","2021","Declared disabled","Unknown","Overseas","40","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Scotland","2600","2360","30170","27570"
"In post","2021","Declared disabled","Unknown","South East (England)","1790","1610","27800","27570"
"In post","2021","Declared disabled","Unknown","South West (England)","1450","1280","27320","27570"
"In post","2021","Declared disabled","Unknown","Unknown","150","140","30100","27570"
"In post","2021","Declared disabled","Unknown","Wales","1370","1230","28910","27570"
"In post","2021","Declared disabled","Unknown","West Midlands (England)","1560","1370","26470","27570"
"In post","2021","Declared disabled","Unknown","Yorkshire and The Humber","1950","1720","28010","27570"
"In post","2021","Declared non-disabled","Analysis","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","East of England","240","230","33360","29990"
"In post","2021","Declared non-disabled","Analysis","London","2250","2190","50070","46030"
"In post","2021","Declared non-disabled","Analysis","North East (England)","50","50","42140","42220"
"In post","2021","Declared non-disabled","Analysis","North West (England)","260","250","39240","38630"
"In post","2021","Declared non-disabled","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Scotland","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","South East (England)","490","470","40460","37320"
"In post","2021","Declared non-disabled","Analysis","South West (England)","320","300","37500","35900"
"In post","2021","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Wales","570","530","38480","36030"
"In post","2021","Declared non-disabled","Analysis","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Yorkshire and The Humber","240","230","41910","42220"
"In post","2021","Declared non-disabled","Commercial","East Midlands (England)","110","110","40300","36710"
"In post","2021","Declared non-disabled","Commercial","East of England","220","210","39300","36260"
"In post","2021","Declared non-disabled","Commercial","London","960","940","55250","46700"
"In post","2021","Declared non-disabled","Commercial","North East (England)","70","60","44620","40930"
"In post","2021","Declared non-disabled","Commercial","North West (England)","350","330","42370","38220"
"In post","2021","Declared non-disabled","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Scotland","180","170","37000","34800"
"In post","2021","Declared non-disabled","Commercial","South East (England)","450","440","36730","34250"
"In post","2021","Declared non-disabled","Commercial","South West (England)","940","910","40200","38200"
"In post","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Wales","230","220","35630","32020"
"In post","2021","Declared non-disabled","Commercial","West Midlands (England)","220","220","38720","34800"
"In post","2021","Declared non-disabled","Commercial","Yorkshire and The Humber","200","200","42490","37870"
"In post","2021","Declared non-disabled","Communications","East Midlands (England)","250","240","31290","26930"
"In post","2021","Declared non-disabled","Communications","East of England","60","60","34510","31630"
"In post","2021","Declared non-disabled","Communications","London","1450","1420","45590","41300"
"In post","2021","Declared non-disabled","Communications","North East (England)","920","870","28750","25560"
"In post","2021","Declared non-disabled","Communications","North West (England)","400","380","31850","30440"
"In post","2021","Declared non-disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Scotland","150","140","33280","31810"
"In post","2021","Declared non-disabled","Communications","South East (England)","200","190","33750","33300"
"In post","2021","Declared non-disabled","Communications","South West (England)","260","240","35760","33300"
"In post","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Wales","550","530","29920","25560"
"In post","2021","Declared non-disabled","Communications","West Midlands (England)","180","180","34510","31810"
"In post","2021","Declared non-disabled","Communications","Yorkshire and The Humber","280","270","31390","26830"
"In post","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","340","320","34780","31810"
"In post","2021","Declared non-disabled","Counter Fraud","East of England","250","230","29150","25560"
"In post","2021","Declared non-disabled","Counter Fraud","London","1420","1380","40010","36160"
"In post","2021","Declared non-disabled","Counter Fraud","North East (England)","330","310","32470","31810"
"In post","2021","Declared non-disabled","Counter Fraud","North West (England)","1020","950","34110","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Northern Ireland","240","230","32140","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Scotland","540","500","31120","28130"
"In post","2021","Declared non-disabled","Counter Fraud","South East (England)","250","240","31130","29570"
"In post","2021","Declared non-disabled","Counter Fraud","South West (England)","240","230","35300","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Wales","260","240","31640","31810"
"In post","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","450","420","32550","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Yorkshire and The Humber","580","540","33200","31810"
"In post","2021","Declared non-disabled","Debt","East Midlands (England)","110","90","22830","20140"
"In post","2021","Declared non-disabled","Debt","East of England","90","80","25160","25560"
"In post","2021","Declared non-disabled","Debt","London","300","270","27890","25630"
"In post","2021","Declared non-disabled","Debt","North East (England)","240","220","22480","20140"
"In post","2021","Declared non-disabled","Debt","North West (England)","210","190","24320","21440"
"In post","2021","Declared non-disabled","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Scotland","690","610","22440","20140"
"In post","2021","Declared non-disabled","Debt","South East (England)","70","60","28390","28130"
"In post","2021","Declared non-disabled","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Wales","170","160","24390","21440"
"In post","2021","Declared non-disabled","Debt","West Midlands (England)","210","190","23730","21440"
"In post","2021","Declared non-disabled","Debt","Yorkshire and The Humber","200","180","25110","21440"
"In post","2021","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","160","160","39050","35900"
"In post","2021","Declared non-disabled","Digital, Data & Technology","East of England","330","310","36550","33430"
"In post","2021","Declared non-disabled","Digital, Data & Technology","London","2110","2070","50110","51730"
"In post","2021","Declared non-disabled","Digital, Data & Technology","North East (England)","470","450","39640","38310"
"In post","2021","Declared non-disabled","Digital, Data & Technology","North West (England)","530","510","38940","35900"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Scotland","340","340","39110","35070"
"In post","2021","Declared non-disabled","Digital, Data & Technology","South East (England)","540","530","39130","36400"
"In post","2021","Declared non-disabled","Digital, Data & Technology","South West (England)","1690","1620","40070","39650"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Wales","1140","1110","40200","38000"
"In post","2021","Declared non-disabled","Digital, Data & Technology","West Midlands (England)","630","610","41010","38630"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Yorkshire and The Humber","540","530","39940","36500"
"In post","2021","Declared non-disabled","Finance","East Midlands (England)","160","150","36680","31810"
"In post","2021","Declared non-disabled","Finance","East of England","330","310","36320","33000"
"In post","2021","Declared non-disabled","Finance","London","1730","1680","49570","45200"
"In post","2021","Declared non-disabled","Finance","North East (England)","290","280","37670","36960"
"In post","2021","Declared non-disabled","Finance","North West (England)","440","420","39040","36180"
"In post","2021","Declared non-disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Scotland","560","490","29240","25560"
"In post","2021","Declared non-disabled","Finance","South East (England)","730","690","36290","33000"
"In post","2021","Declared non-disabled","Finance","South West (England)","910","870","40140","35990"
"In post","2021","Declared non-disabled","Finance","Wales","280","260","34910","31270"
"In post","2021","Declared non-disabled","Finance","West Midlands (England)","340","330","39610","36790"
"In post","2021","Declared non-disabled","Finance","Yorkshire and The Humber","540","490","34300","29180"
"In post","2021","Declared non-disabled","Grants Management","East Midlands (England)","70","60","25570","25190"
"In post","2021","Declared non-disabled","Grants Management","East of England","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","North East (England)","230","210","25380","21050"
"In post","2021","Declared non-disabled","Grants Management","North West (England)","660","590","23960","21050"
"In post","2021","Declared non-disabled","Grants Management","South East (England)","160","150","28560","25340"
"In post","2021","Declared non-disabled","Grants Management","South West (England)","200","190","26790","25210"
"In post","2021","Declared non-disabled","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","West Midlands (England)","130","120","25150","24920"
"In post","2021","Declared non-disabled","Grants Management","Yorkshire and The Humber","180","170","26450","24920"
"In post","2021","Declared non-disabled","Human Resources","East Midlands (England)","330","310","38310","33650"
"In post","2021","Declared non-disabled","Human Resources","East of England","140","130","34110","31230"
"In post","2021","Declared non-disabled","Human Resources","London","1760","1710","47350","42850"
"In post","2021","Declared non-disabled","Human Resources","North East (England)","410","380","29480","25560"
"In post","2021","Declared non-disabled","Human Resources","North West (England)","830","790","33720","31810"
"In post","2021","Declared non-disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Scotland","660","620","29440","25560"
"In post","2021","Declared non-disabled","Human Resources","South East (England)","400","370","35500","31180"
"In post","2021","Declared non-disabled","Human Resources","South West (England)","780","720","36980","33290"
"In post","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Wales","460","430","34830","31380"
"In post","2021","Declared non-disabled","Human Resources","West Midlands (England)","240","230","40130","36780"
"In post","2021","Declared non-disabled","Human Resources","Yorkshire and The Humber","280","270","40130","37300"
"In post","2021","Declared non-disabled","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","London","170","160","53050","51270"
"In post","2021","Declared non-disabled","Internal Audit","North East (England)","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","North West (England)","50","50","43620","42200"
"In post","2021","Declared non-disabled","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Scotland","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","South East (England)","50","50","37280","33300"
"In post","2021","Declared non-disabled","Internal Audit","South West (England)","80","70","44810","42510"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Yorkshire and The Humber","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","East Midlands (England)","390","340","39960","38000"
"In post","2021","Declared non-disabled","Legal","East of England","420","370","42370","39540"
"In post","2021","Declared non-disabled","Legal","London","3730","3500","53160","52040"
