"Status","Year","Sexual_orientation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Attorney General's Departments","Female","230","210","46170","50520"
"In post","2021","Undeclared","Attorney General's Departments","Male","150","150","49080","51250"
"In post","2021","Undeclared","Cabinet Office","Female","230","220","45300","40580"
"In post","2021","Undeclared","Cabinet Office","Male","280","270","49780","47050"
"In post","2021","Undeclared","Chancellor's other departments","Female","30","30","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","Male","60","50","62710","50540"
"In post","2021","Undeclared","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","Female","30","30","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Female","430","400","42580","39580"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Male","500","480","46620","43470"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","Female","60","60","47810","51730"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","Male","50","50","49250","51730"
"In post","2021","Undeclared","Department for Education","Female","300","280","43130","38150"
"In post","2021","Undeclared","Department for Education","Male","240","240","45500","42420"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Female","450","410","35680","32560"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Male","400","390","37400","34010"
"In post","2021","Undeclared","Department for International Trade","Female","70","70","44980","39340"
"In post","2021","Undeclared","Department for International Trade","Male","70","70","46650","40780"
"In post","2021","Undeclared","Department for Transport","Female","1410","1120","26160","21590"
"In post","2021","Undeclared","Department for Transport","Male","1510","1420","32820","27680"
"In post","2021","Undeclared","Department for Work and Pensions","Female","4810","4120","27190","27570"
"In post","2021","Undeclared","Department for Work and Pensions","Male","2800","2670","29480","27570"
"In post","2021","Undeclared","Department of Health and Social Care","Female","660","580","43630","38890"
"In post","2021","Undeclared","Department of Health and Social Care","Male","340","320","50500","43360"
"In post","2021","Undeclared","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Female","60","60","40570","40350"
"In post","2021","Undeclared","Food Standards Agency","Male","60","60","38990","35630"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Female","280","270","46460","40120"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Male","400","390","49340","43850"
"In post","2021","Undeclared","HM Land Registry","Female","430","370","31780","27130"
"In post","2021","Undeclared","HM Land Registry","Male","270","250","34720","33840"
"In post","2021","Undeclared","HM Revenue and Customs","Female","2450","2120","31640","28130"
"In post","2021","Undeclared","HM Revenue and Customs","Male","2480","2340","35180","31810"
"In post","2021","Undeclared","HM Treasury","Female","140","140","41810","37080"
"In post","2021","Undeclared","HM Treasury","Male","170","170","46700","46280"
"In post","2021","Undeclared","Home Office","Female","2080","1850","31740","27370"
"In post","2021","Undeclared","Home Office","Male","2150","2030","33720","29080"
"In post","2021","Undeclared","Ministry of Defence","Female","2430","2290","32820","30380"
"In post","2021","Undeclared","Ministry of Defence","Male","4150","4050","36570","34640"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Female","110","110","45430","41650"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Male","140","130","45650","46670"
"In post","2021","Undeclared","Ministry of Justice","Female","3700","3350","29160","25790"
"In post","2021","Undeclared","Ministry of Justice","Male","3080","2940","32090","31650"
"In post","2021","Undeclared","National Crime Agency","Female","150","150","36610","34140"
"In post","2021","Undeclared","National Crime Agency","Male","190","190","39160","36740"
"In post","2021","Undeclared","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Female","70","70","47120","39850"
"In post","2021","Undeclared","Office for Standards in Education","Male","40","30","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Female","1500","1350","30370","26850"
"In post","2021","Undeclared","Scottish Government","Male","880","840","32990","29350"
"In post","2021","Undeclared","The National Archives","Female","30","30","[c]","[c]"
"In post","2021","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Female","110","100","31640","29540"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Male","90","80","32990","31270"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Female","390","360","41020","37410"
"In post","2021","Undeclared","Welsh Government","Male","290","290","44930","39680"
"In post","2021","Unknown","Attorney General's Departments","Female","1470","1280","45870","50520"
"In post","2021","Unknown","Attorney General's Departments","Male","780","760","49980","55450"
"In post","2021","Unknown","Cabinet Office","Female","2170","2130","42670","32000"
"In post","2021","Unknown","Cabinet Office","Male","1930","1920","48310","34640"
"In post","2021","Unknown","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","Female","100","90","34130","29320"
"In post","2021","Unknown","Charity Commission","Male","80","70","37100","30980"
"In post","2021","Unknown","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Female","1990","1850","34440","32730"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","Male","2560","2500","39030","38980"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Female","120","120","48210","51730"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Male","110","110","48200","46050"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education","Female","840","790","43820","40230"
"In post","2021","Unknown","Department for Education","Male","630","630","44710","40430"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Female","1470","1340","32250","28170"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Male","1260","1220","34430","29750"
"In post","2021","Unknown","Department for International Trade","Female","400","390","42510","38540"
"In post","2021","Unknown","Department for International Trade","Male","420","420","46100","39440"
"In post","2021","Unknown","Department for Transport","Female","1090","1000","29740","26130"
"In post","2021","Unknown","Department for Transport","Male","1430","1380","32800","28000"
"In post","2021","Unknown","Department for Work and Pensions","Female","14320","11800","26620","27570"
"In post","2021","Unknown","Department for Work and Pensions","Male","7290","6920","28610","27570"
"In post","2021","Unknown","Department of Health and Social Care","Female","2150","2020","46520","40650"
"In post","2021","Unknown","Department of Health and Social Care","Male","1330","1310","50490","47560"
"In post","2021","Unknown","Food Standards Agency","Female","60","60","38570","33150"
"In post","2021","Unknown","Food Standards Agency","Male","230","220","31320","26750"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Female","770","750","46740","43970"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Male","790","780","47930","47430"
"In post","2021","Unknown","HM Land Registry","Female","1150","1030","27860","27130"
"In post","2021","Unknown","HM Land Registry","Male","810","780","30010","27130"
"In post","2021","Unknown","HM Revenue and Customs","Female","11880","10350","27080","24120"
"In post","2021","Unknown","HM Revenue and Customs","Male","10750","10310","29520","25560"
"In post","2021","Unknown","HM Treasury","Female","100","90","45800","39690"
"In post","2021","Unknown","HM Treasury","Male","140","140","59350","57070"
"In post","2021","Unknown","Home Office","Female","840","810","31540","27060"
"In post","2021","Unknown","Home Office","Male","940","930","32010","25630"
"In post","2021","Unknown","Ministry of Defence","Female","2180","2030","33870","32020"
"In post","2021","Unknown","Ministry of Defence","Male","5280","5220","35500","33290"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","Female","160","150","39150","32780"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","Male","200","190","41240","34860"
"In post","2021","Unknown","Ministry of Justice","Female","6290","5760","27650","24440"
"In post","2021","Unknown","Ministry of Justice","Male","7120","6730","29480","28860"
"In post","2021","Unknown","National Crime Agency","Female","350","330","39420","37520"
"In post","2021","Unknown","National Crime Agency","Male","510","500","42940","40210"
"In post","2021","Unknown","Northern Ireland Office","Female","40","40","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Male","30","30","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","Female","80","70","40910","39850"
"In post","2021","Unknown","Office for Standards in Education","Male","40","30","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Female","270","260","44040","38550"
"In post","2021","Unknown","Office of Gas and Electricity Markets","Male","330","330","49260","44520"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","Female","40","30","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","Female","40","40","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","Male","90","80","63920","62340"
"In post","2021","Unknown","Other Cabinet Office Agencies","Female","90","90","35590","32000"
"In post","2021","Unknown","Other Cabinet Office Agencies","Male","100","100","35730","33780"
"In post","2021","Unknown","Scotland Office","Female","30","30","[c]","[c]"
"In post","2021","Unknown","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government","Female","3240","3000","34190","30080"
"In post","2021","Unknown","Scottish Government","Male","4170","3980","34520","33650"
"In post","2021","Unknown","The National Archives","Female","120","110","36060","33450"
"In post","2021","Unknown","The National Archives","Male","120","120","34270","31390"
"In post","2021","Unknown","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","Female","840","730","29890","29540"
"In post","2021","Unknown","United Kingdom Statistics Authority","Male","750","690","33680","29560"
"In post","2021","Unknown","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","Female","70","60","55290","44680"
"In post","2021","Unknown","Water Services Regulation Authority","Male","80","80","56350","51630"
"In post","2021","Unknown","Welsh Government","Female","110","100","39770","34490"
"In post","2021","Unknown","Welsh Government","Male","110","110","42620","37410"
"In post","2022","Heterosexual / straight","Attorney General's Departments","Female","4850","4460","42880","41490"
"In post","2022","Heterosexual / straight","Attorney General's Departments","Male","2400","2350","46850","48830"
"In post","2022","Heterosexual / straight","Cabinet Office","Female","3080","2960","44830","40250"
"In post","2022","Heterosexual / straight","Cabinet Office","Male","2440","2420","50020","43890"
"In post","2022","Heterosexual / straight","Chancellor's other departments","Female","140","130","55110","47520"
"In post","2022","Heterosexual / straight","Chancellor's other departments","Male","160","160","63910","57250"
"In post","2022","Heterosexual / straight","Charity Commission","Female","150","140","35370","29160"
"In post","2022","Heterosexual / straight","Charity Commission","Male","90","90","34300","29160"
"In post","2022","Heterosexual / straight","Competition and Markets Authority","Female","360","340","58570","55930"
"In post","2022","Heterosexual / straight","Competition and Markets Authority","Male","340","330","63380","59140"
"In post","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Female","5020","4710","40660","38200"
"In post","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Male","4760","4670","44440","40190"
"In post","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Female","830","810","46790","47070"
"In post","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Male","660","660","48140","51730"
"In post","2022","Heterosexual / straight","Department for Education","Female","3840","3630","42770","37290"
"In post","2022","Heterosexual / straight","Department for Education","Male","2470","2450","44830","40510"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Female","4820","4500","35750","32560"
"In post","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Male","3450","3390","38460","35900"
"In post","2022","Heterosexual / straight","Department for International Trade","Female","840","830","46550","42930"
"In post","2022","Heterosexual / straight","Department for International Trade","Male","900","890","48050","47000"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Female","1560","1480","45070","40720"
"In post","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Male","1410","1380","46500","45720"
"In post","2022","Heterosexual / straight","Department for Transport","Female","4800","4310","32060","26780"
"In post","2022","Heterosexual / straight","Department for Transport","Male","5640","5470","36300","30730"
"In post","2022","Heterosexual / straight","Department for Work and Pensions","Female","41820","36540","28040","27570"
"In post","2022","Heterosexual / straight","Department for Work and Pensions","Male","22320","21520","30120","27570"
"In post","2022","Heterosexual / straight","Department of Health and Social Care","Female","4600","4280","42580","38200"
"In post","2022","Heterosexual / straight","Department of Health and Social Care","Male","2220","2150","46680","40650"
"In post","2022","Heterosexual / straight","Estyn","Female","60","50","55510","64520"
"In post","2022","Heterosexual / straight","Estyn","Male","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Food Standards Agency","Female","490","480","39290","37350"
"In post","2022","Heterosexual / straight","Food Standards Agency","Male","530","520","37630","32830"
