"Status","Year","Ethnicity","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","No function","170","160","31850","27850"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","260","240","27610","27570"
"In post","2021","Asian","Cheshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Communications","40","40","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Counter Fraud","40","30","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Human Resources","30","30","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","No function","270","250","30140","28130"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","150","130","25350","27570"
"In post","2021","Asian","Devon","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","No function","90","80","32760","27900"
"In post","2021","Asian","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","240","200","24180","21430"
"In post","2021","Asian","East Wales","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","No function","130","120","27740","21220"
"In post","2021","Asian","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","110","100","30840","27570"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","No function","40","30","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Unknown","120","120","31700","27570"
"In post","2021","Asian","Essex","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","No function","40","40","[c]","[c]"
"In post","2021","Asian","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","130","120","30150","29290"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","30","30","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","No function","180","160","34280","29580"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","280","270","36970","33760"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","110","100","28810","27570"
"In post","2021","Asian","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Communications","70","70","28610","25560"
"In post","2021","Asian","Greater Manchester","Counter Fraud","60","50","30040","28130"
"In post","2021","Asian","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Human Resources","40","40","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Legal","50","50","38220","34480"
"In post","2021","Asian","Greater Manchester","No function","440","420","27790","23840"
"In post","2021","Asian","Greater Manchester","Project Delivery","30","30","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Unknown","570","530","27200","27570"
"In post","2021","Asian","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","No function","130","110","31080","23760"
"In post","2021","Asian","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Unknown","90","80","26930","27570"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","No function","50","50","28360","25400"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","120","110","25330","24970"
"In post","2021","Asian","Highlands and Islands","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Analysis","80","70","45250","42120"
"In post","2021","Asian","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Debt","80","60","26400","25630"
"In post","2021","Asian","Inner London - East","Digital, Data & Technology","190","180","47330","42290"
"In post","2021","Asian","Inner London - East","Finance","80","70","43180","41760"
"In post","2021","Asian","Inner London - East","Human Resources","50","50","39100","36160"
"In post","2021","Asian","Inner London - East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Legal","40","40","[c]","[c]"
"In post","2021","Asian","Inner London - East","No function","770","720","37360","34100"
"In post","2021","Asian","Inner London - East","Project Delivery","140","140","44610","39530"
"In post","2021","Asian","Inner London - East","Property","70","60","38920","36400"
"In post","2021","Asian","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Unknown","940","870","32280","31060"
"In post","2021","Asian","Inner London - West","Analysis","240","240","45280","41760"
"In post","2021","Asian","Inner London - West","Commercial","110","110","46170","37640"
"In post","2021","Asian","Inner London - West","Communications","120","120","43120","38600"
"In post","2021","Asian","Inner London - West","Counter Fraud","190","180","35440","32520"
"In post","2021","Asian","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - West","Digital, Data & Technology","220","210","44550","40750"
"In post","2021","Asian","Inner London - West","Finance","290","280","43370","39240"
"In post","2021","Asian","Inner London - West","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - West","Human Resources","210","200","41280","36160"
"In post","2021","Asian","Inner London - West","Internal Audit","40","40","[c]","[c]"
"In post","2021","Asian","Inner London - West","Legal","550","510","45930","50520"
"In post","2021","Asian","Inner London - West","No function","2320","2260","40300","35590"
"In post","2021","Asian","Inner London - West","Project Delivery","340","330","46020","41690"
"In post","2021","Asian","Inner London - West","Property","50","50","[c]","[c]"
"In post","2021","Asian","Inner London - West","Security","90","80","37690","34590"
"In post","2021","Asian","Inner London - West","Unknown","1220","1170","38470","35070"
"In post","2021","Asian","Kent","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","No function","60","50","29800","30390"
"In post","2021","Asian","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Unknown","90","90","28380","29290"
"In post","2021","Asian","Lancashire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
