"Status","Year","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Other","30","30","[c]","[c]"
"In post","2021","Declared disabled","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Grants Management","Operational Delivery","150","140","25560","21050"
"In post","2021","Declared disabled","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Human Resources","860","810","39540","35000"
"In post","2021","Declared disabled","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Operational Delivery","100","100","28660","25560"
"In post","2021","Declared disabled","Human Resources","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","200","190","40020","35790"
"In post","2021","Declared disabled","Internal Audit","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Internal Audit","90","90","44070","40020"
"In post","2021","Declared disabled","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Legal","730","670","53950","54580"
"In post","2021","Declared disabled","Legal","Operational Delivery","420","380","28170","25720"
"In post","2021","Declared disabled","Legal","Other","30","30","[c]","[c]"
"In post","2021","Declared disabled","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Tax","40","40","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Finance","40","30","[c]","[c]"
"In post","2021","Declared disabled","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Inspector of Education and Training","60","60","62000","64500"
"In post","2021","Declared disabled","No function","Intelligence Analysis","60","60","30910","28120"
"In post","2021","Declared disabled","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","International Trade","100","100","46130","40840"
"In post","2021","Declared disabled","No function","Knowledge and Information Management","80","80","35100","32720"
"In post","2021","Declared disabled","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Operational Delivery","13030","11840","27950","25560"
"In post","2021","Declared disabled","No function","Operational Research","40","40","[c]","[c]"
"In post","2021","Declared disabled","No function","Other","130","120","35320","31040"
"In post","2021","Declared disabled","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Policy","1780","1740","44200","39260"
"In post","2021","Declared disabled","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","110","110","32720","29750"
"In post","2021","Declared disabled","No function","Science and Engineering","550","530","36560","35600"
"In post","2021","Declared disabled","No function","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Tax","960","880","35580","31940"
"In post","2021","Declared disabled","No function","Unknown","390","370","38670","33250"
"In post","2021","Declared disabled","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","80","80","40570","35720"
"In post","2021","Declared disabled","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","50","50","37760","36640"
"In post","2021","Declared disabled","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","30","30","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","190","180","34680","30990"
"In post","2021","Declared disabled","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","320","310","31860","28020"
"In post","2021","Declared disabled","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","220","210","49600","52430"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","1290","1240","39840","37430"
"In post","2021","Declared disabled","Project Delivery","Property","30","30","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Science and Engineering","320","310","38070","37310"
"In post","2021","Declared disabled","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","40","40","[c]","[c]"
"In post","2021","Declared disabled","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Operational Delivery","110","100","28480","21100"
"In post","2021","Declared disabled","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Property","520","490","34990","33300"
"In post","2021","Declared disabled","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","40","40","[c]","[c]"
"In post","2021","Declared disabled","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Security","540","530","31330","27750"
"In post","2021","Declared disabled","Security","Unknown","90","80","33190","33300"
"In post","2021","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data and Technology","90","90","50000","46280"
"In post","2021","Declared disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","40","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","100","90","43670","37410"
"In post","2021","Declared disabled","Unknown","Intelligence Analysis","210","190","32340","30560"
"In post","2021","Declared disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Medicine","100","90","49520","38890"
"In post","2021","Declared disabled","Unknown","Operational Delivery","2370","2150","28020","25630"
"In post","2021","Declared disabled","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Other","1250","1180","26000","22080"
"In post","2021","Declared disabled","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Policy","400","380","45900","41960"
"In post","2021","Declared disabled","Unknown","Project Delivery","130","130","43960","41350"
"In post","2021","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Science and Engineering","170","170","35890","33300"
"In post","2021","Declared disabled","Unknown","Security","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","16480","14570","27850","27570"
"In post","2021","Declared disabled","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Digital, Data and Technology","180","180","42350","42220"
"In post","2021","Declared non-disabled","Analysis","Economics","830","810","49140","49100"
"In post","2021","Declared non-disabled","Analysis","Finance","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Intelligence Analysis","90","90","49540","49760"
"In post","2021","Declared non-disabled","Analysis","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Operational Delivery","360","340","32780","30130"
"In post","2021","Declared non-disabled","Analysis","Operational Research","430","420","44580","42280"
"In post","2021","Declared non-disabled","Analysis","Other","160","150","68060","60510"
"In post","2021","Declared non-disabled","Analysis","Policy","230","220","48500","46170"
"In post","2021","Declared non-disabled","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Science and Engineering","420","400","34810","30220"
"In post","2021","Declared non-disabled","Analysis","Social Research","490","470","44400","40720"
"In post","2021","Declared non-disabled","Analysis","Statistics","1170","1130","44450","40580"
"In post","2021","Declared non-disabled","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Unknown","60","60","45410","41850"
"In post","2021","Declared non-disabled","Commercial","Commercial","2600","2510","41210","38200"
"In post","2021","Declared non-disabled","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Finance","50","50","34410","31070"
"In post","2021","Declared non-disabled","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Knowledge and Information Management","450","430","32500","29200"
"In post","2021","Declared non-disabled","Commercial","Operational Delivery","330","320","44840","39880"
"In post","2021","Declared non-disabled","Commercial","Other","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Project Delivery","50","50","46850","43640"
"In post","2021","Declared non-disabled","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Science and Engineering","80","80","40270","40310"
"In post","2021","Declared non-disabled","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","340","330","73910","64500"
"In post","2021","Declared non-disabled","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Communications","2130","2050","41490","38180"
"In post","2021","Declared non-disabled","Communications","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Operational Delivery","980","930","30820","28130"
"In post","2021","Declared non-disabled","Communications","Other","170","160","27020","22100"
"In post","2021","Declared non-disabled","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Tax","990","950","27760","25560"
"In post","2021","Declared non-disabled","Communications","Unknown","410","410","39500","34550"
"In post","2021","Declared non-disabled","Counter Fraud","Counter Fraud","430","410","41340","39490"
"In post","2021","Declared non-disabled","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Intelligence Analysis","120","120","39760","36160"
"In post","2021","Declared non-disabled","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Legal","1980","1900","31460","29570"
"In post","2021","Declared non-disabled","Counter Fraud","Operational Delivery","1790","1650","30920","29570"
"In post","2021","Declared non-disabled","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Other","210","190","40390","35000"
"In post","2021","Declared non-disabled","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Tax","1220","1150","39870","36160"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","140","140","40930","36160"
"In post","2021","Declared non-disabled","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Operational Delivery","1980","1740","24550","21440"
"In post","2021","Declared non-disabled","Debt","Tax","290","280","21120","20140"
"In post","2021","Declared non-disabled","Debt","Unknown","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","6540","6350","41580","38630"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","100","100","37110","35230"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Delivery","300","290","35130","31810"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Science and Engineering","510","470","42950","40040"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Security","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Tax","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","900","880","50650","54700"
