"Status","Year","Sexual_orientation","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Commercial","Wales","240","230","35670","32020"
"In post","2021","Heterosexual / straight","Commercial","West Midlands (England)","230","220","39160","36710"
"In post","2021","Heterosexual / straight","Commercial","Yorkshire and The Humber","250","250","41830","37800"
"In post","2021","Heterosexual / straight","Communications","East Midlands (England)","260","250","30990","26700"
"In post","2021","Heterosexual / straight","Communications","East of England","80","70","34060","31810"
"In post","2021","Heterosexual / straight","Communications","London","1470","1440","44710","40640"
"In post","2021","Heterosexual / straight","Communications","North East (England)","940","890","28550","25560"
"In post","2021","Heterosexual / straight","Communications","North West (England)","360","340","32520","31810"
"In post","2021","Heterosexual / straight","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Scotland","150","140","32790","31810"
"In post","2021","Heterosexual / straight","Communications","South East (England)","230","220","33130","31390"
"In post","2021","Heterosexual / straight","Communications","South West (England)","230","210","36130","33300"
"In post","2021","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Communications","Wales","570","540","30100","25560"
"In post","2021","Heterosexual / straight","Communications","West Midlands (England)","190","180","34620","31810"
"In post","2021","Heterosexual / straight","Communications","Yorkshire and The Humber","280","270","31810","28130"
"In post","2021","Heterosexual / straight","Counter Fraud","East Midlands (England)","330","310","34600","31810"
"In post","2021","Heterosexual / straight","Counter Fraud","East of England","270","250","29010","26470"
"In post","2021","Heterosexual / straight","Counter Fraud","London","1360","1320","40160","36160"
"In post","2021","Heterosexual / straight","Counter Fraud","North East (England)","340","330","32600","31810"
"In post","2021","Heterosexual / straight","Counter Fraud","North West (England)","1010","950","33960","31810"
"In post","2021","Heterosexual / straight","Counter Fraud","Northern Ireland","260","250","32180","31810"
"In post","2021","Heterosexual / straight","Counter Fraud","Scotland","520","480","31130","31810"
"In post","2021","Heterosexual / straight","Counter Fraud","South East (England)","260","240","30870","29570"
"In post","2021","Heterosexual / straight","Counter Fraud","South West (England)","240","220","34970","31810"
"In post","2021","Heterosexual / straight","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Counter Fraud","Wales","250","230","31910","31810"
"In post","2021","Heterosexual / straight","Counter Fraud","West Midlands (England)","440","410","32510","31810"
"In post","2021","Heterosexual / straight","Counter Fraud","Yorkshire and The Humber","570","520","32910","31810"
"In post","2021","Heterosexual / straight","Debt","East Midlands (England)","100","90","22570","20140"
"In post","2021","Heterosexual / straight","Debt","East of England","80","70","24770","24390"
"In post","2021","Heterosexual / straight","Debt","London","240","220","28280","25630"
"In post","2021","Heterosexual / straight","Debt","North East (England)","220","200","22570","20140"
"In post","2021","Heterosexual / straight","Debt","North West (England)","190","180","24280","21440"
"In post","2021","Heterosexual / straight","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Debt","Scotland","690","610","22460","20140"
"In post","2021","Heterosexual / straight","Debt","South East (England)","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Debt","Wales","170","160","23930","20140"
"In post","2021","Heterosexual / straight","Debt","West Midlands (England)","200","180","23820","21440"
"In post","2021","Heterosexual / straight","Debt","Yorkshire and The Humber","190","170","25090","21440"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","East Midlands (England)","190","190","37510","33350"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","East of England","320","310","36650","33300"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","London","2100","2060","49490","50000"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","North East (England)","490","470","39540","37840"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","North West (England)","580","560","39190","36520"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","Scotland","360","350","39130","35240"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","South East (England)","590","570","38480","35900"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","South West (England)","970","930","39210","38450"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","Wales","1120","1090","40830","38230"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","West Midlands (England)","610","590","40370","37310"
"In post","2021","Heterosexual / straight","Digital, Data & Technology","Yorkshire and The Humber","550","530","39360","35900"
"In post","2021","Heterosexual / straight","Finance","East Midlands (England)","180","170","35710","31810"
"In post","2021","Heterosexual / straight","Finance","East of England","310","290","37580","35270"
"In post","2021","Heterosexual / straight","Finance","London","1770","1730","49410","44880"
"In post","2021","Heterosexual / straight","Finance","North East (England)","280","270","38180","36960"
"In post","2021","Heterosexual / straight","Finance","North West (England)","490","470","38950","36500"
"In post","2021","Heterosexual / straight","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Finance","Scotland","540","470","29080","25560"
"In post","2021","Heterosexual / straight","Finance","South East (England)","750","720","36750","33300"
"In post","2021","Heterosexual / straight","Finance","South West (England)","940","900","39440","34920"
"In post","2021","Heterosexual / straight","Finance","Wales","270","250","34540","30730"
"In post","2021","Heterosexual / straight","Finance","West Midlands (England)","330","320","39740","36880"
"In post","2021","Heterosexual / straight","Finance","Yorkshire and The Humber","520","480","35720","30840"
"In post","2021","Heterosexual / straight","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Grants Management","North East (England)","130","110","25570","21050"
"In post","2021","Heterosexual / straight","Grants Management","North West (England)","300","260","24930","21050"
"In post","2021","Heterosexual / straight","Grants Management","South East (England)","90","80","30990","26520"
"In post","2021","Heterosexual / straight","Grants Management","South West (England)","120","110","27110","25990"
"In post","2021","Heterosexual / straight","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Grants Management","West Midlands (England)","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Grants Management","Yorkshire and The Humber","70","60","30240","26520"
"In post","2021","Heterosexual / straight","Human Resources","East Midlands (England)","350","330","38250","33840"
"In post","2021","Heterosexual / straight","Human Resources","East of England","160","150","35600","31780"
"In post","2021","Heterosexual / straight","Human Resources","London","1980","1920","47480","42270"
"In post","2021","Heterosexual / straight","Human Resources","North East (England)","470","440","29030","25560"
"In post","2021","Heterosexual / straight","Human Resources","North West (England)","950","900","33760","31810"
"In post","2021","Heterosexual / straight","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Scotland","750","700","29710","25870"
"In post","2021","Heterosexual / straight","Human Resources","South East (England)","440","410","35820","31180"
"In post","2021","Heterosexual / straight","Human Resources","South West (England)","830","770","36610","32780"
"In post","2021","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Human Resources","Wales","510","470","34800","31380"
"In post","2021","Heterosexual / straight","Human Resources","West Midlands (England)","260","250","39840","36780"
"In post","2021","Heterosexual / straight","Human Resources","Yorkshire and The Humber","370","350","39520","37300"
"In post","2021","Heterosexual / straight","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","London","170","160","53690","52360"
"In post","2021","Heterosexual / straight","Internal Audit","North East (England)","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","North West (England)","60","50","44560","42360"
"In post","2021","Heterosexual / straight","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Scotland","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","South East (England)","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","South West (England)","70","70","44010","42200"
"In post","2021","Heterosexual / straight","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Internal Audit","Yorkshire and The Humber","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","East Midlands (England)","410","370","38880","34480"
"In post","2021","Heterosexual / straight","Legal","East of England","410","380","40650","36770"
"In post","2021","Heterosexual / straight","Legal","London","3410","3210","51530","51320"
"In post","2021","Heterosexual / straight","Legal","North East (England)","360","320","39020","38000"
"In post","2021","Heterosexual / straight","Legal","North West (England)","1010","940","39490","35200"
"In post","2021","Heterosexual / straight","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Scotland","630","600","50140","52490"
"In post","2021","Heterosexual / straight","Legal","South East (England)","610","560","42370","40790"
"In post","2021","Heterosexual / straight","Legal","South West (England)","360","340","41280","38630"
"In post","2021","Heterosexual / straight","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Legal","Wales","380","350","41210","38760"
"In post","2021","Heterosexual / straight","Legal","West Midlands (England)","550","510","39850","38000"
"In post","2021","Heterosexual / straight","Legal","Yorkshire and The Humber","680","620","41620","39030"
"In post","2021","Heterosexual / straight","No function","East Midlands (England)","7280","6770","29510","26700"
"In post","2021","Heterosexual / straight","No function","East of England","5970","5580","30360","28130"
"In post","2021","Heterosexual / straight","No function","London","26550","25650","43240","37910"
"In post","2021","Heterosexual / straight","No function","North East (England)","7500","6710","27510","24920"
"In post","2021","Heterosexual / straight","No function","North West (England)","13510","12550","30060","26580"
"In post","2021","Heterosexual / straight","No function","Northern Ireland","1040","960","31120","28130"
"In post","2021","Heterosexual / straight","No function","Overseas","1280","1280","53460","54470"
"In post","2021","Heterosexual / straight","No function","Scotland","6330","5860","30960","28130"
"In post","2021","Heterosexual / straight","No function","South East (England)","10770","9910","30910","28970"
"In post","2021","Heterosexual / straight","No function","South West (England)","8730","8150","33260","29360"
"In post","2021","Heterosexual / straight","No function","Unknown","140","140","43660","43630"
"In post","2021","Heterosexual / straight","No function","Wales","9410","8610","27580","23320"
"In post","2021","Heterosexual / straight","No function","West Midlands (England)","9400","8830","30070","26550"
"In post","2021","Heterosexual / straight","No function","Yorkshire and The Humber","9000","8350","31410","28200"
"In post","2021","Heterosexual / straight","Project Delivery","East Midlands (England)","500","480","38210","35000"
"In post","2021","Heterosexual / straight","Project Delivery","East of England","620","600","38500","36520"
"In post","2021","Heterosexual / straight","Project Delivery","London","3360","3260","52930","52850"
"In post","2021","Heterosexual / straight","Project Delivery","North East (England)","750","710","40310","38630"
"In post","2021","Heterosexual / straight","Project Delivery","North West (England)","1430","1370","39100","38370"
"In post","2021","Heterosexual / straight","Project Delivery","Northern Ireland","60","50","37880","34050"
"In post","2021","Heterosexual / straight","Project Delivery","Overseas","390","390","55540","55620"
"In post","2021","Heterosexual / straight","Project Delivery","Scotland","1160","1120","37470","33930"
"In post","2021","Heterosexual / straight","Project Delivery","South East (England)","1780","1720","37820","35300"
"In post","2021","Heterosexual / straight","Project Delivery","South West (England)","8570","8290","38600","36820"
"In post","2021","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Project Delivery","Wales","440","420","37760","33350"
"In post","2021","Heterosexual / straight","Project Delivery","West Midlands (England)","730","710","37080","33300"
"In post","2021","Heterosexual / straight","Project Delivery","Yorkshire and The Humber","470","450","38600","35900"
"In post","2021","Heterosexual / straight","Property","East Midlands (England)","320","300","34760","32100"
"In post","2021","Heterosexual / straight","Property","East of England","390","370","33000","33300"
"In post","2021","Heterosexual / straight","Property","London","820","790","44900","38430"
"In post","2021","Heterosexual / straight","Property","North East (England)","320","300","31440","27040"
"In post","2021","Heterosexual / straight","Property","North West (England)","370","350","35560","32100"
"In post","2021","Heterosexual / straight","Property","Northern Ireland","90","90","28780","27680"
"In post","2021","Heterosexual / straight","Property","Overseas","140","140","38160","36100"
"In post","2021","Heterosexual / straight","Property","Scotland","480","460","32170","31060"
"In post","2021","Heterosexual / straight","Property","South East (England)","770","740","35120","33300"
"In post","2021","Heterosexual / straight","Property","South West (England)","960","910","33980","33250"
"In post","2021","Heterosexual / straight","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Property","Wales","330","310","33790","32020"
"In post","2021","Heterosexual / straight","Property","West Midlands (England)","390","360","35440","33250"
"In post","2021","Heterosexual / straight","Property","Yorkshire and The Humber","530","500","34260","32100"
"In post","2021","Heterosexual / straight","Security","East Midlands (England)","110","110","28120","24620"
"In post","2021","Heterosexual / straight","Security","East of England","400","390","33300","28890"
"In post","2021","Heterosexual / straight","Security","London","730","720","40360","36750"
"In post","2021","Heterosexual / straight","Security","North East (England)","70","70","32710","30810"
"In post","2021","Heterosexual / straight","Security","North West (England)","200","200","28860","24610"
"In post","2021","Heterosexual / straight","Security","Northern Ireland","320","320","21260","20310"
"In post","2021","Heterosexual / straight","Security","Overseas","100","100","39790","34450"
"In post","2021","Heterosexual / straight","Security","Scotland","990","960","30220","26670"
"In post","2021","Heterosexual / straight","Security","South East (England)","1300","1280","31400","27750"
"In post","2021","Heterosexual / straight","Security","South West (England)","780","760","26820","20920"
"In post","2021","Heterosexual / straight","Security","Unknown","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Security","Wales","220","220","26730","25390"
"In post","2021","Heterosexual / straight","Security","West Midlands (England)","250","250","29580","25560"
"In post","2021","Heterosexual / straight","Security","Yorkshire and The Humber","510","490","31330","31810"
"In post","2021","Heterosexual / straight","Unknown","East Midlands (England)","3890","3530","26320","27570"
"In post","2021","Heterosexual / straight","Unknown","East of England","6180","5680","28420","27570"
"In post","2021","Heterosexual / straight","Unknown","London","19120","18130","38350","31520"
"In post","2021","Heterosexual / straight","Unknown","North East (England)","7600","6770","27040","27370"
"In post","2021","Heterosexual / straight","Unknown","North West (England)","17820","16300","27230","26670"
"In post","2021","Heterosexual / straight","Unknown","Northern Ireland","760","700","25390","22330"
"In post","2021","Heterosexual / straight","Unknown","Overseas","480","480","39970","33300"
"In post","2021","Heterosexual / straight","Unknown","Scotland","14880","13850","33770","27570"
"In post","2021","Heterosexual / straight","Unknown","South East (England)","10170","9400","28390","27570"
"In post","2021","Heterosexual / straight","Unknown","South West (England)","7070","6470","28480","27570"
"In post","2021","Heterosexual / straight","Unknown","Unknown","720","680","30130","27570"
"In post","2021","Heterosexual / straight","Unknown","Wales","9180","8510","33630","27570"
"In post","2021","Heterosexual / straight","Unknown","West Midlands (England)","6670","6040","27040","27570"
"In post","2021","Heterosexual / straight","Unknown","Yorkshire and The Humber","10060","9160","29040","27570"
"In post","2021","LGBO","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Analysis","London","220","220","46140","42020"
"In post","2021","LGBO","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Analysis","South East (England)","50","50","[c]","[c]"
"In post","2021","LGBO","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Analysis","Wales","60","50","36680","36530"
"In post","2021","LGBO","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","London","60","60","47210","40980"
"In post","2021","LGBO","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","London","150","150","44410","41760"
"In post","2021","LGBO","Communications","North East (England)","70","60","27700","25560"
"In post","2021","LGBO","Communications","North West (England)","40","30","[c]","[c]"
"In post","2021","LGBO","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","Wales","40","40","[c]","[c]"
"In post","2021","LGBO","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","London","90","80","38590","34500"
"In post","2021","LGBO","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","North West (England)","50","50","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","Scotland","30","30","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Debt","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Debt","Scotland","60","60","21830","20140"
"In post","2021","LGBO","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Digital, Data & Technology","London","210","210","49200","52410"
"In post","2021","LGBO","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Digital, Data & Technology","North West (England)","40","40","[c]","[c]"
"In post","2021","LGBO","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Digital, Data & Technology","South West (England)","40","40","[c]","[c]"
"In post","2021","LGBO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Digital, Data & Technology","Wales","70","70","35690","32710"
"In post","2021","LGBO","Digital, Data & Technology","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","LGBO","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Finance","London","80","80","51040","53360"
"In post","2021","LGBO","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Finance","North West (England)","30","30","[c]","[c]"
"In post","2021","LGBO","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Finance","South West (England)","30","30","[c]","[c]"
"In post","2021","LGBO","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Human Resources","London","180","170","46220","42470"
"In post","2021","LGBO","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Human Resources","North West (England)","60","60","34330","31710"
"In post","2021","LGBO","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Human Resources","Scotland","40","30","[c]","[c]"
"In post","2021","LGBO","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Human Resources","South West (England)","30","30","[c]","[c]"
"In post","2021","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
