"Status","Year","Parent_department","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Northumberland and Tyne and Wear","130","120","29980","27720"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Outer London - South","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","West Central Scotland","50","50","28900","28660"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","West Midlands","370","350","32440","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Female","West Yorkshire","110","100","31070","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Berkshire, Buckinghamshire and Oxfordshire","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Derbyshire and Nottinghamshire","80","70","33310","31000"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Devon","1110","1080","41280","40040"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","East Anglia","50","50","34390","34050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","East Wales","1360","1320","37790","36030"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Eastern Scotland","60","60","28540","24920"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Gloucestershire, Wiltshire and Bath/Bristol area","120","110","42050","39570"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Greater Manchester","170","160","33110","31890"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Hampshire and Isle of Wight","50","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Inner London - East","120","120","45550","43150"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Inner London - West","2680","2660","50370","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","North Eastern Scotland","70","60","49920","43700"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Northumberland and Tyne and Wear","80","80","33650","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Outer London - West and North West","50","50","44120","42860"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","West Central Scotland","60","50","32380","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","West Midlands","290","280","34370","31000"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","West Yorkshire","80","80","33640","30950"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Inner London - West","920","890","48550","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Inner London - West","790","790","50460","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Female","Derbyshire and Nottinghamshire","180","160","40010","36980"
"In post","2021","Department for Education","Female","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Female","Gloucestershire, Wiltshire and Bath/Bristol area","130","120","42620","37100"
"In post","2021","Department for Education","Female","Greater Manchester","630","610","40340","36780"
"In post","2021","Department for Education","Female","Inner London - West","1580","1500","49550","53420"
"In post","2021","Department for Education","Female","Northumberland and Tyne and Wear","50","40","[c]","[c]"
"In post","2021","Department for Education","Female","Outer London - South","30","30","[c]","[c]"
"In post","2021","Department for Education","Female","South Yorkshire","770","720","39760","36780"
"In post","2021","Department for Education","Female","Tees Valley and Durham","440","410","36870","36500"
"In post","2021","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Female","West Midlands","740","710","39870","36780"
"In post","2021","Department for Education","Female","West Yorkshire","50","50","42720","40300"
"In post","2021","Department for Education","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Male","Derbyshire and Nottinghamshire","120","120","44400","39450"
"In post","2021","Department for Education","Male","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Male","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","45310","42290"
"In post","2021","Department for Education","Male","Greater Manchester","520","510","40370","36780"
"In post","2021","Department for Education","Male","Inner London - West","1000","990","51650","53420"
"In post","2021","Department for Education","Male","Northumberland and Tyne and Wear","40","30","[c]","[c]"
"In post","2021","Department for Education","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Male","South Yorkshire","620","620","41320","36960"
"In post","2021","Department for Education","Male","Tees Valley and Durham","270","260","40140","37100"
"In post","2021","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Male","West Midlands","540","540","41850","37100"
"In post","2021","Department for Education","Male","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Berkshire, Buckinghamshire and Oxfordshire","190","180","34270","30100"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Cheshire","180","160","34590","29920"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Cornwall and Isles of Scilly","50","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Cumbria","640","540","25470","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Derbyshire and Nottinghamshire","100","90","33170","29290"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Devon","310","280","28350","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Dorset and Somerset","120","110","31530","29270"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","East Anglia","360","340","32970","29720"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","East Wales","80","70","29350","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Gloucestershire, Wiltshire and Bath/Bristol area","550","510","37480","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Greater Manchester","[c]","[c]","[c]","[c]"
