"Status","Year","Age","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Unknown","30","20","[c]","[c]"
"In post","2021","16-19","Department for Transport","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","White","160","150","22170","21010"
"In post","2021","16-19","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","160","150","20610","20140"
"In post","2021","16-19","HM Revenue and Customs","White","70","70","20910","20140"
"In post","2021","16-19","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Home Office","White","30","30","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Unknown","110","110","18090","16780"
"In post","2021","16-19","Ministry of Defence","White","130","130","19140","19040"
"In post","2021","16-19","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Unknown","60","60","21380","20600"
"In post","2021","16-19","Ministry of Justice","White","80","80","22250","22340"
"In post","2021","16-19","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Scottish Government","White","60","60","21370","21150"
"In post","2021","16-19","The National Archives","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","White","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Asian","150","150","30270","26970"
"In post","2021","20-29","Attorney General's Departments","Black","70","70","28470","27000"
"In post","2021","20-29","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Mixed","50","50","31140","27400"
"In post","2021","20-29","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Unknown","160","160","27840","25920"
"In post","2021","20-29","Attorney General's Departments","White","860","850","30650","26970"
"In post","2021","20-29","Cabinet Office","Asian","130","130","36030","34550"
"In post","2021","20-29","Cabinet Office","Black","70","70","35190","32000"
"In post","2021","20-29","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Mixed","70","70","37110","34550"
"In post","2021","20-29","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Undeclared","40","40","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Unknown","2010","2010","32030","29250"
"In post","2021","20-29","Cabinet Office","White","1040","1040","36880","34550"
"In post","2021","20-29","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","White","40","40","[c]","[c]"
"In post","2021","20-29","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","White","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","White","100","100","40270","34570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Asian","190","190","36970","33570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Black","70","70","37420","33570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Mixed","100","100","40170","39570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Undeclared","80","70","39670","38150"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","670","670","31300","29080"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","White","1750","1750","37280","33880"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Asian","50","50","40160","38000"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Black","40","40","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Mixed","40","40","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Unknown","80","80","39220","34020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","White","450","450","41310","34580"
"In post","2021","20-29","Department for Education","Asian","170","170","33380","30090"
"In post","2021","20-29","Department for Education","Black","40","40","[c]","[c]"
"In post","2021","20-29","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","Mixed","70","70","36340","32870"
"In post","2021","20-29","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","Unknown","290","290","35390","32870"
"In post","2021","20-29","Department for Education","White","990","990","35780","33190"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Asian","90","80","33110","32560"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Mixed","60","60","31880","32560"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Undeclared","40","40","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Unknown","430","430","29200","25170"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","White","1270","1260","30780","29180"
"In post","2021","20-29","Department for International Trade","Asian","70","70","34590","32120"
"In post","2021","20-29","Department for International Trade","Black","30","30","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Mixed","40","40","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Unknown","310","310","37520","33410"
"In post","2021","20-29","Department for International Trade","White","460","460","38050","34920"
"In post","2021","20-29","Department for Transport","Asian","120","120","33930","34290"
"In post","2021","20-29","Department for Transport","Black","40","40","[c]","[c]"
"In post","2021","20-29","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport","Mixed","60","60","32140","31870"
"In post","2021","20-29","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport","Undeclared","80","80","30210","26590"
"In post","2021","20-29","Department for Transport","Unknown","620","610","29390","26590"
"In post","2021","20-29","Department for Transport","White","1280","1250","30050","26590"
"In post","2021","20-29","Department for Work and Pensions","Asian","1430","1400","27600","27570"
"In post","2021","20-29","Department for Work and Pensions","Black","570","570","29030","31060"
"In post","2021","20-29","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Work and Pensions","Mixed","400","390","26920","27570"
"In post","2021","20-29","Department for Work and Pensions","Other ethnicity","90","90","28460","29290"
"In post","2021","20-29","Department for Work and Pensions","Undeclared","190","190","26960","27570"
"In post","2021","20-29","Department for Work and Pensions","Unknown","1280","1250","27440","27570"
"In post","2021","20-29","Department for Work and Pensions","White","6570","6440","26090","27570"
"In post","2021","20-29","Department of Health and Social Care","Asian","300","280","29940","27400"
"In post","2021","20-29","Department of Health and Social Care","Black","140","130","29920","27800"
"In post","2021","20-29","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Mixed","120","110","31110","27710"
"In post","2021","20-29","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","Undeclared","60","50","28610","26880"
"In post","2021","20-29","Department of Health and Social Care","Unknown","810","810","36820","32790"
"In post","2021","20-29","Department of Health and Social Care","White","1230","1200","31320","28970"
"In post","2021","20-29","ESTYN","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","White","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","White","90","90","32860","32350"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Asian","100","100","33200","30630"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Black","40","40","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Mixed","90","90","34960","34490"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","310","310","36200","34770"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","White","890","880","34400","33930"
"In post","2021","20-29","HM Land Registry","Asian","40","40","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Unknown","350","340","25190","22350"
"In post","2021","20-29","HM Land Registry","White","680","670","25380","22350"
"In post","2021","20-29","HM Revenue and Customs","Asian","920","890","27490","25560"
"In post","2021","20-29","HM Revenue and Customs","Black","170","170","29920","29570"
"In post","2021","20-29","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Mixed","180","170","28590","25560"
"In post","2021","20-29","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","Undeclared","90","80","30930","31810"
"In post","2021","20-29","HM Revenue and Customs","Unknown","4400","4290","25090","21110"
"In post","2021","20-29","HM Revenue and Customs","White","4530","4440","28140","25560"
"In post","2021","20-29","HM Treasury","Asian","110","110","35620","32320"
"In post","2021","20-29","HM Treasury","Black","40","40","[c]","[c]"
"In post","2021","20-29","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury","Mixed","50","50","[c]","[c]"
"In post","2021","20-29","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury","Undeclared","60","60","38510","33190"
"In post","2021","20-29","HM Treasury","Unknown","50","50","37560","35050"
"In post","2021","20-29","HM Treasury","White","720","720","39310","33250"
"In post","2021","20-29","Home Office","Asian","610","590","28510","25630"
