"Status","Year","Responsibility_level","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","EO","Heterosexual / straight","North East (England)","5210","4710","26870","27570"
"In post","2021","EO","Heterosexual / straight","North West (England)","12210","11290","26860","27570"
"In post","2021","EO","Heterosexual / straight","Northern Ireland","660","620","26730","25560"
"In post","2021","EO","Heterosexual / straight","Overseas","200","200","27860","26990"
"In post","2021","EO","Heterosexual / straight","Scotland","7990","7410","27870","27570"
"In post","2021","EO","Heterosexual / straight","South East (England)","8950","8320","27970","27570"
"In post","2021","EO","Heterosexual / straight","South West (England)","7260","6740","26380","26930"
"In post","2021","EO","Heterosexual / straight","Unknown","390","370","28010","27570"
"In post","2021","EO","Heterosexual / straight","Wales","6140","5700","27070","27570"
"In post","2021","EO","Heterosexual / straight","West Midlands (England)","6190","5730","27020","27570"
"In post","2021","EO","Heterosexual / straight","Yorkshire and The Humber","6930","6370","27120","27570"
"In post","2021","EO","LGBO","East Midlands (England)","260","250","26870","27570"
"In post","2021","EO","LGBO","East of England","250","240","28050","27570"
"In post","2021","EO","LGBO","London","900","870","29740","29720"
"In post","2021","EO","LGBO","North East (England)","250","240","26830","27570"
"In post","2021","EO","LGBO","North West (England)","740","720","26860","27570"
"In post","2021","EO","LGBO","Northern Ireland","30","30","[c]","[c]"
"In post","2021","EO","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","EO","LGBO","Scotland","450","430","27650","27570"
"In post","2021","EO","LGBO","South East (England)","550","530","28250","27570"
"In post","2021","EO","LGBO","South West (England)","410","400","26300","27540"
"In post","2021","EO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","LGBO","Wales","380","370","26710","27570"
"In post","2021","EO","LGBO","West Midlands (England)","290","280","26970","27570"
"In post","2021","EO","LGBO","Yorkshire and The Humber","420","400","27080","27570"
"In post","2021","EO","Undeclared","East Midlands (England)","600","540","27160","27410"
"In post","2021","EO","Undeclared","East of England","700","640","28370","27570"
"In post","2021","EO","Undeclared","London","2010","1870","30000","30270"
"In post","2021","EO","Undeclared","North East (England)","550","500","26930","27370"
"In post","2021","EO","Undeclared","North West (England)","1470","1340","27060","27570"
"In post","2021","EO","Undeclared","Northern Ireland","60","60","26450","25560"
"In post","2021","EO","Undeclared","Overseas","40","40","[c]","[c]"
"In post","2021","EO","Undeclared","Scotland","1290","1180","28020","27570"
"In post","2021","EO","Undeclared","South East (England)","1370","1250","28290","27380"
"In post","2021","EO","Undeclared","South West (England)","970","890","27060","27370"
"In post","2021","EO","Undeclared","Unknown","50","50","28370","27570"
"In post","2021","EO","Undeclared","Wales","1030","940","27560","27460"
"In post","2021","EO","Undeclared","West Midlands (England)","830","750","27190","27570"
"In post","2021","EO","Undeclared","Yorkshire and The Humber","950","870","27320","27570"
"In post","2021","EO","Unknown","East Midlands (England)","1350","1220","27040","27570"
"In post","2021","EO","Unknown","East of England","1230","1120","28320","27570"
"In post","2021","EO","Unknown","London","4150","3930","30070","30330"
"In post","2021","EO","Unknown","North East (England)","1910","1730","26620","27130"
"In post","2021","EO","Unknown","North West (England)","3960","3610","26970","27570"
"In post","2021","EO","Unknown","Northern Ireland","220","210","26150","25560"
"In post","2021","EO","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Scotland","3830","3530","29170","28130"
"In post","2021","EO","Unknown","South East (England)","1860","1700","28490","27570"
"In post","2021","EO","Unknown","South West (England)","1940","1740","26590","27130"
"In post","2021","EO","Unknown","Unknown","120","110","28020","27570"
"In post","2021","EO","Unknown","Wales","1870","1720","26430","26880"
"In post","2021","EO","Unknown","West Midlands (England)","2050","1850","27090","27570"
"In post","2021","EO","Unknown","Yorkshire and The Humber","2220","2010","27020","27570"
"In post","2021","G6/G7","Heterosexual / straight","East Midlands (England)","1010","970","57480","53430"
"In post","2021","G6/G7","Heterosexual / straight","East of England","910","870","59480","55710"
"In post","2021","G6/G7","Heterosexual / straight","London","18080","17460","60480","58840"
"In post","2021","G6/G7","Heterosexual / straight","North East (England)","1440","1400","54640","52580"
"In post","2021","G6/G7","Heterosexual / straight","North West (England)","3230","3120","56350","52580"
"In post","2021","G6/G7","Heterosexual / straight","Northern Ireland","190","180","56310","52580"
"In post","2021","G6/G7","Heterosexual / straight","Overseas","850","850","60170","58030"
"In post","2021","G6/G7","Heterosexual / straight","Scotland","3100","2970","60930","61010"
"In post","2021","G6/G7","Heterosexual / straight","South East (England)","2350","2240","57070","54540"
"In post","2021","G6/G7","Heterosexual / straight","South West (England)","4160","4010","56410","54540"
"In post","2021","G6/G7","Heterosexual / straight","Unknown","120","110","56590","54700"
"In post","2021","G6/G7","Heterosexual / straight","Wales","2300","2210","58710","58490"
"In post","2021","G6/G7","Heterosexual / straight","West Midlands (England)","1590","1540","57010","52800"
"In post","2021","G6/G7","Heterosexual / straight","Yorkshire and The Humber","2660","2550","56420","52770"
"In post","2021","G6/G7","LGBO","East Midlands (England)","50","50","57510","52580"
"In post","2021","G6/G7","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","LGBO","London","1650","1630","59350","57530"
"In post","2021","G6/G7","LGBO","North East (England)","70","70","52970","51890"
"In post","2021","G6/G7","LGBO","North West (England)","170","170","56720","53450"
"In post","2021","G6/G7","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","LGBO","Overseas","80","80","58130","55650"
"In post","2021","G6/G7","LGBO","Scotland","180","170","60440","61010"
"In post","2021","G6/G7","LGBO","South East (England)","80","80","59230","55940"
"In post","2021","G6/G7","LGBO","South West (England)","140","130","55010","52600"
"In post","2021","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","LGBO","Wales","100","100","58090","56620"
"In post","2021","G6/G7","LGBO","West Midlands (England)","80","80","57520","52890"
"In post","2021","G6/G7","LGBO","Yorkshire and The Humber","140","130","55710","52580"
"In post","2021","G6/G7","Undeclared","East Midlands (England)","130","120","58080","53430"
"In post","2021","G6/G7","Undeclared","East of England","120","110","58950","54660"
"In post","2021","G6/G7","Undeclared","London","2430","2350","61220","59160"
"In post","2021","G6/G7","Undeclared","North East (England)","150","150","56250","52580"
"In post","2021","G6/G7","Undeclared","North West (England)","340","330","56790","53430"
"In post","2021","G6/G7","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Overseas","120","120","61050","58850"
"In post","2021","G6/G7","Undeclared","Scotland","320","300","62000","61010"
"In post","2021","G6/G7","Undeclared","South East (England)","320","310","57650","54540"
"In post","2021","G6/G7","Undeclared","South West (England)","640","610","56810","54770"
"In post","2021","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Undeclared","Wales","320","310","60220","60830"
"In post","2021","G6/G7","Undeclared","West Midlands (England)","180","180","57840","54540"
"In post","2021","G6/G7","Undeclared","Yorkshire and The Humber","240","230","55690","52580"
"In post","2021","G6/G7","Unknown","East Midlands (England)","230","210","57260","53430"
"In post","2021","G6/G7","Unknown","East of England","290","270","57210","54390"
"In post","2021","G6/G7","Unknown","London","5470","5280","60690","59160"
"In post","2021","G6/G7","Unknown","North East (England)","380","360","55170","52580"
"In post","2021","G6/G7","Unknown","North West (England)","830","790","56020","52590"
"In post","2021","G6/G7","Unknown","Northern Ireland","30","30","[c]","[c]"
"In post","2021","G6/G7","Unknown","Overseas","290","290","59190","57010"
"In post","2021","G6/G7","Unknown","Scotland","1060","1010","60350","61010"
"In post","2021","G6/G7","Unknown","South East (England)","630","600","57240","54910"
"In post","2021","G6/G7","Unknown","South West (England)","1260","1190","54720","52460"
"In post","2021","G6/G7","Unknown","Unknown","60","60","59580","57000"
"In post","2021","G6/G7","Unknown","Wales","490","470","57510","56100"
"In post","2021","G6/G7","Unknown","West Midlands (England)","510","490","56570","52580"
"In post","2021","G6/G7","Unknown","Yorkshire and The Humber","810","770","56200","53350"
"In post","2021","SCS","Heterosexual / straight","East Midlands (England)","70","70","89240","82730"
"In post","2021","SCS","Heterosexual / straight","East of England","90","80","95190","95620"
"In post","2021","SCS","Heterosexual / straight","London","3120","3000","90370","81790"
"In post","2021","SCS","Heterosexual / straight","North East (England)","90","90","87800","78110"
"In post","2021","SCS","Heterosexual / straight","North West (England)","190","190","89060","82300"
"In post","2021","SCS","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Heterosexual / straight","Overseas","210","210","86090","77600"
"In post","2021","SCS","Heterosexual / straight","Scotland","210","200","88560","83230"
"In post","2021","SCS","Heterosexual / straight","South East (England)","130","120","93040","90900"
"In post","2021","SCS","Heterosexual / straight","South West (England)","240","230","95240","90670"
"In post","2021","SCS","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Heterosexual / straight","Wales","230","220","87530","79950"
"In post","2021","SCS","Heterosexual / straight","West Midlands (England)","150","140","93940","86370"
"In post","2021","SCS","Heterosexual / straight","Yorkshire and The Humber","170","160","86820","78410"
"In post","2021","SCS","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","SCS","LGBO","London","250","240","87880","78670"
"In post","2021","SCS","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","SCS","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","SCS","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","London","310","300","88710","81200"
"In post","2021","SCS","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","East of England","30","30","[c]","[c]"
"In post","2021","SCS","Unknown","London","1020","980","94100","84040"
"In post","2021","SCS","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","North West (England)","70","70","81100","74250"
"In post","2021","SCS","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Overseas","40","40","[c]","[c]"
"In post","2021","SCS","Unknown","Scotland","100","100","86680","83230"
"In post","2021","SCS","Unknown","South East (England)","40","40","[c]","[c]"
"In post","2021","SCS","Unknown","South West (England)","70","70","100310","92400"
"In post","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Wales","30","30","[c]","[c]"
"In post","2021","SCS","Unknown","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","SCS","Unknown","Yorkshire and The Humber","80","80","82770","75520"
"In post","2021","SEO/HEO","Heterosexual / straight","East Midlands (England)","3240","3080","35990","34290"
"In post","2021","SEO/HEO","Heterosexual / straight","East of England","3540","3380","36890","35480"
"In post","2021","SEO/HEO","Heterosexual / straight","London","21620","21090","38700","37910"
"In post","2021","SEO/HEO","Heterosexual / straight","North East (England)","4300","4060","34840","33250"
"In post","2021","SEO/HEO","Heterosexual / straight","North West (England)","9070","8650","35320","33840"
"In post","2021","SEO/HEO","Heterosexual / straight","Northern Ireland","660","640","35030","32120"
"In post","2021","SEO/HEO","Heterosexual / straight","Overseas","1000","1000","39460","34770"
"In post","2021","SEO/HEO","Heterosexual / straight","Scotland","7780","7430","37940","35720"
"In post","2021","SEO/HEO","Heterosexual / straight","South East (England)","6990","6700","36680","35480"
"In post","2021","SEO/HEO","Heterosexual / straight","South West (England)","11200","10720","36220","35630"
"In post","2021","SEO/HEO","Heterosexual / straight","Unknown","270","260","37030","35310"
"In post","2021","SEO/HEO","Heterosexual / straight","Wales","6430","6120","37220","37410"
"In post","2021","SEO/HEO","Heterosexual / straight","West Midlands (England)","4770","4570","35990","34340"
"In post","2021","SEO/HEO","Heterosexual / straight","Yorkshire and The Humber","6170","5850","35360","34290"
"In post","2021","SEO/HEO","LGBO","East Midlands (England)","150","150","35910","33840"
"In post","2021","SEO/HEO","LGBO","East of England","140","130","36160","35120"
"In post","2021","SEO/HEO","LGBO","London","1820","1800","37830","36800"
"In post","2021","SEO/HEO","LGBO","North East (England)","230","220","34040","31990"
"In post","2021","SEO/HEO","LGBO","North West (England)","490","480","34890","33260"
"In post","2021","SEO/HEO","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","LGBO","Overseas","60","60","36190","34770"
"In post","2021","SEO/HEO","LGBO","Scotland","490","480","36370","33930"
"In post","2021","SEO/HEO","LGBO","South East (England)","330","320","35430","34130"
"In post","2021","SEO/HEO","LGBO","South West (England)","480","470","34590","33770"
"In post","2021","SEO/HEO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","LGBO","Wales","350","340","35790","36030"
"In post","2021","SEO/HEO","LGBO","West Midlands (England)","200","200","35230","33300"
"In post","2021","SEO/HEO","LGBO","Yorkshire and The Humber","390","380","34280","32540"
"In post","2021","SEO/HEO","Undeclared","East Midlands (England)","490","470","36740","35000"
"In post","2021","SEO/HEO","Undeclared","East of England","600","570","37160","35480"
"In post","2021","SEO/HEO","Undeclared","London","3010","2930","39000","38510"
"In post","2021","SEO/HEO","Undeclared","North East (England)","450","420","35550","34290"
"In post","2021","SEO/HEO","Undeclared","North West (England)","1060","1000","35750","34290"
"In post","2021","SEO/HEO","Undeclared","Northern Ireland","60","60","34560","33390"
"In post","2021","SEO/HEO","Undeclared","Overseas","140","140","37530","34770"
"In post","2021","SEO/HEO","Undeclared","Scotland","1000","950","37970","35230"
"In post","2021","SEO/HEO","Undeclared","South East (England)","1150","1100","37190","35300"
"In post","2021","SEO/HEO","Undeclared","South West (England)","1750","1660","37190","36970"
"In post","2021","SEO/HEO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Undeclared","Wales","940","890","38220","37410"
"In post","2021","SEO/HEO","Undeclared","West Midlands (England)","570","540","36180","34640"
"In post","2021","SEO/HEO","Undeclared","Yorkshire and The Humber","780","740","36110","35310"
"In post","2021","SEO/HEO","Unknown","East Midlands (England)","860","820","34840","32230"
"In post","2021","SEO/HEO","Unknown","East of England","820","770","35880","35000"
"In post","2021","SEO/HEO","Unknown","London","7490","7340","37030","36160"
"In post","2021","SEO/HEO","Unknown","North East (England)","1180","1130","34390","31990"
"In post","2021","SEO/HEO","Unknown","North West (England)","2350","2260","34380","32100"
"In post","2021","SEO/HEO","Unknown","Northern Ireland","160","160","34200","31810"
"In post","2021","SEO/HEO","Unknown","Overseas","340","340","42840","41600"
"In post","2021","SEO/HEO","Unknown","Scotland","2830","2660","38060","36780"
"In post","2021","SEO/HEO","Unknown","South East (England)","1310","1250","36500","36200"
"In post","2021","SEO/HEO","Unknown","South West (England)","2730","2600","36360","36530"
"In post","2021","SEO/HEO","Unknown","Unknown","450","440","32170","32000"
"In post","2021","SEO/HEO","Unknown","Wales","1410","1340","34800","33840"
"In post","2021","SEO/HEO","Unknown","West Midlands (England)","1250","1200","35790","34070"
"In post","2021","SEO/HEO","Unknown","Yorkshire and The Humber","1620","1550","34440","33300"
"In post","2021","Unknown","Heterosexual / straight","East Midlands (England)","790","720","30080","30210"
"In post","2021","Unknown","Heterosexual / straight","East of England","810","750","29020","28200"
"In post","2021","Unknown","Heterosexual / straight","London","1290","1240","33870","33950"
"In post","2021","Unknown","Heterosexual / straight","North East (England)","600","570","29240","28200"
"In post","2021","Unknown","Heterosexual / straight","North West (England)","1590","1490","30710","30210"
"In post","2021","Unknown","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Overseas","190","190","[c]","[c]"
"In post","2021","Unknown","Heterosexual / straight","Scotland","90","90","40190","41390"
"In post","2021","Unknown","Heterosexual / straight","South East (England)","1140","1050","30780","30880"
"In post","2021","Unknown","Heterosexual / straight","South West (England)","1950","1850","37350","33500"
"In post","2021","Unknown","Heterosexual / straight","Unknown","60","60","28550","27370"
"In post","2021","Unknown","Heterosexual / straight","Wales","880","820","30000","28860"
"In post","2021","Unknown","Heterosexual / straight","West Midlands (England)","1140","1050","29860","28200"
"In post","2021","Unknown","Heterosexual / straight","Yorkshire and The Humber","1100","1000","29910","30210"
"In post","2021","Unknown","LGBO","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","East of England","50","40","[c]","[c]"
"In post","2021","Unknown","LGBO","London","80","80","33580","33020"
"In post","2021","Unknown","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","North West (England)","120","110","29760","28200"
"In post","2021","Unknown","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","South East (England)","90","90","27150","24020"
"In post","2021","Unknown","LGBO","South West (England)","90","90","31460","28200"
"In post","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Wales","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","West Midlands (England)","50","50","26630","23380"
"In post","2021","Unknown","LGBO","Yorkshire and The Humber","60","60","29420","28270"
"In post","2021","Unknown","Undeclared","East Midlands (England)","100","90","31380","31420"
"In post","2021","Unknown","Undeclared","East of England","80","70","30390","31420"
"In post","2021","Unknown","Undeclared","London","130","130","36740","35310"
"In post","2021","Unknown","Undeclared","North East (England)","50","50","[c]","[c]"
"In post","2021","Unknown","Undeclared","North West (England)","150","140","32790","32390"
"In post","2021","Unknown","Undeclared","Overseas","40","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","South East (England)","140","130","32930","32470"
"In post","2021","Unknown","Undeclared","South West (England)","270","260","41050","38030"
"In post","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Wales","60","50","30870","31420"
"In post","2021","Unknown","Undeclared","West Midlands (England)","90","80","31210","31130"
"In post","2021","Unknown","Undeclared","Yorkshire and The Humber","100","90","32370","34340"
"In post","2021","Unknown","Unknown","East Midlands (England)","80","70","26910","24320"
"In post","2021","Unknown","Unknown","East of England","100","80","24480","22920"
"In post","2021","Unknown","Unknown","London","150","140","31160","26810"
"In post","2021","Unknown","Unknown","North East (England)","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","North West (England)","170","150","28350","28200"
"In post","2021","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","South East (England)","150","140","28510","24020"
"In post","2021","Unknown","Unknown","South West (England)","190","180","34700","31550"
"In post","2021","Unknown","Unknown","Unknown","1840","1840","37590","34460"
"In post","2021","Unknown","Unknown","Wales","130","120","28640","28200"
"In post","2021","Unknown","Unknown","West Midlands (England)","130","110","27460","28200"
"In post","2021","Unknown","Unknown","Yorkshire and The Humber","70","60","24610","22920"
"In post","2022","AA/AO","Heterosexual / straight","East Midlands (England)","5290","4830","22560","21260"
"In post","2022","AA/AO","Heterosexual / straight","East of England","5110","4730","23970","21860"
"In post","2022","AA/AO","Heterosexual / straight","London","7520","6980","25970","25110"
"In post","2022","AA/AO","Heterosexual / straight","North East (England)","8060","6980","22030","21260"
"In post","2022","AA/AO","Heterosexual / straight","North West (England)","12980","11650","21880","21260"
"In post","2022","AA/AO","Heterosexual / straight","Northern Ireland","1070","1000","21260","21250"
"In post","2022","AA/AO","Heterosexual / straight","Overseas","60","50","22120","22200"
"In post","2022","AA/AO","Heterosexual / straight","Scotland","9030","8200","22640","21260"
"In post","2022","AA/AO","Heterosexual / straight","South East (England)","9210","8370","24330","21860"
"In post","2022","AA/AO","Heterosexual / straight","South West (England)","6160","5640","22530","21260"
"In post","2022","AA/AO","Heterosexual / straight","Unknown","130","120","22380","21260"
"In post","2022","AA/AO","Heterosexual / straight","Wales","7810","7000","21800","21680"
"In post","2022","AA/AO","Heterosexual / straight","West Midlands (England)","6700","6090","22330","21260"
"In post","2022","AA/AO","Heterosexual / straight","Yorkshire and The Humber","7290","6550","22810","21260"
"In post","2022","AA/AO","LGBO","East Midlands (England)","320","310","23100","21260"
"In post","2022","AA/AO","LGBO","East of England","280","270","24330","22330"
"In post","2022","AA/AO","LGBO","London","400","390","26840","25110"
"In post","2022","AA/AO","LGBO","North East (England)","490","460","22000","21260"
"In post","2022","AA/AO","LGBO","North West (England)","870","830","22150","21260"
"In post","2022","AA/AO","LGBO","Northern Ireland","50","40","[c]","[c]"
"In post","2022","AA/AO","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","LGBO","Scotland","620","600","22240","21260"
"In post","2022","AA/AO","LGBO","South East (England)","600","570","25370","24250"
"In post","2022","AA/AO","LGBO","South West (England)","420","400","22880","21260"
"In post","2022","AA/AO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","LGBO","Wales","500","480","21610","21260"
"In post","2022","AA/AO","LGBO","West Midlands (England)","410","390","22860","21260"
"In post","2022","AA/AO","LGBO","Yorkshire and The Humber","420","400","23100","21270"
"In post","2022","AA/AO","Undeclared","East Midlands (England)","640","580","22610","21260"
"In post","2022","AA/AO","Undeclared","East of England","640","580","23850","21820"
"In post","2022","AA/AO","Undeclared","London","1050","960","25310","25110"
"In post","2022","AA/AO","Undeclared","North East (England)","910","770","22100","21260"
"In post","2022","AA/AO","Undeclared","North West (England)","1530","1340","21990","21260"
