"Status","Year","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","United Kingdom Statistics Authority","70","60","33860","30310"
"In post","2021","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","230","220","42700","37410"
"In post","2021","Unknown","Attorney General's Departments","1160","1090","46540","49960"
"In post","2021","Unknown","Cabinet Office","4030","3990","45110","33000"
"In post","2021","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","90","80","36320","29380"
"In post","2021","Unknown","Competition and Markets Authority","60","50","78040","78240"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","2310","2230","35500","33570"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","190","190","47600","45080"
"In post","2021","Unknown","Department for Education","910","880","42710","38090"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","1880","1790","34190","29720"
"In post","2021","Unknown","Department for International Trade","780","780","44520","38540"
"In post","2021","Unknown","Department for Transport","2310","2190","32050","26700"
"In post","2021","Unknown","Department for Work and Pensions","6290","5790","28640","27570"
"In post","2021","Unknown","Department of Health and Social Care","1990","1940","45720","40650"
"In post","2021","Unknown","Food Standards Agency","70","60","39540","35630"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","1200","1180","47220","48440"
"In post","2021","Unknown","HM Land Registry","1040","990","28010","22350"
"In post","2021","Unknown","HM Revenue and Customs","15890","14770","27880","25560"
"In post","2021","Unknown","HM Treasury","110","110","47190","48680"
"In post","2021","Unknown","Home Office","1720","1680","31880","25770"
"In post","2021","Unknown","Ministry of Defence","6070","5940","34700","32700"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","310","290","44080","40720"
"In post","2021","Unknown","Ministry of Justice","9660","9230","27490","24920"
"In post","2021","Unknown","National Crime Agency","680","650","41350","39820"
"In post","2021","Unknown","Northern Ireland Office","60","60","40930","36800"
"In post","2021","Unknown","Office for Standards in Education","50","40","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","130","120","33140","28090"
"In post","2021","Unknown","Scotland Office","50","50","46000","41250"
"In post","2021","Unknown","Scottish Government","6580","6180","31920","29350"
"In post","2021","Unknown","The National Archives","130","130","34410","30360"
"In post","2021","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","1090","990","30240","29540"
"In post","2021","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","40","40","[c]","[c]"
"In post","2021","Unknown","Welsh Government","190","180","40350","30600"
"In post","2021","White","Attorney General's Departments","6600","6140","45430","48830"
"In post","2021","White","Cabinet Office","4170","4060","48490","41820"
"In post","2021","White","Chancellor's other departments","270","260","63480","53310"
"In post","2021","White","Charity Commission","330","310","34330","29160"
"In post","2021","White","Competition and Markets Authority","570","550","63720","59520"
"In post","2021","White","Department for Business, Energy and Industrial Strategy","8680","8290","42580","39860"
"In post","2021","White","Department for Digital, Culture, Media and Sport","1220","1200","50460","51730"
"In post","2021","White","Department for Education","5440","5230","44770","40510"
"In post","2021","White","Department for Environment, Food and Rural Affairs","7880","7440","36420","32560"
"In post","2021","White","Department for International Trade","1350","1330","47780","48220"
"In post","2021","White","Department for Transport","11540","10570","32550","26780"
"In post","2021","White","Department for Work and Pensions","69140","61570","27940","27570"
"In post","2021","White","Department of Health and Social Care","6810","6330","46090","40650"
"In post","2021","White","ESTYN","110","100","57700","74730"
"In post","2021","White","Food Standards Agency","1070","1040","37080","32350"
"In post","2021","White","Foreign, Commonwealth and Development Office","5950","5810","48400","44230"
"In post","2021","White","HM Land Registry","4700","4210","31660","27130"
"In post","2021","White","HM Revenue and Customs","40930","37290","32400","28130"
"In post","2021","White","HM Treasury","1910","1850","49460","52030"
"In post","2021","White","Home Office","24070","22290","31930","26620"
"In post","2021","White","Ministry of Defence","45260","43680","33830","31700"
"In post","2021","White","Ministry of Housing, Communities and Local Government","2460","2350","46260","43740"
"In post","2021","White","Ministry of Justice","57450","53590","30040","27380"
"In post","2021","White","National Crime Agency","4130","4040","40360","37560"
"In post","2021","White","Northern Ireland Office","90","90","45710","38920"
"In post","2021","White","Office for Standards in Education","1520","1470","50410","51360"
"In post","2021","White","Office of Gas and Electricity Markets","850","840","44930","38000"
"In post","2021","White","Office of Qualifications and Examinations Regulation","200","200","47180","42000"
"In post","2021","White","Office of Rail and Road","230","220","56920","56000"
"In post","2021","White","Other Cabinet Office Agencies","730","710","41160","35590"
"In post","2021","White","Scotland Office","60","60","50850","52480"
"In post","2021","White","Scottish Government","14570","13830","38630","33650"
"In post","2021","White","The National Archives","340","320","36670","34260"
"In post","2021","White","UK Export Finance","260","260","56280","50430"
"In post","2021","White","UK Supreme Court","40","40","[c]","[c]"
"In post","2021","White","United Kingdom Statistics Authority","4070","3630","33240","29540"
"In post","2021","White","Wales Office","30","30","[c]","[c]"
"In post","2021","White","Water Services Regulation Authority","170","160","60570","53120"
"In post","2021","White","Welsh Government","5200","4910","41080","37410"
"In post","2022","Asian","Attorney General's Departments","1050","980","42910","44850"
"In post","2022","Asian","Cabinet Office","570","560","45370","40600"
"In post","2022","Asian","Chancellor's other departments","50","50","47300","45130"
"In post","2022","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","110","110","49170","42290"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","950","920","39770","37160"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","160","160","44080","38060"
"In post","2022","Asian","Department for Education","860","840","39980","36570"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","480","470","36040","32560"
"In post","2022","Asian","Department for International Trade","270","270","43990","38540"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","320","310","41290","36340"
"In post","2022","Asian","Department for Transport","650","630","38770","34710"
"In post","2022","Asian","Department for Work and Pensions","8220","7450","28250","27570"
"In post","2022","Asian","Department of Health and Social Care","1280","1210","41920","34530"
"In post","2022","Asian","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","70","70","34940","32350"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","490","470","42830","37560"
"In post","2022","Asian","HM Land Registry","230","210","30920","27130"
"In post","2022","Asian","HM Revenue and Customs","5850","5540","32840","31020"
"In post","2022","Asian","HM Treasury","320","310","45930","41900"
"In post","2022","Asian","Home Office","4490","4180","31920","28910"
"In post","2022","Asian","Ministry of Defence","1460","1410","35170","33000"
"In post","2022","Asian","Ministry of Justice","4450","4140","30050","26310"
"In post","2022","Asian","National Crime Agency","280","270","37800","36740"
"In post","2022","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","100","100","40190","35010"
"In post","2022","Asian","Office of Gas and Electricity Markets","140","140","41570","34910"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","300","290","35730","31540"
"In post","2022","Asian","The National Archives","50","40","[c]","[c]"
"In post","2022","Asian","UK Export Finance","90","90","50050","44080"
"In post","2022","Asian","UK Statistics Authority","190","170","32790","30710"
"In post","2022","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","40","30","[c]","[c]"
"In post","2022","Asian","Welsh Government","70","70","39470","38160"
"In post","2022","Black","Attorney General's Departments","600","580","40470","32490"
"In post","2022","Black","Cabinet Office","290","280","42260","37930"
"In post","2022","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","490","490","38760","34980"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","110","110","38300","34020"
"In post","2022","Black","Department for Education","320","320","39820","36500"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","250","250","35190","32560"
"In post","2022","Black","Department for International Trade","140","140","39990","38160"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","200","200","39860","36340"
"In post","2022","Black","Department for Transport","270","270","37540","34710"
"In post","2022","Black","Department for Work and Pensions","4080","3850","29460","30170"
"In post","2022","Black","Department of Health and Social Care","660","620","38740","32790"
"In post","2022","Black","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","50","50","[c]","[c]"
"In post","2022","Black","Foreign, Commonwealth and Development Office","260","260","38860","34920"
"In post","2022","Black","HM Land Registry","70","70","33040","30600"
"In post","2022","Black","HM Revenue and Customs","1890","1830","33890","33080"
"In post","2022","Black","HM Treasury","110","100","39590","34330"
"In post","2022","Black","Home Office","1800","1700","33180","29080"
"In post","2022","Black","Ministry of Defence","770","760","33510","32470"
"In post","2022","Black","Ministry of Justice","4090","3930","31080","28310"
"In post","2022","Black","National Crime Agency","100","100","36560","36410"
"In post","2022","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office for Standards in Education, Children's Services and Skills","60","60","45440","46360"
"In post","2022","Black","Office of Gas and Electricity Markets","90","90","40350","37300"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","100","90","36100","31540"
"In post","2022","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","50","50","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","100","90","31930","30710"
"In post","2022","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Attorney General's Departments","290","270","45910","48830"
"In post","2022","Mixed","Cabinet Office","240","240","45670","40600"
"In post","2022","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","370","360","42960","40050"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","100","100","45380","38020"
"In post","2022","Mixed","Department for Education","220","220","42510","40230"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","240","230","36690","32680"
"In post","2022","Mixed","Department for International Trade","110","100","46670","44030"
