"Status","Year","Parent_department","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","West Midlands (England)","Unknown","60","60","41240","38090"
"In post","2021","Attorney General's Departments","West Midlands (England)","White","350","330","40570","38000"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Asian","50","50","42800","48080"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Unknown","100","90","40610","36130"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","White","770","700","42360","38540"
"In post","2021","Cabinet Office","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Unknown","50","50","[c]","[c]"
"In post","2021","Cabinet Office","East of England","White","60","60","40420","33300"
"In post","2021","Cabinet Office","London","Asian","420","410","47350","41820"
"In post","2021","Cabinet Office","London","Black","240","230","42400","35600"
"In post","2021","Cabinet Office","London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Mixed","170","160","47490","40600"
"In post","2021","Cabinet Office","London","Other ethnicity","60","60","48440","41180"
"In post","2021","Cabinet Office","London","Undeclared","170","170","52990","54700"
"In post","2021","Cabinet Office","London","Unknown","2470","2450","46940","34550"
"In post","2021","Cabinet Office","London","White","2960","2910","53080","54700"
"In post","2021","Cabinet Office","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Unknown","70","70","34530","28000"
"In post","2021","Cabinet Office","North East (England)","White","330","310","28670","23850"
"In post","2021","Cabinet Office","North West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Unknown","250","250","48650","49700"
"In post","2021","Cabinet Office","North West (England)","White","170","170","45390","38420"
"In post","2021","Cabinet Office","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Unknown","70","70","50160","50260"
"In post","2021","Cabinet Office","Scotland","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Unknown","120","120","47130","36240"
"In post","2021","Cabinet Office","South East (England)","White","80","70","37950","33300"
"In post","2021","Cabinet Office","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Unknown","110","110","60780","53320"
"In post","2021","Cabinet Office","South West (England)","White","70","70","44480","38650"
"In post","2021","Cabinet Office","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Unknown","440","440","34590","32000"
"In post","2021","Cabinet Office","Unknown","White","120","120","41300","36460"
"In post","2021","Cabinet Office","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Unknown","50","50","35430","29250"
"In post","2021","Cabinet Office","Wales","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Unknown","40","40","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Unknown","350","330","37480","29250"
"In post","2021","Cabinet Office","Yorkshire and The Humber","White","340","320","35710","33300"
"In post","2021","Chancellor's other departments","London","Asian","50","50","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Black","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Undeclared","30","30","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","White","230","220","65770","55220"
"In post","2021","Chancellor's other departments","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","White","40","40","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Unknown","60","60","33220","29160"
"In post","2021","Charity Commission","North West (England)","White","230","220","32520","29160"
"In post","2021","Charity Commission","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","White","50","50","35880","30450"
"In post","2021","Charity Commission","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","White","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Asian","100","100","45900","37660"
"In post","2021","Competition and Markets Authority","London","Black","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Mixed","40","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Unknown","60","50","78970","78810"
"In post","2021","Competition and Markets Authority","London","White","520","500","64350","59940"
"In post","2021","Competition and Markets Authority","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","White","50","50","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","White","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Unknown","80","70","27930","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","White","110","110","35580","34500"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Unknown","60","60","28230","23900"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","White","140","130","36060","34500"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Asian","500","480","43200","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Black","310","310","40730","38190"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Chinese","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Mixed","210","200","46440","42310"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Other ethnicity","60","60","47480","44790"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Undeclared","290","280","51200","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Unknown","690","680","44700","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","White","3520","3430","50760","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Unknown","70","60","27610","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","White","130","120","33370","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
