"Status","Year","Region_ITL2","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","1630","1570","38280","36970"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","50","50","36700","35600"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","250","240","38450","36460"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","360","330","38210","38160"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","370","340","29920","29880"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","60","50","29070","24020"
"In post","2021","Cheshire","AA/AO","Heterosexual / straight","740","680","22650","21010"
"In post","2021","Cheshire","AA/AO","LGBO","50","50","24080","24120"
"In post","2021","Cheshire","AA/AO","Undeclared","100","90","23530","21010"
"In post","2021","Cheshire","AA/AO","Unknown","320","290","24050","21550"
"In post","2021","Cheshire","EO","Heterosexual / straight","1020","980","29540","28010"
"In post","2021","Cheshire","EO","LGBO","80","80","29070","27570"
"In post","2021","Cheshire","EO","Undeclared","120","110","29880","28840"
"In post","2021","Cheshire","EO","Unknown","220","200","29570","27570"
"In post","2021","Cheshire","G6/G7","Heterosexual / straight","160","150","57460","55740"
"In post","2021","Cheshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Heterosexual / straight","620","600","39510","38540"
"In post","2021","Cheshire","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Undeclared","80","70","39120","38160"
"In post","2021","Cheshire","SEO/HEO","Unknown","120","110","39190","38160"
"In post","2021","Cheshire","Unknown","Heterosexual / straight","160","150","29590","29530"
"In post","2021","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Heterosexual / straight","470","430","20830","21010"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Undeclared","70","60","21150","21010"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Unknown","150","130","20850","21010"
"In post","2021","Cornwall and Isles of Scilly","EO","Heterosexual / straight","410","380","27250","27570"
"In post","2021","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Undeclared","60","60","27260","27570"
"In post","2021","Cornwall and Isles of Scilly","EO","Unknown","130","110","27060","27570"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","160","150","35670","34290"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Heterosexual / straight","470","420","22170","21050"
"In post","2021","Cumbria","AA/AO","LGBO","30","30","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Undeclared","60","60","21520","21050"
"In post","2021","Cumbria","AA/AO","Unknown","360","320","21630","21050"
"In post","2021","Cumbria","EO","Heterosexual / straight","360","330","25860","26250"
"In post","2021","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Undeclared","40","40","[c]","[c]"
"In post","2021","Cumbria","EO","Unknown","160","140","26700","26340"
"In post","2021","Cumbria","G6/G7","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Heterosexual / straight","220","210","34530","33300"
"In post","2021","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Unknown","60","50","34010","33790"
"In post","2021","Cumbria","Unknown","Heterosexual / straight","190","180","37090","33740"
"In post","2021","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","2280","2070","22110","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","LGBO","150","150","22840","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Undeclared","300","260","21880","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Unknown","1060","950","22040","21010"
"In post","2021","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","2190","2020","26710","27570"
"In post","2021","Derbyshire and Nottinghamshire","EO","LGBO","150","140","26560","27130"
"In post","2021","Derbyshire and Nottinghamshire","EO","Undeclared","340","300","27010","27130"
"In post","2021","Derbyshire and Nottinghamshire","EO","Unknown","870","800","26740","27130"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","810","770","57310","53150"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","LGBO","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Undeclared","100","100","57040","53430"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Unknown","190","180","56780","53320"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Heterosexual / straight","60","60","89330","83370"
"In post","2021","Derbyshire and Nottinghamshire","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","2150","2030","35680","33840"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","110","100","35230","32250"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","330","310","36480","34290"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","650","620","34450","31990"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","390","350","30040","30210"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Undeclared","50","50","31620","31420"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Devon","AA/AO","Heterosexual / straight","1910","1710","22220","21010"
"In post","2021","Devon","AA/AO","LGBO","120","120","22910","21010"
"In post","2021","Devon","AA/AO","Undeclared","250","220","23570","21010"
"In post","2021","Devon","AA/AO","Unknown","810","710","22190","21010"
"In post","2021","Devon","EO","Heterosexual / straight","1420","1310","26970","27570"
"In post","2021","Devon","EO","LGBO","80","80","27250","27570"
"In post","2021","Devon","EO","Undeclared","210","190","27680","27570"
"In post","2021","Devon","EO","Unknown","630","570","26890","27130"
"In post","2021","Devon","G6/G7","Heterosexual / straight","240","230","59040","56750"
"In post","2021","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Unknown","570","540","52850","49650"
"In post","2021","Devon","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Heterosexual / straight","1040","980","37750","37240"
"In post","2021","Devon","SEO/HEO","LGBO","50","40","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Undeclared","170","160","38770","38450"
"In post","2021","Devon","SEO/HEO","Unknown","1150","1090","37420","38450"
"In post","2021","Devon","Unknown","Heterosexual / straight","260","240","34280","32100"
"In post","2021","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","Heterosexual / straight","1200","1110","22260","21010"
"In post","2021","Dorset and Somerset","AA/AO","LGBO","70","70","23740","22030"
"In post","2021","Dorset and Somerset","AA/AO","Undeclared","160","150","22380","21010"
"In post","2021","Dorset and Somerset","AA/AO","Unknown","300","280","22850","22080"
"In post","2021","Dorset and Somerset","EO","Heterosexual / straight","1100","1010","27340","27570"
"In post","2021","Dorset and Somerset","EO","LGBO","50","50","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Undeclared","170","150","27520","27570"
"In post","2021","Dorset and Somerset","EO","Unknown","300","260","27320","27570"
"In post","2021","Dorset and Somerset","G6/G7","Heterosexual / straight","130","130","59070","55070"
"In post","2021","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","Unknown","50","50","59150","57940"
"In post","2021","Dorset and Somerset","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO/HEO","Heterosexual / straight","990","940","36650","34290"
"In post","2021","Dorset and Somerset","SEO/HEO","LGBO","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO/HEO","Undeclared","190","180","36620","35310"
"In post","2021","Dorset and Somerset","SEO/HEO","Unknown","220","200","36250","33840"
"In post","2021","Dorset and Somerset","Unknown","Heterosexual / straight","180","160","28460","28200"
"In post","2021","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","AA/AO","Heterosexual / straight","3420","3150","23250","21430"
"In post","2021","East Anglia","AA/AO","LGBO","170","160","23540","21550"
"In post","2021","East Anglia","AA/AO","Undeclared","420","390","23240","21430"
"In post","2021","East Anglia","AA/AO","Unknown","940","850","23800","21500"
"In post","2021","East Anglia","EO","Heterosexual / straight","2250","2080","27480","27570"
"In post","2021","East Anglia","EO","LGBO","110","110","26790","27570"
"In post","2021","East Anglia","EO","Undeclared","330","300","27740","27570"
"In post","2021","East Anglia","EO","Unknown","600","540","27670","27570"
"In post","2021","East Anglia","G6/G7","Heterosexual / straight","500","480","59330","55580"
"In post","2021","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","G6/G7","Undeclared","60","60","58080","55380"
"In post","2021","East Anglia","G6/G7","Unknown","150","150","55510","53430"
"In post","2021","East Anglia","SCS","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","East Anglia","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SEO/HEO","Heterosexual / straight","2050","1960","36300","34290"
"In post","2021","East Anglia","SEO/HEO","LGBO","80","70","35460","34800"
"In post","2021","East Anglia","SEO/HEO","Undeclared","360","340","36460","33900"
"In post","2021","East Anglia","SEO/HEO","Unknown","450","430","34880","33840"
"In post","2021","East Anglia","Unknown","Heterosexual / straight","390","360","29550","30210"
"In post","2021","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Undeclared","50","50","31140","32690"
"In post","2021","East Anglia","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","East Wales","AA/AO","Heterosexual / straight","3420","3120","21600","21010"
"In post","2021","East Wales","AA/AO","LGBO","220","220","21150","20600"
"In post","2021","East Wales","AA/AO","Undeclared","450","400","21550","21010"
"In post","2021","East Wales","AA/AO","Unknown","1640","1450","21060","20180"
"In post","2021","East Wales","EO","Heterosexual / straight","3440","3210","26820","27460"
"In post","2021","East Wales","EO","LGBO","250","250","26430","26860"
"In post","2021","East Wales","EO","Undeclared","560","510","27780","27570"
"In post","2021","East Wales","EO","Unknown","1250","1170","26000","25560"
"In post","2021","East Wales","G6/G7","Heterosexual / straight","1730","1660","57820","57720"
"In post","2021","East Wales","G6/G7","LGBO","80","80","57130","56460"
"In post","2021","East Wales","G6/G7","Undeclared","200","190","59690","60830"
"In post","2021","East Wales","G6/G7","Unknown","400","380","56360","55610"
"In post","2021","East Wales","SCS","Heterosexual / straight","190","190","87180","79500"
"In post","2021","East Wales","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","SCS","Unknown","30","30","[c]","[c]"
"In post","2021","East Wales","SEO/HEO","Heterosexual / straight","4090","3890","36600","36710"
"In post","2021","East Wales","SEO/HEO","LGBO","270","270","34910","34490"
"In post","2021","East Wales","SEO/HEO","Undeclared","500","470","37640","37410"
"In post","2021","East Wales","SEO/HEO","Unknown","1120","1080","34430","32140"
"In post","2021","East Wales","Unknown","Heterosexual / straight","370","350","30300","30210"
"In post","2021","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Unknown","70","60","28590","28200"
"In post","2021","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","1420","1280","23820","21950"
"In post","2021","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","80","80","23710","22350"
"In post","2021","East Yorkshire and Northern Lincolnshire","AA/AO","Undeclared","180","160","24260","21550"
"In post","2021","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","450","410","24140","22350"
"In post","2021","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","1120","1030","27700","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","EO","LGBO","50","50","27490","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","EO","Undeclared","210","200","27970","27370"
"In post","2021","East Yorkshire and Northern Lincolnshire","EO","Unknown","280","250","27850","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","70","60","60610","57330"
"In post","2021","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","420","390","36780","34070"
"In post","2021","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","70","70","37840","36040"
"In post","2021","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","60","60","37090","33860"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","220","200","29890","30210"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","AA/AO","Heterosexual / straight","2820","2620","21920","21010"
"In post","2021","Eastern Scotland","AA/AO","LGBO","220","210","21630","21010"
"In post","2021","Eastern Scotland","AA/AO","Undeclared","790","720","21770","21440"
"In post","2021","Eastern Scotland","AA/AO","Unknown","2420","2240","22240","21010"
"In post","2021","Eastern Scotland","EO","Heterosexual / straight","2890","2710","28340","27570"
"In post","2021","Eastern Scotland","EO","LGBO","190","180","28200","27570"
"In post","2021","Eastern Scotland","EO","Undeclared","540","500","28190","28170"
"In post","2021","Eastern Scotland","EO","Unknown","1580","1460","29980","29190"
"In post","2021","Eastern Scotland","G6/G7","Heterosexual / straight","1690","1610","61910","61010"
"In post","2021","Eastern Scotland","G6/G7","LGBO","110","100","61210","61010"
"In post","2021","Eastern Scotland","G6/G7","Undeclared","190","190","61520","60220"
"In post","2021","Eastern Scotland","G6/G7","Unknown","570","540","61550","61010"
"In post","2021","Eastern Scotland","SCS","Heterosexual / straight","140","130","91060","83230"
"In post","2021","Eastern Scotland","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","SCS","Unknown","60","60","90550","83230"
"In post","2021","Eastern Scotland","SEO/HEO","Heterosexual / straight","3420","3270","38340","37580"
"In post","2021","Eastern Scotland","SEO/HEO","LGBO","250","240","37030","35110"
"In post","2021","Eastern Scotland","SEO/HEO","Undeclared","490","470","37900","35230"
"In post","2021","Eastern Scotland","SEO/HEO","Unknown","1430","1340","38700","38540"
"In post","2021","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Essex","AA/AO","Heterosexual / straight","1000","910","23850","21780"
"In post","2021","Essex","AA/AO","LGBO","60","60","24240","24180"
"In post","2021","Essex","AA/AO","Undeclared","160","140","23730","21440"
"In post","2021","Essex","AA/AO","Unknown","390","350","23290","21590"
"In post","2021","Essex","EO","Heterosexual / straight","1590","1450","28720","29290"
"In post","2021","Essex","EO","LGBO","90","80","29110","29290"
"In post","2021","Essex","EO","Undeclared","230","200","28550","27850"
"In post","2021","Essex","EO","Unknown","370","340","28630","29290"
"In post","2021","Essex","G6/G7","Heterosexual / straight","190","180","58490","53430"
"In post","2021","Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Essex","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Essex","G6/G7","Unknown","70","60","59060","53460"
"In post","2021","Essex","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Essex","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Essex","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Essex","SEO/HEO","Heterosexual / straight","770","720","36890","35120"
"In post","2021","Essex","SEO/HEO","LGBO","40","30","[c]","[c]"
"In post","2021","Essex","SEO/HEO","Undeclared","130","120","37580","36370"
"In post","2021","Essex","SEO/HEO","Unknown","210","200","35890","35000"
"In post","2021","Essex","Unknown","Heterosexual / straight","210","190","28160","24800"
"In post","2021","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","2620","2430","22080","21010"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","150","150","22420","21010"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Undeclared","360","330","22440","21010"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","740","680","22150","21160"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","4320","4050","25860","26670"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","270","260","25710","26670"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","530","490","26650","27090"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","880","790","26060","26960"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","3750","3620","56150","54540"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","130","130","55020","52590"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","590","570","56430","54550"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","630","590","55850","53500"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","Heterosexual / straight","220","210","95280","90000"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","Undeclared","[c]","[c]","[c]","[c]"
