"Status","Year","Disability","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Wales","Asian","350","330","30160","25560"
"In post","2021","Declared non-disabled","Wales","Black","150","140","28670","26290"
"In post","2021","Declared non-disabled","Wales","Chinese","50","50","31470","29720"
"In post","2021","Declared non-disabled","Wales","Mixed","260","250","30950","27570"
"In post","2021","Declared non-disabled","Wales","Other ethnicity","70","70","32950","27570"
"In post","2021","Declared non-disabled","Wales","Undeclared","520","480","30550","27570"
"In post","2021","Declared non-disabled","Wales","Unknown","690","630","31480","27570"
"In post","2021","Declared non-disabled","Wales","White","22890","21080","31740","27570"
"In post","2021","Declared non-disabled","West Midlands (England)","Asian","3240","3010","27540","25790"
"In post","2021","Declared non-disabled","West Midlands (England)","Black","910","860","27770","26550"
"In post","2021","Declared non-disabled","West Midlands (England)","Chinese","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","West Midlands (England)","Mixed","390","360","28950","26780"
"In post","2021","Declared non-disabled","West Midlands (England)","Other ethnicity","110","100","28990","26120"
"In post","2021","Declared non-disabled","West Midlands (England)","Undeclared","640","570","28220","27570"
"In post","2021","Declared non-disabled","West Midlands (England)","Unknown","820","750","29610","27570"
"In post","2021","Declared non-disabled","West Midlands (England)","White","14680","13560","31250","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","Asian","1870","1720","27850","25560"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","Black","400","380","28670","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","Chinese","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","Mixed","350","330","31080","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","Other ethnicity","80","70","32290","26510"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","Undeclared","690","630","30480","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","Unknown","750","680","31740","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","White","20800","19120","31930","27570"
"In post","2021","Undeclared","East Midlands (England)","Asian","70","60","25970","25400"
"In post","2021","Undeclared","East Midlands (England)","Black","40","30","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","Undeclared","350","330","31400","29280"
"In post","2021","Undeclared","East Midlands (England)","Unknown","100","80","29780","29200"
"In post","2021","Undeclared","East Midlands (England)","White","920","850","29250","27570"
"In post","2021","Undeclared","East of England","Asian","40","30","[c]","[c]"
"In post","2021","Undeclared","East of England","Black","30","30","[c]","[c]"
"In post","2021","Undeclared","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","Undeclared","440","410","32620","30590"
"In post","2021","Undeclared","East of England","Unknown","80","70","28750","28820"
"In post","2021","Undeclared","East of England","White","1110","1020","30960","30030"
"In post","2021","Undeclared","London","Asian","560","530","36900","31180"
"In post","2021","Undeclared","London","Black","510","490","33450","31060"
"In post","2021","Undeclared","London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","London","Mixed","160","150","40760","35090"
"In post","2021","Undeclared","London","Other ethnicity","80","70","45390","39300"
"In post","2021","Undeclared","London","Undeclared","1610","1550","44350","39800"
"In post","2021","Undeclared","London","Unknown","870","840","42240","36360"
"In post","2021","Undeclared","London","White","2290","2200","43940","37890"
"In post","2021","Undeclared","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","Undeclared","430","400","30350","27230"
"In post","2021","Undeclared","North East (England)","Unknown","80","70","28860","27850"
"In post","2021","Undeclared","North East (England)","White","1210","1090","28940","27570"
"In post","2021","Undeclared","North West (England)","Asian","130","120","27870","27570"
"In post","2021","Undeclared","North West (England)","Black","30","30","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Mixed","40","40","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","Undeclared","800","750","32340","28210"
"In post","2021","Undeclared","North West (England)","Unknown","220","200","29550","27570"
"In post","2021","Undeclared","North West (England)","White","2220","2030","29070","27570"
"In post","2021","Undeclared","Northern Ireland","Undeclared","50","50","27800","26500"
"In post","2021","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","White","150","140","28380","25560"
"In post","2021","Undeclared","Overseas","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","Undeclared","80","80","46070","41620"
"In post","2021","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","White","70","70","48390","43920"
"In post","2021","Undeclared","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","Undeclared","370","340","33380","27570"
"In post","2021","Undeclared","Scotland","Unknown","60","50","32040","27570"
"In post","2021","Undeclared","Scotland","White","970","900","29740","27570"
"In post","2021","Undeclared","South East (England)","Asian","70","60","29780","29290"
"In post","2021","Undeclared","South East (England)","Black","50","40","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Mixed","40","40","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","Undeclared","920","870","33770","31810"
"In post","2021","Undeclared","South East (England)","Unknown","180","170","34930","31650"
"In post","2021","Undeclared","South East (England)","White","2090","1940","31190","30130"
"In post","2021","Undeclared","South West (England)","Asian","40","30","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","Undeclared","950","910","37690","36500"
"In post","2021","Undeclared","South West (England)","Unknown","110","100","29880","27470"
"In post","2021","Undeclared","South West (England)","White","1660","1550","33960","31650"
"In post","2021","Undeclared","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","Undeclared","460","440","33410","28850"
"In post","2021","Undeclared","Wales","Unknown","80","70","29220","26000"
"In post","2021","Undeclared","Wales","White","1340","1220","28980","27460"
"In post","2021","Undeclared","West Midlands (England)","Asian","180","160","26670","25860"
"In post","2021","Undeclared","West Midlands (England)","Black","60","50","27850","27570"
"In post","2021","Undeclared","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","Undeclared","400","380","32290","27800"
"In post","2021","Undeclared","West Midlands (England)","Unknown","120","110","30160","27570"
"In post","2021","Undeclared","West Midlands (England)","White","1170","1080","30040","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","Asian","100","90","28710","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Mixed","30","30","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","Undeclared","490","460","32340","28570"
"In post","2021","Undeclared","Yorkshire and The Humber","Unknown","140","130","31110","30620"
"In post","2021","Undeclared","Yorkshire and The Humber","White","1490","1370","31090","30830"
"In post","2021","Unknown","East Midlands (England)","Asian","110","100","29100","25000"
"In post","2021","Unknown","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","Undeclared","50","50","34600","30320"
"In post","2021","Unknown","East Midlands (England)","Unknown","2080","1980","26880","25560"
"In post","2021","Unknown","East Midlands (England)","White","650","610","30450","27130"
"In post","2021","Unknown","East of England","Asian","70","70","42870","34000"
"In post","2021","Unknown","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Mixed","30","30","[c]","[c]"
"In post","2021","Unknown","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","Undeclared","90","80","37150","33300"
"In post","2021","Unknown","East of England","Unknown","1500","1430","28940","26350"
"In post","2021","Unknown","East of England","White","1050","990","34530","31810"
"In post","2021","Unknown","London","Asian","1050","1010","40390","35300"
"In post","2021","Unknown","London","Black","570","560","37700","34090"
"In post","2021","Unknown","London","Chinese","60","60","47100","41880"
"In post","2021","Unknown","London","Mixed","270","260","42490","39680"
"In post","2021","Unknown","London","Other ethnicity","120","120","48250","41500"
"In post","2021","Unknown","London","Undeclared","500","480","45380","41350"
"In post","2021","Unknown","London","Unknown","12710","12460","42910","36160"
"In post","2021","Unknown","London","White","4060","3920","47380","41760"
"In post","2021","Unknown","North East (England)","Asian","30","30","[c]","[c]"
"In post","2021","Unknown","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Undeclared","80","70","30380","25560"
"In post","2021","Unknown","North East (England)","Unknown","3480","3210","25700","21440"
"In post","2021","Unknown","North East (England)","White","1490","1300","27650","23470"
"In post","2021","Unknown","North West (England)","Asian","170","160","31540","27570"
"In post","2021","Unknown","North West (England)","Black","50","50","33980","29360"
"In post","2021","Unknown","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Mixed","40","40","[c]","[c]"
