"Status","Year","Sexual_orientation","Region_ITL3","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","Declared non-disabled","310","290","28520","26580"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","Undeclared","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brent","Declared disabled","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Brent","Declared non-disabled","310","290","31360","31060"
"In post","2021","Heterosexual / straight","Brent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Declared disabled","90","80","26880","27570"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Declared non-disabled","390","350","26820","27570"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bridgend and Neath Port Talbot","Unknown","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Brighton and Hove","Declared disabled","50","50","29990","27570"
"In post","2021","Heterosexual / straight","Brighton and Hove","Declared non-disabled","310","280","31550","27570"
"In post","2021","Heterosexual / straight","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bristol, City of","Declared disabled","480","440","32980","28130"
"In post","2021","Heterosexual / straight","Bristol, City of","Declared non-disabled","3590","3360","37120","31860"
"In post","2021","Heterosexual / straight","Bristol, City of","Undeclared","140","120","33600","28880"
"In post","2021","Heterosexual / straight","Bristol, City of","Unknown","200","190","37990","34500"
"In post","2021","Heterosexual / straight","Bromley","Declared disabled","50","50","31170","31060"
"In post","2021","Heterosexual / straight","Bromley","Declared non-disabled","250","220","28670","30470"
"In post","2021","Heterosexual / straight","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Declared disabled","150","140","30660","28200"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Declared non-disabled","970","930","32140","29060"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Undeclared","80","80","35370","34250"
"In post","2021","Heterosexual / straight","Buckinghamshire CC","Unknown","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","Declared non-disabled","90","90","30020","27570"
"In post","2021","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Declared disabled","140","120","26500","27570"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Declared non-disabled","520","470","27590","27570"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Declared disabled","270","250","33000","31650"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Declared non-disabled","1830","1740","34550","31220"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Undeclared","190","180","32930","31650"
"In post","2021","Heterosexual / straight","Cambridgeshire CC","Unknown","100","90","37880","33840"
"In post","2021","Heterosexual / straight","Camden and City of London","Declared disabled","200","190","35370","30460"
"In post","2021","Heterosexual / straight","Camden and City of London","Declared non-disabled","1800","1730","38460","32520"
"In post","2021","Heterosexual / straight","Camden and City of London","Undeclared","80","80","33240","28010"
"In post","2021","Heterosexual / straight","Camden and City of London","Unknown","80","80","39920","36160"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Declared disabled","800","730","32190","27570"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Declared non-disabled","6720","6320","34710","28850"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Undeclared","240","230","31160","28850"
"In post","2021","Heterosexual / straight","Cardiff and Vale of Glamorgan","Unknown","340","310","31850","27460"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Declared disabled","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Declared non-disabled","270","260","29960","27570"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Hampshire","Declared disabled","350","330","34690","33300"
"In post","2021","Heterosexual / straight","Central Hampshire","Declared non-disabled","2440","2350","36180","33300"
"In post","2021","Heterosexual / straight","Central Hampshire","Undeclared","140","140","32690","28650"
"In post","2021","Heterosexual / straight","Central Hampshire","Unknown","150","140","33500","32600"
"In post","2021","Heterosexual / straight","Central Valleys","Declared disabled","140","120","28590","27570"
"In post","2021","Heterosexual / straight","Central Valleys","Declared non-disabled","1080","1010","36150","30210"
"In post","2021","Heterosexual / straight","Central Valleys","Undeclared","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Declared disabled","60","60","30700","27570"
"In post","2021","Heterosexual / straight","Cheshire East","Declared non-disabled","360","330","31390","27570"
"In post","2021","Heterosexual / straight","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Declared disabled","70","60","25340","27570"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Declared non-disabled","250","240","25800","24800"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Declared disabled","100","100","28470","27380"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Declared non-disabled","640","590","29910","27380"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Undeclared","80","60","30700","31650"
"In post","2021","Heterosexual / straight","Chorley and West Lancashire","Unknown","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","City of Edinburgh","Declared disabled","750","710","36810","32140"
"In post","2021","Heterosexual / straight","City of Edinburgh","Declared non-disabled","4900","4700","39670","34150"
"In post","2021","Heterosexual / straight","City of Edinburgh","Undeclared","140","130","36600","31810"
"In post","2021","Heterosexual / straight","City of Edinburgh","Unknown","1250","1190","41160","35810"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Declared disabled","120","110","30200","27570"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Declared non-disabled","540","500","29800","27570"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Clackmannanshire and Fife","Unknown","130","120","33260","33650"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Declared disabled","60","60","32770","28530"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Declared non-disabled","470","440","35450","34490"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Declared disabled","160","140","26980","27570"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Declared non-disabled","870","790","26790","26670"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Undeclared","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Unknown","60","50","25360","21130"
"In post","2021","Heterosexual / straight","Coventry","Declared disabled","170","150","34380","30070"
"In post","2021","Heterosexual / straight","Coventry","Declared non-disabled","1220","1160","37530","32870"
"In post","2021","Heterosexual / straight","Coventry","Undeclared","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Coventry","Unknown","130","120","34490","29730"
"In post","2021","Heterosexual / straight","Croydon","Declared disabled","700","650","36840","32520"
"In post","2021","Heterosexual / straight","Croydon","Declared non-disabled","5820","5530","38900","35070"
"In post","2021","Heterosexual / straight","Croydon","Undeclared","180","170","37250","33300"
"In post","2021","Heterosexual / straight","Croydon","Unknown","150","150","39760","35050"
"In post","2021","Heterosexual / straight","Darlington","Declared disabled","90","80","34020","30230"
"In post","2021","Heterosexual / straight","Darlington","Declared non-disabled","610","570","36020","32480"
"In post","2021","Heterosexual / straight","Darlington","Undeclared","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Darlington","Unknown","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Derby","Declared disabled","110","100","25380","21010"
"In post","2021","Heterosexual / straight","Derby","Declared non-disabled","500","450","27510","26750"
"In post","2021","Heterosexual / straight","Derby","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derry City and Strabane","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derry City and Strabane","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon CC","Declared disabled","370","320","28100","26330"
"In post","2021","Heterosexual / straight","Devon CC","Declared non-disabled","2020","1850","28200","26350"
"In post","2021","Heterosexual / straight","Devon CC","Undeclared","110","100","27850","25920"
"In post","2021","Heterosexual / straight","Devon CC","Unknown","110","110","30040","25550"
"In post","2021","Heterosexual / straight","Dorset CC","Declared disabled","180","160","29260","27570"
"In post","2021","Heterosexual / straight","Dorset CC","Declared non-disabled","1130","1070","29170","27130"
"In post","2021","Heterosexual / straight","Dorset CC","Undeclared","90","80","29630","27570"
"In post","2021","Heterosexual / straight","Dorset CC","Unknown","60","60","27720","22640"
"In post","2021","Heterosexual / straight","Dudley","Declared disabled","130","110","25320","25410"
"In post","2021","Heterosexual / straight","Dudley","Declared non-disabled","560","480","25490","26580"
"In post","2021","Heterosexual / straight","Dudley","Undeclared","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Dudley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dumfries and Galloway","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dumfries and Galloway","Declared non-disabled","160","140","29360","27570"
"In post","2021","Heterosexual / straight","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dumfries and Galloway","Unknown","70","70","32010","33650"
"In post","2021","Heterosexual / straight","Durham CC","Declared disabled","440","380","26520","25310"
"In post","2021","Heterosexual / straight","Durham CC","Declared non-disabled","2980","2680","27200","25310"
"In post","2021","Heterosexual / straight","Durham CC","Undeclared","210","190","29230","30450"
"In post","2021","Heterosexual / straight","Durham CC","Unknown","130","120","24400","22350"
"In post","2021","Heterosexual / straight","Ealing","Declared disabled","70","60","32180","31060"
"In post","2021","Heterosexual / straight","Ealing","Declared non-disabled","240","230","31160","31060"
"In post","2021","Heterosexual / straight","Ealing","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Ayrshire and North Ayrshire mainland","Declared disabled","70","60","25090","27150"
"In post","2021","Heterosexual / straight","East Ayrshire and North Ayrshire mainland","Declared non-disabled","560","510","27080","26670"
"In post","2021","Heterosexual / straight","East Ayrshire and North Ayrshire mainland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Ayrshire and North Ayrshire mainland","Unknown","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","East Cumbria","Declared disabled","80","70","27760","26520"
"In post","2021","Heterosexual / straight","East Cumbria","Declared non-disabled","540","490","27360","24920"
"In post","2021","Heterosexual / straight","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Derbyshire","Declared disabled","70","60","26430","27570"
"In post","2021","Heterosexual / straight","East Derbyshire","Declared non-disabled","200","180","26900","27570"
"In post","2021","Heterosexual / straight","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared disabled","130","120","29720","27570"
"In post","2021","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared non-disabled","1170","1110","30540","26800"
"In post","2021","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","50","50","32250","27570"
"In post","2021","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","270","270","32050","33650"
"In post","2021","Heterosexual / straight","East Kent","Declared disabled","340","310","28100","27370"
"In post","2021","Heterosexual / straight","East Kent","Declared non-disabled","2510","2310","27950","25590"
"In post","2021","Heterosexual / straight","East Kent","Undeclared","90","90","28050","26590"
"In post","2021","Heterosexual / straight","East Kent","Unknown","100","90","30530","26970"
"In post","2021","Heterosexual / straight","East Lancashire","Declared disabled","70","60","25410","27570"
"In post","2021","Heterosexual / straight","East Lancashire","Declared non-disabled","240","220","25960","27570"
"In post","2021","Heterosexual / straight","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Lothian and Midlothian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Lothian and Midlothian","Declared non-disabled","60","50","28400","27570"
"In post","2021","Heterosexual / straight","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Merseyside","Declared disabled","140","120","27350","27570"
"In post","2021","Heterosexual / straight","East Merseyside","Declared non-disabled","530","480","27970","27570"
"In post","2021","Heterosexual / straight","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Riding of Yorkshire","Declared disabled","140","130","27990","26930"
"In post","2021","Heterosexual / straight","East Riding of Yorkshire","Declared non-disabled","1080","1020","28570","26670"
"In post","2021","Heterosexual / straight","East Riding of Yorkshire","Undeclared","90","80","30800","31070"
"In post","2021","Heterosexual / straight","East Riding of Yorkshire","Unknown","60","60","27310","26670"
"In post","2021","Heterosexual / straight","East Surrey","Declared disabled","70","60","31680","30210"
"In post","2021","Heterosexual / straight","East Surrey","Declared non-disabled","490","460","34150","33590"
"In post","2021","Heterosexual / straight","East Surrey","Undeclared","60","60","32570","33590"
"In post","2021","Heterosexual / straight","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Sussex CC","Declared disabled","200","170","25630","26780"
"In post","2021","Heterosexual / straight","East Sussex CC","Declared non-disabled","1070","970","27260","27570"
"In post","2021","Heterosexual / straight","East Sussex CC","Undeclared","70","60","26500","23840"
"In post","2021","Heterosexual / straight","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Enfield","Declared disabled","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Enfield","Declared non-disabled","180","170","30290","31060"
"In post","2021","Heterosexual / straight","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex Haven Gateway","Declared disabled","100","90","32650","29290"
"In post","2021","Heterosexual / straight","Essex Haven Gateway","Declared non-disabled","660","630","32020","29290"
"In post","2021","Heterosexual / straight","Essex Haven Gateway","Undeclared","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex Haven Gateway","Unknown","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex Thames Gateway","Declared disabled","130","110","27110","29050"
"In post","2021","Heterosexual / straight","Essex Thames Gateway","Declared non-disabled","470","430","28270","29290"
"In post","2021","Heterosexual / straight","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Falkirk","Declared disabled","120","110","27230","27570"
"In post","2021","Heterosexual / straight","Falkirk","Declared non-disabled","690","600","26240","22220"
"In post","2021","Heterosexual / straight","Falkirk","Undeclared","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Falkirk","Unknown","140","130","34080","33650"
"In post","2021","Heterosexual / straight","Fermanagh and Omagh","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Fermanagh and Omagh","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Fermanagh and Omagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Flintshire and Wrexham","Declared disabled","150","130","28000","26960"
"In post","2021","Heterosexual / straight","Flintshire and Wrexham","Declared non-disabled","1070","1020","28090","25830"
"In post","2021","Heterosexual / straight","Flintshire and Wrexham","Undeclared","60","50","27270","26120"
"In post","2021","Heterosexual / straight","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Glasgow City","Declared disabled","850","770","28840","26160"
"In post","2021","Heterosexual / straight","Glasgow City","Declared non-disabled","5450","5100","31910","27570"
"In post","2021","Heterosexual / straight","Glasgow City","Undeclared","200","190","27840","26870"
"In post","2021","Heterosexual / straight","Glasgow City","Unknown","850","800","38980","33650"
"In post","2021","Heterosexual / straight","Gloucestershire","Declared disabled","120","100","27110","27570"
"In post","2021","Heterosexual / straight","Gloucestershire","Declared non-disabled","700","640","29810","27570"
"In post","2021","Heterosexual / straight","Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire","Unknown","50","50","30770","27130"
"In post","2021","Heterosexual / straight","Greater Manchester North East","Declared disabled","120","110","27640","27570"
"In post","2021","Heterosexual / straight","Greater Manchester North East","Declared non-disabled","610","580","28080","27570"
"In post","2021","Heterosexual / straight","Greater Manchester North East","Undeclared","60","50","30040","27570"
"In post","2021","Heterosexual / straight","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester North West","Declared disabled","200","170","24700","22260"
"In post","2021","Heterosexual / straight","Greater Manchester North West","Declared non-disabled","1010","920","25960","25790"
"In post","2021","Heterosexual / straight","Greater Manchester North West","Undeclared","70","70","26520","22840"
"In post","2021","Heterosexual / straight","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester South East","Declared disabled","130","120","26230","22260"
"In post","2021","Heterosexual / straight","Greater Manchester South East","Declared non-disabled","730","680","25700","22920"
"In post","2021","Heterosexual / straight","Greater Manchester South East","Undeclared","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester South West","Declared disabled","390","360","30350","27570"
"In post","2021","Heterosexual / straight","Greater Manchester South West","Declared non-disabled","2920","2770","31870","27860"
"In post","2021","Heterosexual / straight","Greater Manchester South West","Undeclared","110","100","28430","25560"
"In post","2021","Heterosexual / straight","Greater Manchester South West","Unknown","120","110","29290","25560"
"In post","2021","Heterosexual / straight","Gwent Valleys","Declared disabled","130","110","26280","27570"
