"Status","Year","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Kent","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","590","560","33200","28600"
"In post","2021","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","60","50","32700","26520"
"In post","2021","Animal and Plant Health Agency","South West (England)","Devon","210","200","27290","21050"
"In post","2021","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","120","110","28900","25320"
"In post","2021","Animal and Plant Health Agency","Wales","East Wales","110","100","29490","25100"
"In post","2021","Animal and Plant Health Agency","Wales","West Wales and The Valleys","210","190","27660","25150"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","160","150","29810","26600"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","110","100","29190","24920"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","190","180","29070","25330"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","Inner London - West","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","East Anglia","110","110","47220","40250"
"In post","2021","Cabinet Office (excl. agencies)","London","Inner London - East","900","880","52110","54700"
"In post","2021","Cabinet Office (excl. agencies)","London","Inner London - West","5550","5480","49460","40600"
"In post","2021","Cabinet Office (excl. agencies)","London","Outer London - South","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","400","380","28460","23850"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","270","270","45320","38650"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Lancashire","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Merseyside","130","120","49120","49700"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","120","110","35550","33300"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","90","90","51790","51480"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","170","170","55360","52600"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","600","600","36250","32000"
"In post","2021","Cabinet Office (excl. agencies)","Wales","East Wales","60","60","38710","30620"
"In post","2021","Cabinet Office (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","West Midlands","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire","450","420","29430","26670"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","South Yorkshire","100","100","46980","49700"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","West Yorkshire","190","180","47020","40250"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","East Anglia","460","440","34620","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset and Somerset","140","130","33130","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Inner London - West","70","70","42950","37910"
"In post","2021","Charity Commission","North West (England)","Merseyside","310","290","32780","29160"
"In post","2021","Charity Commission","South West (England)","Dorset and Somerset","50","50","35580","30350"
"In post","2021","Charity Commission","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Scotland","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Companies House","Wales","East Wales","1030","950","31130","27460"
"In post","2021","Competition and Markets Authority","London","Inner London - East","790","760","60810","56630"
"In post","2021","Competition and Markets Authority","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Eastern Scotland","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Scotland","West Central Scotland","300","280","26120","22640"
"In post","2021","Crown Commercial Service","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East of England","East Anglia","170","160","35020","33340"
"In post","2021","Crown Commercial Service","London","Inner London - East","70","70","50350","49300"
"In post","2021","Crown Commercial Service","North West (England)","Merseyside","400","390","38230","34800"
"In post","2021","Crown Commercial Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Wales","East Wales","110","110","33670","31680"
"In post","2021","Crown Commercial Service","West Midlands (England)","West Midlands","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","770","720","36840","31720"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Highlands and Islands","80","70","34120","23480"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","North Eastern Scotland","100","90","33070","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Southern Scotland","270","240","35120","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","West Central Scotland","820","750","35310","30500"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Derbyshire and Nottinghamshire","270","260","37450","30370"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","160","140","39390","38470"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East of England","Bedfordshire and Hertfordshire","170","150","42490","40000"
"In post","2021","Crown Prosecution Service","East of England","East Anglia","120","110","36490","28430"
"In post","2021","Crown Prosecution Service","East of England","Essex","190","170","41150","35020"
"In post","2021","Crown Prosecution Service","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Inner London - West","1570","1480","45210","40530"
"In post","2021","Crown Prosecution Service","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Outer London - South","50","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Northumberland and Tyne and Wear","240","220","37990","32370"
"In post","2021","Crown Prosecution Service","North East (England)","Tees Valley and Durham","100","90","38060","32370"
"In post","2021","Crown Prosecution Service","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Cumbria","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Greater Manchester","360","330","40750","38000"
"In post","2021","Crown Prosecution Service","North West (England)","Lancashire","180","170","40040","38000"
"In post","2021","Crown Prosecution Service","North West (England)","Merseyside","360","350","37570","30930"
"In post","2021","Crown Prosecution Service","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","140","130","43310","40000"
"In post","2021","Crown Prosecution Service","South East (England)","Hampshire and Isle of Wight","260","240","42870","39750"
"In post","2021","Crown Prosecution Service","South East (England)","Kent","130","120","39410","30110"
"In post","2021","Crown Prosecution Service","South East (England)","Surrey, East and West Sussex","170","160","42360","36240"
"In post","2021","Crown Prosecution Service","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Devon","100","90","39950","36240"
"In post","2021","Crown Prosecution Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","40250","37780"
"In post","2021","Crown Prosecution Service","Wales","East Wales","290","270","41190","38760"
"In post","2021","Crown Prosecution Service","Wales","West Wales and The Valleys","70","70","41350","38180"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Shropshire and Staffordshire","70","60","41790","48080"
"In post","2021","Crown Prosecution Service","West Midlands (England)","West Midlands","490","460","39800","38000"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","70","70","38580","28430"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","North Yorkshire","310","280","46790","53350"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","South Yorkshire","140","120","35940","28430"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","West Yorkshire","410","380","39720","37780"
"In post","2021","Crown Prosecution Service Inspectorate","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Inner London - West","110","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","Wales","East Wales","380","360","28840","28750"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Shropshire and Staffordshire","60","60","25720","25950"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Lincolnshire","210","200","35900","34880"
"In post","2021","Defence Equipment and Support","East of England","Bedfordshire and Hertfordshire","60","60","36410","35370"
"In post","2021","Defence Equipment and Support","East of England","East Anglia","160","150","34080","33250"
"In post","2021","Defence Equipment and Support","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Outer London - West and North West","180","170","24050","21530"
"In post","2021","Defence Equipment and Support","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Cumbria","100","90","23950","21660"
"In post","2021","Defence Equipment and Support","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Overseas","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Eastern Scotland","70","70","34510","32350"
"In post","2021","Defence Equipment and Support","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Southern Scotland","250","240","25160","23910"
"In post","2021","Defence Equipment and Support","Scotland","West Central Scotland","180","170","31890","30000"
"In post","2021","Defence Equipment and Support","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","130","130","35840","34260"
"In post","2021","Defence Equipment and Support","South East (England)","Hampshire and Isle of Wight","330","320","27470","25070"
"In post","2021","Defence Equipment and Support","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","South West (England)","Devon","100","90","26980","22540"
"In post","2021","Defence Equipment and Support","South West (England)","Dorset and Somerset","370","350","34640","33740"
"In post","2021","Defence Equipment and Support","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","8180","7900","38070","35630"
"In post","2021","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","140","140","24030","21430"
"In post","2021","Defence Equipment and Support","West Midlands (England)","Shropshire and Staffordshire","60","60","30360","26940"
"In post","2021","Defence Equipment and Support","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","South East (England)","Hampshire and Isle of Wight","1440","1380","41690","42860"
"In post","2021","Defence Science and Technology Laboratory","South East (England)","Kent","260","240","38760","37320"
"In post","2021","Defence Science and Technology Laboratory","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","2670","2580","39860","37320"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Inner London - West","4830","4740","49520","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Outer London - West and North West","60","60","43510","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","North Eastern Scotland","100","90","50000","45620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","East Wales","80","70","34620","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","West Midlands","150","150","40000","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Inner London - West","1710","1680","49440","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","220","210","41850","37100"
"In post","2021","Department for Education (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","East of England","East Anglia","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","London","Inner London - West","2130","2050","50210","53420"
"In post","2021","Department for Education (excl. agencies)","London","Outer London - South","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","North East (England)","Tees Valley and Durham","540","520","38190","36780"
"In post","2021","Department for Education (excl. agencies)","North West (England)","Greater Manchester","930","910","40660","36780"
"In post","2021","Department for Education (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","140","130","46090","42220"
"In post","2021","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","West Midlands (England)","West Midlands","480","460","39870","36780"
"In post","2021","Department for Education (excl. agencies)","Yorkshire and The Humber","South Yorkshire","1080","1040","40920","36960"
"In post","2021","Department for Education (excl. agencies)","Yorkshire and The Humber","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","60","50","41520","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","East Anglia","160","150","38090","36750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Inner London - West","2480","2410","45270","39830"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","190","180","39460","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cheshire","170","170","43090","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cumbria","80","70","36740","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Lancashire","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","190","190","40770","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Surrey, East and West Sussex","110","100","44190","39420"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Devon","110","100","37800","36560"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","780","740","40650","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","140","130","44230","38040"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","West Midlands","40","40","[c]","[c]"
