"Status","Year","Region_ITL3","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Angus and Dundee City","Department for Work and Pensions","Female","630","550","24100","21010"
"In post","2021","Angus and Dundee City","Department for Work and Pensions","Male","340","320","23380","21010"
"In post","2021","Angus and Dundee City","HM Revenue and Customs","Female","150","130","23880","21440"
"In post","2021","Angus and Dundee City","HM Revenue and Customs","Male","150","150","23340","20140"
"In post","2021","Angus and Dundee City","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Ministry of Defence","Male","30","30","[c]","[c]"
"In post","2021","Angus and Dundee City","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Scottish Government","Female","370","340","31960","27150"
"In post","2021","Angus and Dundee City","Scottish Government","Male","210","200","31710","27150"
"In post","2021","Antrim and Newtownabbey","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Ministry of Defence","Female","60","50","26200","21670"
"In post","2021","Antrim and Newtownabbey","Ministry of Defence","Male","130","120","22300","20310"
"In post","2021","Ards and North Down","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Department for Transport","Male","30","30","[c]","[c]"
"In post","2021","Ards and North Down","Ministry of Defence","Female","40","40","[c]","[c]"
"In post","2021","Ards and North Down","Ministry of Defence","Male","140","140","21910","20310"
"In post","2021","Armagh City, Banbridge and Craigavon","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Department for Work and Pensions","Female","290","250","30770","31060"
"In post","2021","Barking & Dagenham and Havering","Department for Work and Pensions","Male","180","170","31310","31060"
"In post","2021","Barking & Dagenham and Havering","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Ministry of Justice","Female","100","90","28130","26150"
"In post","2021","Barking & Dagenham and Havering","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Department for Work and Pensions","Female","220","200","30620","31060"
"In post","2021","Barnet","Department for Work and Pensions","Male","80","80","30960","31060"
"In post","2021","Barnet","Department of Health and Social Care","Female","730","680","41440","35530"
"In post","2021","Barnet","Department of Health and Social Care","Male","370","360","46100","41950"
"In post","2021","Barnet","Home Office","Female","30","30","[c]","[c]"
"In post","2021","Barnet","Home Office","Male","120","120","45380","44510"
"In post","2021","Barnet","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Ministry of Justice","Female","70","60","28820","26810"
"In post","2021","Barnet","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Transport","Male","40","40","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Work and Pensions","Female","1030","830","25040","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Work and Pensions","Male","340","320","25260","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Ministry of Justice","Female","760","690","27230","24620"
"In post","2021","Barnsley, Doncaster and Rotherham","Ministry of Justice","Male","750","710","30300","27680"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions","Female","210","180","27250","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions","Male","110","110","27720","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","Female","90","80","25560","24890"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","Male","110","100","27850","25380"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","Female","4320","4040","35650","33300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","Male","7240","7120","40440","39440"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice","Female","470","420","29550","26310"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice","Male","270","260","32250","31650"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","Female","230","210","33520","32770"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","Male","190","190","38830","36740"
"In post","2021","Bedford","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Department for Work and Pensions","Female","150","130","31060","27570"
"In post","2021","Bedford","Department for Work and Pensions","Male","80","80","33780","28550"
"In post","2021","Bedford","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Home Office","Female","60","60","28850","26160"
"In post","2021","Bedford","Home Office","Male","60","60","28730","26220"
"In post","2021","Bedford","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Ministry of Justice","Female","220","200","27250","25840"
"In post","2021","Bedford","Ministry of Justice","Male","190","180","31250","30400"
"In post","2021","Bedford","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Food Standards Agency","Female","60","50","38740","37910"
"In post","2021","Belfast","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","HM Revenue and Customs","Female","1020","910","28140","25560"
"In post","2021","Belfast","HM Revenue and Customs","Male","980","940","28910","25560"
"In post","2021","Belfast","Home Office","Female","220","190","24780","21430"
"In post","2021","Belfast","Home Office","Male","230","220","25170","24880"
"In post","2021","Belfast","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Ministry of Defence","Male","40","40","[c]","[c]"
"In post","2021","Belfast","National Crime Agency","Female","60","50","39180","39480"
"In post","2021","Belfast","National Crime Agency","Male","60","60","40580","36740"
"In post","2021","Belfast","Northern Ireland Office","Female","50","50","36720","34990"
"In post","2021","Belfast","Northern Ireland Office","Male","30","30","[c]","[c]"
"In post","2021","Berkshire","Attorney General's Departments","Female","100","90","41740","36240"
"In post","2021","Berkshire","Attorney General's Departments","Male","30","30","[c]","[c]"
"In post","2021","Berkshire","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs","Female","180","160","33800","29690"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs","Male","190","190","37440","35900"
"In post","2021","Berkshire","Department for International Trade","Female","50","50","[c]","[c]"
"In post","2021","Berkshire","Department for International Trade","Male","70","70","46270","51710"
"In post","2021","Berkshire","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Transport","Male","30","30","[c]","[c]"
"In post","2021","Berkshire","Department for Work and Pensions","Female","320","290","29550","29290"
"In post","2021","Berkshire","Department for Work and Pensions","Male","130","130","29060","29290"
"In post","2021","Berkshire","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Revenue and Customs","Female","170","150","33920","31810"
"In post","2021","Berkshire","HM Revenue and Customs","Male","150","140","35600","32520"
"In post","2021","Berkshire","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence","Female","240","230","30710","26670"
"In post","2021","Berkshire","Ministry of Defence","Male","780","780","35520","39070"
"In post","2021","Berkshire","Ministry of Justice","Female","200","180","27820","24020"
"In post","2021","Berkshire","Ministry of Justice","Male","70","70","27820","24020"
"In post","2021","Berkshire","National Crime Agency","Female","50","40","[c]","[c]"
"In post","2021","Berkshire","National Crime Agency","Male","60","60","40710","39820"
"In post","2021","Bexley and Greenwich","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Transport","Male","50","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions","Female","280","250","31090","31060"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions","Male","120","110","31080","31060"
"In post","2021","Bexley and Greenwich","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","Female","50","50","31090","24590"
"In post","2021","Bexley and Greenwich","Ministry of Defence","Male","70","60","34960","33950"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Female","570","540","30230","28720"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Male","610","600","33330","33180"
"In post","2021","Birmingham","Attorney General's Departments","Female","330","300","38170","32290"
"In post","2021","Birmingham","Attorney General's Departments","Male","160","160","43130","40420"
"In post","2021","Birmingham","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Female","370","350","32440","30360"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Male","290","280","34370","31000"
"In post","2021","Birmingham","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","Female","60","60","31190","26780"
"In post","2021","Birmingham","Department for Transport","Male","100","100","30200","26780"
"In post","2021","Birmingham","Department for Work and Pensions","Female","1400","1200","27090","27570"
"In post","2021","Birmingham","Department for Work and Pensions","Male","840","800","27700","27570"
"In post","2021","Birmingham","Department of Health and Social Care","Female","340","300","40330","34530"
"In post","2021","Birmingham","Department of Health and Social Care","Male","110","110","46930","36330"
"In post","2021","Birmingham","Food Standards Agency","Female","40","30","[c]","[c]"
"In post","2021","Birmingham","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","Birmingham","HM Revenue and Customs","Female","1510","1360","29940","26000"
"In post","2021","Birmingham","HM Revenue and Customs","Male","1480","1430","32670","31810"
"In post","2021","Birmingham","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Home Office","Female","70","60","28460","25580"
"In post","2021","Birmingham","Home Office","Male","60","60","31800","25310"
"In post","2021","Birmingham","Ministry of Defence","Female","140","130","33550","33150"
"In post","2021","Birmingham","Ministry of Defence","Male","120","120","34660","33300"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","Female","70","70","40190","36340"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","Male","60","60","37100","36340"
"In post","2021","Birmingham","Ministry of Justice","Female","1840","1670","25350","22570"
"In post","2021","Birmingham","Ministry of Justice","Male","1300","1260","26900","22570"
"In post","2021","Birmingham","National Crime Agency","Female","180","170","34930","34140"
"In post","2021","Birmingham","National Crime Agency","Male","240","230","39810","36740"
"In post","2021","Birmingham","Office for Standards in Education","Female","100","100","52200","51360"
"In post","2021","Birmingham","Office for Standards in Education","Male","50","50","61070","74280"
"In post","2021","Birmingham","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","Female","30","30","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","Male","40","40","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Female","90","90","49210","43240"
"In post","2021","Birmingham","Water Services Regulation Authority","Male","80","80","51890","50220"
"In post","2021","Blackburn with Darwen","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions","Female","210","180","26560","27570"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions","Male","150","140","26670","27570"
"In post","2021","Blackburn with Darwen","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Justice","Female","80","70","26180","22920"
"In post","2021","Blackburn with Darwen","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Business, Energy and Industrial Strategy","Female","40","30","[c]","[c]"
"In post","2021","Blackpool","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Work and Pensions","Female","3040","2680","28040","27570"
"In post","2021","Blackpool","Department for Work and Pensions","Male","1860","1800","29880","27570"
"In post","2021","Blackpool","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Ministry of Justice","Female","100","80","27660","23840"
"In post","2021","Blackpool","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Department for Work and Pensions","Female","190","150","27290","27570"
"In post","2021","Bournemouth and Poole","Department for Work and Pensions","Male","90","90","27600","27570"
"In post","2021","Bournemouth and Poole","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Home Office","Male","60","50","27600","27370"
"In post","2021","Bournemouth and Poole","Ministry of Defence","Female","40","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","Ministry of Defence","Male","60","60","24140","20620"
"In post","2021","Bournemouth and Poole","Ministry of Justice","Female","160","140","26960","22920"
"In post","2021","Bournemouth and Poole","Ministry of Justice","Male","60","60","26190","22920"
"In post","2021","Bradford","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Department for Work and Pensions","Female","560","470","25550","27570"
"In post","2021","Bradford","Department for Work and Pensions","Male","340","320","24880","27570"
"In post","2021","Bradford","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","HM Revenue and Customs","Female","1050","880","28090","25560"
"In post","2021","Bradford","HM Revenue and Customs","Male","790","750","29120","25560"
"In post","2021","Bradford","Ministry of Justice","Female","250","220","24780","22260"
"In post","2021","Bradford","Ministry of Justice","Male","90","80","25070","22770"
"In post","2021","Breckland and South Norfolk","Department for Work and Pensions","Female","40","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Ministry of Justice","Female","170","160","27200","24440"
"In post","2021","Breckland and South Norfolk","Ministry of Justice","Male","260","250","29040","26300"
"In post","2021","Brent","Department for Work and Pensions","Female","170","150","30230","31060"
"In post","2021","Brent","Department for Work and Pensions","Male","90","90","30830","31060"
"In post","2021","Brent","HM Revenue and Customs","Female","70","60","34980","29950"
"In post","2021","Brent","HM Revenue and Customs","Male","70","70","39360","36400"
"In post","2021","Brent","Ministry of Justice","Female","160","150","28830","23500"
"In post","2021","Brent","Ministry of Justice","Male","50","40","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Department for Work and Pensions","Female","330","280","25950","27570"
"In post","2021","Bridgend and Neath Port Talbot","Department for Work and Pensions","Male","130","120","25160","23570"
"In post","2021","Bridgend and Neath Port Talbot","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Ministry of Justice","Female","140","120","26240","22260"
"In post","2021","Bridgend and Neath Port Talbot","Ministry of Justice","Male","40","40","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","National Crime Agency","Male","30","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Attorney General's Departments","Female","80","70","41200","32020"
"In post","2021","Brighton and Hove","Attorney General's Departments","Male","30","30","[c]","[c]"
"In post","2021","Brighton and Hove","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Department for Work and Pensions","Female","170","150","27460","27570"
