"Status","Year","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Digital, Data and Technology","7000","6670","40930","37660"
"In post","2022","Female","Economics","770","740","46800","43430"
"In post","2022","Female","Finance","6890","6500","38630","34260"
"In post","2022","Female","Geography","170","160","30820","29290"
"In post","2022","Female","Human Resources","6780","6360","38510","33990"
"In post","2022","Female","Inspector of Education and Training","680","650","62760","51360"
"In post","2022","Female","Intelligence Analysis","1490","1390","32200","29080"
"In post","2022","Female","Internal Audit","400","380","44580","42310"
"In post","2022","Female","International Trade","750","740","46480","42060"
"In post","2022","Female","Knowledge and Information Management","1310","1230","34400","31880"
"In post","2022","Female","Legal","7460","6810","49310","50500"
"In post","2022","Female","Medicine","1760","1540","51600","39700"
"In post","2022","Female","Operational Delivery","150110","133020","27940","26820"
"In post","2022","Female","Operational Research","440","410","43620","40520"
"In post","2022","Female","Other","16070","14800","29390","26670"
"In post","2022","Female","Planning","110","100","44400","40720"
"In post","2022","Female","Planning Inspectors","140","120","55350","58810"
"In post","2022","Female","Policy","17930","17180","46210","41950"
"In post","2022","Female","Project Delivery","8140","7680","41580","38980"
"In post","2022","Female","Property","3120","2910","35980","33300"
"In post","2022","Female","Psychology","1330","1280","35620","31180"
"In post","2022","Female","Science and Engineering","4360","4080","38610","37240"
"In post","2022","Female","Security","2140","2070","33130","31020"
"In post","2022","Female","Social Research","930","880","42100","38340"
"In post","2022","Female","Statistics","1110","1040","43740","40180"
"In post","2022","Female","Tax","9300","8640","34050","33080"
"In post","2022","Female","Unknown","17280","16500","40850","34550"
"In post","2022","Female","Veterinarian","230","220","43650","38390"
"In post","2022","Male","Commercial","2800","2750","41580","38650"
"In post","2022","Male","Communications","1680","1670","42620","38970"
"In post","2022","Male","Corporate Finance","70","60","56410","50100"
"In post","2022","Male","Counter Fraud","2680","2520","30500","27570"
"In post","2022","Male","Digital, Data and Technology","13010","12830","42750","39460"
"In post","2022","Male","Economics","1320","1300","47950","43950"
"In post","2022","Male","Finance","5440","5350","42760","39040"
"In post","2022","Male","Geography","310","300","31750","33290"
"In post","2022","Male","Human Resources","2830","2770","39980","36130"
"In post","2022","Male","Inspector of Education and Training","260","260","73180","75500"
"In post","2022","Male","Intelligence Analysis","1750","1710","35280","32620"
"In post","2022","Male","Internal Audit","370","360","47770","44980"
"In post","2022","Male","International Trade","890","880","47910","44030"
"In post","2022","Male","Knowledge and Information Management","1070","1050","36930","33300"
"In post","2022","Male","Legal","5220","5070","48260","48080"
"In post","2022","Male","Medicine","750","690","65430","62860"
"In post","2022","Male","Operational Delivery","104890","100370","29810","27570"
"In post","2022","Male","Operational Research","700","670","45990","47010"
"In post","2022","Male","Other","14310","14010","32380","27570"
"In post","2022","Male","Planning","120","120","44810","40720"
"In post","2022","Male","Planning Inspectors","240","210","56840","58810"
"In post","2022","Male","Policy","15030","14840","48670","47470"
"In post","2022","Male","Project Delivery","7740","7590","45460","41000"
"In post","2022","Male","Property","4480","4370","39410","35900"
"In post","2022","Male","Psychology","190","180","36740","31180"
"In post","2022","Male","Science and Engineering","9580","9350","39500","38070"
"In post","2022","Male","Security","7140","7010","32220","28890"
"In post","2022","Male","Social Research","400","390","43290","38340"
"In post","2022","Male","Statistics","1290","1270","43760","39790"
"In post","2022","Male","Tax","10310","9990","36210","33370"
"In post","2022","Male","Unknown","14960","14760","43010","36130"
"In post","2022","Male","Veterinarian","190","180","44880","45170"
"In post","2022","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Commercial","90","80","38140","35370"
"Leaver CS","2021","Female","Communications","140","130","36260","33300"
"Leaver CS","2021","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Digital, Data and Technology","140","130","41500","37740"
"Leaver CS","2021","Female","Economics","40","40","[c]","[c]"
"Leaver CS","2021","Female","Finance","130","120","39020","33700"
"Leaver CS","2021","Female","Human Resources","200","180","37890","32500"
"Leaver CS","2021","Female","Inspector of Education and Training","50","40","[c]","[c]"
"Leaver CS","2021","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Knowledge and Information Management","80","70","33410","30460"
"Leaver CS","2021","Female","Legal","240","200","52220","51830"
"Leaver CS","2021","Female","Medicine","180","150","46610","37890"
"Leaver CS","2021","Female","Operational Delivery","4160","3620","26180","22160"
"Leaver CS","2021","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other","570","530","27980","22080"
"Leaver CS","2021","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Policy","410","390","43280","38450"
"Leaver CS","2021","Female","Project Delivery","200","190","36830","32720"
"Leaver CS","2021","Female","Property","140","120","30630","26010"
"Leaver CS","2021","Female","Psychology","90","80","[c]","[c]"
"Leaver CS","2021","Female","Science and Engineering","310","290","31420","28590"
"Leaver CS","2021","Female","Security","60","50","30980","27760"
"Leaver CS","2021","Female","Social Research","30","30","[c]","[c]"
"Leaver CS","2021","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","7220","5780","28260","26890"
"Leaver CS","2021","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Commercial","100","100","40120","37520"
"Leaver CS","2021","Male","Communications","90","90","37950","32750"
"Leaver CS","2021","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Digital, Data and Technology","310","310","42280","38450"
"Leaver CS","2021","Male","Economics","80","70","35650","26340"
"Leaver CS","2021","Male","Finance","130","120","45610","42970"
"Leaver CS","2021","Male","Human Resources","110","110","39890","33930"
"Leaver CS","2021","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Intelligence Analysis","50","50","[c]","[c]"
"Leaver CS","2021","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Knowledge and Information Management","40","30","[c]","[c]"
"Leaver CS","2021","Male","Legal","170","150","54540","55000"
"Leaver CS","2021","Male","Medicine","80","60","69390","74070"
"Leaver CS","2021","Male","Operational Delivery","4090","3730","29850","25260"
"Leaver CS","2021","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other","890","870","31620","29770"
"Leaver CS","2021","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Policy","410","400","47960","40750"
"Leaver CS","2021","Male","Project Delivery","250","240","44540","40020"
"Leaver CS","2021","Male","Property","290","260","33740","30780"
"Leaver CS","2021","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Science and Engineering","480","460","33340","30800"
"Leaver CS","2021","Male","Security","350","330","30330","26750"
"Leaver CS","2021","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","30","30","[c]","[c]"
"Leaver CS","2021","Male","Unknown","4970","4390","31880","27570"
"Leaver CS","2021","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","70","60","46360","40020"
"Leaver CS","2022","Female","Commercial","200","150","36010","34000"
"Leaver CS","2022","Female","Communications","230","190","39220","36800"
"Leaver CS","2022","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","150","110","27870","27570"
"Leaver CS","2022","Female","Digital, Data and Technology","420","370","39780","36500"
"Leaver CS","2022","Female","Economics","70","60","36660","29740"
"Leaver CS","2022","Female","Finance","330","260","36420","33000"
"Leaver CS","2022","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","410","360","36200","31880"
"Leaver CS","2022","Female","Inspector of Education and Training","90","80","62510","51360"
"Leaver CS","2022","Female","Intelligence Analysis","60","50","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","50","40","[c]","[c]"
"Leaver CS","2022","Female","Knowledge and Information Management","290","260","34090","29270"
"Leaver CS","2022","Female","Legal","290","250","55380","55000"
"Leaver CS","2022","Female","Medicine","300","260","53700","39030"
"Leaver CS","2022","Female","Operational Delivery","12140","10480","27820","26120"
"Leaver CS","2022","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other","1340","1200","27890","22460"
"Leaver CS","2022","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Policy","850","720","42830","37410"
"Leaver CS","2022","Female","Project Delivery","320","300","39940","37290"
"Leaver CS","2022","Female","Property","150","140","32690","28410"
"Leaver CS","2022","Female","Psychology","90","80","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","590","530","38440","37450"
"Leaver CS","2022","Female","Security","130","120","30560","26670"
"Leaver CS","2022","Female","Social Research","30","30","[c]","[c]"
"Leaver CS","2022","Female","Statistics","40","40","[c]","[c]"
"Leaver CS","2022","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","4750","3890","34420","27570"
"Leaver CS","2022","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","210","170","41310","37760"
"Leaver CS","2022","Male","Communications","150","130","39380","36840"
"Leaver CS","2022","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","120","100","29820","27570"
"Leaver CS","2022","Male","Digital, Data and Technology","960","920","42140","38450"
"Leaver CS","2022","Male","Economics","120","110","36360","33570"
"Leaver CS","2022","Male","Finance","330","300","41690","36460"
"Leaver CS","2022","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","190","180","39390","34990"
"Leaver CS","2022","Male","Inspector of Education and Training","40","40","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","90","80","32190","29250"
"Leaver CS","2022","Male","Internal Audit","40","40","[c]","[c]"
"Leaver CS","2022","Male","International Trade","60","60","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","150","140","37730","36330"
"Leaver CS","2022","Male","Legal","220","200","57020","55000"
"Leaver CS","2022","Male","Medicine","130","110","69550","73380"
"Leaver CS","2022","Male","Operational Delivery","9440","8720","29130","26900"
"Leaver CS","2022","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","1540","1480","30850","26900"
"Leaver CS","2022","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","750","650","49180","46740"
"Leaver CS","2022","Male","Project Delivery","430","420","42510","39860"
"Leaver CS","2022","Male","Property","270","250","36840","33560"
"Leaver CS","2022","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","860","810","37260","33520"
"Leaver CS","2022","Male","Security","570","550","32180","28750"
"Leaver CS","2022","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","70","70","38830","32540"
"Leaver CS","2022","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","3900","3440","39450","31060"
"Leaver CS","2022","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","90","80","37450","37280"
"Leaver Dept.","2021","Female","Communications","120","110","42240","39880"
"Leaver Dept.","2021","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","90","80","46770","41580"
"Leaver Dept.","2021","Female","Economics","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","120","120","47010","47450"
"Leaver Dept.","2021","Female","Human Resources","210","200","39620","35990"
"Leaver Dept.","2021","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","60","60","44590","39540"
"Leaver Dept.","2021","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","70","70","54710","52990"
"Leaver Dept.","2021","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","1150","1090","28830","24250"
"Leaver Dept.","2021","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","180","180","35230","28360"
"Leaver Dept.","2021","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","950","920","44390","39420"
"Leaver Dept.","2021","Female","Project Delivery","220","210","42060","37080"
"Leaver Dept.","2021","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","3040","2700","34900","31990"
"Leaver Dept.","2021","Male","Commercial","80","80","36990","33820"
"Leaver Dept.","2021","Male","Communications","80","80","45650","39740"
"Leaver Dept.","2021","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","120","120","43600","39800"
"Leaver Dept.","2021","Male","Economics","70","70","46220","52030"
"Leaver Dept.","2021","Male","Finance","110","110","46550","43280"
"Leaver Dept.","2021","Male","Human Resources","110","110","39160","34400"
"Leaver Dept.","2021","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","80","80","46630","43170"
"Leaver Dept.","2021","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","840","820","29260","24890"
"Leaver Dept.","2021","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","120","120","40070","33210"
"Leaver Dept.","2021","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","740","720","43850","39200"
"Leaver Dept.","2021","Male","Project Delivery","190","190","41680","37900"
"Leaver Dept.","2021","Male","Property","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","90","80","35300","32650"
"Leaver Dept.","2021","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","50","50","39150","36030"
"Leaver Dept.","2021","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","2440","2210","36620","32000"
"Leaver Dept.","2021","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","280","180","38730","36800"
"Leaver Dept.","2022","Female","Communications","240","180","40770","36980"
"Leaver Dept.","2022","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","60","50","30240","27570"
"Leaver Dept.","2022","Female","Digital, Data and Technology","310","250","41290","37910"
"Leaver Dept.","2022","Female","Economics","60","50","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","330","240","39950","36330"
"Leaver Dept.","2022","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","440","400","38410","33000"
"Leaver Dept.","2022","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Knowledge and Information Management","190","170","43760","40560"
"Leaver Dept.","2022","Female","Legal","80","70","58850","58310"
"Leaver Dept.","2022","Female","Medicine","260","220","83880","88000"
"Leaver Dept.","2022","Female","Operational Delivery","5440","5040","32520","27570"
"Leaver Dept.","2022","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other","460","440","30100","27570"
"Leaver Dept.","2022","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Policy","1290","1020","44540","40050"
"Leaver Dept.","2022","Female","Project Delivery","270","270","39970","37140"
"Leaver Dept.","2022","Female","Property","60","50","33020","29500"
"Leaver Dept.","2022","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Science and Engineering","1500","1360","39150","36730"
"Leaver Dept.","2022","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","70","60","41030","39480"
"Leaver Dept.","2022","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","2390","2060","41100","34550"
"Leaver Dept.","2022","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","220","160","43090","40070"
"Leaver Dept.","2022","Male","Communications","170","120","44430","37430"
"Leaver Dept.","2022","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","60","60","31310","27610"
"Leaver Dept.","2022","Male","Digital, Data and Technology","440","390","42480","38360"
"Leaver Dept.","2022","Male","Economics","100","90","44840","38020"
"Leaver Dept.","2022","Male","Finance","300","240","44040","40190"
"Leaver Dept.","2022","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","180","160","41590","36050"
"Leaver Dept.","2022","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Intelligence Analysis","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Knowledge and Information Management","110","100","44240","41570"
"Leaver Dept.","2022","Male","Legal","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Medicine","140","120","102180","106500"
"Leaver Dept.","2022","Male","Operational Delivery","3080","2980","33480","27570"
"Leaver Dept.","2022","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Other","330","330","32630","27570"
"Leaver Dept.","2022","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Policy","1120","920","45970","40600"
"Leaver Dept.","2022","Male","Project Delivery","250","250","41330","38550"
"Leaver Dept.","2022","Male","Property","60","60","45920","40580"
"Leaver Dept.","2022","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Science and Engineering","780","750","41180","38070"
"Leaver Dept.","2022","Male","Security","60","60","37120","36890"
"Leaver Dept.","2022","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Statistics","70","60","42900","39850"
"Leaver Dept.","2022","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","2020","1770","42000","34550"
"Leaver Dept.","2022","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Commercial","250","240","36010","34450"
"New entrant CS","2021","Female","Communications","290","280","35000","31560"
