"Status","Year","Age","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","70","70","19880","20140"
"In post","2021","16-19","Unknown","South East (England)","50","50","22060","21430"
"In post","2021","16-19","Unknown","South West (England)","60","60","17560","16780"
"In post","2021","16-19","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Unknown","Wales","50","50","19970","20140"
"In post","2021","16-19","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","50","50","[c]","[c]"
"In post","2021","20-29","Heterosexual / straight","East Midlands (England)","1910","1870","25610","25380"
"In post","2021","20-29","Heterosexual / straight","East of England","1960","1920","26740","26670"
"In post","2021","20-29","Heterosexual / straight","London","13730","13650","35930","33510"
"In post","2021","20-29","Heterosexual / straight","North East (England)","2320","2270","25180","24120"
"In post","2021","20-29","Heterosexual / straight","North West (England)","5270","5160","25810","24890"
"In post","2021","20-29","Heterosexual / straight","Northern Ireland","200","190","24420","21430"
"In post","2021","20-29","Heterosexual / straight","Overseas","180","180","36290","33860"
"In post","2021","20-29","Heterosexual / straight","Scotland","3370","3300","26940","25580"
"In post","2021","20-29","Heterosexual / straight","South East (England)","3820","3770","27430","27440"
"In post","2021","20-29","Heterosexual / straight","South West (England)","4760","4690","27230","26670"
"In post","2021","20-29","Heterosexual / straight","Unknown","160","160","30220","27570"
"In post","2021","20-29","Heterosexual / straight","Wales","3220","3140","25700","24000"
"In post","2021","20-29","Heterosexual / straight","West Midlands (England)","2730","2690","25680","25000"
"In post","2021","20-29","Heterosexual / straight","Yorkshire and The Humber","3470","3420","26530","25480"
"In post","2021","20-29","LGBO","East Midlands (England)","180","170","24470","23970"
"In post","2021","20-29","LGBO","East of England","190","190","26320","25850"
"In post","2021","20-29","LGBO","London","1770","1760","37660","34550"
"In post","2021","20-29","LGBO","North East (England)","270","260","24890","22850"
"In post","2021","20-29","LGBO","North West (England)","590","580","25490","24920"
"In post","2021","20-29","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","LGBO","Overseas","30","30","[c]","[c]"
"In post","2021","20-29","LGBO","Scotland","430","430","26700","26160"
"In post","2021","20-29","LGBO","South East (England)","460","460","26670","27570"
"In post","2021","20-29","LGBO","South West (England)","480","470","26870","26670"
"In post","2021","20-29","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","LGBO","Wales","350","350","26300","24120"
"In post","2021","20-29","LGBO","West Midlands (England)","260","260","25470","24120"
"In post","2021","20-29","LGBO","Yorkshire and The Humber","380","380","26990","25790"
"In post","2021","20-29","Undeclared","East Midlands (England)","120","120","25230","24920"
"In post","2021","20-29","Undeclared","East of England","130","130","26670","25830"
"In post","2021","20-29","Undeclared","London","1400","1380","36650","33880"
"In post","2021","20-29","Undeclared","North East (England)","120","120","25740","24880"
"In post","2021","20-29","Undeclared","North West (England)","350","340","26060","24920"
"In post","2021","20-29","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Scotland","400","400","25810","23340"
"In post","2021","20-29","Undeclared","South East (England)","310","310","27270","26670"
"In post","2021","20-29","Undeclared","South West (England)","410","400","27990","27540"
"In post","2021","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Wales","210","200","26440","25560"
"In post","2021","20-29","Undeclared","West Midlands (England)","190","180","26150","25480"
"In post","2021","20-29","Undeclared","Yorkshire and The Humber","250","250","27000","25560"
"In post","2021","20-29","Unknown","East Midlands (England)","810","790","24850","24500"
"In post","2021","20-29","Unknown","East of England","590","580","25970","25560"
"In post","2021","20-29","Unknown","London","6110","6080","34880","32120"
"In post","2021","20-29","Unknown","North East (England)","1220","1190","24400","22920"
"In post","2021","20-29","Unknown","North West (England)","2140","2100","24880","24340"
"In post","2021","20-29","Unknown","Northern Ireland","200","190","22300","20140"
"In post","2021","20-29","Unknown","Overseas","80","80","38990","38600"
"In post","2021","20-29","Unknown","Scotland","2310","2260","25180","23450"
"In post","2021","20-29","Unknown","South East (England)","1130","1110","26840","26610"
"In post","2021","20-29","Unknown","South West (England)","1410","1390","26990","25780"
"In post","2021","20-29","Unknown","Unknown","700","700","29800","29250"
"In post","2021","20-29","Unknown","Wales","1470","1440","24890","23050"
"In post","2021","20-29","Unknown","West Midlands (England)","1110","1090","24570","22920"
"In post","2021","20-29","Unknown","Yorkshire and The Humber","1690","1670","25210","23970"
"In post","2021","30-39","Heterosexual / straight","East Midlands (England)","2870","2680","29140","27570"
"In post","2021","30-39","Heterosexual / straight","East of England","2890","2710","30240","29060"
"In post","2021","30-39","Heterosexual / straight","London","16380","15830","45390","41950"
"In post","2021","30-39","Heterosexual / straight","North East (England)","4080","3800","28490","25790"
"In post","2021","30-39","Heterosexual / straight","North West (England)","8180","7730","29490","27570"
"In post","2021","30-39","Heterosexual / straight","Northern Ireland","530","510","28980","25560"
"In post","2021","30-39","Heterosexual / straight","Overseas","690","690","46250","49370"
"In post","2021","30-39","Heterosexual / straight","Scotland","6010","5700","33060","30080"
"In post","2021","30-39","Heterosexual / straight","South East (England)","5370","5080","31380","29290"
"In post","2021","30-39","Heterosexual / straight","South West (England)","6540","6170","33970","32120"
"In post","2021","30-39","Heterosexual / straight","Unknown","190","180","34330","27570"
"In post","2021","30-39","Heterosexual / straight","Wales","5800","5430","30370","27570"
"In post","2021","30-39","Heterosexual / straight","West Midlands (England)","4420","4170","29410","27570"
"In post","2021","30-39","Heterosexual / straight","Yorkshire and The Humber","5070","4700","30910","27570"
"In post","2021","30-39","LGBO","East Midlands (England)","230","230","29060","27570"
"In post","2021","30-39","LGBO","East of England","180","180","29270","27570"
"In post","2021","30-39","LGBO","London","1400","1390","47740","46430"
"In post","2021","30-39","LGBO","North East (England)","280","270","29110","27570"
"In post","2021","30-39","LGBO","North West (England)","620","610","30040","27570"
"In post","2021","30-39","LGBO","Northern Ireland","40","30","[c]","[c]"
"In post","2021","30-39","LGBO","Overseas","70","70","49140","52430"
"In post","2021","30-39","LGBO","Scotland","540","530","33290","30650"
"In post","2021","30-39","LGBO","South East (England)","400","400","30610","29290"
"In post","2021","30-39","LGBO","South West (England)","410","400","32130","29270"
"In post","2021","30-39","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","LGBO","Wales","440","430","29940","27570"
"In post","2021","30-39","LGBO","West Midlands (England)","280","270","29720","27330"
"In post","2021","30-39","LGBO","Yorkshire and The Humber","410","400","31410","27570"
"In post","2021","30-39","Undeclared","East Midlands (England)","300","280","28950","27570"
"In post","2021","30-39","Undeclared","East of England","290","280","31990","30400"
"In post","2021","30-39","Undeclared","London","1780","1740","46100","43360"
"In post","2021","30-39","Undeclared","North East (England)","350","320","28560","25560"
"In post","2021","30-39","Undeclared","North West (England)","700","660","29390","27370"
"In post","2021","30-39","Undeclared","Northern Ireland","30","30","[c]","[c]"
"In post","2021","30-39","Undeclared","Overseas","80","80","45470","41800"
"In post","2021","30-39","Undeclared","Scotland","850","800","30640","29170"
"In post","2021","30-39","Undeclared","South East (England)","550","520","31950","30980"
"In post","2021","30-39","Undeclared","South West (England)","670","640","34520","33290"
"In post","2021","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Wales","710","650","28980","26470"
"In post","2021","30-39","Undeclared","West Midlands (England)","360","340","29900","27570"
"In post","2021","30-39","Undeclared","Yorkshire and The Humber","460","440","31560","28510"
"In post","2021","30-39","Unknown","East Midlands (England)","850","780","27630","25680"
"In post","2021","30-39","Unknown","East of England","690","640","30140","29270"
"In post","2021","30-39","Unknown","London","4750","4620","46070","41950"
"In post","2021","30-39","Unknown","North East (England)","1510","1390","26880","25560"
"In post","2021","30-39","Unknown","North West (England)","2560","2380","27900","25560"
"In post","2021","30-39","Unknown","Northern Ireland","230","210","26230","25560"
"In post","2021","30-39","Unknown","Overseas","220","220","49600","52150"
"In post","2021","30-39","Unknown","Scotland","2940","2800","30390","27570"
"In post","2021","30-39","Unknown","South East (England)","1220","1140","31770","29540"
"In post","2021","30-39","Unknown","South West (England)","1890","1770","33980","32730"
"In post","2021","30-39","Unknown","Unknown","540","540","37610","33250"
"In post","2021","30-39","Unknown","Wales","1700","1580","28540","25560"
"In post","2021","30-39","Unknown","West Midlands (England)","1250","1160","29140","26680"
"In post","2021","30-39","Unknown","Yorkshire and The Humber","1550","1450","30070","27570"
"In post","2021","40-49","Heterosexual / straight","East Midlands (England)","3310","3060","31580","27570"
"In post","2021","40-49","Heterosexual / straight","East of England","3690","3440","32080","29290"
"In post","2021","40-49","Heterosexual / straight","London","15050","14310","48250","42470"
"In post","2021","40-49","Heterosexual / straight","North East (England)","4980","4590","30370","27570"
"In post","2021","40-49","Heterosexual / straight","North West (England)","9540","8880","31550","27570"
"In post","2021","40-49","Heterosexual / straight","Northern Ireland","710","670","28590","25560"
"In post","2021","40-49","Heterosexual / straight","Overseas","790","790","52090","54470"
"In post","2021","40-49","Heterosexual / straight","Scotland","6580","6200","36250","31280"
"In post","2021","40-49","Heterosexual / straight","South East (England)","6460","6060","33390","29540"
"In post","2021","40-49","Heterosexual / straight","South West (England)","7110","6700","37130","33300"
"In post","2021","40-49","Heterosexual / straight","Unknown","220","210","33670","27570"
"In post","2021","40-49","Heterosexual / straight","Wales","5930","5570","34540","29150"
"In post","2021","40-49","Heterosexual / straight","West Midlands (England)","4860","4530","32600","27570"
"In post","2021","40-49","Heterosexual / straight","Yorkshire and The Humber","5830","5420","33980","30230"
"In post","2021","40-49","LGBO","East Midlands (England)","180","170","31200","27570"
"In post","2021","40-49","LGBO","East of England","170","160","31230","29290"
"In post","2021","40-49","LGBO","London","960","940","51960","52850"
"In post","2021","40-49","LGBO","North East (England)","210","200","30880","27570"
"In post","2021","40-49","LGBO","North West (England)","510","490","31950","27570"
"In post","2021","40-49","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","LGBO","Overseas","40","40","[c]","[c]"
"In post","2021","40-49","LGBO","Scotland","340","330","36630","31810"
"In post","2021","40-49","LGBO","South East (England)","310","300","32550","29290"
"In post","2021","40-49","LGBO","South West (England)","280","270","35390","31290"
"In post","2021","40-49","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","LGBO","Wales","270","260","34060","27570"
"In post","2021","40-49","LGBO","West Midlands (England)","220","220","34090","28200"
"In post","2021","40-49","LGBO","Yorkshire and The Humber","320","310","33520","30450"
"In post","2021","40-49","Undeclared","East Midlands (England)","480","450","31700","27590"
"In post","2021","40-49","Undeclared","East of England","510","470","31650","29290"
"In post","2021","40-49","Undeclared","London","2010","1910","46150","41760"
"In post","2021","40-49","Undeclared","North East (England)","530","490","29750","27130"
"In post","2021","40-49","Undeclared","North West (England)","1190","1120","31110","27570"
"In post","2021","40-49","Undeclared","Northern Ireland","70","70","27320","25560"
"In post","2021","40-49","Undeclared","Overseas","100","100","45160","40080"
"In post","2021","40-49","Undeclared","Scotland","990","920","31850","27570"
"In post","2021","40-49","Undeclared","South East (England)","940","880","33510","30400"
"In post","2021","40-49","Undeclared","South West (England)","1050","990","37440","34290"
"In post","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Wales","1090","1000","31220","27130"
"In post","2021","40-49","Undeclared","West Midlands (England)","590","550","31500","27570"
"In post","2021","40-49","Undeclared","Yorkshire and The Humber","730","670","32010","29080"
"In post","2021","40-49","Unknown","East Midlands (England)","1010","930","29640","27570"
"In post","2021","40-49","Unknown","East of England","930","840","32230","29290"
"In post","2021","40-49","Unknown","London","4280","4010","48980","42330"
"In post","2021","40-49","Unknown","North East (England)","1760","1570","27960","25500"
"In post","2021","40-49","Unknown","North West (England)","3330","3020","28970","27130"
"In post","2021","40-49","Unknown","Northern Ireland","200","180","26770","24880"
"In post","2021","40-49","Unknown","Overseas","240","230","53360","52430"
"In post","2021","40-49","Unknown","Scotland","2840","2640","32780","28120"
"In post","2021","40-49","Unknown","South East (England)","1490","1370","33510","29290"
"In post","2021","40-49","Unknown","South West (England)","1930","1780","37380","33860"
"In post","2021","40-49","Unknown","Unknown","470","470","39880","34460"
"In post","2021","40-49","Unknown","Wales","1370","1250","31230","27570"
"In post","2021","40-49","Unknown","West Midlands (England)","1520","1380","31890","27570"
"In post","2021","40-49","Unknown","Yorkshire and The Humber","1740","1580","33020","27570"
"In post","2021","50-59","Heterosexual / straight","East Midlands (England)","4550","4260","31590","27570"
"In post","2021","50-59","Heterosexual / straight","East of England","5180","4900","32370","29290"
"In post","2021","50-59","Heterosexual / straight","London","15950","15400","44850","37910"
"In post","2021","50-59","Heterosexual / straight","North East (England)","5960","5360","30070","27570"
"In post","2021","50-59","Heterosexual / straight","North West (England)","12060","11220","31490","27570"
"In post","2021","50-59","Heterosexual / straight","Northern Ireland","920","880","29680","26660"
"In post","2021","50-59","Heterosexual / straight","Overseas","670","670","53410","50990"
"In post","2021","50-59","Heterosexual / straight","Scotland","8850","8300","34140","28130"
"In post","2021","50-59","Heterosexual / straight","South East (England)","9310","8740","32590","29290"
"In post","2021","50-59","Heterosexual / straight","South West (England)","9160","8740","36510","33080"
"In post","2021","50-59","Heterosexual / straight","Unknown","320","300","34340","30330"
"In post","2021","50-59","Heterosexual / straight","Wales","6430","6020","33550","27570"
"In post","2021","50-59","Heterosexual / straight","West Midlands (England)","6250","5850","32100","27570"
"In post","2021","50-59","Heterosexual / straight","Yorkshire and The Humber","7550","7040","33080","28080"
"In post","2021","50-59","LGBO","East Midlands (England)","160","150","33240","27870"
"In post","2021","50-59","LGBO","East of England","170","160","31610","29290"
"In post","2021","50-59","LGBO","London","770","750","48540","42470"
"In post","2021","50-59","LGBO","North East (England)","190","180","29700","27570"
"In post","2021","50-59","LGBO","North West (England)","450","430","31450","27570"
"In post","2021","50-59","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Scotland","270","260","34250","27570"
"In post","2021","50-59","LGBO","South East (England)","350","340","33050","29290"
"In post","2021","50-59","LGBO","South West (England)","260","250","34230","31650"
"In post","2021","50-59","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","LGBO","Wales","210","200","34870","28850"
"In post","2021","50-59","LGBO","West Midlands (England)","190","180","30980","27570"
"In post","2021","50-59","LGBO","Yorkshire and The Humber","280","260","32270","27570"
"In post","2021","50-59","Undeclared","East Midlands (England)","810","750","31020","27570"
"In post","2021","50-59","Undeclared","East of England","870","820","31720","29290"
"In post","2021","50-59","Undeclared","London","2830","2720","42880","36800"
"In post","2021","50-59","Undeclared","North East (England)","840","760","29390","27130"
"In post","2021","50-59","Undeclared","North West (England)","1750","1610","29930","27570"
"In post","2021","50-59","Undeclared","Northern Ireland","90","80","29590","27370"
"In post","2021","50-59","Undeclared","Overseas","150","150","51130","52400"
"In post","2021","50-59","Undeclared","Scotland","1640","1510","31260","27570"
"In post","2021","50-59","Undeclared","South East (England)","1690","1580","33000","29750"
"In post","2021","50-59","Undeclared","South West (England)","1690","1600","37480","34290"
"In post","2021","50-59","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","50-59","Undeclared","Wales","1410","1290","31460","27380"
"In post","2021","50-59","Undeclared","West Midlands (England)","1020","940","30600","27570"
"In post","2021","50-59","Undeclared","Yorkshire and The Humber","1200","1110","31720","27570"
"In post","2021","50-59","Unknown","East Midlands (England)","1340","1220","29390","27570"
"In post","2021","50-59","Unknown","East of England","1290","1180","31970","28220"
"In post","2021","50-59","Unknown","London","4660","4470","44760","36240"
"In post","2021","50-59","Unknown","North East (England)","2340","2020","27060","21440"
"In post","2021","50-59","Unknown","North West (England)","3950","3590","29280","27570"
"In post","2021","50-59","Unknown","Northern Ireland","180","170","30290","26750"
"In post","2021","50-59","Unknown","Overseas","150","150","54440","52880"
"In post","2021","50-59","Unknown","Scotland","3950","3660","33170","28870"
"In post","2021","50-59","Unknown","South East (England)","2180","1990","32560","29170"
"In post","2021","50-59","Unknown","South West (England)","2150","2000","36220","32060"
"In post","2021","50-59","Unknown","Unknown","610","600","42170","35380"
"In post","2021","50-59","Unknown","Wales","1660","1490","29680","26990"
"In post","2021","50-59","Unknown","West Midlands (England)","2000","1830","30660","27570"
"In post","2021","50-59","Unknown","Yorkshire and The Humber","2070","1900","33110","27570"
"In post","2021","60-64","Heterosexual / straight","East Midlands (England)","1190","990","28570","26780"
"In post","2021","60-64","Heterosexual / straight","East of England","1430","1230","29710","27570"
"In post","2021","60-64","Heterosexual / straight","London","3750","3350","41250","34630"
"In post","2021","60-64","Heterosexual / straight","North East (England)","1810","1360","26810","22020"
"In post","2021","60-64","Heterosexual / straight","North West (England)","2970","2370","28570","26780"
"In post","2021","60-64","Heterosexual / straight","Northern Ireland","200","170","27340","22330"
"In post","2021","60-64","Heterosexual / straight","Overseas","140","140","56460","55000"
"In post","2021","60-64","Heterosexual / straight","Scotland","2320","1860","30410","27570"
"In post","2021","60-64","Heterosexual / straight","South East (England)","2840","2430","30430","27570"
"In post","2021","60-64","Heterosexual / straight","South West (England)","2530","2190","33850","29200"
"In post","2021","60-64","Heterosexual / straight","Unknown","90","80","34980","31060"
"In post","2021","60-64","Heterosexual / straight","Wales","1790","1430","31590","27570"
"In post","2021","60-64","Heterosexual / straight","West Midlands (England)","1650","1380","29390","27570"
"In post","2021","60-64","Heterosexual / straight","Yorkshire and The Humber","1900","1520","30010","27570"
"In post","2021","60-64","LGBO","East Midlands (England)","40","30","[c]","[c]"
"In post","2021","60-64","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","LGBO","London","140","130","40460","35020"
"In post","2021","60-64","LGBO","North East (England)","40","30","[c]","[c]"
"In post","2021","60-64","LGBO","North West (England)","90","80","28590","25560"
"In post","2021","60-64","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","LGBO","Scotland","40","30","[c]","[c]"
"In post","2021","60-64","LGBO","South East (England)","90","70","28170","27470"
"In post","2021","60-64","LGBO","South West (England)","60","50","33960","28650"
"In post","2021","60-64","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","LGBO","Wales","40","30","[c]","[c]"
"In post","2021","60-64","LGBO","West Midlands (England)","50","40","[c]","[c]"
"In post","2021","60-64","LGBO","Yorkshire and The Humber","50","40","[c]","[c]"
"In post","2021","60-64","Undeclared","East Midlands (England)","220","180","28220","26750"
"In post","2021","60-64","Undeclared","East of England","290","240","29940","27570"
"In post","2021","60-64","Undeclared","London","710","620","40580","32090"
"In post","2021","60-64","Undeclared","North East (England)","240","180","26560","21550"
"In post","2021","60-64","Undeclared","North West (England)","500","390","29570","27380"
"In post","2021","60-64","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Scotland","510","400","28740","25400"
"In post","2021","60-64","Undeclared","South East (England)","540","450","31100","28130"
"In post","2021","60-64","Undeclared","South West (England)","530","440","34330","30420"
"In post","2021","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Wales","550","410","27370","21590"
"In post","2021","60-64","Undeclared","West Midlands (England)","270","210","29640","27570"
"In post","2021","60-64","Undeclared","Yorkshire and The Humber","320","250","28750","27570"
"In post","2021","60-64","Unknown","East Midlands (England)","330","260","27730","26750"
"In post","2021","60-64","Unknown","East of England","380","310","31020","27810"
"In post","2021","60-64","Unknown","London","1100","970","40840","32520"
"In post","2021","60-64","Unknown","North East (England)","780","560","24630","21440"
"In post","2021","60-64","Unknown","North West (England)","1100","840","26780","22600"
"In post","2021","60-64","Unknown","Northern Ireland","30","30","[c]","[c]"
"In post","2021","60-64","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Scotland","1170","910","31480","27570"
"In post","2021","60-64","Unknown","South East (England)","630","510","30110","27570"
"In post","2021","60-64","Unknown","South West (England)","520","420","31820","27570"
"In post","2021","60-64","Unknown","Unknown","150","140","39550","35380"
"In post","2021","60-64","Unknown","Wales","450","340","27320","22490"
"In post","2021","60-64","Unknown","West Midlands (England)","540","440","29330","26580"
"In post","2021","60-64","Unknown","Yorkshire and The Humber","520","390","28750","27570"
"In post","2021","65+","Heterosexual / straight","East Midlands (England)","290","230","28780","25670"
"In post","2021","65+","Heterosexual / straight","East of England","440","340","28390","26780"
"In post","2021","65+","Heterosexual / straight","London","1340","1110","37120","30630"
"In post","2021","65+","Heterosexual / straight","North East (England)","430","310","24810","21440"
"In post","2021","65+","Heterosexual / straight","North West (England)","870","640","27220","23210"
"In post","2021","65+","Heterosexual / straight","Northern Ireland","70","50","27150","21430"
"In post","2021","65+","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Heterosexual / straight","Scotland","560","430","29170","26120"
"In post","2021","65+","Heterosexual / straight","South East (England)","1100","860","29100","25840"
"In post","2021","65+","Heterosexual / straight","South West (England)","790","640","32950","28170"
"In post","2021","65+","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Heterosexual / straight","Wales","520","380","30270","26060"
"In post","2021","65+","Heterosexual / straight","West Midlands (England)","410","330","28730","26670"
"In post","2021","65+","Heterosexual / straight","Yorkshire and The Humber","470","350","27780","26140"
"In post","2021","65+","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","London","40","40","[c]","[c]"
"In post","2021","65+","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","65+","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","East Midlands (England)","80","60","28120","25840"
"In post","2021","65+","Undeclared","East of England","100","80","30070","26780"
"In post","2021","65+","Undeclared","London","300","230","37650","31060"
"In post","2021","65+","Undeclared","North East (England)","60","40","25260","22420"
"In post","2021","65+","Undeclared","North West (England)","120","90","29300","26780"
"In post","2021","65+","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Scotland","140","100","26400","22820"
"In post","2021","65+","Undeclared","South East (England)","180","140","29690","27570"
"In post","2021","65+","Undeclared","South West (England)","150","110","34670","28570"
"In post","2021","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Wales","170","120","29360","23830"
"In post","2021","65+","Undeclared","West Midlands (England)","80","60","27260","26780"
"In post","2021","65+","Undeclared","Yorkshire and The Humber","90","70","27630","26720"
"In post","2021","65+","Unknown","East Midlands (England)","80","60","25940","23640"
"In post","2021","65+","Unknown","East of England","140","100","28900","27230"
"In post","2021","65+","Unknown","London","540","430","38090","31530"
"In post","2021","65+","Unknown","North East (England)","190","130","24030","21440"
"In post","2021","65+","Unknown","North West (England)","340","230","26020","24300"
"In post","2021","65+","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Scotland","360","270","30960","27080"
"In post","2021","65+","Unknown","South East (England)","260","190","29840","25720"
