"Status","Year","Age","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","White","150","150","22190","21010"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Unknown","30","30","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","White","60","60","22520","22850"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Unknown","150","140","20440","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","White","70","60","20710","20140"
"In post","2021","16-19","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","White","30","30","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","White","30","30","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
