"Status","Year","Organisation","Sex","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Female","Scotland","80","80","30110","26270"
"In post","2021","Animal and Plant Health Agency","Female","South East (England)","400","380","31540","28470"
"In post","2021","Animal and Plant Health Agency","Female","South West (England)","260","240","28670","24920"
"In post","2021","Animal and Plant Health Agency","Female","Wales","210","190","27290","24920"
"In post","2021","Animal and Plant Health Agency","Female","West Midlands (England)","160","150","27470","25100"
"In post","2021","Animal and Plant Health Agency","Female","Yorkshire and The Humber","110","100","27970","25320"
"In post","2021","Animal and Plant Health Agency","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Male","East of England","70","70","31670","30400"
"In post","2021","Animal and Plant Health Agency","Male","London","60","60","37660","31800"
"In post","2021","Animal and Plant Health Agency","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Male","North West (England)","100","90","28190","25100"
"In post","2021","Animal and Plant Health Agency","Male","Scotland","50","50","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Male","South East (England)","280","270","34980","30450"
"In post","2021","Animal and Plant Health Agency","Male","South West (England)","160","160","29810","25320"
"In post","2021","Animal and Plant Health Agency","Male","Wales","110","110","30100","26350"
"In post","2021","Animal and Plant Health Agency","Male","West Midlands (England)","110","110","32590","30430"
"In post","2021","Animal and Plant Health Agency","Male","Yorkshire and The Humber","100","90","30980","25770"
"In post","2021","Attorney General's Office","Female","London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Male","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Female","East of England","60","50","46960","38460"
"In post","2021","Cabinet Office (excl. agencies)","Female","London","3450","3380","47090","40600"
"In post","2021","Cabinet Office (excl. agencies)","Female","North East (England)","250","230","28400","24570"
"In post","2021","Cabinet Office (excl. agencies)","Female","North West (England)","250","240","45240","38890"
"In post","2021","Cabinet Office (excl. agencies)","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Female","Scotland","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Female","South East (England)","110","100","39030","33300"
"In post","2021","Cabinet Office (excl. agencies)","Female","South West (England)","80","70","54100","49620"
"In post","2021","Cabinet Office (excl. agencies)","Female","Unknown","330","320","36050","32000"
"In post","2021","Cabinet Office (excl. agencies)","Female","Wales","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Female","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Female","Yorkshire and The Humber","400","370","36140","32960"
"In post","2021","Cabinet Office (excl. agencies)","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Male","East of England","60","60","46550","44060"
"In post","2021","Cabinet Office (excl. agencies)","Male","London","3050","3030","52820","54700"
"In post","2021","Cabinet Office (excl. agencies)","Male","North East (England)","160","160","31040","23850"
"In post","2021","Cabinet Office (excl. agencies)","Male","North West (England)","210","200","48710","49700"
"In post","2021","Cabinet Office (excl. agencies)","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Male","Scotland","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Male","South East (England)","110","110","46100","34640"
"In post","2021","Cabinet Office (excl. agencies)","Male","South West (England)","110","110","53580","51700"
"In post","2021","Cabinet Office (excl. agencies)","Male","Unknown","280","280","36480","32000"
"In post","2021","Cabinet Office (excl. agencies)","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Male","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Male","Yorkshire and The Humber","340","330","36570","33300"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","East of England","220","200","31780","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","South West (England)","70","60","30970","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","East of England","250","240","37130","32770"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","South West (England)","80","70","34220","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Female","London","50","50","[c]","[c]"
"In post","2021","Charity Commission","Female","North West (England)","180","160","32560","29160"
"In post","2021","Charity Commission","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","North West (England)","130","130","33070","29160"
"In post","2021","Charity Commission","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Female","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Female","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Female","Wales","570","490","29340","24500"
"In post","2021","Companies House","Male","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Male","Wales","460","450","33330","30720"
"In post","2021","Competition and Markets Authority","Female","London","400","380","58800","56000"
"In post","2021","Competition and Markets Authority","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Scotland","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","London","390","380","62910","59170"
"In post","2021","Competition and Markets Authority","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Female","Scotland","160","140","26500","22570"
"In post","2021","Criminal Injuries Compensation Authority","Male","Scotland","140","140","25680","22860"
"In post","2021","Crown Commercial Service","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","East of England","80","70","34840","34800"
"In post","2021","Crown Commercial Service","Female","London","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","North West (England)","230","220","36320","34800"
"In post","2021","Crown Commercial Service","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","Wales","50","50","33860","31680"
"In post","2021","Crown Commercial Service","Female","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","East of England","90","90","35180","32640"
"In post","2021","Crown Commercial Service","Male","London","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","North West (England)","180","170","40710","35040"
"In post","2021","Crown Commercial Service","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","Wales","60","60","33490","31300"
"In post","2021","Crown Commercial Service","Male","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Female","Scotland","1460","1330","34880","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Male","Scotland","560","550","37880","32930"
"In post","2021","Crown Prosecution Service","Female","East Midlands (England)","300","270","37150","30130"
"In post","2021","Crown Prosecution Service","Female","East of England","330","280","37950","30110"
"In post","2021","Crown Prosecution Service","Female","London","1100","1020","43330","39750"
"In post","2021","Crown Prosecution Service","Female","North East (England)","230","200","36330","28430"
"In post","2021","Crown Prosecution Service","Female","North West (England)","640","580","37660","30610"
"In post","2021","Crown Prosecution Service","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Female","South East (England)","470","430","40860","33930"
"In post","2021","Crown Prosecution Service","Female","South West (England)","180","160","37680","32050"
"In post","2021","Crown Prosecution Service","Female","Wales","240","220","38680","34480"
"In post","2021","Crown Prosecution Service","Female","West Midlands (England)","380","340","38270","32370"
"In post","2021","Crown Prosecution Service","Female","Yorkshire and The Humber","610","540","39610","37890"
"In post","2021","Crown Prosecution Service","Male","East Midlands (England)","140","140","40540","45140"
"In post","2021","Crown Prosecution Service","Male","East of England","150","150","46020","50520"
"In post","2021","Crown Prosecution Service","Male","London","590","580","46730","40800"
"In post","2021","Crown Prosecution Service","Male","North East (England)","110","110","41530","48080"
"In post","2021","Crown Prosecution Service","Male","North West (England)","320","310","42830","48080"
"In post","2021","Crown Prosecution Service","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Male","South East (England)","220","210","45120","50520"
"In post","2021","Crown Prosecution Service","Male","South West (England)","110","110","43000","48080"
"In post","2021","Crown Prosecution Service","Male","Wales","120","110","46540","48830"
"In post","2021","Crown Prosecution Service","Male","West Midlands (England)","180","170","43690","48080"
"In post","2021","Crown Prosecution Service","Male","Yorkshire and The Humber","330","320","44780","48830"
"In post","2021","Crown Prosecution Service Inspectorate","Female","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Male","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Female","London","40","40","[c]","[c]"
"In post","2021","Debt Management Office","Male","London","80","70","63150","58810"
"In post","2021","Defence Electronics and Components Agency","Female","Wales","70","60","28350","26060"
"In post","2021","Defence Electronics and Components Agency","Female","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Male","Wales","310","300","28940","28750"
"In post","2021","Defence Electronics and Components Agency","Male","West Midlands (England)","60","50","25890","25950"
"In post","2021","Defence Equipment and Support","Female","East Midlands (England)","70","70","34100","33070"
"In post","2021","Defence Equipment and Support","Female","East of England","60","60","32180","29620"
"In post","2021","Defence Equipment and Support","Female","London","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Female","North West (England)","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Female","Scotland","80","70","25910","22800"
"In post","2021","Defence Equipment and Support","Female","South East (England)","130","120","29360","27150"
"In post","2021","Defence Equipment and Support","Female","South West (England)","3160","2950","34870","32570"
"In post","2021","Defence Equipment and Support","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Female","West Midlands (England)","60","60","24380","22980"
"In post","2021","Defence Equipment and Support","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Male","East Midlands (England)","150","150","36860","35630"
"In post","2021","Defence Equipment and Support","Male","East of England","160","160","35350","33740"
"In post","2021","Defence Equipment and Support","Male","London","160","150","25170","21760"
"In post","2021","Defence Equipment and Support","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Male","North West (England)","110","110","29690","25500"
"In post","2021","Defence Equipment and Support","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Male","Overseas","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Male","Scotland","430","420","29680","26550"
"In post","2021","Defence Equipment and Support","Male","South East (England)","330","320","30060","27230"
"In post","2021","Defence Equipment and Support","Male","South West (England)","5500","5410","39490","37830"
"In post","2021","Defence Equipment and Support","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Male","West Midlands (England)","150","140","27000","23490"
"In post","2021","Defence Equipment and Support","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Female","South East (England)","510","470","37560","37320"
"In post","2021","Defence Science and Technology Laboratory","Female","South West (England)","1030","970","37810","37320"
"In post","2021","Defence Science and Technology Laboratory","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","London","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Male","South East (England)","1190","1160","42810","46080"
"In post","2021","Defence Science and Technology Laboratory","Male","South West (England)","1640","1610","41150","37940"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","London","2360","2280","48280","46620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Scotland","60","50","46060","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Wales","50","50","32820","26900"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","West Midlands (England)","80","80","39300","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","London","2540","2520","50530","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Scotland","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","West Midlands (England)","70","70","40860","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","London","920","890","48550","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","London","790","790","50460","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Female","East Midlands (England)","140","120","40000","36780"
"In post","2021","Department for Education (excl. agencies)","Female","East of England","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Female","London","1350","1280","49410","53420"
"In post","2021","Department for Education (excl. agencies)","Female","North East (England)","360","330","36940","36500"
"In post","2021","Department for Education (excl. agencies)","Female","North West (England)","510","490","40600","36780"
"In post","2021","Department for Education (excl. agencies)","Female","South West (England)","90","80","44150","41590"
"In post","2021","Department for Education (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Female","West Midlands (England)","260","250","38490","36500"
"In post","2021","Department for Education (excl. agencies)","Female","Yorkshire and The Humber","620","570","40530","36960"
"In post","2021","Department for Education (excl. agencies)","Male","East Midlands (England)","80","80","44820","40700"
"In post","2021","Department for Education (excl. agencies)","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Male","London","820","810","51330","53420"
"In post","2021","Department for Education (excl. agencies)","Male","North East (England)","210","210","41090","37100"
"In post","2021","Department for Education (excl. agencies)","Male","North West (England)","420","410","40720","36780"
"In post","2021","Department for Education (excl. agencies)","Male","South West (England)","50","50","49330","49860"
"In post","2021","Department for Education (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Male","West Midlands (England)","220","220","41520","36960"
"In post","2021","Department for Education (excl. agencies)","Male","Yorkshire and The Humber","500","490","42130","37100"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","East Midlands (England)","50","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","East of England","90","90","37800","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","London","1350","1290","44950","39420"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","North East (England)","100","90","37400","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","North West (England)","160","150","39470","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","South East (England)","160","150","39250","36560"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","South West (England)","560","510","38330","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","West Midlands (England)","130","120","40530","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Yorkshire and The Humber","340","330","39280","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","East of England","80","80","37050","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","London","1130","1120","45650","40040"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","North East (England)","100","100","40860","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","North West (England)","140","130","42240","41560"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","South East (England)","170","170","43720","40270"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","South West (England)","390","380","42920","38640"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","West Midlands (England)","90","90","44940","40220"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Yorkshire and The Humber","310","300","39400","36520"
"In post","2021","Department for International Trade","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","London","1130","1120","44160","38540"
"In post","2021","Department for International Trade","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","Overseas","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Female","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","South East (England)","50","50","47890","51970"
"In post","2021","Department for International Trade","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","London","1180","1180","46260","39790"
"In post","2021","Department for International Trade","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","Overseas","110","110","57190","53750"
"In post","2021","Department for International Trade","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","South East (England)","70","70","45680","38540"
"In post","2021","Department for International Trade","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","London","1330","1290","47370","43360"
"In post","2021","Department for Transport (excl. agencies)","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Female","South East (England)","110","90","35830","30890"
