"Status","Year","Disability","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Heterosexual / straight","60","50","43070","38010"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government","Heterosexual / straight","1100","1050","36880","33650"
"In post","2021","Declared disabled","Scottish Government","LGBO","190","190","35600","32140"
"In post","2021","Declared disabled","Scottish Government","Undeclared","100","100","36820","33600"
"In post","2021","Declared disabled","Scottish Government","Unknown","340","310","33120","33650"
"In post","2021","Declared disabled","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Heterosexual / straight","380","330","31410","29540"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","LGBO","50","50","33800","30130"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","United Kingdom Statistics Authority","Unknown","70","60","31320","29540"
"In post","2021","Declared disabled","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Heterosexual / straight","260","240","38070","37410"
"In post","2021","Declared disabled","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Undeclared","40","40","[c]","[c]"
"In post","2021","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Attorney General's Departments","Heterosexual / straight","5070","4740","45480","48830"
"In post","2021","Declared non-disabled","Attorney General's Departments","LGBO","300","290","47300","50500"
"In post","2021","Declared non-disabled","Attorney General's Departments","Undeclared","200","190","49010","51250"
"In post","2021","Declared non-disabled","Attorney General's Departments","Unknown","1180","1060","47090","52040"
"In post","2021","Declared non-disabled","Cabinet Office","Heterosexual / straight","3690","3590","48720","41820"
"In post","2021","Declared non-disabled","Cabinet Office","LGBO","320","320","44850","40600"
"In post","2021","Declared non-disabled","Cabinet Office","Undeclared","300","290","49150","41820"
"In post","2021","Declared non-disabled","Cabinet Office","Unknown","200","190","60750","55520"
"In post","2021","Declared non-disabled","Chancellor's other departments","Heterosexual / straight","260","260","59940","49040"
"In post","2021","Declared non-disabled","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chancellor's other departments","Undeclared","60","50","60390","50480"
"In post","2021","Declared non-disabled","Charity Commission","Heterosexual / straight","180","170","35150","29160"
"In post","2021","Declared non-disabled","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Competition and Markets Authority","Heterosexual / straight","610","590","59400","56190"
"In post","2021","Declared non-disabled","Competition and Markets Authority","LGBO","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","Competition and Markets Authority","Undeclared","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5340","5140","44140","40050"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","LGBO","440","430","44880","40050"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Undeclared","410","390","47390","46880"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","2630","2490","39480","39650"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","1110","1090","49900","51730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","LGBO","140","140","47720","44770"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Undeclared","60","60","49820","51730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education","Heterosexual / straight","4180","4020","44810","40780"
"In post","2021","Declared non-disabled","Department for Education","LGBO","290","280","45020","40510"
"In post","2021","Declared non-disabled","Department for Education","Undeclared","330","310","45360","43250"
"In post","2021","Declared non-disabled","Department for Education","Unknown","790","760","46050","42930"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5850","5560","37250","33120"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","LGBO","370","360","36860","32560"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Undeclared","520","500","36540","33510"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","1490","1390","28500","24920"
"In post","2021","Declared non-disabled","Department for International Trade","Heterosexual / straight","1100","1090","46840","42230"
"In post","2021","Declared non-disabled","Department for International Trade","LGBO","120","120","48990","49370"
"In post","2021","Declared non-disabled","Department for International Trade","Undeclared","70","70","43770","38540"
"In post","2021","Declared non-disabled","Department for International Trade","Unknown","120","120","44950","38960"
"In post","2021","Declared non-disabled","Department for Transport","Heterosexual / straight","8430","7920","34600","29730"
"In post","2021","Declared non-disabled","Department for Transport","LGBO","430","410","36070","31100"
"In post","2021","Declared non-disabled","Department for Transport","Undeclared","1960","1700","29420","26780"
"In post","2021","Declared non-disabled","Department for Transport","Unknown","220","190","28550","26580"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Heterosexual / straight","46660","42410","28610","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","LGBO","2410","2320","28340","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Undeclared","4980","4420","28090","27570"
"In post","2021","Declared non-disabled","Department for Work and Pensions","Unknown","16490","14040","27100","27570"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Heterosexual / straight","4870","4500","43290","38200"
"In post","2021","Declared non-disabled","Department of Health and Social Care","LGBO","280","260","43340","38020"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Undeclared","490","440","44550","38200"
"In post","2021","Declared non-disabled","Department of Health and Social Care","Unknown","240","220","53290","49530"
"In post","2021","Declared non-disabled","ESTYN","Heterosexual / straight","90","80","58230","74730"
"In post","2021","Declared non-disabled","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Heterosexual / straight","480","460","38230","32940"
"In post","2021","Declared non-disabled","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Undeclared","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Unknown","270","250","33210","28660"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Heterosexual / straight","4980","4870","47520","42510"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","LGBO","300","300","48200","44670"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Undeclared","380","380","47850","41200"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","240","230","46200","42890"
"In post","2021","Declared non-disabled","HM Land Registry","Heterosexual / straight","2590","2320","33380","30600"
"In post","2021","Declared non-disabled","HM Land Registry","LGBO","60","60","32690","33840"
"In post","2021","Declared non-disabled","HM Land Registry","Undeclared","440","380","33480","27130"
"In post","2021","Declared non-disabled","HM Land Registry","Unknown","600","500","31620","27130"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Heterosexual / straight","29630","27500","33340","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs","LGBO","1560","1510","32780","29570"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Undeclared","2200","1990","33130","30000"
"In post","2021","Declared non-disabled","HM Revenue and Customs","Unknown","4020","3480","29290","25560"
"In post","2021","Declared non-disabled","HM Treasury","Heterosexual / straight","1550","1500","48610","49940"
"In post","2021","Declared non-disabled","HM Treasury","LGBO","120","110","49570","52500"
"In post","2021","Declared non-disabled","HM Treasury","Undeclared","130","130","45770","43300"
"In post","2021","Declared non-disabled","HM Treasury","Unknown","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office","Heterosexual / straight","24950","23130","31910","27370"
"In post","2021","Declared non-disabled","Home Office","LGBO","890","860","32770","27020"
"In post","2021","Declared non-disabled","Home Office","Undeclared","2600","2380","32610","28350"
"In post","2021","Declared non-disabled","Home Office","Unknown","60","50","31790","27370"
"In post","2021","Declared non-disabled","Ministry of Defence","Heterosexual / straight","33230","32140","33990","31950"
"In post","2021","Declared non-disabled","Ministry of Defence","LGBO","930","920","32840","29550"
"In post","2021","Declared non-disabled","Ministry of Defence","Undeclared","3030","2900","35090","33300"
"In post","2021","Declared non-disabled","Ministry of Defence","Unknown","960","930","33120","31950"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","Heterosexual / straight","2130","2040","46540","43780"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","LGBO","160","160","47140","47660"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","Undeclared","110","100","44720","41980"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government","Unknown","120","110","35760","30410"
"In post","2021","Declared non-disabled","Ministry of Justice","Heterosexual / straight","43720","41090","29820","26810"
"In post","2021","Declared non-disabled","Ministry of Justice","LGBO","2450","2390","30240","26990"
"In post","2021","Declared non-disabled","Ministry of Justice","Undeclared","3580","3290","30350","27100"
"In post","2021","Declared non-disabled","Ministry of Justice","Unknown","3450","3050","30880","31650"
"In post","2021","Declared non-disabled","National Crime Agency","Heterosexual / straight","1510","1460","43520","40210"
"In post","2021","Declared non-disabled","National Crime Agency","LGBO","60","60","42100","40210"
"In post","2021","Declared non-disabled","National Crime Agency","Undeclared","100","100","41070","39840"
"In post","2021","Declared non-disabled","National Crime Agency","Unknown","90","80","42600","40210"
"In post","2021","Declared non-disabled","Northern Ireland Office","Heterosexual / straight","70","70","46150","39080"
"In post","2021","Declared non-disabled","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education","Heterosexual / straight","1250","1210","50920","51360"
"In post","2021","Declared non-disabled","Office for Standards in Education","LGBO","110","110","49670","44610"
"In post","2021","Declared non-disabled","Office for Standards in Education","Undeclared","80","80","48190","46360"
"In post","2021","Declared non-disabled","Office for Standards in Education","Unknown","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Heterosexual / straight","420","410","43310","37240"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","LGBO","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Undeclared","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","520","510","46710","41000"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","140","130","45520","40250"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Heterosexual / straight","160","150","51450","51310"
"In post","2021","Declared non-disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","Unknown","110","100","60440","60020"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Heterosexual / straight","320","310","45310","39000"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Government","Heterosexual / straight","7310","6970","39730","34650"
"In post","2021","Declared non-disabled","Scottish Government","LGBO","420","410","37650","32140"
"In post","2021","Declared non-disabled","Scottish Government","Undeclared","380","360","39290","35110"
"In post","2021","Declared non-disabled","Scottish Government","Unknown","1730","1620","37370","33620"
"In post","2021","Declared non-disabled","The National Archives","Heterosexual / straight","180","170","36840","34220"
"In post","2021","Declared non-disabled","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","Undeclared","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","The National Archives","Unknown","100","90","35550","34770"
"In post","2021","Declared non-disabled","UK Export Finance","Heterosexual / straight","310","310","52910","47750"
"In post","2021","Declared non-disabled","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Heterosexual / straight","2000","1770","34220","30130"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","LGBO","80","80","35690","34600"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Undeclared","80","70","33720","30700"
"In post","2021","Declared non-disabled","United Kingdom Statistics Authority","Unknown","430","380","34780","31270"
"In post","2021","Declared non-disabled","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Heterosexual / straight","90","80","58680","53600"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Water Services Regulation Authority","Unknown","70","70","56710","49660"
"In post","2021","Declared non-disabled","Welsh Government","Heterosexual / straight","4230","3990","41140","37410"
"In post","2021","Declared non-disabled","Welsh Government","LGBO","170","170","41060","37410"
"In post","2021","Declared non-disabled","Welsh Government","Undeclared","480","450","42470","37410"
"In post","2021","Declared non-disabled","Welsh Government","Unknown","50","50","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Heterosexual / straight","70","70","50490","51250"
"In post","2021","Undeclared","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Undeclared","50","40","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Heterosexual / straight","140","140","44260","38580"
"In post","2021","Undeclared","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Undeclared","120","110","45200","40600"
"In post","2021","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
