"Status","Year","Profession_of_post","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Merseyside","160","150","33640","34800"
"In post","2021","Commercial","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","North Yorkshire","40","30","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Outer London - South","90","90","43610","44250"
"In post","2021","Commercial","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Shropshire and Staffordshire","60","60","39250","38630"
"In post","2021","Commercial","SEO/HEO","South Yorkshire","70","70","36970","36780"
"In post","2021","Commercial","SEO/HEO","Southern Scotland","40","40","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","Tees Valley and Durham","60","50","38170","37100"
"In post","2021","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","SEO/HEO","West Central Scotland","60","60","37270","36110"
"In post","2021","Commercial","SEO/HEO","West Midlands","80","80","38090","37650"
"In post","2021","Commercial","SEO/HEO","West Wales and The Valleys","80","80","36740","33350"
"In post","2021","Commercial","SEO/HEO","West Yorkshire","130","120","34970","35280"
"In post","2021","Commercial","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","140","140","38200","35230"
"In post","2021","Commercial","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Inner London - West","60","60","24800","24900"
"In post","2021","Communications","AA/AO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","AA/AO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","East Wales","50","40","[c]","[c]"
"In post","2021","Communications","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2021","Communications","EO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Hampshire and Isle of Wight","60","60","26620","26670"
"In post","2021","Communications","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Inner London - East","30","30","[c]","[c]"
"In post","2021","Communications","EO","Inner London - West","200","200","28470","27850"
"In post","2021","Communications","EO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","EO","West Wales and The Valleys","40","30","[c]","[c]"
"In post","2021","Communications","EO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","East Wales","40","40","[c]","[c]"
"In post","2021","Communications","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Communications","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Inner London - East","60","60","62040","60030"
"In post","2021","Communications","G6/G7","Inner London - West","580","560","58950","57460"
"In post","2021","Communications","G6/G7","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","G6/G7","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Communications","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Inner London - West","90","80","86370","80910"
"In post","2021","Communications","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","SEO/HEO","East Wales","150","140","37570","37410"
"In post","2021","Communications","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
