"Status","Year","Disability","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","30","30","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Operational Delivery","390","360","28890","26810"
"In post","2021","Declared disabled","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Other","30","30","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Policy","100","100","39880","38130"
"In post","2021","Declared disabled","Mixed","Project Delivery","30","30","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","400","370","29610","27570"
"In post","2021","Declared disabled","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Operational Delivery","120","110","31950","30080"
"In post","2021","Declared disabled","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Policy","40","30","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","120","110","30350","28400"
"In post","2021","Declared disabled","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","30","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Operational Delivery","660","610","28790","27280"
"In post","2021","Declared disabled","Undeclared","Other","100","100","29220","25140"
"In post","2021","Declared disabled","Undeclared","Policy","80","80","42630","38670"
"In post","2021","Declared disabled","Undeclared","Project Delivery","70","70","43180","40090"
"In post","2021","Declared disabled","Undeclared","Property","30","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Science and Engineering","80","70","39930","38260"
"In post","2021","Declared disabled","Undeclared","Security","40","40","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Tax","50","40","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","700","620","27840","27570"
"In post","2021","Declared disabled","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Operational Delivery","560","490","27590","25870"
"In post","2021","Declared disabled","Unknown","Other","60","50","30190","28870"
"In post","2021","Declared disabled","Unknown","Policy","70","70","44250","40650"
"In post","2021","Declared disabled","Unknown","Project Delivery","40","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Property","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Tax","50","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","240","210","29190","27570"
"In post","2021","Declared disabled","White","Commercial","410","390","39280","37340"
"In post","2021","Declared disabled","White","Communications","220","210","37560","34260"
"In post","2021","Declared disabled","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Counter Fraud","50","50","34300","31000"
"In post","2021","Declared disabled","White","Digital, Data and Technology","840","810","38880","35900"
"In post","2021","Declared disabled","White","Economics","70","70","46940","49100"
"In post","2021","Declared disabled","White","Finance","620","580","38020","33300"
"In post","2021","Declared disabled","White","Human Resources","820","770","40160","35820"
"In post","2021","Declared disabled","White","Inspector of Education and Training","60","60","62100","64500"
"In post","2021","Declared disabled","White","Intelligence Analysis","240","230","32670","30500"
"In post","2021","Declared disabled","White","Internal Audit","70","70","43820","39980"
"In post","2021","Declared disabled","White","International Trade","70","70","48120","51710"
"In post","2021","Declared disabled","White","Knowledge and Information Management","220","210","34490","33150"
"In post","2021","Declared disabled","White","Legal","750","690","48270","50520"
"In post","2021","Declared disabled","White","Medicine","90","80","54150","38890"
"In post","2021","Declared disabled","White","Operational Delivery","14050","12740","27880","25560"
"In post","2021","Declared disabled","White","Operational Research","130","120","42230","38800"
"In post","2021","Declared disabled","White","Other","1590","1510","28180","24910"
"In post","2021","Declared disabled","White","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Policy","1870","1820","46180","40940"
"In post","2021","Declared disabled","White","Project Delivery","1200","1160","40410","38020"
"In post","2021","Declared disabled","White","Property","470","440","34890","33250"
"In post","2021","Declared disabled","White","Psychology","100","100","32510","29750"
"In post","2021","Declared disabled","White","Science and Engineering","960","920","36640","34490"
"In post","2021","Declared disabled","White","Security","490","480","31560","28610"
"In post","2021","Declared disabled","White","Social Research","100","100","42110","39460"
"In post","2021","Declared disabled","White","Statistics","140","130","43070","38750"
"In post","2021","Declared disabled","White","Tax","1080","1000","35210","31810"
"In post","2021","Declared disabled","White","Unknown","14290","12640","28500","27570"
"In post","2021","Declared disabled","White","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Commercial","180","170","38590","36730"
"In post","2021","Declared non-disabled","Asian","Communications","130","130","40310","37640"
"In post","2021","Declared non-disabled","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Digital, Data and Technology","640","640","43010","39800"
"In post","2021","Declared non-disabled","Asian","Economics","140","130","44330","39300"
"In post","2021","Declared non-disabled","Asian","Finance","600","580","40190","36460"
"In post","2021","Declared non-disabled","Asian","Human Resources","300","280","37830","35050"
"In post","2021","Declared non-disabled","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Intelligence Analysis","170","160","31970","29080"
"In post","2021","Declared non-disabled","Asian","Internal Audit","60","50","46240","44310"
"In post","2021","Declared non-disabled","Asian","International Trade","80","80","42500","38160"
"In post","2021","Declared non-disabled","Asian","Knowledge and Information Management","90","90","35160","32800"
"In post","2021","Declared non-disabled","Asian","Legal","680","640","47520","50500"
"In post","2021","Declared non-disabled","Asian","Medicine","120","110","66020","74070"
"In post","2021","Declared non-disabled","Asian","Operational Delivery","8010","7340","27870","25630"
"In post","2021","Declared non-disabled","Asian","Operational Research","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Other","650","630","32790","28880"
"In post","2021","Declared non-disabled","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Policy","1490","1450","43230","39540"
"In post","2021","Declared non-disabled","Asian","Project Delivery","640","630","40550","37640"
"In post","2021","Declared non-disabled","Asian","Property","200","190","36820","33510"
"In post","2021","Declared non-disabled","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Science and Engineering","430","410","36240","33330"
"In post","2021","Declared non-disabled","Asian","Security","220","220","29970","26750"
"In post","2021","Declared non-disabled","Asian","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Statistics","110","100","41160","38650"
"In post","2021","Declared non-disabled","Asian","Tax","1080","1030","32130","31810"
"In post","2021","Declared non-disabled","Asian","Unknown","6840","6230","29210","27570"
"In post","2021","Declared non-disabled","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Commercial","140","140","38040","35050"
"In post","2021","Declared non-disabled","Black","Communications","80","80","39140","36300"
"In post","2021","Declared non-disabled","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Digital, Data and Technology","320","320","39930","36780"
"In post","2021","Declared non-disabled","Black","Economics","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Finance","310","300","40430","37150"
"In post","2021","Declared non-disabled","Black","Human Resources","210","210","37770","35000"
"In post","2021","Declared non-disabled","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Intelligence Analysis","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Internal Audit","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Black","International Trade","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Knowledge and Information Management","60","60","34430","31870"
"In post","2021","Declared non-disabled","Black","Legal","320","320","49550","51120"
"In post","2021","Declared non-disabled","Black","Medicine","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Operational Delivery","4480","4260","29200","27380"
"In post","2021","Declared non-disabled","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Other","400","390","30750","28650"
"In post","2021","Declared non-disabled","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Policy","820","810","39360","35070"
"In post","2021","Declared non-disabled","Black","Project Delivery","400","390","39860","37650"
"In post","2021","Declared non-disabled","Black","Property","100","90","36520","33300"
"In post","2021","Declared non-disabled","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Science and Engineering","210","200","35630","33350"
"In post","2021","Declared non-disabled","Black","Security","90","90","31460","25680"
"In post","2021","Declared non-disabled","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Statistics","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Tax","320","310","31860","31810"
"In post","2021","Declared non-disabled","Black","Unknown","3470","3310","30150","30330"
"In post","2021","Declared non-disabled","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Delivery","280","260","28470","25410"
"In post","2021","Declared non-disabled","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Other","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Policy","100","100","45070","40500"
"In post","2021","Declared non-disabled","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Science and Engineering","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Tax","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","170","160","31390","27570"
"In post","2021","Declared non-disabled","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Commercial","60","60","36970","33300"
"In post","2021","Declared non-disabled","Mixed","Communications","90","80","42420","39270"
"In post","2021","Declared non-disabled","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Digital, Data and Technology","160","160","42110","39460"
"In post","2021","Declared non-disabled","Mixed","Economics","70","70","45320","44030"
"In post","2021","Declared non-disabled","Mixed","Finance","120","110","42420","40000"
"In post","2021","Declared non-disabled","Mixed","Human Resources","120","110","40180","37000"
"In post","2021","Declared non-disabled","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Intelligence Analysis","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","International Trade","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Legal","210","200","50790","51250"
"In post","2021","Declared non-disabled","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Operational Delivery","1970","1850","29810","26810"
"In post","2021","Declared non-disabled","Mixed","Operational Research","[c]","[c]","[c]","[c]"
