"Status","Year","Region_ITL3","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","Security","120","120","28220","20920"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Operational Delivery","190","180","26500","25220"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Other","230","210","31350","28260"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Policy","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Project Delivery","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Science and Engineering","210","210","44500","40580"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","520","480","30960","27570"
"In post","2021","Bedford","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","No function","Operational Delivery","490","460","30710","29920"
"In post","2021","Bedford","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Operational Delivery","110","100","28540","26160"
"In post","2021","Bedford","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Unknown","170","150","27950","27570"
"In post","2021","Belfast","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","Legal","150","150","29000","26340"
"In post","2021","Belfast","Counter Fraud","Operational Delivery","160","150","29800","28130"
"In post","2021","Belfast","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","Tax","60","60","38570","38630"
"In post","2021","Belfast","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","No function","Operational Delivery","960","870","25690","21440"
"In post","2021","Belfast","No function","Other","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","No function","Policy","70","70","41460","37910"
"In post","2021","Belfast","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","No function","Tax","550","520","31980","31810"
"In post","2021","Belfast","No function","Unknown","110","110","26170","25560"
"In post","2021","Belfast","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","Project Delivery","30","30","[c]","[c]"
"In post","2021","Belfast","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Operational Delivery","410","370","24790","24880"
"In post","2021","Belfast","Unknown","Other","50","50","[c]","[c]"
"In post","2021","Belfast","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Analysis","Economics","[c]","[c]","[c]","[c]"
