"Status","Year","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","Female","Heterosexual / straight","4650","4250","48850","50520"
"In post","2021","Legal","Female","LGBO","170","160","46530","49540"
"In post","2021","Legal","Female","Undeclared","550","490","47940","45480"
"In post","2021","Legal","Female","Unknown","1660","1490","48780","51990"
"In post","2021","Legal","Male","Heterosexual / straight","3080","2990","47300","48080"
"In post","2021","Legal","Male","LGBO","270","270","52250","51830"
"In post","2021","Legal","Male","Undeclared","470","450","45670","41760"
"In post","2021","Legal","Male","Unknown","1280","1240","46500","41760"
"In post","2021","Medicine","Female","Heterosexual / straight","1220","1080","49690","37890"
"In post","2021","Medicine","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Female","Undeclared","150","130","59100","45100"
"In post","2021","Medicine","Female","Unknown","360","310","56840","40890"
"In post","2021","Medicine","Male","Heterosexual / straight","500","460","65160","64380"
"In post","2021","Medicine","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Male","Undeclared","80","70","71920","82100"
"In post","2021","Medicine","Male","Unknown","160","140","66210","56450"
"In post","2021","Operational Delivery","Female","Heterosexual / straight","65030","58130","28030","25480"
"In post","2021","Operational Delivery","Female","LGBO","3610","3470","28610","25900"
"In post","2021","Operational Delivery","Female","Undeclared","9690","8400","27620","25560"
"In post","2021","Operational Delivery","Female","Unknown","18570","16290","26130","22920"
"In post","2021","Operational Delivery","Male","Heterosexual / straight","50970","48930","30420","27370"
"In post","2021","Operational Delivery","Male","LGBO","2820","2730","29410","26220"
"In post","2021","Operational Delivery","Male","Undeclared","7800","7360","30340","27380"
"In post","2021","Operational Delivery","Male","Unknown","17620","16700","28440","25930"
"In post","2021","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Female","Heterosexual / straight","320","300","43560","40530"
"In post","2021","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Female","Undeclared","30","30","[c]","[c]"
"In post","2021","Operational Research","Female","Unknown","50","50","[c]","[c]"
"In post","2021","Operational Research","Male","Heterosexual / straight","540","520","45310","46080"
"In post","2021","Operational Research","Male","LGBO","40","40","[c]","[c]"
"In post","2021","Operational Research","Male","Undeclared","80","70","46200","46080"
"In post","2021","Operational Research","Male","Unknown","110","100","42980","40480"
"In post","2021","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Heterosexual / straight","7950","7470","29240","24890"
"In post","2021","Other","Female","LGBO","270","260","30760","26510"
"In post","2021","Other","Female","Undeclared","1040","970","29340","25610"
"In post","2021","Other","Female","Unknown","1500","1420","34550","30150"
"In post","2021","Other","Male","Heterosexual / straight","7310","7150","32050","26930"
"In post","2021","Other","Male","LGBO","330","320","32510","28660"
"In post","2021","Other","Male","Undeclared","1130","1100","33180","27880"
"In post","2021","Other","Male","Unknown","3140","3090","37110","33280"
"In post","2021","Planning","Female","Heterosexual / straight","80","80","45760","40790"
"In post","2021","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Heterosexual / straight","80","80","48270","41020"
"In post","2021","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Heterosexual / straight","100","90","57580","58810"
"In post","2021","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Male","Heterosexual / straight","160","150","58050","58810"
"In post","2021","Planning Inspectors","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Female","Heterosexual / straight","10970","10500","46190","41760"
"In post","2021","Policy","Female","LGBO","800","790","44230","39600"
"In post","2021","Policy","Female","Undeclared","1280","1240","45250","40580"
"In post","2021","Policy","Female","Unknown","2660","2560","45770","40650"
"In post","2021","Policy","Male","Heterosexual / straight","8720","8630","49450","48400"
"In post","2021","Policy","Male","LGBO","1100","1090","49130","50870"
"In post","2021","Policy","Male","Undeclared","1340","1320","49160","47300"
"In post","2021","Policy","Male","Unknown","2190","2170","47580","43360"
"In post","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Female","Heterosexual / straight","6040","5770","40490","37450"
"In post","2021","Project Delivery","Female","LGBO","240","240","39490","35960"
"In post","2021","Project Delivery","Female","Undeclared","690","660","41310","38630"
"In post","2021","Project Delivery","Female","Unknown","1080","1030","40820","38630"
"In post","2021","Project Delivery","Male","Heterosexual / straight","5830","5740","44410","40580"
"In post","2021","Project Delivery","Male","LGBO","320","320","43220","39310"
"In post","2021","Project Delivery","Male","Undeclared","800","780","45970","41790"
"In post","2021","Project Delivery","Male","Unknown","1010","990","43060","39450"
"In post","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Heterosexual / straight","1940","1810","35030","33000"
"In post","2021","Property","Female","LGBO","80","70","34040","32010"
"In post","2021","Property","Female","Undeclared","290","270","34990","33300"
"In post","2021","Property","Female","Unknown","470","430","31650","29450"
"In post","2021","Property","Male","Heterosexual / straight","2930","2860","37940","33570"
"In post","2021","Property","Male","LGBO","100","100","37670","33300"
"In post","2021","Property","Male","Undeclared","460","450","38750","36140"
"In post","2021","Property","Male","Unknown","700","680","35700","32100"
"In post","2021","Psychology","Female","Heterosexual / straight","940","890","35650","31180"
"In post","2021","Psychology","Female","LGBO","40","40","[c]","[c]"
"In post","2021","Psychology","Female","Undeclared","80","70","34770","31180"
"In post","2021","Psychology","Female","Unknown","180","170","36260","33300"
"In post","2021","Psychology","Male","Heterosexual / straight","120","120","36780","31180"
"In post","2021","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Female","Heterosexual / straight","2790","2580","38080","36150"
"In post","2021","Science and Engineering","Female","LGBO","190","180","35380","31250"
"In post","2021","Science and Engineering","Female","Undeclared","420","390","40410","38130"
"In post","2021","Science and Engineering","Female","Unknown","1090","1000","38730","37420"
"In post","2021","Science and Engineering","Male","Heterosexual / straight","6100","5970","38510","37320"
"In post","2021","Science and Engineering","Male","LGBO","240","230","37080","31710"
"In post","2021","Science and Engineering","Male","Undeclared","1160","1110","39250","37360"
"In post","2021","Science and Engineering","Male","Unknown","2120","2050","40320","39650"
"In post","2021","Security","Female","Heterosexual / straight","1220","1170","31980","28750"
"In post","2021","Security","Female","LGBO","110","110","32010","28990"
"In post","2021","Security","Female","Undeclared","170","160","31380","29080"
"In post","2021","Security","Female","Unknown","240","230","33580","30630"
"In post","2021","Security","Male","Heterosexual / straight","4670","4590","30520","26610"
"In post","2021","Security","Male","LGBO","140","140","33660","32860"
"In post","2021","Security","Male","Undeclared","770","760","35170","39070"
"In post","2021","Security","Male","Unknown","990","990","31730","28890"
"In post","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Female","Heterosexual / straight","610","570","43210","41760"
"In post","2021","Social Research","Female","LGBO","50","50","41890","37020"
"In post","2021","Social Research","Female","Undeclared","50","40","[c]","[c]"
"In post","2021","Social Research","Female","Unknown","100","90","39220","37020"
"In post","2021","Social Research","Male","Heterosexual / straight","240","240","43850","40960"
"In post","2021","Social Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Male","Unknown","70","70","39190","37020"
"In post","2021","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Female","Heterosexual / straight","680","640","44190","40640"
"In post","2021","Statistics","Female","LGBO","60","60","38870","37020"
"In post","2021","Statistics","Female","Undeclared","60","60","41480","37750"
"In post","2021","Statistics","Female","Unknown","140","130","39270","36160"
"In post","2021","Statistics","Male","Heterosexual / straight","710","700","44500","40640"
"In post","2021","Statistics","Male","LGBO","80","70","42790","37800"
"In post","2021","Statistics","Male","Undeclared","80","80","42260","38500"
"In post","2021","Statistics","Male","Unknown","200","200","41970","37020"
"In post","2021","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Female","Heterosexual / straight","4640","4260","34380","31810"
"In post","2021","Tax","Female","LGBO","250","240","32820","31810"
"In post","2021","Tax","Female","Undeclared","590","530","36420","31870"
"In post","2021","Tax","Female","Unknown","2950","2750","27590","25560"
"In post","2021","Tax","Male","Heterosexual / straight","4960","4770","36830","31810"
"In post","2021","Tax","Male","LGBO","390","380","33670","31810"
"In post","2021","Tax","Male","Undeclared","740","700","39460","35000"
"In post","2021","Tax","Male","Unknown","3290","3170","29860","25560"
"In post","2021","Unknown","Female","Heterosexual / straight","47800","42400","30040","27570"
"In post","2021","Unknown","Female","LGBO","2250","2140","30210","27570"
"In post","2021","Unknown","Female","Undeclared","5300","4590","28530","27570"
"In post","2021","Unknown","Female","Unknown","19490","16730","29720","27570"
"In post","2021","Unknown","Male","Heterosexual / straight","27190","26360","32460","27570"
"In post","2021","Unknown","Male","LGBO","2710","2640","31630","27570"
"In post","2021","Unknown","Male","Undeclared","3400","3260","31420","27570"
"In post","2021","Unknown","Male","Unknown","12490","12030","33450","27570"
"In post","2021","Veterinarian","Female","Heterosexual / straight","170","160","44810","38750"
"In post","2021","Veterinarian","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Female","Undeclared","40","40","[c]","[c]"
"In post","2021","Veterinarian","Female","Unknown","40","40","[c]","[c]"
"In post","2021","Veterinarian","Male","Heterosexual / straight","120","120","46760","46450"
"In post","2021","Veterinarian","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Female","Heterosexual / straight","2500","2370","38960","36510"
"In post","2022","Commercial","Female","LGBO","120","120","35670","33000"
"In post","2022","Commercial","Female","Undeclared","340","320","39870","37860"
"In post","2022","Commercial","Female","Unknown","440","410","35760","33370"
"In post","2022","Commercial","Male","Heterosexual / straight","1950","1920","41980","38980"
"In post","2022","Commercial","Male","LGBO","140","140","39300","36860"
"In post","2022","Commercial","Male","Undeclared","310","300","42720","40650"
"In post","2022","Commercial","Male","Unknown","410","390","39540","36650"
"In post","2022","Communications","Female","Heterosexual / straight","1710","1620","42400","39250"
"In post","2022","Communications","Female","LGBO","110","110","40190","37350"
"In post","2022","Communications","Female","Undeclared","260","240","42530","39000"
"In post","2022","Communications","Female","Unknown","410","400","42230","38750"
"In post","2022","Communications","Male","Heterosexual / straight","1050","1030","42660","38750"
"In post","2022","Communications","Male","LGBO","140","140","41710","39230"
"In post","2022","Communications","Male","Undeclared","200","200","42730","39180"
"In post","2022","Communications","Male","Unknown","300","300","42820","38930"
"In post","2022","Corporate Finance","Female","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Female","Unknown","40","40","[c]","[c]"
"In post","2022","Corporate Finance","Male","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Female","Heterosexual / straight","2620","2320","28320","27570"
"In post","2022","Counter Fraud","Female","LGBO","120","110","28780","27570"
"In post","2022","Counter Fraud","Female","Undeclared","360","300","27660","27570"
"In post","2022","Counter Fraud","Female","Unknown","810","680","28670","27570"
"In post","2022","Counter Fraud","Male","Heterosexual / straight","1750","1650","30600","27570"
"In post","2022","Counter Fraud","Male","LGBO","100","100","29290","27570"
"In post","2022","Counter Fraud","Male","Undeclared","240","230","29990","27570"
"In post","2022","Counter Fraud","Male","Unknown","580","540","30620","27570"
"In post","2022","Digital, Data and Technology","Female","Heterosexual / straight","4750","4510","40910","37590"
"In post","2022","Digital, Data and Technology","Female","LGBO","370","360","39410","36120"
"In post","2022","Digital, Data and Technology","Female","Undeclared","640","620","41350","38450"
"In post","2022","Digital, Data and Technology","Female","Unknown","1240","1190","41260","37930"
"In post","2022","Digital, Data and Technology","Male","Heterosexual / straight","8470","8350","43050","40000"
"In post","2022","Digital, Data and Technology","Male","LGBO","480","480","41670","37400"
"In post","2022","Digital, Data and Technology","Male","Undeclared","1340","1320","42090","38710"
"In post","2022","Digital, Data and Technology","Male","Unknown","2720","2690","42330","38450"
"In post","2022","Economics","Female","Heterosexual / straight","540","520","48240","45260"
"In post","2022","Economics","Female","LGBO","60","60","42430","37810"
"In post","2022","Economics","Female","Undeclared","70","60","44490","40650"
"In post","2022","Economics","Female","Unknown","110","100","43150","37160"
"In post","2022","Economics","Male","Heterosexual / straight","880","870","48540","49530"
"In post","2022","Economics","Male","LGBO","80","80","46060","40540"
"In post","2022","Economics","Male","Undeclared","110","110","49470","51120"
"In post","2022","Economics","Male","Unknown","240","240","45660","37610"
"In post","2022","Finance","Female","Heterosexual / straight","5210","4920","38780","34290"
"In post","2022","Finance","Female","LGBO","170","170","39120","34670"
"In post","2022","Finance","Female","Undeclared","720","680","38190","33370"
"In post","2022","Finance","Female","Unknown","790","730","37970","34290"
"In post","2022","Finance","Male","Heterosexual / straight","3900","3840","43030","39360"
"In post","2022","Finance","Male","LGBO","220","220","43410","40000"
"In post","2022","Finance","Male","Undeclared","580","570","43410","40520"
"In post","2022","Finance","Male","Unknown","730","720","40580","37470"
"In post","2022","Geography","Female","Heterosexual / straight","110","100","31310","33000"
"In post","2022","Geography","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Female","Unknown","40","30","[c]","[c]"
"In post","2022","Geography","Male","Heterosexual / straight","210","200","32270","33290"
"In post","2022","Geography","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Male","Unknown","90","80","31150","29290"
"In post","2022","Human Resources","Female","Heterosexual / straight","5370","5030","39070","34710"
"In post","2022","Human Resources","Female","LGBO","230","220","37920","33290"
"In post","2022","Human Resources","Female","Undeclared","480","450","35480","32790"
"In post","2022","Human Resources","Female","Unknown","710","670","36500","32290"
"In post","2022","Human Resources","Male","Heterosexual / straight","1970","1930","40260","36650"
"In post","2022","Human Resources","Male","LGBO","280","270","41850","37230"
"In post","2022","Human Resources","Male","Undeclared","260","260","38340","34770"
"In post","2022","Human Resources","Male","Unknown","320","320","37950","33370"
"In post","2022","Inspector of Education and Training","Female","Heterosexual / straight","590","580","62630","51360"
"In post","2022","Inspector of Education and Training","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Male","Heterosexual / straight","220","210","73060","75500"
"In post","2022","Inspector of Education and Training","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Female","Heterosexual / straight","1100","1030","31920","28990"
"In post","2022","Intelligence Analysis","Female","LGBO","70","60","31410","29250"
"In post","2022","Intelligence Analysis","Female","Undeclared","180","160","33460","30500"
"In post","2022","Intelligence Analysis","Female","Unknown","140","140","33170","29680"
"In post","2022","Intelligence Analysis","Male","Heterosexual / straight","1280","1250","35070","31960"
"In post","2022","Intelligence Analysis","Male","LGBO","50","50","[c]","[c]"
"In post","2022","Intelligence Analysis","Male","Undeclared","240","230","36050","33300"
"In post","2022","Intelligence Analysis","Male","Unknown","190","190","34740","33080"
"In post","2022","Internal Audit","Female","Heterosexual / straight","310","290","44500","42510"
"In post","2022","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","Undeclared","50","50","46770","43070"
"In post","2022","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","Heterosexual / straight","290","280","48430","46350"
"In post","2022","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","Undeclared","40","40","[c]","[c]"
"In post","2022","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Female","Heterosexual / straight","460","450","47630","47240"
"In post","2022","International Trade","Female","LGBO","30","30","[c]","[c]"
"In post","2022","International Trade","Female","Undeclared","40","40","[c]","[c]"
"In post","2022","International Trade","Female","Unknown","220","220","44260","39210"
"In post","2022","International Trade","Male","Heterosexual / straight","510","500","48210","48220"
"In post","2022","International Trade","Male","LGBO","80","80","49120","43840"
"In post","2022","International Trade","Male","Undeclared","50","50","48930","51710"
"In post","2022","International Trade","Male","Unknown","250","250","46700","40520"
"In post","2022","Knowledge and Information Management","Female","Heterosexual / straight","930","870","34320","31840"
"In post","2022","Knowledge and Information Management","Female","LGBO","50","50","31700","28050"
"In post","2022","Knowledge and Information Management","Female","Undeclared","150","140","33230","31860"
"In post","2022","Knowledge and Information Management","Female","Unknown","180","170","36560","33080"
"In post","2022","Knowledge and Information Management","Male","Heterosexual / straight","690","680","37030","33300"
"In post","2022","Knowledge and Information Management","Male","LGBO","60","60","37760","35850"
"In post","2022","Knowledge and Information Management","Male","Undeclared","150","150","36720","33300"
"In post","2022","Knowledge and Information Management","Male","Unknown","170","160","36450","33080"
"In post","2022","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Heterosexual / straight","5090","4660","49550","50500"
"In post","2022","Legal","Female","LGBO","210","200","47050","48440"
"In post","2022","Legal","Female","Undeclared","510","460","48870","47100"
"In post","2022","Legal","Female","Unknown","1650","1480","48980","51470"
"In post","2022","Legal","Male","Heterosexual / straight","3230","3140","48450","48080"
"In post","2022","Legal","Male","LGBO","280","280","52850","52520"
"In post","2022","Legal","Male","Undeclared","460","440","47810","44780"
