"Status","Year","Function_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","North West (England)","Sefton","40","30","[c]","[c]"
"In post","2021","Analysis","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","City of Edinburgh","50","50","[c]","[c]"
"In post","2021","Analysis","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Central Hampshire","350","340","40800","37700"
"In post","2021","Analysis","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","South Hampshire","450","430","37290","36030"
"In post","2021","Analysis","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","60","50","40630","38530"
"In post","2021","Analysis","South West (England)","Bristol, City of","150","140","39320","34950"
"In post","2021","Analysis","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Dorset CC","120","110","33040","29270"
"In post","2021","Analysis","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South West (England)","Wiltshire","110","110","37690","37320"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales","Monmouthshire and Newport","1040","990","36370","36030"
"In post","2021","Analysis","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Birmingham","40","40","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Midlands (England)","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Leeds","140","140","41610","41890"
"In post","2021","Analysis","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","Sheffield","130","120","44020","42580"
"In post","2021","Analysis","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Yorkshire and The Humber","York","60","60","37880","31830"
"In post","2021","Commercial","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","Nottingham","60","50","41870","40470"
"In post","2021","Commercial","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Cambridgeshire CC","130","120","37430","34800"
"In post","2021","Commercial","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Norwich and East Norfolk","150","140","43090","38420"
"In post","2021","Commercial","East of England","Peterborough","40","40","[c]","[c]"
"In post","2021","Commercial","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Croydon","120","120","48470","46600"
"In post","2021","Commercial","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Hounslow and Richmond upon Thames","60","50","32290","26120"
"In post","2021","Commercial","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Tower Hamlets","170","170","49430","46130"
"In post","2021","Commercial","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","London","Westminster","1440","1420","61930","54700"
"In post","2021","Commercial","North East (England)","Darlington","30","30","[c]","[c]"
"In post","2021","Commercial","North East (England)","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North East (England)","Tyneside","50","50","41750","41090"
"In post","2021","Commercial","North West (England)","Blackpool","30","30","[c]","[c]"
"In post","2021","Commercial","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester South East","30","30","[c]","[c]"
"In post","2021","Commercial","North West (England)","Greater Manchester South West","160","150","44690","38630"
"In post","2021","Commercial","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Liverpool","270","270","41840","35420"
"In post","2021","Commercial","North West (England)","Manchester","150","150","44830","38280"
"In post","2021","Commercial","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Sefton","40","30","[c]","[c]"
"In post","2021","Commercial","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","40","40","[c]","[c]"
"In post","2021","Commercial","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","City of Edinburgh","60","50","35800","33650"
"In post","2021","Commercial","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Glasgow City","150","150","38010","33840"
"In post","2021","Commercial","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","South Lanarkshire","100","90","44820","43110"
"In post","2021","Commercial","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Buckinghamshire CC","70","70","39960","36800"
"In post","2021","Commercial","South East (England)","Central Hampshire","210","200","37620","33630"
"In post","2021","Commercial","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Milton Keynes","80","70","43780","41160"
"In post","2021","Commercial","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Oxfordshire","40","40","[c]","[c]"
"In post","2021","Commercial","South East (England)","Portsmouth","100","100","37290","33300"
"In post","2021","Commercial","South East (England)","South Hampshire","40","40","[c]","[c]"
"In post","2021","Commercial","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","West Surrey","30","30","[c]","[c]"
"In post","2021","Commercial","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","640","620","44040","40580"
"In post","2021","Commercial","South West (England)","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Bristol, City of","80","80","41650","39830"
"In post","2021","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Devon CC","200","190","42960","40140"
"In post","2021","Commercial","South West (England)","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Somerset","40","30","[c]","[c]"
"In post","2021","Commercial","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Wiltshire","340","330","39170","34800"
"In post","2021","Commercial","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","Commercial","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"In post","2021","Commercial","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Monmouthshire and Newport","110","110","37950","34800"
"In post","2021","Commercial","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Swansea","170","150","33450","31040"
"In post","2021","Commercial","West Midlands (England)","Birmingham","80","80","47790","40830"
"In post","2021","Commercial","West Midlands (England)","Coventry","40","40","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Staffordshire CC","130","130","33220","27010"
"In post","2021","Commercial","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Telford and Wrekin","50","50","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Leeds","260","250","46540","40480"
"In post","2021","Commercial","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Sheffield","90","90","48070","43690"
"In post","2021","Commercial","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","York","50","50","43210","38180"
"In post","2021","Communications","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Nottingham","480","470","29450","25560"
"In post","2021","Communications","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Croydon","30","30","[c]","[c]"
"In post","2021","Communications","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Harrow and Hillingdon","170","170","23760","21190"
"In post","2021","Communications","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Lambeth","60","60","49970","45650"
"In post","2021","Communications","London","Tower Hamlets","150","150","45580","37930"
"In post","2021","Communications","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Westminster","1950","1910","46540","42360"
"In post","2021","Communications","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Tyneside","1510","1420","27900","25560"
"In post","2021","Communications","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Greater Manchester South West","370","370","28620","25560"
"In post","2021","Communications","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Liverpool","40","40","[c]","[c]"
"In post","2021","Communications","North West (England)","Manchester","120","120","32150","30200"
"In post","2021","Communications","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Sefton","60","60","37930","35910"
"In post","2021","Communications","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","West Cumbria","40","40","[c]","[c]"
"In post","2021","Communications","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Belfast","30","30","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","City of Edinburgh","150","140","33000","31810"
"In post","2021","Communications","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Glasgow City","30","30","[c]","[c]"
"In post","2021","Communications","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Berkshire","40","30","[c]","[c]"
"In post","2021","Communications","South East (England)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Central Hampshire","80","70","31600","26930"
"In post","2021","Communications","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Portsmouth","50","50","[c]","[c]"
"In post","2021","Communications","South East (England)","South Hampshire","40","40","[c]","[c]"
"In post","2021","Communications","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","80","70","39300","35930"
"In post","2021","Communications","South West (England)","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Bristol, City of","100","90","38260","36420"
"In post","2021","Communications","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Devon CC","50","50","34400","32730"
"In post","2021","Communications","South West (England)","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Wiltshire","50","50","32850","30000"
"In post","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Cardiff and Vale of Glamorgan","800","770","28710","25560"
"In post","2021","Communications","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Monmouthshire and Newport","60","60","35610","30640"
"In post","2021","Communications","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Swansea","80","70","29440","26700"
"In post","2021","Communications","West Midlands (England)","Birmingham","250","240","31350","28130"
"In post","2021","Communications","West Midlands (England)","Coventry","30","30","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
