"Status","Year","Sexual_orientation","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Outer London - South","Declared disabled","90","90","40390","35050"
"In post","2022","LGBO","Outer London - South","Declared non-disabled","210","210","41980","37380"
"In post","2022","LGBO","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Declared disabled","60","60","33910","31460"
"In post","2022","LGBO","Outer London - West and North West","Declared non-disabled","230","220","32920","31060"
"In post","2022","LGBO","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Declared non-disabled","130","130","52510","52760"
"In post","2022","LGBO","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Declared disabled","90","80","28360","26740"
"In post","2022","LGBO","Shropshire and Staffordshire","Declared non-disabled","240","230","29260","26700"
"In post","2022","LGBO","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Declared disabled","110","110","31960","28590"
"In post","2022","LGBO","South Yorkshire","Declared non-disabled","280","270","32470","28550"
"In post","2022","LGBO","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Yorkshire","Unknown","40","40","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Declared disabled","40","40","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Declared non-disabled","110","110","30670","27570"
"In post","2022","LGBO","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Declared disabled","110","110","29570","27570"
"In post","2022","LGBO","Surrey, East and West Sussex","Declared non-disabled","350","330","30480","27570"
"In post","2022","LGBO","Surrey, East and West Sussex","Undeclared","30","30","[c]","[c]"
"In post","2022","LGBO","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Declared disabled","70","60","27970","27570"
"In post","2022","LGBO","Tees Valley and Durham","Declared non-disabled","250","240","29110","27130"
"In post","2022","LGBO","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Declared disabled","190","190","29740","27230"
"In post","2022","LGBO","West Central Scotland","Declared non-disabled","550","530","31590","27570"
"In post","2022","LGBO","West Central Scotland","Undeclared","30","30","[c]","[c]"
"In post","2022","LGBO","West Central Scotland","Unknown","70","70","32060","27940"
"In post","2022","LGBO","West Midlands","Declared disabled","200","190","30310","27570"
"In post","2022","LGBO","West Midlands","Declared non-disabled","420","400","32040","27570"
"In post","2022","LGBO","West Midlands","Undeclared","40","40","[c]","[c]"
"In post","2022","LGBO","West Midlands","Unknown","40","40","[c]","[c]"
"In post","2022","LGBO","West Wales and The Valleys","Declared disabled","120","120","27790","27130"
"In post","2022","LGBO","West Wales and The Valleys","Declared non-disabled","390","380","29030","26780"
"In post","2022","LGBO","West Wales and The Valleys","Undeclared","30","30","[c]","[c]"
"In post","2022","LGBO","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Yorkshire","Declared disabled","180","170","32160","27570"
"In post","2022","LGBO","West Yorkshire","Declared non-disabled","560","540","32610","28920"
"In post","2022","LGBO","West Yorkshire","Undeclared","50","50","[c]","[c]"
"In post","2022","LGBO","West Yorkshire","Unknown","60","60","36250","31800"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Declared disabled","50","40","[c]","[c]"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Declared non-disabled","210","190","32840","29670"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Undeclared","110","100","34040","32120"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","110","100","32490","29530"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","430","410","33950","31580"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","270","250","35450","33630"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Unknown","80","80","39300","35000"
"In post","2022","Undeclared","Cheshire","Declared disabled","50","50","[c]","[c]"
"In post","2022","Undeclared","Cheshire","Declared non-disabled","170","160","31160","27570"
"In post","2022","Undeclared","Cheshire","Undeclared","80","80","31250","29900"
"In post","2022","Undeclared","Cheshire","Unknown","60","50","35090","34140"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Declared non-disabled","110","100","27590","26930"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Undeclared","40","30","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Declared non-disabled","100","90","30040","26610"
"In post","2022","Undeclared","Cumbria","Undeclared","50","40","[c]","[c]"
"In post","2022","Undeclared","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Declared disabled","190","180","29960","27570"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Declared non-disabled","590","530","32680","27570"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Undeclared","290","270","34440","32860"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","Unknown","70","70","36350","33040"
"In post","2022","Undeclared","Devon","Declared disabled","120","110","29440","27570"
"In post","2022","Undeclared","Devon","Declared non-disabled","670","610","35770","34290"
"In post","2022","Undeclared","Devon","Undeclared","170","150","32440","30140"
"In post","2022","Undeclared","Devon","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Dorset and Somerset","Declared disabled","90","80","28920","27570"
"In post","2022","Undeclared","Dorset and Somerset","Declared non-disabled","270","250","30370","27570"
"In post","2022","Undeclared","Dorset and Somerset","Undeclared","160","150","32720","30480"
"In post","2022","Undeclared","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Anglia","Declared disabled","150","140","30400","27570"
"In post","2022","Undeclared","East Anglia","Declared non-disabled","670","610","30190","27570"
"In post","2022","Undeclared","East Anglia","Undeclared","360","340","31940","31550"
"In post","2022","Undeclared","East Anglia","Unknown","90","90","40390","34520"
"In post","2022","Undeclared","East Wales","Declared disabled","180","170","32280","27610"
"In post","2022","Undeclared","East Wales","Declared non-disabled","950","890","35130","29470"
"In post","2022","Undeclared","East Wales","Undeclared","460","430","34070","30580"
"In post","2022","Undeclared","East Wales","Unknown","160","150","38420","34500"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Declared disabled","60","50","27510","27280"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Declared non-disabled","270","250","28540","27370"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Undeclared","140","130","30460","28060"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Eastern Scotland","Declared disabled","150","140","33470","27570"
"In post","2022","Undeclared","Eastern Scotland","Declared non-disabled","580","540","36080","30790"
"In post","2022","Undeclared","Eastern Scotland","Undeclared","200","190","34920","30840"
"In post","2022","Undeclared","Eastern Scotland","Unknown","120","110","41740","38280"
"In post","2022","Undeclared","Essex","Declared disabled","80","70","29560","28920"
"In post","2022","Undeclared","Essex","Declared non-disabled","270","240","30920","28580"
"In post","2022","Undeclared","Essex","Undeclared","130","110","32070","29290"
"In post","2022","Undeclared","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","370","350","35880","33300"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","1420","1330","37650","34530"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","760","730","38380","36000"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","300","280","42360","40300"
"In post","2022","Undeclared","Greater Manchester","Declared disabled","250","230","29630","27570"
"In post","2022","Undeclared","Greater Manchester","Declared non-disabled","860","800","31270","27570"
"In post","2022","Undeclared","Greater Manchester","Undeclared","440","410","34390","31860"
"In post","2022","Undeclared","Greater Manchester","Unknown","90","90","35760","33080"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Declared disabled","170","160","30300","27570"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Declared non-disabled","740","680","33910","30820"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Undeclared","390","370","33630","32750"
"In post","2022","Undeclared","Hampshire and Isle of Wight","Unknown","130","130","34250","33130"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Declared disabled","50","50","28380","26670"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","200","190","29190","27570"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Undeclared","110","110","30860","28340"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Declared non-disabled","90","80","30700","27570"
"In post","2022","Undeclared","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inner London - East","Declared disabled","220","210","38870","33060"
"In post","2022","Undeclared","Inner London - East","Declared non-disabled","870","820","42630","37620"
"In post","2022","Undeclared","Inner London - East","Undeclared","360","340","43980","37940"
"In post","2022","Undeclared","Inner London - East","Unknown","200","190","47260","40070"
"In post","2022","Undeclared","Inner London - West","Declared disabled","480","460","45520","40230"
"In post","2022","Undeclared","Inner London - West","Declared non-disabled","2640","2560","47970","43920"
"In post","2022","Undeclared","Inner London - West","Undeclared","1200","1180","48310","45200"
"In post","2022","Undeclared","Inner London - West","Unknown","1270","1240","47720","44000"
"In post","2022","Undeclared","Kent","Declared disabled","110","100","30500","27370"
"In post","2022","Undeclared","Kent","Declared non-disabled","450","410","29920","28710"
"In post","2022","Undeclared","Kent","Undeclared","260","240","30240","27370"
"In post","2022","Undeclared","Kent","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","Lancashire","Declared disabled","200","180","27420","27130"
"In post","2022","Undeclared","Lancashire","Declared non-disabled","610","550","29640","27570"
"In post","2022","Undeclared","Lancashire","Undeclared","270","250","30020","27570"
"In post","2022","Undeclared","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Declared disabled","80","70","28780","27130"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","320","290","28430","26720"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Undeclared","160","150","30090","28070"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","Declared disabled","40","40","[c]","[c]"
"In post","2022","Undeclared","Lincolnshire","Declared non-disabled","150","140","29180","26780"
"In post","2022","Undeclared","Lincolnshire","Undeclared","90","90","31360","28130"
"In post","2022","Undeclared","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Merseyside","Declared disabled","210","180","28150","26780"
"In post","2022","Undeclared","Merseyside","Declared non-disabled","850","770","28940","26410"
"In post","2022","Undeclared","Merseyside","Undeclared","360","330","32450","28920"
"In post","2022","Undeclared","Merseyside","Unknown","70","60","37080","30650"
"In post","2022","Undeclared","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","Declared non-disabled","80","80","39960","32010"
"In post","2022","Undeclared","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North Yorkshire","Declared disabled","50","50","32360","27570"
"In post","2022","Undeclared","North Yorkshire","Declared non-disabled","230","210","32630","29670"
"In post","2022","Undeclared","North Yorkshire","Undeclared","130","120","32820","30350"
"In post","2022","Undeclared","North Yorkshire","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Declared non-disabled","110","100","29160","26220"
"In post","2022","Undeclared","Northern Ireland","Undeclared","70","70","30820","27420"
"In post","2022","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","Declared disabled","200","170","29090","26820"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","Declared non-disabled","790","710","29570","26780"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","Undeclared","420","390","32440","27570"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","Unknown","110","90","33270","26820"
"In post","2022","Undeclared","Outer London - East and North East","Declared disabled","60","50","30530","30780"
"In post","2022","Undeclared","Outer London - East and North East","Declared non-disabled","190","160","30490","31060"
"In post","2022","Undeclared","Outer London - East and North East","Undeclared","70","70","31360","31060"
"In post","2022","Undeclared","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Outer London - South","Declared disabled","150","130","36710","32880"
"In post","2022","Undeclared","Outer London - South","Declared non-disabled","680","640","38330","34810"
"In post","2022","Undeclared","Outer London - South","Undeclared","320","300","42080","37610"
"In post","2022","Undeclared","Outer London - South","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Outer London - West and North West","Declared disabled","120","100","32780","31060"
"In post","2022","Undeclared","Outer London - West and North West","Declared non-disabled","600","540","33340","30890"
"In post","2022","Undeclared","Outer London - West and North West","Undeclared","220","200","34880","31060"
"In post","2022","Undeclared","Outer London - West and North West","Unknown","70","60","48940","40850"
"In post","2022","Undeclared","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Overseas","Declared non-disabled","190","190","46310","41240"
"In post","2022","Undeclared","Overseas","Undeclared","90","90","46850","41960"
"In post","2022","Undeclared","Overseas","Unknown","50","50","[c]","[c]"
"In post","2022","Undeclared","Shropshire and Staffordshire","Declared disabled","120","110","31050","27570"
"In post","2022","Undeclared","Shropshire and Staffordshire","Declared non-disabled","360","330","30840","27570"
"In post","2022","Undeclared","Shropshire and Staffordshire","Undeclared","240","220","32060","28200"
"In post","2022","Undeclared","Shropshire and Staffordshire","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","South Yorkshire","Declared disabled","130","110","30600","27570"
"In post","2022","Undeclared","South Yorkshire","Declared non-disabled","480","440","31070","27570"
"In post","2022","Undeclared","South Yorkshire","Undeclared","210","200","33630","31610"
"In post","2022","Undeclared","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Southern Scotland","Declared disabled","30","30","[c]","[c]"
"In post","2022","Undeclared","Southern Scotland","Declared non-disabled","170","150","29910","27570"
"In post","2022","Undeclared","Southern Scotland","Undeclared","80","70","31430","26820"
"In post","2022","Undeclared","Southern Scotland","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","Surrey, East and West Sussex","Declared disabled","110","90","29690","27570"
"In post","2022","Undeclared","Surrey, East and West Sussex","Declared non-disabled","520","470","31980","28350"
"In post","2022","Undeclared","Surrey, East and West Sussex","Undeclared","250","230","33950","32560"
"In post","2022","Undeclared","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tees Valley and Durham","Declared disabled","110","100","27390","27120"
"In post","2022","Undeclared","Tees Valley and Durham","Declared non-disabled","410","370","29350","27130"
"In post","2022","Undeclared","Tees Valley and Durham","Undeclared","190","170","30940","29120"
"In post","2022","Undeclared","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Declared non-disabled","60","50","32620","27570"
"In post","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","West Central Scotland","Declared disabled","180","160","28390","27570"
"In post","2022","Undeclared","West Central Scotland","Declared non-disabled","800","730","30470","27570"
"In post","2022","Undeclared","West Central Scotland","Undeclared","280","260","31830","27570"
"In post","2022","Undeclared","West Central Scotland","Unknown","110","100","36930","34500"
"In post","2022","Undeclared","West Midlands","Declared disabled","220","200","28710","27570"
"In post","2022","Undeclared","West Midlands","Declared non-disabled","840","760","30780","27570"
"In post","2022","Undeclared","West Midlands","Undeclared","330","300","32800","27570"
"In post","2022","Undeclared","West Midlands","Unknown","120","110","34940","32530"
"In post","2022","Undeclared","West Wales and The Valleys","Declared disabled","360","290","24970","21840"
"In post","2022","Undeclared","West Wales and The Valleys","Declared non-disabled","1500","1290","28080","24330"
"In post","2022","Undeclared","West Wales and The Valleys","Undeclared","400","360","30640","26780"
"In post","2022","Undeclared","West Wales and The Valleys","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","West Yorkshire","Declared disabled","170","150","31560","27570"
"In post","2022","Undeclared","West Yorkshire","Declared non-disabled","780","700","32090","27570"
"In post","2022","Undeclared","West Yorkshire","Undeclared","340","320","33520","31650"
"In post","2022","Undeclared","West Yorkshire","Unknown","270","260","39310","36820"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Declared non-disabled","250","210","33760","29540"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","Unknown","460","440","33330","29260"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","40","40","[c]","[c]"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","410","370","33440","29530"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","90","90","32360","33520"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Unknown","980","940","33060","28890"
"In post","2022","Unknown","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cheshire","Declared non-disabled","240","210","27610","27000"
"In post","2022","Unknown","Cheshire","Undeclared","70","60","31940","31650"
"In post","2022","Unknown","Cheshire","Unknown","360","340","30500","26340"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Declared non-disabled","150","130","25460","22010"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Unknown","100","90","28520","26130"
"In post","2022","Unknown","Cumbria","Declared disabled","30","30","[c]","[c]"
"In post","2022","Unknown","Cumbria","Declared non-disabled","480","430","24700","21300"
"In post","2022","Unknown","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cumbria","Unknown","100","100","30080","27570"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Declared disabled","110","90","28710","27570"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Declared non-disabled","920","810","30170","27570"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Undeclared","110","100","28940","27570"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","Unknown","1780","1690","29590","26820"
"In post","2022","Unknown","Devon","Declared disabled","70","60","27550","25010"
"In post","2022","Unknown","Devon","Declared non-disabled","560","460","27830","27130"
"In post","2022","Unknown","Devon","Undeclared","70","60","30140","27570"
"In post","2022","Unknown","Devon","Unknown","710","670","27460","24260"
"In post","2022","Unknown","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Dorset and Somerset","Declared non-disabled","270","240","28640","27570"
"In post","2022","Unknown","Dorset and Somerset","Undeclared","50","40","[c]","[c]"
"In post","2022","Unknown","Dorset and Somerset","Unknown","530","500","30750","27130"
"In post","2022","Unknown","East Anglia","Declared disabled","70","60","27160","27570"
"In post","2022","Unknown","East Anglia","Declared non-disabled","760","670","29620","27570"
"In post","2022","Unknown","East Anglia","Undeclared","170","150","30800","31650"
"In post","2022","Unknown","East Anglia","Unknown","1150","1080","30810","26800"
"In post","2022","Unknown","East Wales","Declared disabled","110","90","30220","27570"
"In post","2022","Unknown","East Wales","Declared non-disabled","1040","920","34220","28390"
"In post","2022","Unknown","East Wales","Undeclared","80","70","31320","31650"
"In post","2022","Unknown","East Wales","Unknown","2810","2670","30090","26820"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Declared non-disabled","330","280","27980","27570"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Undeclared","70","60","31030","31650"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Unknown","380","360","26420","24800"
"In post","2022","Unknown","Eastern Scotland","Declared disabled","270","240","32510","30450"
"In post","2022","Unknown","Eastern Scotland","Declared non-disabled","1350","1220","35270","27570"
"In post","2022","Unknown","Eastern Scotland","Undeclared","40","40","[c]","[c]"
"In post","2022","Unknown","Eastern Scotland","Unknown","5070","4790","33170","30450"
"In post","2022","Unknown","Essex","Declared disabled","60","50","30580","29290"
"In post","2022","Unknown","Essex","Declared non-disabled","360","310","31560","29290"
"In post","2022","Unknown","Essex","Undeclared","50","40","[c]","[c]"
"In post","2022","Unknown","Essex","Unknown","540","500","29380","26140"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","190","170","35850","33000"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","2930","2760","38480","38070"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","90","80","34180","31770"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","2190","2090","35160","30360"
"In post","2022","Unknown","Greater Manchester","Declared disabled","160","140","29840","27570"
"In post","2022","Unknown","Greater Manchester","Declared non-disabled","1280","1130","29350","27570"
"In post","2022","Unknown","Greater Manchester","Undeclared","170","150","30460","31650"
"In post","2022","Unknown","Greater Manchester","Unknown","3280","3150","31240","26820"
"In post","2022","Unknown","Hampshire and Isle of Wight","Declared disabled","130","110","30780","27570"
"In post","2022","Unknown","Hampshire and Isle of Wight","Declared non-disabled","1640","1520","39040","38070"
"In post","2022","Unknown","Hampshire and Isle of Wight","Undeclared","100","90","31530","31650"
"In post","2022","Unknown","Hampshire and Isle of Wight","Unknown","1300","1170","31380","26350"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","300","270","26850","25670"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Undeclared","90","80","30440","31650"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Unknown","260","250","27660","24260"
"In post","2022","Unknown","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Highlands and Islands","Declared non-disabled","330","320","30890","27570"
"In post","2022","Unknown","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Highlands and Islands","Unknown","220","200","29200","27230"
"In post","2022","Unknown","Inner London - East","Declared disabled","150","140","35950","31880"
"In post","2022","Unknown","Inner London - East","Declared non-disabled","1310","1220","39860","31880"
"In post","2022","Unknown","Inner London - East","Undeclared","160","140","35360","33740"
"In post","2022","Unknown","Inner London - East","Unknown","2760","2640","41690","37610"
"In post","2022","Unknown","Inner London - West","Declared disabled","220","210","43860","39130"
"In post","2022","Unknown","Inner London - West","Declared non-disabled","1810","1700","47270","41600"
"In post","2022","Unknown","Inner London - West","Undeclared","230","210","42180","35900"
"In post","2022","Unknown","Inner London - West","Unknown","9570","9420","46070","40650"
"In post","2022","Unknown","Kent","Declared disabled","50","40","[c]","[c]"
"In post","2022","Unknown","Kent","Declared non-disabled","500","450","32860","29860"
"In post","2022","Unknown","Kent","Undeclared","100","90","30700","31650"
"In post","2022","Unknown","Kent","Unknown","860","820","27910","25520"
"In post","2022","Unknown","Lancashire","Declared disabled","170","150","26870","26820"
"In post","2022","Unknown","Lancashire","Declared non-disabled","1590","1400","28130","27570"
"In post","2022","Unknown","Lancashire","Undeclared","200","180","28720","27570"
"In post","2022","Unknown","Lancashire","Unknown","1160","1080","27660","24260"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Declared disabled","50","50","24910","22600"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","400","350","27680","27570"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Undeclared","60","50","30370","31650"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","590","560","25630","23170"
"In post","2022","Unknown","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","Declared non-disabled","120","110","28430","27570"
"In post","2022","Unknown","Lincolnshire","Undeclared","40","30","[c]","[c]"
"In post","2022","Unknown","Lincolnshire","Unknown","140","140","28070","26130"
"In post","2022","Unknown","Merseyside","Declared disabled","180","150","26390","22600"
"In post","2022","Unknown","Merseyside","Declared non-disabled","1350","1160","28180","27130"
"In post","2022","Unknown","Merseyside","Undeclared","90","80","28830","27570"
"In post","2022","Unknown","Merseyside","Unknown","2770","2610","27880","24880"
"In post","2022","Unknown","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","Declared non-disabled","130","120","33620","27690"
"In post","2022","Unknown","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Eastern Scotland","Unknown","420","390","32080","30040"
"In post","2022","Unknown","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","Declared non-disabled","240","220","30630","27570"
"In post","2022","Unknown","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","Unknown","440","410","31830","27570"
