"Status","Year","Sex","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","London","Corporate Finance","30","30","[c]","[c]"
"In post","2021","Female","London","Counter Fraud","160","150","40720","34980"
"In post","2021","Female","London","Digital, Data and Technology","1250","1210","47840","43960"
"In post","2021","Female","London","Economics","640","620","47810","45470"
"In post","2021","Female","London","Finance","1230","1190","46890","41980"
"In post","2021","Female","London","Human Resources","1640","1570","46480","41970"
"In post","2021","Female","London","Inspector of Education and Training","170","160","63060","51360"
"In post","2021","Female","London","Intelligence Analysis","600","560","39550","36140"
"In post","2021","Female","London","Internal Audit","90","90","51060","49600"
"In post","2021","Female","London","International Trade","500","490","46460","40780"
"In post","2021","Female","London","Knowledge and Information Management","410","380","40680","36140"
"In post","2021","Female","London","Legal","2780","2550","55510","54070"
"In post","2021","Female","London","Medicine","250","220","78970","78450"
"In post","2021","Female","London","Operational Delivery","14690","13630","33470","29570"
"In post","2021","Female","London","Operational Research","160","150","48000","42800"
"In post","2021","Female","London","Other","2270","2170","39100","32410"
"In post","2021","Female","London","Planning","40","40","[c]","[c]"
"In post","2021","Female","London","Policy","10450","10060","48000","44080"
"In post","2021","Female","London","Project Delivery","1910","1840","48690","42890"
"In post","2021","Female","London","Property","460","430","41360","35900"
"In post","2021","Female","London","Psychology","60","50","42440","40520"
"In post","2021","Female","London","Science and Engineering","850","790","45360","40960"
"In post","2021","Female","London","Security","440","420","40010","35990"
"In post","2021","Female","London","Social Research","330","310","46930","42890"
"In post","2021","Female","London","Statistics","410","390","46850","42890"
"In post","2021","Female","London","Tax","1030","960","41080","36160"
"In post","2021","Female","London","Unknown","10710","10050","38680","31060"
"In post","2021","Female","London","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Female","North East (England)","Commercial","60","50","40740","37030"
"In post","2021","Female","North East (England)","Communications","80","70","32660","30090"
"In post","2021","Female","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","North East (England)","Digital, Data and Technology","280","260","39080","37100"
"In post","2021","Female","North East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","North East (England)","Finance","200","190","36530","31810"
"In post","2021","Female","North East (England)","Human Resources","90","80","34850","32900"
"In post","2021","Female","North East (England)","Intelligence Analysis","40","30","[c]","[c]"
"In post","2021","Female","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","North East (England)","Legal","240","220","41860","40590"
"In post","2021","Female","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Female","North East (England)","Operational Delivery","8180","6850","24970","21440"
"In post","2021","Female","North East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","North East (England)","Other","110","100","27660","21590"
"In post","2021","Female","North East (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","North East (England)","Policy","230","220","39040","36780"
"In post","2021","Female","North East (England)","Project Delivery","460","430","39610","38630"
"In post","2021","Female","North East (England)","Property","120","110","31910","30000"
"In post","2021","Female","North East (England)","Psychology","80","80","37650","38150"
"In post","2021","Female","North East (England)","Science and Engineering","30","30","[c]","[c]"
"In post","2021","Female","North East (England)","Security","40","30","[c]","[c]"
"In post","2021","Female","North East (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Female","North East (England)","Tax","1090","1020","28110","25560"
"In post","2021","Female","North East (England)","Unknown","6630","5650","26450","27570"
"In post","2021","Female","North East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Female","North West (England)","Commercial","290","270","37930","35760"
"In post","2021","Female","North West (England)","Communications","120","120","36400","33620"
"In post","2021","Female","North West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","North West (England)","Counter Fraud","50","50","33620","32390"
"In post","2021","Female","North West (England)","Digital, Data and Technology","360","340","38550","35820"
"In post","2021","Female","North West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","North West (England)","Finance","330","310","36990","33300"
"In post","2021","Female","North West (England)","Human Resources","720","660","33710","30530"
"In post","2021","Female","North West (England)","Inspector of Education and Training","80","80","63080","64500"
"In post","2021","Female","North West (England)","Intelligence Analysis","190","180","27660","25830"
"In post","2021","Female","North West (England)","Internal Audit","30","30","[c]","[c]"
"In post","2021","Female","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","North West (England)","Knowledge and Information Management","70","60","32840","29750"
"In post","2021","Female","North West (England)","Legal","670","610","43530","43460"
"In post","2021","Female","North West (England)","Medicine","50","40","[c]","[c]"
"In post","2021","Female","North West (England)","Operational Delivery","14790","13140","26550","24890"
"In post","2021","Female","North West (England)","Operational Research","30","30","[c]","[c]"
"In post","2021","Female","North West (England)","Other","470","440","27880","23490"
"In post","2021","Female","North West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","North West (England)","Policy","580","550","40070","36820"
"In post","2021","Female","North West (England)","Project Delivery","730","700","39250","37460"
"In post","2021","Female","North West (England)","Property","240","220","34660","30000"
"In post","2021","Female","North West (England)","Psychology","130","130","35130","30450"
"In post","2021","Female","North West (England)","Science and Engineering","230","210","33960","31710"
"In post","2021","Female","North West (England)","Security","80","80","31390","30820"
"In post","2021","Female","North West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","North West (England)","Statistics","50","50","38500","32480"
"In post","2021","Female","North West (England)","Tax","1580","1460","30840","28130"
"In post","2021","Female","North West (England)","Unknown","12160","10580","26860","27570"
"In post","2021","Female","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Legal","70","70","29610","27010"
"In post","2021","Female","Northern Ireland","Medicine","30","20","[c]","[c]"
"In post","2021","Female","Northern Ireland","Operational Delivery","880","760","26040","25040"
"In post","2021","Female","Northern Ireland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Other","170","170","23800","21980"
"In post","2021","Female","Northern Ireland","Policy","50","50","[c]","[c]"
"In post","2021","Female","Northern Ireland","Project Delivery","40","30","[c]","[c]"
"In post","2021","Female","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland","Tax","310","280","31400","31810"
"In post","2021","Female","Northern Ireland","Unknown","70","60","29120","25560"
"In post","2021","Female","Northern Ireland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","Female","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","International Trade","40","40","[c]","[c]"
"In post","2021","Female","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Medicine","40","30","[c]","[c]"
"In post","2021","Female","Overseas","Operational Delivery","90","90","39940","31910"
"In post","2021","Female","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Other","240","230","49350","46620"
"In post","2021","Female","Overseas","Policy","750","750","51740","53370"
"In post","2021","Female","Overseas","Project Delivery","70","70","45750","45200"
"In post","2021","Female","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Unknown","120","120","[c]","[c]"
"In post","2021","Female","Scotland","Commercial","140","130","35050","33930"
"In post","2021","Female","Scotland","Communications","40","40","[c]","[c]"
"In post","2021","Female","Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scotland","Counter Fraud","60","50","27920","25310"
"In post","2021","Female","Scotland","Digital, Data and Technology","170","160","39090","35960"
"In post","2021","Female","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scotland","Finance","500","420","27600","21440"
"In post","2021","Female","Scotland","Human Resources","520","480","28880","23350"
"In post","2021","Female","Scotland","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","Female","Scotland","Internal Audit","40","40","[c]","[c]"
"In post","2021","Female","Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scotland","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","Female","Scotland","Legal","590","550","49330","52490"
"In post","2021","Female","Scotland","Medicine","70","60","43770","37890"
"In post","2021","Female","Scotland","Operational Delivery","7370","6550","26560","24500"
"In post","2021","Female","Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scotland","Other","890","830","27880","23130"
"In post","2021","Female","Scotland","Policy","240","230","41580","35900"
"In post","2021","Female","Scotland","Project Delivery","330","320","37960","33930"
"In post","2021","Female","Scotland","Property","120","110","29420","27710"
"In post","2021","Female","Scotland","Psychology","60","60","37340","33650"
"In post","2021","Female","Scotland","Science and Engineering","70","70","35470","34930"
"In post","2021","Female","Scotland","Security","220","210","29320","26670"
"In post","2021","Female","Scotland","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scotland","Statistics","30","30","[c]","[c]"
"In post","2021","Female","Scotland","Tax","1030","940","30050","28130"
"In post","2021","Female","Scotland","Unknown","13030","11700","32850","27570"
"In post","2021","Female","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","Commercial","260","240","36200","34800"
"In post","2021","Female","South East (England)","Communications","160","150","33940","33000"
"In post","2021","Female","South East (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","Digital, Data and Technology","300","280","36590","33010"
"In post","2021","Female","South East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","Finance","530","500","35660","33000"
"In post","2021","Female","South East (England)","Human Resources","380","360","35510","31180"
"In post","2021","Female","South East (England)","Intelligence Analysis","200","190","28390","27370"
"In post","2021","Female","South East (England)","Internal Audit","40","40","[c]","[c]"
"In post","2021","Female","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","Knowledge and Information Management","160","150","31780","28930"
"In post","2021","Female","South East (England)","Legal","460","410","45710","45100"
"In post","2021","Female","South East (England)","Medicine","310","270","47060","37890"
"In post","2021","Female","South East (England)","Operational Delivery","8860","7840","27520","25560"
"In post","2021","Female","South East (England)","Operational Research","140","130","39690","37360"
"In post","2021","Female","South East (England)","Other","1440","1360","25100","21580"
"In post","2021","Female","South East (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","South East (England)","Policy","250","240","37610","33350"
"In post","2021","Female","South East (England)","Project Delivery","960","930","36850","33300"
"In post","2021","Female","South East (England)","Property","350","330","33280","33000"
"In post","2021","Female","South East (England)","Psychology","200","190","35220","30450"
"In post","2021","Female","South East (England)","Science and Engineering","680","640","36900","33790"
"In post","2021","Female","South East (England)","Security","280","270","29840","26670"
"In post","2021","Female","South East (England)","Social Research","130","110","37530","37020"
"In post","2021","Female","South East (England)","Statistics","90","90","40110","37020"
"In post","2021","Female","South East (England)","Tax","300","270","32440","31810"
"In post","2021","Female","South East (England)","Unknown","4740","4160","27840","27570"
"In post","2021","Female","South East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Commercial","900","840","37640","34800"
"In post","2021","Female","South West (England)","Communications","160","150","35050","33320"
"In post","2021","Female","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Digital, Data and Technology","650","600","37030","35030"
"In post","2021","Female","South West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Finance","740","690","37980","33300"
"In post","2021","Female","South West (England)","Human Resources","680","620","35390","32730"
"In post","2021","Female","South West (England)","Inspector of Education and Training","60","60","62380","51360"
"In post","2021","Female","South West (England)","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","Female","South West (England)","Internal Audit","50","50","43350","41300"
"In post","2021","Female","South West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Knowledge and Information Management","220","210","34150","33300"
"In post","2021","Female","South West (England)","Legal","290","260","43220","43160"
"In post","2021","Female","South West (England)","Medicine","310","270","42060","33180"
"In post","2021","Female","South West (England)","Operational Delivery","5550","4960","28000","25400"
"In post","2021","Female","South West (England)","Operational Research","50","50","[c]","[c]"
"In post","2021","Female","South West (England)","Other","2200","2030","27780","24540"
"In post","2021","Female","South West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Planning Inspectors","120","100","57830","58810"
"In post","2021","Female","South West (England)","Policy","460","420","39420","36520"
"In post","2021","Female","South West (England)","Project Delivery","2090","1980","37300","34850"
"In post","2021","Female","South West (England)","Property","360","330","33480","33250"
"In post","2021","Female","South West (England)","Psychology","90","80","37630","31180"
"In post","2021","Female","South West (England)","Science and Engineering","1530","1430","36290","36330"
"In post","2021","Female","South West (England)","Security","210","210","27230","23540"
"In post","2021","Female","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","South West (England)","Statistics","80","70","40040","39070"
"In post","2021","Female","South West (England)","Tax","230","210","37720","31870"
"In post","2021","Female","South West (England)","Unknown","4250","3590","27190","27570"
"In post","2021","Female","South West (England)","Veterinarian","50","50","43720","37910"
"In post","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Operational Delivery","60","60","35250","33920"
"In post","2021","Female","Unknown","Other","170","170","32810","32700"
"In post","2021","Female","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Female","Unknown","Unknown","910","850","32270","28000"
"In post","2021","Female","Wales","Commercial","170","150","33520","31090"
"In post","2021","Female","Wales","Communications","220","200","36560","33840"
"In post","2021","Female","Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales","Digital, Data and Technology","610","580","37380","36030"
"In post","2021","Female","Wales","Economics","70","60","36810","31090"
"In post","2021","Female","Wales","Finance","420","380","35940","30890"
"In post","2021","Female","Wales","Human Resources","590","540","34950","31090"
"In post","2021","Female","Wales","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2021","Female","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales","Knowledge and Information Management","90","80","32300","28850"
"In post","2021","Female","Wales","Legal","400","360","45290","48080"
"In post","2021","Female","Wales","Medicine","170","150","50030","37890"
"In post","2021","Female","Wales","Operational Delivery","10030","8730","25790","22350"
"In post","2021","Female","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales","Other","640","600","35540","37410"
"In post","2021","Female","Wales","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales","Policy","1160","1090","40170","37410"
"In post","2021","Female","Wales","Project Delivery","260","240","39910","37750"
"In post","2021","Female","Wales","Property","160","150","34440","32110"
"In post","2021","Female","Wales","Psychology","40","40","[c]","[c]"
"In post","2021","Female","Wales","Science and Engineering","140","130","41270","40680"
"In post","2021","Female","Wales","Security","80","80","29030","26780"
"In post","2021","Female","Wales","Social Research","290","270","40770","41560"
"In post","2021","Female","Wales","Statistics","190","180","39880","37020"
"In post","2021","Female","Wales","Tax","770","720","29370","25560"
"In post","2021","Female","Wales","Unknown","4010","3490","25820","27570"
"In post","2021","Female","Wales","Veterinarian","40","40","[c]","[c]"
"In post","2021","Female","West Midlands (England)","Commercial","140","140","38160","36780"
"In post","2021","Female","West Midlands (England)","Communications","100","90","40480","38000"
"In post","2021","Female","West Midlands (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands (England)","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Female","West Midlands (England)","Digital, Data and Technology","370","350","40270","37100"
"In post","2021","Female","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands (England)","Finance","310","290","40110","37100"
"In post","2021","Female","West Midlands (England)","Human Resources","210","200","37800","34850"
"In post","2021","Female","West Midlands (England)","Inspector of Education and Training","70","70","62880","51360"
"In post","2021","Female","West Midlands (England)","Intelligence Analysis","60","50","32080","28200"
"In post","2021","Female","West Midlands (England)","Internal Audit","40","30","[c]","[c]"
"In post","2021","Female","West Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands (England)","Knowledge and Information Management","80","70","30640","26480"
"In post","2021","Female","West Midlands (England)","Legal","380","340","45300","48080"
"In post","2021","Female","West Midlands (England)","Medicine","130","120","55320","38890"
"In post","2021","Female","West Midlands (England)","Operational Delivery","7610","6900","26780","23840"
"In post","2021","Female","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands (England)","Other","560","520","24370","21190"
"In post","2021","Female","West Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands (England)","Policy","360","340","39610","34860"
"In post","2021","Female","West Midlands (England)","Project Delivery","420","410","38370","36680"
"In post","2021","Female","West Midlands (England)","Property","230","210","33350","31100"
"In post","2021","Female","West Midlands (England)","Psychology","110","100","32950","29750"
"In post","2021","Female","West Midlands (England)","Science and Engineering","170","150","36180","34930"
"In post","2021","Female","West Midlands (England)","Security","90","90","31910","28970"
"In post","2021","Female","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Female","West Midlands (England)","Tax","610","560","32740","31810"
"In post","2021","Female","West Midlands (England)","Unknown","5370","4550","26320","27570"
"In post","2021","Female","West Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Yorkshire and The Humber","Commercial","220","210","39360","36820"
"In post","2021","Female","Yorkshire and The Humber","Communications","70","70","42660","39930"
"In post","2021","Female","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Yorkshire and The Humber","Digital, Data and Technology","380","360","38940","35900"
"In post","2021","Female","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","Yorkshire and The Humber","Finance","470","420","33170","28970"
"In post","2021","Female","Yorkshire and The Humber","Human Resources","290","270","39260","36820"
"In post","2021","Female","Yorkshire and The Humber","Inspector of Education and Training","90","80","64790","64500"
"In post","2021","Female","Yorkshire and The Humber","Intelligence Analysis","140","130","32090","28080"
"In post","2021","Female","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Yorkshire and The Humber","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Yorkshire and The Humber","Knowledge and Information Management","80","70","34420","31780"
"In post","2021","Female","Yorkshire and The Humber","Legal","470","420","45700","48080"
"In post","2021","Female","Yorkshire and The Humber","Medicine","120","110","45550","35300"
"In post","2021","Female","Yorkshire and The Humber","Operational Delivery","8010","7100","27030","24890"
"In post","2021","Female","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Yorkshire and The Humber","Other","500","470","25260","21130"
"In post","2021","Female","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","Yorkshire and The Humber","Policy","920","870","41340","36960"
"In post","2021","Female","Yorkshire and The Humber","Project Delivery","270","260","38540","35900"
"In post","2021","Female","Yorkshire and The Humber","Property","240","220","34560","31460"
"In post","2021","Female","Yorkshire and The Humber","Psychology","160","150","34000","30450"
"In post","2021","Female","Yorkshire and The Humber","Science and Engineering","200","180","36320","33520"
"In post","2021","Female","Yorkshire and The Humber","Security","80","70","32290","28890"
"In post","2021","Female","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Yorkshire and The Humber","Statistics","50","50","36520","31380"
"In post","2021","Female","Yorkshire and The Humber","Tax","710","660","31230","31810"
"In post","2021","Female","Yorkshire and The Humber","Unknown","6470","5540","29080","27570"
"In post","2021","Female","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Male","East Midlands (England)","Commercial","70","60","45880","46870"
"In post","2021","Male","East Midlands (England)","Communications","40","40","[c]","[c]"
