"Status","Year","Age","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Operational Delivery","Declared disabled","1460","1420","25270","24020"
"In post","2021","20-29","Operational Delivery","Declared non-disabled","16500","16120","25410","24890"
"In post","2021","20-29","Operational Delivery","Undeclared","810","790","26160","25400"
"In post","2021","20-29","Operational Delivery","Unknown","8840","8670","24840","22920"
"In post","2021","20-29","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Declared non-disabled","230","220","34290","33330"
"In post","2021","20-29","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Unknown","70","70","34460","33960"
"In post","2021","20-29","Other","Declared disabled","130","130","25600","24890"
"In post","2021","20-29","Other","Declared non-disabled","1500","1480","27760","25750"
"In post","2021","20-29","Other","Undeclared","80","80","25860","25510"
"In post","2021","20-29","Other","Unknown","910","910","28880","28650"
"In post","2021","20-29","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Policy","Declared disabled","570","570","37550","34020"
"In post","2021","20-29","Policy","Declared non-disabled","4520","4500","38780","35200"
"In post","2021","20-29","Policy","Undeclared","460","460","38370","34710"
"In post","2021","20-29","Policy","Unknown","2010","2000","37790","34020"
"In post","2021","20-29","Project Delivery","Declared disabled","140","140","32110","32540"
"In post","2021","20-29","Project Delivery","Declared non-disabled","1440","1430","32660","31790"
"In post","2021","20-29","Project Delivery","Undeclared","90","90","33460","31950"
"In post","2021","20-29","Project Delivery","Unknown","380","380","33560","32040"
"In post","2021","20-29","Property","Declared disabled","30","30","[c]","[c]"
"In post","2021","20-29","Property","Declared non-disabled","370","370","28530","27630"
"In post","2021","20-29","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Unknown","200","190","28590","26560"
"In post","2021","20-29","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Declared non-disabled","270","270","27880","27380"
"In post","2021","20-29","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Unknown","50","50","26140","25830"
"In post","2021","20-29","Science and Engineering","Declared disabled","220","220","28330","28590"
"In post","2021","20-29","Science and Engineering","Declared non-disabled","2000","1980","29080","28650"
"In post","2021","20-29","Science and Engineering","Undeclared","120","120","28400","28650"
"In post","2021","20-29","Science and Engineering","Unknown","410","410","28590","28650"
"In post","2021","20-29","Security","Declared disabled","40","40","[c]","[c]"
"In post","2021","20-29","Security","Declared non-disabled","630","630","26860","25680"
"In post","2021","20-29","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Unknown","370","370","26380","25680"
"In post","2021","20-29","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","Declared non-disabled","230","220","37320","35620"
"In post","2021","20-29","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","Unknown","140","140","32510","29820"
"In post","2021","20-29","Statistics","Declared disabled","50","50","[c]","[c]"
"In post","2021","20-29","Statistics","Declared non-disabled","390","380","35490","33930"
"In post","2021","20-29","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","Unknown","190","190","33700","32540"
"In post","2021","20-29","Tax","Declared disabled","140","130","28440","25560"
"In post","2021","20-29","Tax","Declared non-disabled","1680","1640","29610","25560"
"In post","2021","20-29","Tax","Undeclared","80","80","31090","29570"
"In post","2021","20-29","Tax","Unknown","1850","1800","24300","20140"
"In post","2021","20-29","Unknown","Declared disabled","1550","1520","27760","27570"
"In post","2021","20-29","Unknown","Declared non-disabled","10850","10690","28040","27570"
"In post","2021","20-29","Unknown","Undeclared","660","640","28440","27570"
"In post","2021","20-29","Unknown","Unknown","4630","4590","29760","28000"
"In post","2021","20-29","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Declared disabled","120","120","36300","34800"
"In post","2021","30-39","Commercial","Declared non-disabled","830","800","38530","37240"
"In post","2021","30-39","Commercial","Undeclared","70","70","38170","38280"
"In post","2021","30-39","Commercial","Unknown","250","240","39110","37370"
"In post","2021","30-39","Communications","Declared disabled","60","50","39460","37400"
"In post","2021","30-39","Communications","Declared non-disabled","770","740","42990","40050"
"In post","2021","30-39","Communications","Undeclared","60","60","44350","41010"
"In post","2021","30-39","Communications","Unknown","280","270","43690","41950"
"In post","2021","30-39","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","30-39","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Declared non-disabled","120","120","36070","34050"
"In post","2021","30-39","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Counter Fraud","Unknown","40","40","[c]","[c]"
"In post","2021","30-39","Digital, Data and Technology","Declared disabled","220","210","37760","34410"
"In post","2021","30-39","Digital, Data and Technology","Declared non-disabled","2040","2000","41090","38580"
"In post","2021","30-39","Digital, Data and Technology","Undeclared","170","160","42690","40230"
"In post","2021","30-39","Digital, Data and Technology","Unknown","890","870","41330","38500"
"In post","2021","30-39","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Economics","Declared non-disabled","370","350","57920","57970"
"In post","2021","30-39","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Economics","Unknown","130","130","52890","54650"
"In post","2021","30-39","Finance","Declared disabled","110","110","37820","36420"
"In post","2021","30-39","Finance","Declared non-disabled","1360","1290","42040","38630"
"In post","2021","30-39","Finance","Undeclared","100","100","43190","40730"
"In post","2021","30-39","Finance","Unknown","350","330","39610","36620"
"In post","2021","30-39","Human Resources","Declared disabled","160","160","38720","33300"
"In post","2021","30-39","Human Resources","Declared non-disabled","1190","1120","37600","33870"
"In post","2021","30-39","Human Resources","Undeclared","70","70","40480","38750"
"In post","2021","30-39","Human Resources","Unknown","320","300","35390","31280"
"In post","2021","30-39","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Inspector of Education and Training","Declared non-disabled","70","70","62310","57930"
"In post","2021","30-39","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Intelligence Analysis","Declared disabled","60","60","35250","32090"
"In post","2021","30-39","Intelligence Analysis","Declared non-disabled","670","640","33760","30980"
"In post","2021","30-39","Intelligence Analysis","Undeclared","70","60","33160","30580"
"In post","2021","30-39","Intelligence Analysis","Unknown","120","110","46350","47360"
"In post","2021","30-39","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","Declared non-disabled","110","100","41960","39980"
"In post","2021","30-39","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","30-39","International Trade","Declared non-disabled","220","220","50890","51970"
"In post","2021","30-39","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","International Trade","Unknown","180","180","47680","51730"
"In post","2021","30-39","Knowledge and Information Management","Declared disabled","30","30","[c]","[c]"
"In post","2021","30-39","Knowledge and Information Management","Declared non-disabled","350","340","36580","34490"
"In post","2021","30-39","Knowledge and Information Management","Undeclared","30","30","[c]","[c]"
"In post","2021","30-39","Knowledge and Information Management","Unknown","60","60","35900","33350"
"In post","2021","30-39","Legal","Declared disabled","170","160","45830","49650"
"In post","2021","30-39","Legal","Declared non-disabled","2030","1940","47440","51120"
"In post","2021","30-39","Legal","Undeclared","110","100","42950","38300"
"In post","2021","30-39","Legal","Unknown","690","660","43050","40800"
"In post","2021","30-39","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Declared non-disabled","360","320","43250","37650"
"In post","2021","30-39","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicine","Unknown","170","150","42120","37890"
"In post","2021","30-39","Operational Delivery","Declared disabled","2780","2610","27320","25310"
"In post","2021","30-39","Operational Delivery","Declared non-disabled","25260","23550","28310","25760"
"In post","2021","30-39","Operational Delivery","Undeclared","2020","1900","28970","26810"
"In post","2021","30-39","Operational Delivery","Unknown","7530","7130","27560","25560"
"In post","2021","30-39","Operational Research","Declared disabled","40","40","[c]","[c]"
"In post","2021","30-39","Operational Research","Declared non-disabled","240","230","46460","46080"
"In post","2021","30-39","Operational Research","Undeclared","40","40","[c]","[c]"
"In post","2021","30-39","Operational Research","Unknown","40","40","[c]","[c]"
"In post","2021","30-39","Other","Declared disabled","260","250","29490","26670"
"In post","2021","30-39","Other","Declared non-disabled","2330","2230","33300","28720"
"In post","2021","30-39","Other","Undeclared","150","140","31690","29010"
"In post","2021","30-39","Other","Unknown","1060","1030","35640","32700"
"In post","2021","30-39","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","30-39","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning Inspectors","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","30-39","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Policy","Declared disabled","650","640","46870","48370"
"In post","2021","30-39","Policy","Declared non-disabled","5590","5430","49250","52160"
"In post","2021","30-39","Policy","Undeclared","450","450","49080","52290"
"In post","2021","30-39","Policy","Unknown","1510","1480","48950","52290"
"In post","2021","30-39","Project Delivery","Declared disabled","280","270","39560","37640"
"In post","2021","30-39","Project Delivery","Declared non-disabled","2670","2590","41050","38630"
"In post","2021","30-39","Project Delivery","Undeclared","180","180","41900","38650"
"In post","2021","30-39","Project Delivery","Unknown","580","560","41590","38630"
"In post","2021","30-39","Property","Declared disabled","70","70","34670","33000"
"In post","2021","30-39","Property","Declared non-disabled","690","670","36680","33300"
"In post","2021","30-39","Property","Undeclared","50","50","36830","34070"
"In post","2021","30-39","Property","Unknown","200","190","33700","31100"
"In post","2021","30-39","Psychology","Declared disabled","50","50","[c]","[c]"
"In post","2021","30-39","Psychology","Declared non-disabled","430","400","35770","31180"
"In post","2021","30-39","Psychology","Undeclared","50","50","34680","31180"
"In post","2021","30-39","Psychology","Unknown","60","60","34000","33650"
"In post","2021","30-39","Science and Engineering","Declared disabled","200","200","35930","35950"
"In post","2021","30-39","Science and Engineering","Declared non-disabled","2100","2030","38400","37700"
"In post","2021","30-39","Science and Engineering","Undeclared","220","210","40070","38920"
"In post","2021","30-39","Science and Engineering","Unknown","440","430","37950","37320"
"In post","2021","30-39","Security","Declared disabled","100","90","33170","32690"
"In post","2021","30-39","Security","Declared non-disabled","940","930","32120","30260"
"In post","2021","30-39","Security","Undeclared","100","100","36950","38150"
"In post","2021","30-39","Security","Unknown","410","400","32760","32040"
"In post","2021","30-39","Social Research","Declared disabled","40","30","[c]","[c]"
"In post","2021","30-39","Social Research","Declared non-disabled","220","210","45860","47000"
"In post","2021","30-39","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Social Research","Unknown","90","90","39530","37020"
"In post","2021","30-39","Statistics","Declared disabled","50","40","[c]","[c]"
"In post","2021","30-39","Statistics","Declared non-disabled","410","390","45580","43360"
"In post","2021","30-39","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Statistics","Unknown","130","120","41000","37480"
"In post","2021","30-39","Tax","Declared disabled","250","240","35700","31810"
"In post","2021","30-39","Tax","Declared non-disabled","2450","2370","34910","31810"
"In post","2021","30-39","Tax","Undeclared","170","160","35940","31810"
"In post","2021","30-39","Tax","Unknown","1510","1460","28500","25560"
"In post","2021","30-39","Unknown","Declared disabled","2340","2170","29980","27570"
"In post","2021","30-39","Unknown","Declared non-disabled","15250","14160","31180","27570"
"In post","2021","30-39","Unknown","Undeclared","1190","1110","29830","27570"
"In post","2021","30-39","Unknown","Unknown","3510","3370","37980","31810"
"In post","2021","30-39","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinarian","Declared non-disabled","80","70","39780","37480"
"In post","2021","30-39","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Declared disabled","140","130","41530","39860"
"In post","2021","40-49","Commercial","Declared non-disabled","890","860","43660","40470"
"In post","2021","40-49","Commercial","Undeclared","80","80","44380","42090"
"In post","2021","40-49","Commercial","Unknown","230","220","43140","38990"
"In post","2021","40-49","Communications","Declared disabled","80","70","38710","36880"
"In post","2021","40-49","Communications","Declared non-disabled","690","650","45840","41770"
"In post","2021","40-49","Communications","Undeclared","50","50","44690","41730"
"In post","2021","40-49","Communications","Unknown","230","220","48610","45230"
"In post","2021","40-49","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Corporate Finance","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","40-49","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Declared non-disabled","160","150","37430","36060"
"In post","2021","40-49","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data and Technology","Declared disabled","270","260","40700","37010"
"In post","2021","40-49","Digital, Data and Technology","Declared non-disabled","2430","2380","45510","42410"
"In post","2021","40-49","Digital, Data and Technology","Undeclared","200","200","42980","39590"
"In post","2021","40-49","Digital, Data and Technology","Unknown","810","800","44650","41010"
"In post","2021","40-49","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Economics","Declared non-disabled","180","170","65780","62890"
"In post","2021","40-49","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Economics","Unknown","40","40","[c]","[c]"
"In post","2021","40-49","Finance","Declared disabled","220","210","39710","35500"
"In post","2021","40-49","Finance","Declared non-disabled","1760","1690","44660","40580"
"In post","2021","40-49","Finance","Undeclared","140","130","42240","37990"
"In post","2021","40-49","Finance","Unknown","330","310","41630","38630"
"In post","2021","40-49","Human Resources","Declared disabled","260","250","43090","38590"
"In post","2021","40-49","Human Resources","Declared non-disabled","1430","1360","42470","38630"
"In post","2021","40-49","Human Resources","Undeclared","110","100","38580","37170"
"In post","2021","40-49","Human Resources","Unknown","290","270","37610","33880"
"In post","2021","40-49","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Inspector of Education and Training","Declared non-disabled","240","240","66140","70500"
"In post","2021","40-49","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Intelligence Analysis","Declared disabled","70","70","34410","29880"
"In post","2021","40-49","Intelligence Analysis","Declared non-disabled","610","580","34730","30820"
"In post","2021","40-49","Intelligence Analysis","Undeclared","80","70","34540","31920"
"In post","2021","40-49","Intelligence Analysis","Unknown","90","90","48540","49530"
"In post","2021","40-49","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Declared non-disabled","140","130","47520","44020"
"In post","2021","40-49","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","40-49","International Trade","Declared non-disabled","160","150","52730","51970"
"In post","2021","40-49","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","International Trade","Unknown","70","60","51530","52500"
"In post","2021","40-49","Knowledge and Information Management","Declared disabled","70","70","35790","33300"
"In post","2021","40-49","Knowledge and Information Management","Declared non-disabled","390","370","39850","37410"
"In post","2021","40-49","Knowledge and Information Management","Undeclared","50","40","[c]","[c]"
"In post","2021","40-49","Knowledge and Information Management","Unknown","100","90","44820","44030"
"In post","2021","40-49","Legal","Declared disabled","280","260","48280","49930"
"In post","2021","40-49","Legal","Declared non-disabled","2390","2190","52110","52580"
"In post","2021","40-49","Legal","Undeclared","170","160","47130","41760"
"In post","2021","40-49","Legal","Unknown","660","620","48260","48660"
"In post","2021","40-49","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Medicine","Declared non-disabled","460","410","55760","45500"
"In post","2021","40-49","Medicine","Undeclared","40","40","[c]","[c]"
"In post","2021","40-49","Medicine","Unknown","200","170","56800","44640"
"In post","2021","40-49","Operational Delivery","Declared disabled","3980","3680","28850","26000"
"In post","2021","40-49","Operational Delivery","Declared non-disabled","26510","24580","30620","27260"
"In post","2021","40-49","Operational Delivery","Undeclared","3120","2930","30510","30200"
"In post","2021","40-49","Operational Delivery","Unknown","5980","5560","29310","25560"
"In post","2021","40-49","Operational Research","Declared disabled","30","30","[c]","[c]"
"In post","2021","40-49","Operational Research","Declared non-disabled","160","150","50470","46920"
