"Status","Year","Region_ITL3","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Riding of Yorkshire","Unknown","East Yorkshire and Northern Lincolnshire","70","60","30740","30880"
"In post","2022","East Surrey","AA/AO","Surrey, East and West Sussex","590","560","30380","31020"
"In post","2022","East Surrey","EO","Surrey, East and West Sussex","210","200","31950","29320"
"In post","2022","East Surrey","G6/G7","Surrey, East and West Sussex","30","30","[c]","[c]"
"In post","2022","East Surrey","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","SEO/HEO","Surrey, East and West Sussex","160","150","42180","41500"
"In post","2022","East Surrey","Unknown","Surrey, East and West Sussex","70","60","31240","29300"
"In post","2022","East Sussex CC","AA/AO","Surrey, East and West Sussex","910","810","22770","21260"
"In post","2022","East Sussex CC","EO","Surrey, East and West Sussex","690","620","27460","27570"
"In post","2022","East Sussex CC","G6/G7","Surrey, East and West Sussex","60","60","58040","58060"
"In post","2022","East Sussex CC","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","SEO/HEO","Surrey, East and West Sussex","250","240","36610","34290"
"In post","2022","East Sussex CC","Unknown","Surrey, East and West Sussex","110","90","29460","28200"
"In post","2022","Enfield","AA/AO","Outer London - East and North East","60","50","23940","23720"
"In post","2022","Enfield","EO","Outer London - East and North East","230","210","30980","31060"
"In post","2022","Enfield","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Enfield","SEO/HEO","Outer London - East and North East","30","30","[c]","[c]"
"In post","2022","Enfield","Unknown","Outer London - East and North East","30","30","[c]","[c]"
"In post","2022","Essex Haven Gateway","AA/AO","Essex","200","190","23760","21760"
"In post","2022","Essex Haven Gateway","EO","Essex","440","410","29040","29290"
"In post","2022","Essex Haven Gateway","G6/G7","Essex","40","40","[c]","[c]"
"In post","2022","Essex Haven Gateway","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Essex Haven Gateway","SEO/HEO","Essex","180","170","38620","36460"
"In post","2022","Essex Haven Gateway","Unknown","Essex","80","80","30670","26310"
"In post","2022","Essex Thames Gateway","AA/AO","Essex","390","350","23870","24250"
"In post","2022","Essex Thames Gateway","EO","Essex","370","330","29660","29290"
"In post","2022","Essex Thames Gateway","G6/G7","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Essex Thames Gateway","SEO/HEO","Essex","80","70","37210","36670"
"In post","2022","Essex Thames Gateway","Unknown","Essex","110","100","27750","24090"
"In post","2022","Falkirk","AA/AO","Eastern Scotland","840","720","22030","21260"
"In post","2022","Falkirk","EO","Eastern Scotland","760","690","29860","27570"
"In post","2022","Falkirk","G6/G7","Eastern Scotland","60","50","62300","63110"
"In post","2022","Falkirk","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Falkirk","SEO/HEO","Eastern Scotland","220","200","38520","38220"
"In post","2022","Fermanagh and Omagh","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Fermanagh and Omagh","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","AA/AO","East Wales","1000","940","22580","21260"
"In post","2022","Flintshire and Wrexham","EO","East Wales","680","640","28300","27570"
"In post","2022","Flintshire and Wrexham","G6/G7","East Wales","90","90","57880","55610"
"In post","2022","Flintshire and Wrexham","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Flintshire and Wrexham","SEO/HEO","East Wales","330","320","38020","36440"
"In post","2022","Flintshire and Wrexham","Unknown","East Wales","140","140","28900","28200"
"In post","2022","Glasgow City","AA/AO","West Central Scotland","4020","3670","21700","21260"
"In post","2022","Glasgow City","EO","West Central Scotland","3670","3420","27690","27570"
"In post","2022","Glasgow City","G6/G7","West Central Scotland","1610","1560","60820","61000"
"In post","2022","Glasgow City","SCS","West Central Scotland","90","80","85680","81760"
"In post","2022","Glasgow City","SEO/HEO","West Central Scotland","4130","3970","37260","35540"
"In post","2022","Gloucestershire CC","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","410","370","23130","21300"
"In post","2022","Gloucestershire CC","EO","Gloucestershire, Wiltshire and Bath/Bristol area","550","490","27500","27570"
"In post","2022","Gloucestershire CC","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","60490","58810"
"In post","2022","Gloucestershire CC","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire CC","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","320","300","35930","33840"
"In post","2022","Gloucestershire CC","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","29710","28760"
"In post","2022","Greater Manchester North East","AA/AO","Greater Manchester","350","310","23190","21260"
"In post","2022","Greater Manchester North East","EO","Greater Manchester","530","500","27660","27570"
"In post","2022","Greater Manchester North East","G6/G7","Greater Manchester","30","30","[c]","[c]"
"In post","2022","Greater Manchester North East","SEO/HEO","Greater Manchester","140","130","36580","34540"
"In post","2022","Greater Manchester North East","Unknown","Greater Manchester","200","190","28790","26310"
"In post","2022","Greater Manchester North West","AA/AO","Greater Manchester","1070","960","21880","21260"
"In post","2022","Greater Manchester North West","EO","Greater Manchester","670","600","27480","27570"
"In post","2022","Greater Manchester North West","G6/G7","Greater Manchester","30","30","[c]","[c]"
"In post","2022","Greater Manchester North West","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester North West","SEO/HEO","Greater Manchester","160","150","36850","34290"
"In post","2022","Greater Manchester North West","Unknown","Greater Manchester","210","200","29400","28200"
"In post","2022","Greater Manchester South East","AA/AO","Greater Manchester","490","430","21120","21260"
"In post","2022","Greater Manchester South East","EO","Greater Manchester","350","320","27350","27570"
"In post","2022","Greater Manchester South East","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester South East","SEO/HEO","Greater Manchester","70","60","36290","34290"
"In post","2022","Greater Manchester South East","Unknown","Greater Manchester","150","140","30120","28200"
"In post","2022","Greater Manchester South West","AA/AO","Greater Manchester","1740","1570","21290","21250"
"In post","2022","Greater Manchester South West","EO","Greater Manchester","1870","1780","26510","26820"
"In post","2022","Greater Manchester South West","G6/G7","Greater Manchester","870","850","57520","55210"
"In post","2022","Greater Manchester South West","SCS","Greater Manchester","50","50","[c]","[c]"
"In post","2022","Greater Manchester South West","SEO/HEO","Greater Manchester","2490","2420","35200","33370"
"In post","2022","Greater Manchester South West","Unknown","Greater Manchester","240","230","29980","26700"
"In post","2022","Gwent Valleys","AA/AO","West Wales and The Valleys","260","220","21650","21260"
"In post","2022","Gwent Valleys","EO","West Wales and The Valleys","450","420","27650","27570"
"In post","2022","Gwent Valleys","G6/G7","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2022","Gwent Valleys","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","SEO/HEO","West Wales and The Valleys","160","150","39070","38160"
"In post","2022","Gwent Valleys","Unknown","West Wales and The Valleys","100","90","29410","28200"
"In post","2022","Gwynedd","AA/AO","West Wales and The Valleys","420","380","21540","21260"
"In post","2022","Gwynedd","EO","West Wales and The Valleys","190","180","27610","27570"
"In post","2022","Gwynedd","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","SEO/HEO","West Wales and The Valleys","90","80","36080","36040"
"In post","2022","Gwynedd","Unknown","West Wales and The Valleys","70","60","28320","24800"
"In post","2022","Hackney and Newham","AA/AO","Inner London - East","960","840","24910","25110"
"In post","2022","Hackney and Newham","EO","Inner London - East","1960","1850","31240","31060"
"In post","2022","Hackney and Newham","G6/G7","Inner London - East","1100","1050","65650","62120"
"In post","2022","Hackney and Newham","SCS","Inner London - East","80","80","86150","82340"
"In post","2022","Hackney and Newham","SEO/HEO","Inner London - East","2360","2290","40230","38000"
"In post","2022","Hackney and Newham","Unknown","Inner London - East","110","110","31700","28690"
"In post","2022","Haringey and Islington","AA/AO","Inner London - East","670","640","28720","26640"
"In post","2022","Haringey and Islington","EO","Inner London - East","500","470","31380","31060"
"In post","2022","Haringey and Islington","G6/G7","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","SEO/HEO","Inner London - East","180","170","41130","39000"
"In post","2022","Haringey and Islington","Unknown","Inner London - East","230","210","34280","34100"
"In post","2022","Harrow and Hillingdon","AA/AO","Outer London - West and North West","530","480","25250","25630"
"In post","2022","Harrow and Hillingdon","EO","Outer London - West and North West","1900","1730","29470","29080"
"In post","2022","Harrow and Hillingdon","G6/G7","Outer London - West and North West","90","90","64940","59660"
"In post","2022","Harrow and Hillingdon","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","SEO/HEO","Outer London - West and North West","670","640","37290","36580"
"In post","2022","Harrow and Hillingdon","Unknown","Outer London - West and North West","60","60","33270","33700"
"In post","2022","Hartlepool and Stockton-on-Tees","AA/AO","Tees Valley and Durham","800","720","23660","21260"
"In post","2022","Hartlepool and Stockton-on-Tees","EO","Tees Valley and Durham","510","460","28080","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","SEO/HEO","Tees Valley and Durham","170","160","37830","35630"
"In post","2022","Hartlepool and Stockton-on-Tees","Unknown","Tees Valley and Durham","170","160","30790","28690"
"In post","2022","Heart of Essex","AA/AO","Essex","450","420","25420","23770"
"In post","2022","Heart of Essex","EO","Essex","320","310","29260","29290"
"In post","2022","Heart of Essex","G6/G7","Essex","120","110","60280","58810"
"In post","2022","Heart of Essex","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","SEO/HEO","Essex","200","190","38270","37280"
"In post","2022","Heart of Essex","Unknown","Essex","160","140","29200","26310"
"In post","2022","Herefordshire, County of","AA/AO","Herefordshire, Worcestershire and Warwickshire","210","210","24770","21170"
"In post","2022","Herefordshire, County of","EO","Herefordshire, Worcestershire and Warwickshire","150","140","27910","27570"
"In post","2022","Herefordshire, County of","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","60","60","36000","33300"
"In post","2022","Herefordshire, County of","Unknown","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2022","Hertfordshire CC","AA/AO","Bedfordshire and Hertfordshire","660","620","25610","24250"
"In post","2022","Hertfordshire CC","EO","Bedfordshire and Hertfordshire","900","840","29970","29290"
"In post","2022","Hertfordshire CC","G6/G7","Bedfordshire and Hertfordshire","350","330","61320","59730"
"In post","2022","Hertfordshire CC","SCS","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2022","Hertfordshire CC","SEO/HEO","Bedfordshire and Hertfordshire","680","660","39600","38510"
"In post","2022","Hertfordshire CC","Unknown","Bedfordshire and Hertfordshire","220","210","30560","28200"
"In post","2022","Hounslow and Richmond upon Thames","AA/AO","Outer London - West and North West","920","850","27290","25110"
"In post","2022","Hounslow and Richmond upon Thames","EO","Outer London - West and North West","960","920","30090","29250"
"In post","2022","Hounslow and Richmond upon Thames","G6/G7","Outer London - West and North West","160","160","56040","54370"
"In post","2022","Hounslow and Richmond upon Thames","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","SEO/HEO","Outer London - West and North West","810","780","37980","36140"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","Outer London - West and North West","90","80","32160","28690"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","West Central Scotland","350","310","22360","21260"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","EO","West Central Scotland","500","450","29160","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","West Central Scotland","40","40","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","West Central Scotland","210","200","40820","40290"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","Highlands and Islands","460","440","22290","21280"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","Highlands and Islands","410","380","29020","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","Highlands and Islands","50","50","62540","62170"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","SCS","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","Highlands and Islands","270","260","38660","37730"
"In post","2022","Isle of Anglesey","AA/AO","West Wales and The Valleys","70","70","22350","21380"
"In post","2022","Isle of Anglesey","EO","West Wales and The Valleys","120","110","26830","27370"
"In post","2022","Isle of Anglesey","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","SEO/HEO","West Wales and The Valleys","60","60","35530","33900"
"In post","2022","Isle of Anglesey","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","AA/AO","Hampshire and Isle of Wight","560","520","24870","24030"
"In post","2022","Isle of Wight","EO","Hampshire and Isle of Wight","210","190","28270","27570"
"In post","2022","Isle of Wight","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","SEO/HEO","Hampshire and Isle of Wight","90","90","37990","36410"
"In post","2022","Isle of Wight","Unknown","Hampshire and Isle of Wight","40","30","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","Inner London - West","450","430","30520","30520"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","EO","Inner London - West","250","240","32400","31060"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","Inner London - West","100","90","43380","41540"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Unknown","Inner London - West","80","70","33340","33700"
"In post","2022","Kent Thames Gateway","AA/AO","Kent","910","860","27700","29260"
"In post","2022","Kent Thames Gateway","EO","Kent","380","360","30330","29290"
"In post","2022","Kent Thames Gateway","G6/G7","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent Thames Gateway","SCS","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Kent Thames Gateway","SEO/HEO","Kent","200","190","39000","38160"
"In post","2022","Kent Thames Gateway","Unknown","Kent","100","90","30420","29600"
"In post","2022","Kingston upon Hull, City of","AA/AO","East Yorkshire and Northern Lincolnshire","850","760","23600","22040"
"In post","2022","Kingston upon Hull, City of","EO","East Yorkshire and Northern Lincolnshire","700","620","27460","27570"
"In post","2022","Kingston upon Hull, City of","G6/G7","East Yorkshire and Northern Lincolnshire","80","70","57070","55610"
"In post","2022","Kingston upon Hull, City of","SCS","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Kingston upon Hull, City of","SEO/HEO","East Yorkshire and Northern Lincolnshire","290","270","36060","33840"
"In post","2022","Kingston upon Hull, City of","Unknown","East Yorkshire and Northern Lincolnshire","200","180","29790","28200"
"In post","2022","Lambeth","AA/AO","Inner London - East","410","390","28530","26930"
"In post","2022","Lambeth","EO","Inner London - East","1110","1070","33300","32260"
"In post","2022","Lambeth","G6/G7","Inner London - East","490","470","63760","61570"
"In post","2022","Lambeth","SCS","Inner London - East","100","90","104680","96250"
"In post","2022","Lambeth","SEO/HEO","Inner London - East","1150","1120","42560","41970"
"In post","2022","Lambeth","Unknown","Inner London - East","160","150","41740","35710"
"In post","2022","Lancaster and Wyre","AA/AO","Lancashire","470","430","23050","21260"
"In post","2022","Lancaster and Wyre","EO","Lancashire","370","340","27540","27380"
"In post","2022","Lancaster and Wyre","G6/G7","Lancashire","50","40","64340","64220"
"In post","2022","Lancaster and Wyre","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Lancaster and Wyre","SEO/HEO","Lancashire","160","150","37430","36330"
"In post","2022","Lancaster and Wyre","Unknown","Lancashire","40","40","[c]","[c]"
"In post","2022","Leeds","AA/AO","West Yorkshire","2680","2470","22410","21260"
"In post","2022","Leeds","EO","West Yorkshire","3520","3310","26970","26820"
"In post","2022","Leeds","G6/G7","West Yorkshire","2270","2180","56390","55210"
"In post","2022","Leeds","SCS","West Yorkshire","160","160","85990","78220"
"In post","2022","Leeds","SEO/HEO","West Yorkshire","4530","4350","35440","33470"
"In post","2022","Leeds","Unknown","West Yorkshire","350","320","30170","28200"
"In post","2022","Leicester","AA/AO","Leicestershire, Rutland and Northamptonshire","1120","1000","21760","21260"
"In post","2022","Leicester","EO","Leicestershire, Rutland and Northamptonshire","720","660","27360","27570"
"In post","2022","Leicester","G6/G7","Leicestershire, Rutland and Northamptonshire","110","110","55040","55210"
"In post","2022","Leicester","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicester","SEO/HEO","Leicestershire, Rutland and Northamptonshire","360","340","36070","33840"
"In post","2022","Leicester","Unknown","Leicestershire, Rutland and Northamptonshire","290","270","28970","27980"
"In post","2022","Leicestershire CC and Rutland","AA/AO","Leicestershire, Rutland and Northamptonshire","880","820","23530","21860"
"In post","2022","Leicestershire CC and Rutland","EO","Leicestershire, Rutland and Northamptonshire","580","530","27970","27380"
"In post","2022","Leicestershire CC and Rutland","G6/G7","Leicestershire, Rutland and Northamptonshire","80","80","62760","58990"
"In post","2022","Leicestershire CC and Rutland","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire CC and Rutland","SEO/HEO","Leicestershire, Rutland and Northamptonshire","400","380","38370","37260"
"In post","2022","Leicestershire CC and Rutland","Unknown","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"In post","2022","Lewisham and Southwark","AA/AO","Inner London - East","230","200","26890","25110"
"In post","2022","Lewisham and Southwark","EO","Inner London - East","530","510","30170","31060"
"In post","2022","Lewisham and Southwark","G6/G7","Inner London - East","50","40","[c]","[c]"
"In post","2022","Lewisham and Southwark","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Lewisham and Southwark","SEO/HEO","Inner London - East","150","140","38780","37020"
"In post","2022","Lewisham and Southwark","Unknown","Inner London - East","440","420","35670","34100"
"In post","2022","Lincolnshire CC","AA/AO","Lincolnshire","1310","1230","22530","21260"
"In post","2022","Lincolnshire CC","EO","Lincolnshire","750","700","27720","27570"
"In post","2022","Lincolnshire CC","G6/G7","Lincolnshire","120","110","59520","55610"
"In post","2022","Lincolnshire CC","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire CC","SEO/HEO","Lincolnshire","620","600","36860","35630"
"In post","2022","Lincolnshire CC","Unknown","Lincolnshire","210","200","30180","28200"
"In post","2022","Lisburn and Castlereagh","AA/AO","Northern Ireland","200","190","21540","21680"
"In post","2022","Lisburn and Castlereagh","EO","Northern Ireland","130","130","26650","25850"
"In post","2022","Lisburn and Castlereagh","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Lisburn and Castlereagh","SEO/HEO","Northern Ireland","110","110","36400","36230"
"In post","2022","Lisburn and Castlereagh","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Liverpool","AA/AO","Merseyside","4420","3970","21770","21550"
"In post","2022","Liverpool","EO","Merseyside","3570","3320","26150","26160"
"In post","2022","Liverpool","G6/G7","Merseyside","1030","990","56570","55210"
"In post","2022","Liverpool","SCS","Merseyside","50","50","[c]","[c]"
"In post","2022","Liverpool","SEO/HEO","Merseyside","3060","2960","34950","33370"
"In post","2022","Liverpool","Unknown","Merseyside","370","350","28600","25480"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AA/AO","Highlands and Islands","160","150","24910","24020"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","Highlands and Islands","120","120","29530","28980"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","Highlands and Islands","50","50","[c]","[c]"
"In post","2022","Luton","AA/AO","Bedfordshire and Hertfordshire","110","90","21030","21220"
"In post","2022","Luton","EO","Bedfordshire and Hertfordshire","300","280","27970","27570"
"In post","2022","Luton","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Luton","SEO/HEO","Bedfordshire and Hertfordshire","50","50","34610","32590"
"In post","2022","Luton","Unknown","Bedfordshire and Hertfordshire","80","80","28390","25190"
"In post","2022","Manchester","AA/AO","Greater Manchester","1870","1730","22190","21260"
"In post","2022","Manchester","EO","Greater Manchester","2580","2450","26830","26820"
"In post","2022","Manchester","G6/G7","Greater Manchester","1640","1580","56750","55210"
"In post","2022","Manchester","SCS","Greater Manchester","90","90","89540","84890"
"In post","2022","Manchester","SEO/HEO","Greater Manchester","3330","3210","35390","34000"
"In post","2022","Manchester","Unknown","Greater Manchester","390","370","29590","28200"
"In post","2022","Medway","AA/AO","Kent","640","600","25420","25110"
"In post","2022","Medway","EO","Kent","410","390","30910","29290"
"In post","2022","Medway","G6/G7","Kent","40","40","[c]","[c]"
"In post","2022","Medway","SCS","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Medway","SEO/HEO","Kent","280","270","40220","38160"
"In post","2022","Medway","Unknown","Kent","90","80","28700","26310"
"In post","2022","Merton, Kingston upon Thames and Sutton","AA/AO","Outer London - South","110","100","23600","23720"
"In post","2022","Merton, Kingston upon Thames and Sutton","EO","Outer London - South","380","360","31910","31060"
"In post","2022","Merton, Kingston upon Thames and Sutton","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","SEO/HEO","Outer London - South","110","110","41640","41580"
"In post","2022","Merton, Kingston upon Thames and Sutton","Unknown","Outer London - South","80","70","33330","32890"
"In post","2022","Mid and East Antrim","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","AA/AO","Kent","300","280","24560","23140"
"In post","2022","Mid Kent","EO","Kent","270","250","29450","29290"
"In post","2022","Mid Kent","G6/G7","Kent","40","40","[c]","[c]"
"In post","2022","Mid Kent","SCS","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","SEO/HEO","Kent","150","140","38100","37280"
"In post","2022","Mid Kent","Unknown","Kent","160","150","30610","28580"
"In post","2022","Mid Lancashire","AA/AO","Lancashire","2660","2340","22010","21260"
"In post","2022","Mid Lancashire","EO","Lancashire","1410","1290","27460","27570"
"In post","2022","Mid Lancashire","G6/G7","Lancashire","340","330","57990","55210"
"In post","2022","Mid Lancashire","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","SEO/HEO","Lancashire","990","920","36710","34480"
"In post","2022","Mid Lancashire","Unknown","Lancashire","240","210","30210","28200"
"In post","2022","Mid Ulster","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","790","770","25380","24490"
"In post","2022","Milton Keynes","EO","Berkshire, Buckinghamshire and Oxfordshire","550","520","28590","27570"
"In post","2022","Milton Keynes","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","180","160","61490","57760"
"In post","2022","Milton Keynes","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","560","540","39430","38200"
"In post","2022","Milton Keynes","Unknown","Berkshire, Buckinghamshire and Oxfordshire","150","150","25680","24080"
"In post","2022","Monmouthshire and Newport","AA/AO","East Wales","1110","990","21510","20970"
"In post","2022","Monmouthshire and Newport","EO","East Wales","1310","1210","25980","24880"
"In post","2022","Monmouthshire and Newport","G6/G7","East Wales","1120","1080","56200","56450"
"In post","2022","Monmouthshire and Newport","SCS","East Wales","60","60","78980","74190"
"In post","2022","Monmouthshire and Newport","SEO/HEO","East Wales","2350","2260","35680","36840"
"In post","2022","Monmouthshire and Newport","Unknown","East Wales","120","110","29370","28550"
"In post","2022","Na h-Eileanan Siar","AA/AO","Highlands and Islands","80","70","21860","21260"
"In post","2022","Na h-Eileanan Siar","EO","Highlands and Islands","40","40","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Na h-Eileanan Siar","SEO/HEO","Highlands and Islands","40","30","[c]","[c]"
"In post","2022","Newry, Mourne and Down","AA/AO","Northern Ireland","70","60","20670","20560"
"In post","2022","Newry, Mourne and Down","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Newry, Mourne and Down","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","AA/AO","East Yorkshire and Northern Lincolnshire","290","250","21210","21260"
"In post","2022","North and North East Lincolnshire","EO","East Yorkshire and Northern Lincolnshire","340","310","27190","27570"
"In post","2022","North and North East Lincolnshire","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","North and North East Lincolnshire","SEO/HEO","East Yorkshire and Northern Lincolnshire","80","80","33740","32550"
"In post","2022","North and North East Lincolnshire","Unknown","East Yorkshire and Northern Lincolnshire","130","120","29970","28200"
"In post","2022","North and West Norfolk","AA/AO","East Anglia","500","460","24480","21620"
"In post","2022","North and West Norfolk","EO","East Anglia","210","180","28260","27570"
"In post","2022","North and West Norfolk","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","North and West Norfolk","SEO/HEO","East Anglia","180","170","35940","33790"
"In post","2022","North and West Norfolk","Unknown","East Anglia","50","40","[c]","[c]"
"In post","2022","North Hampshire","AA/AO","Hampshire and Isle of Wight","270","250","21790","21170"
"In post","2022","North Hampshire","EO","Hampshire and Isle of Wight","270","250","27230","27530"
"In post","2022","North Hampshire","G6/G7","Hampshire and Isle of Wight","120","120","69360","71790"
