"Status","Year","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Male","50","50","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Male","30","30","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Female","910","850","36230","33020"
"In post","2021","Analysis","United Kingdom Statistics Authority","Male","750","740","38310","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","Unknown","40","30","[c]","[c]"
"In post","2021","Analysis","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Female","670","650","66570","62250"
"In post","2021","Commercial","Cabinet Office","Male","750","750","74230","65440"
"In post","2021","Commercial","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Female","130","130","40940","39270"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Male","120","120","45590","47400"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","Female","110","100","40350","38000"
"In post","2021","Commercial","Department for Education","Male","100","90","40840","38000"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Female","130","120","35650","35900"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Male","80","80","41060","37240"
"In post","2021","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","Female","110","100","32720","31040"
"In post","2021","Commercial","Department for Transport","Male","100","90","34980","32020"
"In post","2021","Commercial","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Female","130","130","45300","40650"
"In post","2021","Commercial","Department of Health and Social Care","Male","110","100","50240","40650"
"In post","2021","Commercial","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Female","110","110","39990","38500"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Male","80","70","44360","41160"
"In post","2021","Commercial","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Female","80","70","34640","31960"
"In post","2021","Commercial","HM Revenue and Customs","Male","70","70","39250","38630"
"In post","2021","Commercial","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Female","1010","960","34510","33300"
"In post","2021","Commercial","Ministry of Defence","Male","1070","1050","38820","36460"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Female","580","560","41610","37970"
"In post","2021","Commercial","Ministry of Justice","Male","460","460","47510","46600"
"In post","2021","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Female","190","180","33620","33340"
"In post","2021","Commercial","Other Cabinet Office Agencies","Male","180","180","34510","34800"
"In post","2021","Commercial","Scottish Government","Female","40","40","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Male","60","60","33850","28410"
"In post","2021","Commercial","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","Female","60","60","45420","44080"
"In post","2021","Commercial","UK Export Finance","Male","130","130","58130","52500"
"In post","2021","Commercial","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Female","60","60","44340","39750"
"In post","2021","Communications","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Female","200","200","46520","42550"
"In post","2021","Communications","Cabinet Office","Male","140","140","47870","40600"
"In post","2021","Communications","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Female","130","120","43980","40050"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Male","100","90","43380","39650"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","Female","210","200","38660","36720"
"In post","2021","Communications","Department for Education","Male","120","120","40630","36780"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Female","250","230","37400","35900"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Male","130","130","38640","36970"
"In post","2021","Communications","Department for International Trade","Female","60","60","39600","38470"
"In post","2021","Communications","Department for International Trade","Male","40","40","[c]","[c]"
"In post","2021","Communications","Department for Transport","Female","180","170","36550","33350"
"In post","2021","Communications","Department for Transport","Male","120","120","39530","36410"
"In post","2021","Communications","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Female","180","180","43410","36200"
"In post","2021","Communications","Department of Health and Social Care","Male","130","130","44880","40850"
"In post","2021","Communications","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Female","80","80","47100","42200"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Male","60","60","48880","46410"
"In post","2021","Communications","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Female","2010","1880","29800","25560"
"In post","2021","Communications","HM Revenue and Customs","Male","2170","2130","28840","25560"
"In post","2021","Communications","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","Female","370","350","34360","33000"
"In post","2021","Communications","Ministry of Defence","Male","500","490","30970","27260"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Female","50","50","40380","34200"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Male","60","60","42200","36340"
"In post","2021","Communications","Ministry of Justice","Female","90","80","44480","39610"
"In post","2021","Communications","Ministry of Justice","Male","70","70","43620","39870"
"In post","2021","Communications","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","Female","40","30","[c]","[c]"
"In post","2021","Communications","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","Female","50","50","36130","30500"
"In post","2021","Communications","United Kingdom Statistics Authority","Male","30","30","[c]","[c]"
"In post","2021","Communications","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","Female","100","100","42940","34370"
"In post","2021","Counter Fraud","Attorney General's Departments","Male","150","140","47400","41280"
"In post","2021","Counter Fraud","Cabinet Office","Female","50","40","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office","Male","50","50","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Female","120","110","38130","39170"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Male","170","160","39980","38510"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Male","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs","Female","4190","3800","31820","29570"
"In post","2021","Counter Fraud","HM Revenue and Customs","Male","4650","4490","34360","31810"
"In post","2021","Counter Fraud","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs","Female","2640","2280","23280","21440"
"In post","2021","Debt","HM Revenue and Customs","Male","2010","1930","23040","20140"
"In post","2021","Debt","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Female","80","70","37550","35290"
"In post","2021","Digital, Data & Technology","Attorney General's Departments","Male","100","100","41590","38370"
"In post","2021","Digital, Data & Technology","Cabinet Office","Female","420","410","49800","54700"
"In post","2021","Digital, Data & Technology","Cabinet Office","Male","550","540","52530","54700"
"In post","2021","Digital, Data & Technology","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Female","480","450","39580","39420"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Male","1110","1080","42130","39750"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","Female","270","260","40760","36870"
"In post","2021","Digital, Data & Technology","Department for Education","Male","380","370","38920","36500"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Female","290","270","42020","39050"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Male","420","420","43960","44760"
"In post","2021","Digital, Data & Technology","Department for International Trade","Female","70","70","44510","43000"
"In post","2021","Digital, Data & Technology","Department for International Trade","Male","60","60","49280","44500"
"In post","2021","Digital, Data & Technology","Department for Transport","Female","360","340","35740","32180"
"In post","2021","Digital, Data & Technology","Department for Transport","Male","820","810","41110","39040"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Female","150","140","43480","39400"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Male","210","210","45750","41310"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Female","120","110","39350","36640"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Male","250","240","41990","39190"
"In post","2021","Digital, Data & Technology","HM Land Registry","Female","240","210","37460","38450"
"In post","2021","Digital, Data & Technology","HM Land Registry","Male","440","420","38350","38450"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Female","1050","990","38690","34170"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Male","1650","1600","39710","38630"
"In post","2021","Digital, Data & Technology","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","Male","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Female","350","330","31280","28410"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Male","640","640","35480","33300"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Female","60","60","42810","39600"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Male","90","90","45220","41170"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Female","420","400","44650","42320"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Male","650","650","47500","45990"
"In post","2021","Digital, Data & Technology","National Crime Agency","Female","110","100","38090","36740"
"In post","2021","Digital, Data & Technology","National Crime Agency","Male","150","150","43230","40810"
"In post","2021","Digital, Data & Technology","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Female","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Male","50","50","45020","39850"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Female","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Male","90","90","43980","40000"
"In post","2021","Digital, Data & Technology","Scottish Government","Female","60","50","39130","34190"
"In post","2021","Digital, Data & Technology","Scottish Government","Male","180","180","39070","35810"
"In post","2021","Digital, Data & Technology","The National Archives","Female","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","Male","60","60","40820","40130"
"In post","2021","Digital, Data & Technology","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Female","200","200","40370","36310"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Male","390","390","41230","36840"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Female","80","70","34400","31010"
"In post","2021","Finance","Attorney General's Departments","Male","70","70","39610","31560"
"In post","2021","Finance","Cabinet Office","Female","40","40","[c]","[c]"
"In post","2021","Finance","Cabinet Office","Male","50","50","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Female","180","160","42340","39820"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Male","140","140","47520","42700"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Male","40","40","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","Female","280","270","42340","40670"
"In post","2021","Finance","Department for Education","Male","260","250","44250","42520"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Female","220","200","39750","36970"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Male","200","200","45930","42470"
"In post","2021","Finance","Department for International Trade","Female","40","40","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Male","50","50","[c]","[c]"
"In post","2021","Finance","Department for Transport","Female","220","200","37200","32430"
"In post","2021","Finance","Department for Transport","Male","200","200","42720","41650"
"In post","2021","Finance","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","Female","340","330","39190","34350"
"In post","2021","Finance","Department of Health and Social Care","Male","270","270","43850","40070"
"In post","2021","Finance","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Female","160","150","42360","38230"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Male","140","140","43030","39260"
"In post","2021","Finance","HM Land Registry","Female","30","30","[c]","[c]"
"In post","2021","Finance","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Revenue and Customs","Female","1450","1230","30900","25560"
"In post","2021","Finance","HM Revenue and Customs","Male","1030","990","35720","31810"
"In post","2021","Finance","HM Treasury","Female","60","50","48070","48780"
"In post","2021","Finance","HM Treasury","Male","60","60","52150","54190"
"In post","2021","Finance","Ministry of Defence","Female","1260","1190","36060","33140"
"In post","2021","Finance","Ministry of Defence","Male","890","880","41390","36730"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government","Female","80","70","49220","48620"
