"Status","Year","Responsibility_level","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","East of England","80","70","20790","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","London","90","80","24440","24370"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","North East (England)","150","140","21080","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","North West (England)","620","550","21000","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Scotland","40","30","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","South East (England)","280","270","23340","24370"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","South West (England)","300","280","21070","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Wales","140","130","21100","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","West Midlands (England)","140","130","20990","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","150","140","21350","21050"
"In post","2021","AA/AO","Department for International Trade","London","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","East Midlands (England)","100","100","23860","21590"
"In post","2021","AA/AO","Department for Transport","East of England","90","80","26290","26580"
"In post","2021","AA/AO","Department for Transport","London","150","130","30050","31680"
"In post","2021","AA/AO","Department for Transport","North East (England)","160","140","22190","21590"
"In post","2021","AA/AO","Department for Transport","North West (England)","80","80","25380","26580"
"In post","2021","AA/AO","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Scotland","100","100","25680","26590"
"In post","2021","AA/AO","Department for Transport","South East (England)","260","250","24980","26580"
"In post","2021","AA/AO","Department for Transport","South West (England)","150","140","23960","21590"
"In post","2021","AA/AO","Department for Transport","Wales","4320","3680","20760","21590"
"In post","2021","AA/AO","Department for Transport","West Midlands (England)","100","90","24470","25090"
"In post","2021","AA/AO","Department for Transport","Yorkshire and The Humber","180","160","24140","21590"
"In post","2021","AA/AO","Department for Work and Pensions","East Midlands (England)","1540","1290","20840","21010"
"In post","2021","AA/AO","Department for Work and Pensions","East of England","1030","870","22710","22980"
"In post","2021","AA/AO","Department for Work and Pensions","London","1630","1430","24480","25110"
"In post","2021","AA/AO","Department for Work and Pensions","North East (England)","4220","3620","20860","21010"
"In post","2021","AA/AO","Department for Work and Pensions","North West (England)","6770","5890","20800","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Scotland","3770","3250","20780","21010"
"In post","2021","AA/AO","Department for Work and Pensions","South East (England)","1860","1600","22150","21010"
"In post","2021","AA/AO","Department for Work and Pensions","South West (England)","1790","1480","20880","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Unknown","170","150","22470","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Wales","2060","1780","20880","21010"
"In post","2021","AA/AO","Department for Work and Pensions","West Midlands (England)","2410","2000","20730","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Yorkshire and The Humber","2350","1990","20830","21010"
"In post","2021","AA/AO","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","East of England","80","70","21830","21570"
"In post","2021","AA/AO","Department of Health and Social Care","London","290","250","23520","23530"
"In post","2021","AA/AO","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","North West (England)","150","140","19880","19630"
"In post","2021","AA/AO","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","South East (England)","70","50","21310","21570"
"In post","2021","AA/AO","Department of Health and Social Care","South West (England)","200","170","20150","19630"
"In post","2021","AA/AO","Department of Health and Social Care","West Midlands (England)","90","80","20340","19630"
"In post","2021","AA/AO","Department of Health and Social Care","Yorkshire and The Humber","80","70","20170","19630"
"In post","2021","AA/AO","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office","London","270","260","27920","28000"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office","Scotland","60","50","21490","21490"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office","South East (England)","250","240","24100","24750"
"In post","2021","AA/AO","HM Land Registry","East Midlands (England)","230","210","22340","22350"
"In post","2021","AA/AO","HM Land Registry","East of England","70","70","22360","22350"
"In post","2021","AA/AO","HM Land Registry","London","70","70","25820","25850"
"In post","2021","AA/AO","HM Land Registry","North East (England)","260","250","22350","22350"
"In post","2021","AA/AO","HM Land Registry","North West (England)","310","290","22350","22350"
"In post","2021","AA/AO","HM Land Registry","South West (England)","380","350","22240","22350"
"In post","2021","AA/AO","HM Land Registry","Wales","220","200","22350","22350"
"In post","2021","AA/AO","HM Land Registry","West Midlands (England)","210","200","22370","22350"
"In post","2021","AA/AO","HM Land Registry","Yorkshire and The Humber","110","100","22350","22350"
"In post","2021","AA/AO","HM Revenue and Customs","East Midlands (England)","890","780","20540","20140"
"In post","2021","AA/AO","HM Revenue and Customs","East of England","390","340","21050","21400"
"In post","2021","AA/AO","HM Revenue and Customs","London","960","860","24870","25000"
"In post","2021","AA/AO","HM Revenue and Customs","North East (England)","5310","4390","20670","20140"
"In post","2021","AA/AO","HM Revenue and Customs","North West (England)","4400","3860","20560","20140"
"In post","2021","AA/AO","HM Revenue and Customs","Northern Ireland","710","640","20460","20140"
"In post","2021","AA/AO","HM Revenue and Customs","Scotland","3740","3250","20470","20140"
"In post","2021","AA/AO","HM Revenue and Customs","South East (England)","780","680","20730","20140"
"In post","2021","AA/AO","HM Revenue and Customs","South West (England)","390","350","20770","21100"
"In post","2021","AA/AO","HM Revenue and Customs","Wales","1530","1350","20490","20140"
"In post","2021","AA/AO","HM Revenue and Customs","West Midlands (England)","900","810","20490","20140"
"In post","2021","AA/AO","HM Revenue and Customs","Yorkshire and The Humber","1600","1400","20490","20140"
"In post","2021","AA/AO","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury","London","50","50","23030","23500"
"In post","2021","AA/AO","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Home Office","East of England","640","570","21160","21430"
"In post","2021","AA/AO","Home Office","London","1810","1630","24980","25630"
"In post","2021","AA/AO","Home Office","North East (England)","660","530","21080","21430"
"In post","2021","AA/AO","Home Office","North West (England)","2460","2190","21010","21430"
"In post","2021","AA/AO","Home Office","Northern Ireland","220","190","21260","21430"
"In post","2021","AA/AO","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Home Office","Scotland","280","250","21210","21430"
"In post","2021","AA/AO","Home Office","South East (England)","540","510","21640","21430"
"In post","2021","AA/AO","Home Office","South West (England)","50","40","[c]","[c]"
"In post","2021","AA/AO","Home Office","Wales","180","150","21190","21430"
"In post","2021","AA/AO","Home Office","West Midlands (England)","250","230","21220","21430"
"In post","2021","AA/AO","Home Office","Yorkshire and The Humber","1210","1080","21250","21430"
"In post","2021","AA/AO","Ministry of Defence","East Midlands (England)","940","900","21050","20920"
"In post","2021","AA/AO","Ministry of Defence","East of England","1480","1410","22440","20920"
"In post","2021","AA/AO","Ministry of Defence","London","800","780","24870","23890"
"In post","2021","AA/AO","Ministry of Defence","North East (England)","160","160","20310","20920"
"In post","2021","AA/AO","Ministry of Defence","North West (England)","800","740","21440","21030"
"In post","2021","AA/AO","Ministry of Defence","Northern Ireland","710","690","20830","20310"
"In post","2021","AA/AO","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Defence","Scotland","2330","2230","24810","21130"
"In post","2021","AA/AO","Ministry of Defence","South East (England)","3210","3110","23820","20920"
"In post","2021","AA/AO","Ministry of Defence","South West (England)","2910","2770","21950","20920"
"In post","2021","AA/AO","Ministry of Defence","Unknown","30","30","[c]","[c]"
"In post","2021","AA/AO","Ministry of Defence","Wales","530","510","20400","20720"
"In post","2021","AA/AO","Ministry of Defence","West Midlands (England)","950","910","21880","20920"
"In post","2021","AA/AO","Ministry of Defence","Yorkshire and The Humber","1060","1020","23030","20920"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","East of England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","London","40","40","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","South West (England)","160","150","21550","21270"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Justice","East Midlands (England)","4030","3720","23100","21710"
"In post","2021","AA/AO","Ministry of Justice","East of England","3760","3500","25150","23970"
"In post","2021","AA/AO","Ministry of Justice","London","5460","5180","26520","23790"
"In post","2021","AA/AO","Ministry of Justice","North East (England)","2450","2220","24400","23240"
"In post","2021","AA/AO","Ministry of Justice","North West (England)","4940","4520","23690","21710"
"In post","2021","AA/AO","Ministry of Justice","Scotland","280","260","20160","19930"
"In post","2021","AA/AO","Ministry of Justice","South East (England)","5590","5260","26470","26350"
"In post","2021","AA/AO","Ministry of Justice","South West (England)","2790","2570","23650","22850"
"In post","2021","AA/AO","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Justice","Wales","1850","1710","22700","21550"
"In post","2021","AA/AO","Ministry of Justice","West Midlands (England)","4910","4550","22720","20650"
"In post","2021","AA/AO","Ministry of Justice","Yorkshire and The Humber","4510","4130","24190","23240"
"In post","2021","AA/AO","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","London","100","100","25970","24220"
"In post","2021","AA/AO","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","North West (England)","80","80","21800","20800"
"In post","2021","AA/AO","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","South West (England)","40","40","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","East of England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","North West (England)","140","130","21160","21160"
"In post","2021","AA/AO","Office for Standards in Education","South West (England)","30","30","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","Scotland","30","30","[c]","[c]"
"In post","2021","AA/AO","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","East of England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Scotland","6120","5690","23010","22430"
"In post","2021","AA/AO","The National Archives","London","90","80","21250","20650"
"In post","2021","AA/AO","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","South East (England)","1050","660","19720","19520"
"In post","2021","AA/AO","United Kingdom Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Wales","400","360","19340","19520"
"In post","2021","AA/AO","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Wales","970","890","23340","23830"
"In post","2021","EO","Attorney General's Departments","East Midlands (England)","90","80","27040","27350"
"In post","2021","EO","Attorney General's Departments","East of England","110","100","28640","28430"
"In post","2021","EO","Attorney General's Departments","London","740","700","28640","27760"
"In post","2021","EO","Attorney General's Departments","North East (England)","60","60","27390","28430"
"In post","2021","EO","Attorney General's Departments","North West (England)","210","200","27610","28430"
"In post","2021","EO","Attorney General's Departments","South East (England)","150","140","28650","27760"
"In post","2021","EO","Attorney General's Departments","South West (England)","60","60","26970","26340"
"In post","2021","EO","Attorney General's Departments","Wales","60","50","27440","28430"
"In post","2021","EO","Attorney General's Departments","West Midlands (England)","110","100","27170","28430"
"In post","2021","EO","Attorney General's Departments","Yorkshire and The Humber","170","160","27110","27350"
"In post","2021","EO","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","London","600","590","27960","27500"
"In post","2021","EO","Cabinet Office","North East (England)","100","90","24800","23850"
"In post","2021","EO","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Yorkshire and The Humber","110","100","26410","26670"
"In post","2021","EO","Chancellor's other departments","London","40","30","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","North West (England)","90","90","24640","24440"
"In post","2021","EO","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","London","70","70","28600","28160"
"In post","2021","EO","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","East Midlands (England)","50","40","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","London","420","410","28720","27690"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","North East (England)","70","70","24680","24250"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","North West (England)","100","90","24770","24250"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Scotland","90","80","25070","24500"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","South West (England)","210","200","26020","25780"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Wales","810","770","26300","25100"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","West Midlands (England)","110","110","25340","24570"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","London","170","170","27490","26180"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Education","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","EO","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Education","London","280","270","29250","28500"
"In post","2021","EO","Department for Education","North East (England)","120","110","25770","26000"
"In post","2021","EO","Department for Education","North West (England)","160","160","25540","25000"
"In post","2021","EO","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Education","West Midlands (England)","170","170","25430","25000"
"In post","2021","EO","Department for Education","Yorkshire and The Humber","170","170","25610","25000"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","East Midlands (England)","60","60","25460","25190"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","East of England","190","180","25510","25010"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","London","300","290","28690","28270"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","North East (England)","110","100","25430","25190"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","North West (England)","320","290","25460","25190"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Scotland","40","30","[c]","[c]"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","South East (England)","330","310","27290","27960"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","South West (England)","300","280","25380","25190"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Wales","70","60","25550","25190"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","West Midlands (England)","150","140","25470","25190"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","210","200","25550","25190"
"In post","2021","EO","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","London","230","230","27590","26510"
"In post","2021","EO","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Transport","East Midlands (England)","250","240","27110","26780"
"In post","2021","EO","Department for Transport","East of England","240","220","28190","26780"
"In post","2021","EO","Department for Transport","London","590","580","30460","30540"
"In post","2021","EO","Department for Transport","North East (England)","120","110","27170","26780"
"In post","2021","EO","Department for Transport","North West (England)","290","270","27790","26780"
"In post","2021","EO","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department for Transport","Scotland","210","190","28000","26780"
"In post","2021","EO","Department for Transport","South East (England)","540","510","28770","26780"
"In post","2021","EO","Department for Transport","South West (England)","290","270","27380","26780"
"In post","2021","EO","Department for Transport","Wales","1120","1050","26980","26780"
"In post","2021","EO","Department for Transport","West Midlands (England)","260","250","27710","26780"
"In post","2021","EO","Department for Transport","Yorkshire and The Humber","250","230","27560","26780"
"In post","2021","EO","Department for Work and Pensions","East Midlands (England)","2680","2420","27490","27570"
"In post","2021","EO","Department for Work and Pensions","East of England","3180","2890","28780","29290"
"In post","2021","EO","Department for Work and Pensions","London","6300","5920","31100","31060"
"In post","2021","EO","Department for Work and Pensions","North East (England)","3500","3110","27460","27570"
"In post","2021","EO","Department for Work and Pensions","North West (England)","8490","7700","27460","27570"
"In post","2021","EO","Department for Work and Pensions","Scotland","4400","3930","27450","27570"
"In post","2021","EO","Department for Work and Pensions","South East (England)","4310","3950","28510","27570"
"In post","2021","EO","Department for Work and Pensions","South West (England)","3460","3060","27480","27570"
"In post","2021","EO","Department for Work and Pensions","Unknown","500","470","28010","27570"
"In post","2021","EO","Department for Work and Pensions","Wales","3140","2850","27490","27570"
"In post","2021","EO","Department for Work and Pensions","West Midlands (England)","4550","4060","27430","27570"
"In post","2021","EO","Department for Work and Pensions","Yorkshire and The Humber","4520","4010","27480","27570"
"In post","2021","EO","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department of Health and Social Care","East of England","100","90","26930","27400"
"In post","2021","EO","Department of Health and Social Care","London","910","850","27630","27270"
"In post","2021","EO","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department of Health and Social Care","North West (England)","90","90","24390","23700"
"In post","2021","EO","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Department of Health and Social Care","South East (England)","50","40","[c]","[c]"
