"Status","Year","Disability","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Heterosexual / straight","Northern Ireland","250","240","27290","25560"
"In post","2021","Declared disabled","Heterosexual / straight","Northumberland and Tyne and Wear","1770","1550","27010","25560"
"In post","2021","Declared disabled","Heterosexual / straight","Outer London - East and North East","350","320","30040","31060"
"In post","2021","Declared disabled","Heterosexual / straight","Outer London - South","800","740","36080","31370"
"In post","2021","Declared disabled","Heterosexual / straight","Outer London - West and North West","660","600","32170","31060"
"In post","2021","Declared disabled","Heterosexual / straight","Overseas","160","160","48570","45490"
"In post","2021","Declared disabled","Heterosexual / straight","Shropshire and Staffordshire","830","770","29320","27570"
"In post","2021","Declared disabled","Heterosexual / straight","South Yorkshire","930","820","30080","27570"
"In post","2021","Declared disabled","Heterosexual / straight","Southern Scotland","370","330","28890","26140"
"In post","2021","Declared disabled","Heterosexual / straight","Surrey, East and West Sussex","670","600","29060","27570"
"In post","2021","Declared disabled","Heterosexual / straight","Tees Valley and Durham","860","760","27460","27570"
"In post","2021","Declared disabled","Heterosexual / straight","Unknown","140","140","30980","27570"
"In post","2021","Declared disabled","Heterosexual / straight","West Central Scotland","1260","1120","28350","26160"
"In post","2021","Declared disabled","Heterosexual / straight","West Midlands","1540","1400","29220","27570"
"In post","2021","Declared disabled","Heterosexual / straight","West Wales and The Valleys","1230","1080","26480","25360"
"In post","2021","Declared disabled","Heterosexual / straight","West Yorkshire","1360","1230","30530","27570"
"In post","2021","Declared disabled","LGBO","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Berkshire, Buckinghamshire and Oxfordshire","70","70","29340","28670"
"In post","2021","Declared disabled","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Derbyshire and Nottinghamshire","110","100","30080","27570"
"In post","2021","Declared disabled","LGBO","Devon","70","60","27400","27570"
"In post","2021","Declared disabled","LGBO","Dorset and Somerset","40","40","[c]","[c]"
"In post","2021","Declared disabled","LGBO","East Anglia","80","80","27400","27570"
"In post","2021","Declared disabled","LGBO","East Wales","160","160","31740","27570"
"In post","2021","Declared disabled","LGBO","East Yorkshire and Northern Lincolnshire","40","30","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Eastern Scotland","200","190","32820","28170"
"In post","2021","Declared disabled","LGBO","Essex","50","50","29260","29290"
"In post","2021","Declared disabled","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","230","220","31930","28650"
"In post","2021","Declared disabled","LGBO","Greater Manchester","200","200","29480","27570"
"In post","2021","Declared disabled","LGBO","Hampshire and Isle of Wight","120","110","29650","27570"
"In post","2021","Declared disabled","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Inner London - East","140","140","38490","32260"
"In post","2021","Declared disabled","LGBO","Inner London - West","670","660","45020","40050"
"In post","2021","Declared disabled","LGBO","Kent","80","70","29570","29290"
"In post","2021","Declared disabled","LGBO","Lancashire","120","110","26540","27570"
"In post","2021","Declared disabled","LGBO","Leicestershire, Rutland and Northamptonshire","60","50","27280","27570"
"In post","2021","Declared disabled","LGBO","Lincolnshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Merseyside","120","110","28300","25560"
"In post","2021","Declared disabled","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","North Yorkshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Northumberland and Tyne and Wear","140","130","27340","25560"
"In post","2021","Declared disabled","LGBO","Outer London - East and North East","40","40","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Outer London - South","70","70","38500","34960"
"In post","2021","Declared disabled","LGBO","Outer London - West and North West","50","50","33660","31060"
"In post","2021","Declared disabled","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Shropshire and Staffordshire","80","80","27750","25790"
"In post","2021","Declared disabled","LGBO","South Yorkshire","90","90","31320","27570"
"In post","2021","Declared disabled","LGBO","Southern Scotland","40","40","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Surrey, East and West Sussex","100","100","29140","27570"
"In post","2021","Declared disabled","LGBO","Tees Valley and Durham","50","50","[c]","[c]"
"In post","2021","Declared disabled","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","LGBO","West Central Scotland","150","140","29160","25870"
"In post","2021","Declared disabled","LGBO","West Midlands","160","150","28070","27570"
"In post","2021","Declared disabled","LGBO","West Wales and The Valleys","100","90","27910","26410"
"In post","2021","Declared disabled","LGBO","West Yorkshire","150","140","29940","27570"
"In post","2021","Declared disabled","Undeclared","Bedfordshire and Hertfordshire","50","40","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","110","100","33560","29530"
"In post","2021","Declared disabled","Undeclared","Cheshire","40","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Cumbria","30","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Derbyshire and Nottinghamshire","190","180","29300","27570"
"In post","2021","Declared disabled","Undeclared","Devon","100","90","27940","26930"
"In post","2021","Declared disabled","Undeclared","Dorset and Somerset","80","70","28450","27130"
"In post","2021","Declared disabled","Undeclared","East Anglia","130","120","31130","27570"
"In post","2021","Declared disabled","Undeclared","East Wales","180","170","30580","27460"
"In post","2021","Declared disabled","Undeclared","East Yorkshire and Northern Lincolnshire","60","50","26500","27210"
"In post","2021","Declared disabled","Undeclared","Eastern Scotland","160","140","32190","27570"
"In post","2021","Declared disabled","Undeclared","Essex","80","70","30180","29090"
"In post","2021","Declared disabled","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","380","350","36200","33300"
"In post","2021","Declared disabled","Undeclared","Greater Manchester","230","200","28420","26780"
"In post","2021","Declared disabled","Undeclared","Hampshire and Isle of Wight","170","150","29380","27570"
"In post","2021","Declared disabled","Undeclared","Herefordshire, Worcestershire and Warwickshire","50","40","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Inner London - East","180","170","38380","31880"
"In post","2021","Declared disabled","Undeclared","Inner London - West","480","470","43540","38750"
"In post","2021","Declared disabled","Undeclared","Kent","100","90","29780","27370"
"In post","2021","Declared disabled","Undeclared","Lancashire","200","170","27220","27380"
"In post","2021","Declared disabled","Undeclared","Leicestershire, Rutland and Northamptonshire","80","70","27450","25160"
"In post","2021","Declared disabled","Undeclared","Lincolnshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Merseyside","200","170","27060","25310"
"In post","2021","Declared disabled","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","North Yorkshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Northumberland and Tyne and Wear","190","160","27120","23840"
"In post","2021","Declared disabled","Undeclared","Outer London - East and North East","60","50","30440","30780"
"In post","2021","Declared disabled","Undeclared","Outer London - South","140","130","35920","31060"
"In post","2021","Declared disabled","Undeclared","Outer London - West and North West","120","110","31570","30780"
"In post","2021","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Shropshire and Staffordshire","100","90","30110","27570"
"In post","2021","Declared disabled","Undeclared","South Yorkshire","130","110","29740","27570"
"In post","2021","Declared disabled","Undeclared","Southern Scotland","30","30","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Surrey, East and West Sussex","100","90","28450","27570"
"In post","2021","Declared disabled","Undeclared","Tees Valley and Durham","100","90","26650","24280"
"In post","2021","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","West Central Scotland","160","140","26800","26120"
"In post","2021","Declared disabled","Undeclared","West Midlands","200","180","28150","27570"
"In post","2021","Declared disabled","Undeclared","West Wales and The Valleys","360","290","24640","21590"
"In post","2021","Declared disabled","Undeclared","West Yorkshire","160","140","29850","27570"
"In post","2021","Declared disabled","Unknown","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","60","50","32500","27850"
"In post","2021","Declared disabled","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Cumbria","40","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Derbyshire and Nottinghamshire","100","90","28020","27570"
"In post","2021","Declared disabled","Unknown","Devon","160","140","31770","31650"
"In post","2021","Declared disabled","Unknown","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","East Anglia","90","80","28320","27570"
"In post","2021","Declared disabled","Unknown","East Wales","130","110","28290","26980"
"In post","2021","Declared disabled","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Eastern Scotland","270","250","31130","30080"
"In post","2021","Declared disabled","Unknown","Essex","60","50","27960","27370"
"In post","2021","Declared disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","130","110","31660","27570"
"In post","2021","Declared disabled","Unknown","Greater Manchester","190","170","28280","27570"
"In post","2021","Declared disabled","Unknown","Hampshire and Isle of Wight","120","100","27310","25190"
"In post","2021","Declared disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Inner London - East","150","140","36210","31880"
"In post","2021","Declared disabled","Unknown","Inner London - West","300","280","43430","38600"
"In post","2021","Declared disabled","Unknown","Kent","50","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Lancashire","190","160","25760","26110"
"In post","2021","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Merseyside","200","170","25900","21580"
"In post","2021","Declared disabled","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Northumberland and Tyne and Wear","230","190","24880","21440"
"In post","2021","Declared disabled","Unknown","Outer London - East and North East","50","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Outer London - South","60","50","32950","31060"
"In post","2021","Declared disabled","Unknown","Outer London - West and North West","50","50","29240","28940"
"In post","2021","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Shropshire and Staffordshire","50","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","South Yorkshire","80","70","29040","27570"
"In post","2021","Declared disabled","Unknown","Southern Scotland","60","50","27810","26120"
"In post","2021","Declared disabled","Unknown","Surrey, East and West Sussex","70","60","28920","27570"
"In post","2021","Declared disabled","Unknown","Tees Valley and Durham","100","80","26570","27130"
"In post","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","West Central Scotland","180","150","29480","27570"
"In post","2021","Declared disabled","Unknown","West Midlands","200","170","28200","27570"
"In post","2021","Declared disabled","Unknown","West Wales and The Valleys","70","60","24420","25650"
"In post","2021","Declared disabled","Unknown","West Yorkshire","130","110","28030","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","Bedfordshire and Hertfordshire","2480","2320","32310","29290"
"In post","2021","Declared non-disabled","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","5170","4940","32810","29290"
"In post","2021","Declared non-disabled","Heterosexual / straight","Cheshire","1700","1610","31530","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","Cornwall and Isles of Scilly","870","790","26790","26670"
"In post","2021","Declared non-disabled","Heterosexual / straight","Cumbria","1060","970","28710","25770"
"In post","2021","Declared non-disabled","Heterosexual / straight","Derbyshire and Nottinghamshire","6110","5680","32060","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","Devon","3800","3490","29810","27560"
"In post","2021","Declared non-disabled","Heterosexual / straight","Dorset and Somerset","2840","2650","29650","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","East Anglia","6780","6340","30110","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","East Wales","10640","9990","33940","28850"
"In post","2021","Declared non-disabled","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","2580","2360","28020","26930"
"In post","2021","Declared non-disabled","Heterosexual / straight","Eastern Scotland","7560","7140","35700","30080"
"In post","2021","Declared non-disabled","Heterosexual / straight","Essex","2960","2730","30900","29290"
"In post","2021","Declared non-disabled","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","17140","16350","36780","33300"
"In post","2021","Declared non-disabled","Heterosexual / straight","Greater Manchester","10010","9460","31940","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","Hampshire and Isle of Wight","8080","7520","32710","28660"
"In post","2021","Declared non-disabled","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","2230","2100","28120","26350"
"In post","2021","Declared non-disabled","Heterosexual / straight","Highlands and Islands","880","830","28480","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","Inner London - East","8160","7790","42720","36200"
"In post","2021","Declared non-disabled","Heterosexual / straight","Inner London - West","31710","30810","48050","43300"
"In post","2021","Declared non-disabled","Heterosexual / straight","Kent","4760","4450","29390","27680"
"In post","2021","Declared non-disabled","Heterosexual / straight","Lancashire","6980","6400","29000","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","3270","3000","27990","26630"
"In post","2021","Declared non-disabled","Heterosexual / straight","Lincolnshire","1620","1540","27970","26670"
"In post","2021","Declared non-disabled","Heterosexual / straight","Merseyside","10620","9770","29010","25560"
"In post","2021","Declared non-disabled","Heterosexual / straight","North Eastern Scotland","770","720","39560","31720"
"In post","2021","Declared non-disabled","Heterosexual / straight","North Yorkshire","2660","2530","34340","30210"
"In post","2021","Declared non-disabled","Heterosexual / straight","Northern Ireland","2030","1910","28670","25560"
"In post","2021","Declared non-disabled","Heterosexual / straight","Northumberland and Tyne and Wear","10490","9500","29510","26780"
"In post","2021","Declared non-disabled","Heterosexual / straight","Outer London - East and North East","1870","1770","31070","31060"
"In post","2021","Declared non-disabled","Heterosexual / straight","Outer London - South","6410","6080","38090","35050"
"In post","2021","Declared non-disabled","Heterosexual / straight","Outer London - West and North West","5130","4780","32490","31000"
"In post","2021","Declared non-disabled","Heterosexual / straight","Overseas","2100","2090","49620","49810"
"In post","2021","Declared non-disabled","Heterosexual / straight","Shropshire and Staffordshire","4500","4220","30220","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","South Yorkshire","5720","5230","31560","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","Southern Scotland","2600","2380","31060","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","Surrey, East and West Sussex","4400","4040","30880","27850"
"In post","2021","Declared non-disabled","Heterosexual / straight","Tees Valley and Durham","4950","4500","28230","26300"
"In post","2021","Declared non-disabled","Heterosexual / straight","Unknown","780","740","33340","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","West Central Scotland","8300","7700","30800","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","West Midlands","9080","8430","31370","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","West Wales and The Valleys","8590","7900","30020","26780"
"In post","2021","Declared non-disabled","Heterosexual / straight","West Yorkshire","8380","7780","32020","27570"
"In post","2021","Declared non-disabled","LGBO","Bedfordshire and Hertfordshire","100","100","31900","29430"
"In post","2021","Declared non-disabled","LGBO","Berkshire, Buckinghamshire and Oxfordshire","250","240","31170","29290"
"In post","2021","Declared non-disabled","LGBO","Cheshire","100","100","29190","27570"
"In post","2021","Declared non-disabled","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","LGBO","Cumbria","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","LGBO","Derbyshire and Nottinghamshire","310","300","31000","27470"
"In post","2021","Declared non-disabled","LGBO","Devon","160","150","26860","25680"
"In post","2021","Declared non-disabled","LGBO","Dorset and Somerset","110","110","28260","27570"
"In post","2021","Declared non-disabled","LGBO","East Anglia","270","260","28520","27150"
"In post","2021","Declared non-disabled","LGBO","East Wales","600","590","32100","27570"
"In post","2021","Declared non-disabled","LGBO","East Yorkshire and Northern Lincolnshire","110","110","26600","26410"
"In post","2021","Declared non-disabled","LGBO","Eastern Scotland","430","420","34750","30080"
"In post","2021","Declared non-disabled","LGBO","Essex","130","120","30520","29290"
"In post","2021","Declared non-disabled","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","680","660","33300","29180"
"In post","2021","Declared non-disabled","LGBO","Greater Manchester","680","670","31480","27570"
"In post","2021","Declared non-disabled","LGBO","Hampshire and Isle of Wight","300","300","30930","27570"
"In post","2021","Declared non-disabled","LGBO","Herefordshire, Worcestershire and Warwickshire","110","100","28940","24920"
"In post","2021","Declared non-disabled","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","LGBO","Inner London - East","540","530","43290","36370"
"In post","2021","Declared non-disabled","LGBO","Inner London - West","2520","2480","48130","44660"
"In post","2021","Declared non-disabled","LGBO","Kent","230","220","30560","29290"
"In post","2021","Declared non-disabled","LGBO","Lancashire","300","290","27580","26560"
"In post","2021","Declared non-disabled","LGBO","Leicestershire, Rutland and Northamptonshire","150","150","28030","27380"
"In post","2021","Declared non-disabled","LGBO","Lincolnshire","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","LGBO","Merseyside","420","400","28500","25380"
"In post","2021","Declared non-disabled","LGBO","North Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","LGBO","North Yorkshire","130","130","33010","29180"
"In post","2021","Declared non-disabled","LGBO","Northern Ireland","70","60","26490","25310"
"In post","2021","Declared non-disabled","LGBO","Northumberland and Tyne and Wear","490","470","28840","25560"
"In post","2021","Declared non-disabled","LGBO","Outer London - East and North East","70","70","31810","31060"
"In post","2021","Declared non-disabled","LGBO","Outer London - South","200","200","40020","35200"
"In post","2021","Declared non-disabled","LGBO","Outer London - West and North West","200","190","33960","31060"
"In post","2021","Declared non-disabled","LGBO","Overseas","130","130","52300","52630"
"In post","2021","Declared non-disabled","LGBO","Shropshire and Staffordshire","210","200","28160","26750"
"In post","2021","Declared non-disabled","LGBO","South Yorkshire","250","240","31490","27570"
"In post","2021","Declared non-disabled","LGBO","Southern Scotland","90","80","30680","26780"
"In post","2021","Declared non-disabled","LGBO","Surrey, East and West Sussex","310","300","29110","27570"
"In post","2021","Declared non-disabled","LGBO","Tees Valley and Durham","210","200","28450","27130"
"In post","2021","Declared non-disabled","LGBO","Unknown","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","LGBO","West Central Scotland","410","400","30490","27570"
"In post","2021","Declared non-disabled","LGBO","West Midlands","340","320","31530","27570"
"In post","2021","Declared non-disabled","LGBO","West Wales and The Valleys","320","300","28620","26290"
"In post","2021","Declared non-disabled","LGBO","West Yorkshire","480","460","31360","27570"
"In post","2021","Declared non-disabled","Undeclared","Bedfordshire and Hertfordshire","230","210","32250","29670"
"In post","2021","Declared non-disabled","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","430","410","32650","30460"
"In post","2021","Declared non-disabled","Undeclared","Cheshire","150","140","30390","27570"
"In post","2021","Declared non-disabled","Undeclared","Cornwall and Isles of Scilly","100","90","26430","26850"
"In post","2021","Declared non-disabled","Undeclared","Cumbria","90","80","30340","26650"
"In post","2021","Declared non-disabled","Undeclared","Derbyshire and Nottinghamshire","590","530","31970","27570"
"In post","2021","Declared non-disabled","Undeclared","Devon","390","350","31210","27570"
"In post","2021","Declared non-disabled","Undeclared","Dorset and Somerset","290","260","29840","27570"
"In post","2021","Declared non-disabled","Undeclared","East Anglia","650","590","29880","27570"
"In post","2021","Declared non-disabled","Undeclared","East Wales","950","890","34000","28850"
"In post","2021","Declared non-disabled","Undeclared","East Yorkshire and Northern Lincolnshire","280","260","28310","27130"
"In post","2021","Declared non-disabled","Undeclared","Eastern Scotland","560","520","33710","27570"
"In post","2021","Declared non-disabled","Undeclared","Essex","290","260","29780","27370"
"In post","2021","Declared non-disabled","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","1510","1410","37660","34510"
"In post","2021","Declared non-disabled","Undeclared","Greater Manchester","860","800","30910","27570"
"In post","2021","Declared non-disabled","Undeclared","Hampshire and Isle of Wight","740","690","33280","30050"
"In post","2021","Declared non-disabled","Undeclared","Herefordshire, Worcestershire and Warwickshire","190","170","27770","26780"
"In post","2021","Declared non-disabled","Undeclared","Highlands and Islands","80","70","30180","27570"
"In post","2021","Declared non-disabled","Undeclared","Inner London - East","830","780","41950","36000"
"In post","2021","Declared non-disabled","Undeclared","Inner London - West","2810","2730","47440","42880"
"In post","2021","Declared non-disabled","Undeclared","Kent","480","440","29540","27370"
"In post","2021","Declared non-disabled","Undeclared","Lancashire","590","530","28520","27570"
"In post","2021","Declared non-disabled","Undeclared","Leicestershire, Rutland and Northamptonshire","330","290","27580","26580"
"In post","2021","Declared non-disabled","Undeclared","Lincolnshire","150","130","28110","26670"
"In post","2021","Declared non-disabled","Undeclared","Merseyside","840","760","28420","26120"
"In post","2021","Declared non-disabled","Undeclared","North Eastern Scotland","80","80","40740","31060"
"In post","2021","Declared non-disabled","Undeclared","North Yorkshire","220","200","32620","30130"
"In post","2021","Declared non-disabled","Undeclared","Northern Ireland","100","90","27800","24890"
"In post","2021","Declared non-disabled","Undeclared","Northumberland and Tyne and Wear","760","670","28220","25560"
"In post","2021","Declared non-disabled","Undeclared","Outer London - East and North East","180","160","30090","30780"
"In post","2021","Declared non-disabled","Undeclared","Outer London - South","690","650","37100","31880"
"In post","2021","Declared non-disabled","Undeclared","Outer London - West and North West","630","570","32900","30780"
"In post","2021","Declared non-disabled","Undeclared","Overseas","220","220","47310","40580"
"In post","2021","Declared non-disabled","Undeclared","Shropshire and Staffordshire","350","320","29450","27570"
"In post","2021","Declared non-disabled","Undeclared","South Yorkshire","500","450","31030","27570"
"In post","2021","Declared non-disabled","Undeclared","Southern Scotland","170","150","28230","27370"
"In post","2021","Declared non-disabled","Undeclared","Surrey, East and West Sussex","520","460","31290","28320"
"In post","2021","Declared non-disabled","Undeclared","Tees Valley and Durham","410","360","28380","26780"
"In post","2021","Declared non-disabled","Undeclared","Unknown","70","60","31810","27570"
"In post","2021","Declared non-disabled","Undeclared","West Central Scotland","770","700","29150","26670"
"In post","2021","Declared non-disabled","Undeclared","West Midlands","840","760","30290","27570"
"In post","2021","Declared non-disabled","Undeclared","West Wales and The Valleys","1590","1350","27520","21590"
"In post","2021","Declared non-disabled","Undeclared","West Yorkshire","740","660","30490","27570"
"In post","2021","Declared non-disabled","Unknown","Bedfordshire and Hertfordshire","320","280","32990","29750"
"In post","2021","Declared non-disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","540","480","33670","30600"
"In post","2021","Declared non-disabled","Unknown","Cheshire","290","250","27940","27570"
"In post","2021","Declared non-disabled","Unknown","Cornwall and Isles of Scilly","190","170","25330","26120"
"In post","2021","Declared non-disabled","Unknown","Cumbria","480","420","24610","21050"
"In post","2021","Declared non-disabled","Unknown","Derbyshire and Nottinghamshire","1030","910","29950","27570"
"In post","2021","Declared non-disabled","Unknown","Devon","2240","2060","36980","35820"
"In post","2021","Declared non-disabled","Unknown","Dorset and Somerset","310","260","28540","27570"
"In post","2021","Declared non-disabled","Unknown","East Anglia","840","740","28860","27570"
"In post","2021","Declared non-disabled","Unknown","East Wales","1320","1160","31880","27570"
"In post","2021","Declared non-disabled","Unknown","East Yorkshire and Northern Lincolnshire","370","320","27720","27570"
"In post","2021","Declared non-disabled","Unknown","Eastern Scotland","1570","1420","34190","27570"
"In post","2021","Declared non-disabled","Unknown","Essex","470","420","31060","29290"
"In post","2021","Declared non-disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","1010","890","33060","27570"
"In post","2021","Declared non-disabled","Unknown","Greater Manchester","1560","1380","28760","27570"
