"Status","Year","Profession_of_post","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Undeclared","Male","210","200","37890","35130"
"In post","2021","Human Resources","Unknown","Female","610","580","36090","32140"
"In post","2021","Human Resources","Unknown","Male","290","280","37230","33300"
"In post","2021","Inspector of Education and Training","Heterosexual / straight","Female","520","500","63490","64500"
"In post","2021","Inspector of Education and Training","Heterosexual / straight","Male","210","200","73650","75500"
"In post","2021","Inspector of Education and Training","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Undeclared","Female","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Heterosexual / straight","Female","1150","1070","32900","29250"
"In post","2021","Intelligence Analysis","Heterosexual / straight","Male","1320","1290","35380","31920"
"In post","2021","Intelligence Analysis","LGBO","Female","60","60","32100","29280"
"In post","2021","Intelligence Analysis","LGBO","Male","60","60","39640","33900"
"In post","2021","Intelligence Analysis","Undeclared","Female","190","180","32790","30100"
"In post","2021","Intelligence Analysis","Undeclared","Male","240","230","35480","32670"
"In post","2021","Intelligence Analysis","Unknown","Female","160","150","41640","36290"
"In post","2021","Intelligence Analysis","Unknown","Male","220","220","41770","37400"
"In post","2021","Internal Audit","Heterosexual / straight","Female","300","290","43320","41340"
"In post","2021","Internal Audit","Heterosexual / straight","Male","300","290","48820","46500"
"In post","2021","Internal Audit","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Female","50","50","45460","42140"
"In post","2021","Internal Audit","Undeclared","Male","30","30","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Male","30","30","[c]","[c]"
"In post","2021","International Trade","Heterosexual / straight","Female","370","370","46960","41290"
"In post","2021","International Trade","Heterosexual / straight","Male","460","460","48430","50010"
"In post","2021","International Trade","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","LGBO","Male","60","60","51900","51970"
"In post","2021","International Trade","Undeclared","Female","50","40","[c]","[c]"
"In post","2021","International Trade","Undeclared","Male","50","50","[c]","[c]"
"In post","2021","International Trade","Unknown","Female","210","210","43580","38540"
"In post","2021","International Trade","Unknown","Male","250","250","46290","39110"
"In post","2021","Knowledge and Information Management","Heterosexual / straight","Female","900","840","35810","33050"
"In post","2021","Knowledge and Information Management","Heterosexual / straight","Male","740","730","37940","35070"
"In post","2021","Knowledge and Information Management","LGBO","Female","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","LGBO","Male","50","50","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Female","160","150","34910","32440"
"In post","2021","Knowledge and Information Management","Undeclared","Male","170","160","40210","37410"
"In post","2021","Knowledge and Information Management","Unknown","Female","190","170","36200","33280"
"In post","2021","Knowledge and Information Management","Unknown","Male","140","140","37920","35370"
"In post","2021","Legal","Heterosexual / straight","Female","4650","4250","48850","50520"
"In post","2021","Legal","Heterosexual / straight","Male","3080","2990","47300","48080"
"In post","2021","Legal","LGBO","Female","170","160","46530","49540"
"In post","2021","Legal","LGBO","Male","270","270","52250","51830"
"In post","2021","Legal","Undeclared","Female","550","490","47940","45480"
"In post","2021","Legal","Undeclared","Male","470","450","45670","41760"
"In post","2021","Legal","Unknown","Female","1660","1490","48780","51990"
"In post","2021","Legal","Unknown","Male","1280","1240","46500","41760"
"In post","2021","Medicine","Heterosexual / straight","Female","1220","1080","49690","37890"
"In post","2021","Medicine","Heterosexual / straight","Male","500","460","65160","64380"
"In post","2021","Medicine","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Female","150","130","59100","45100"
"In post","2021","Medicine","Undeclared","Male","80","70","71920","82100"
"In post","2021","Medicine","Unknown","Female","360","310","56840","40890"
"In post","2021","Medicine","Unknown","Male","160","140","66210","56450"
"In post","2021","Operational Delivery","Heterosexual / straight","Female","65030","58130","28030","25480"
"In post","2021","Operational Delivery","Heterosexual / straight","Male","50970","48930","30420","27370"
"In post","2021","Operational Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","LGBO","Female","3610","3470","28610","25900"
"In post","2021","Operational Delivery","LGBO","Male","2820","2730","29410","26220"
"In post","2021","Operational Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Undeclared","Female","9690","8400","27620","25560"
"In post","2021","Operational Delivery","Undeclared","Male","7800","7360","30340","27380"
"In post","2021","Operational Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Female","18570","16290","26130","22920"
"In post","2021","Operational Delivery","Unknown","Male","17620","16700","28440","25930"
"In post","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Female","320","300","43560","40530"
"In post","2021","Operational Research","Heterosexual / straight","Male","540","520","45310","46080"
"In post","2021","Operational Research","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Male","40","40","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Female","30","30","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Male","80","70","46200","46080"
"In post","2021","Operational Research","Unknown","Female","50","50","[c]","[c]"
"In post","2021","Operational Research","Unknown","Male","110","100","42980","40480"
"In post","2021","Other","Heterosexual / straight","Female","7950","7470","29240","24890"
"In post","2021","Other","Heterosexual / straight","Male","7310","7150","32050","26930"
"In post","2021","Other","LGBO","Female","270","260","30760","26510"
"In post","2021","Other","LGBO","Male","330","320","32510","28660"
"In post","2021","Other","Undeclared","Female","1040","970","29340","25610"
"In post","2021","Other","Undeclared","Male","1130","1100","33180","27880"
"In post","2021","Other","Unknown","Female","1500","1420","34550","30150"
"In post","2021","Other","Unknown","Male","3140","3090","37110","33280"
"In post","2021","Planning","Heterosexual / straight","Female","80","80","45760","40790"
"In post","2021","Planning","Heterosexual / straight","Male","80","80","48270","41020"
"In post","2021","Planning","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Heterosexual / straight","Female","100","90","57580","58810"
"In post","2021","Planning Inspectors","Heterosexual / straight","Male","160","150","58050","58810"
"In post","2021","Planning Inspectors","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Heterosexual / straight","Female","10970","10500","46190","41760"
"In post","2021","Policy","Heterosexual / straight","Male","8720","8630","49450","48400"
"In post","2021","Policy","LGBO","Female","800","790","44230","39600"
"In post","2021","Policy","LGBO","Male","1100","1090","49130","50870"
"In post","2021","Policy","Undeclared","Female","1280","1240","45250","40580"
"In post","2021","Policy","Undeclared","Male","1340","1320","49160","47300"
"In post","2021","Policy","Unknown","Female","2660","2560","45770","40650"
"In post","2021","Policy","Unknown","Male","2190","2170","47580","43360"
"In post","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Heterosexual / straight","Female","6040","5770","40490","37450"
"In post","2021","Project Delivery","Heterosexual / straight","Male","5830","5740","44410","40580"
"In post","2021","Project Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","LGBO","Female","240","240","39490","35960"
"In post","2021","Project Delivery","LGBO","Male","320","320","43220","39310"
"In post","2021","Project Delivery","Undeclared","Female","690","660","41310","38630"
"In post","2021","Project Delivery","Undeclared","Male","800","780","45970","41790"
"In post","2021","Project Delivery","Unknown","Female","1080","1030","40820","38630"
"In post","2021","Project Delivery","Unknown","Male","1010","990","43060","39450"
"In post","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Heterosexual / straight","Female","1940","1810","35030","33000"
"In post","2021","Property","Heterosexual / straight","Male","2930","2860","37940","33570"
"In post","2021","Property","LGBO","Female","80","70","34040","32010"
"In post","2021","Property","LGBO","Male","100","100","37670","33300"
"In post","2021","Property","Undeclared","Female","290","270","34990","33300"
"In post","2021","Property","Undeclared","Male","460","450","38750","36140"
"In post","2021","Property","Unknown","Female","470","430","31650","29450"
"In post","2021","Property","Unknown","Male","700","680","35700","32100"
"In post","2021","Psychology","Heterosexual / straight","Female","940","890","35650","31180"
"In post","2021","Psychology","Heterosexual / straight","Male","120","120","36780","31180"
"In post","2021","Psychology","LGBO","Female","40","40","[c]","[c]"
"In post","2021","Psychology","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Undeclared","Female","80","70","34770","31180"
"In post","2021","Psychology","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Unknown","Female","180","170","36260","33300"
"In post","2021","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Heterosexual / straight","Female","2790","2580","38080","36150"
"In post","2021","Science and Engineering","Heterosexual / straight","Male","6100","5970","38510","37320"
"In post","2021","Science and Engineering","LGBO","Female","190","180","35380","31250"
"In post","2021","Science and Engineering","LGBO","Male","240","230","37080","31710"
"In post","2021","Science and Engineering","Undeclared","Female","420","390","40410","38130"
"In post","2021","Science and Engineering","Undeclared","Male","1160","1110","39250","37360"
"In post","2021","Science and Engineering","Unknown","Female","1090","1000","38730","37420"
"In post","2021","Science and Engineering","Unknown","Male","2120","2050","40320","39650"
"In post","2021","Security","Heterosexual / straight","Female","1220","1170","31980","28750"
"In post","2021","Security","Heterosexual / straight","Male","4670","4590","30520","26610"
"In post","2021","Security","LGBO","Female","110","110","32010","28990"
"In post","2021","Security","LGBO","Male","140","140","33660","32860"
"In post","2021","Security","Undeclared","Female","170","160","31380","29080"
"In post","2021","Security","Undeclared","Male","770","760","35170","39070"
"In post","2021","Security","Unknown","Female","240","230","33580","30630"
"In post","2021","Security","Unknown","Male","990","990","31730","28890"
"In post","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Heterosexual / straight","Female","610","570","43210","41760"
"In post","2021","Social Research","Heterosexual / straight","Male","240","240","43850","40960"
"In post","2021","Social Research","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","LGBO","Female","50","50","41890","37020"
"In post","2021","Social Research","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Undeclared","Female","50","40","[c]","[c]"
"In post","2021","Social Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","Unknown","Female","100","90","39220","37020"
"In post","2021","Social Research","Unknown","Male","70","70","39190","37020"
"In post","2021","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Heterosexual / straight","Female","680","640","44190","40640"
"In post","2021","Statistics","Heterosexual / straight","Male","710","700","44500","40640"
"In post","2021","Statistics","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","LGBO","Female","60","60","38870","37020"
"In post","2021","Statistics","LGBO","Male","80","70","42790","37800"
"In post","2021","Statistics","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Undeclared","Female","60","60","41480","37750"
"In post","2021","Statistics","Undeclared","Male","80","80","42260","38500"
"In post","2021","Statistics","Unknown","Female","140","130","39270","36160"
"In post","2021","Statistics","Unknown","Male","200","200","41970","37020"
"In post","2021","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Heterosexual / straight","Female","4640","4260","34380","31810"
"In post","2021","Tax","Heterosexual / straight","Male","4960","4770","36830","31810"
"In post","2021","Tax","LGBO","Female","250","240","32820","31810"
"In post","2021","Tax","LGBO","Male","390","380","33670","31810"
"In post","2021","Tax","Undeclared","Female","590","530","36420","31870"
"In post","2021","Tax","Undeclared","Male","740","700","39460","35000"
"In post","2021","Tax","Unknown","Female","2950","2750","27590","25560"
"In post","2021","Tax","Unknown","Male","3290","3170","29860","25560"
"In post","2021","Unknown","Heterosexual / straight","Female","47800","42400","30040","27570"
"In post","2021","Unknown","Heterosexual / straight","Male","27190","26360","32460","27570"
"In post","2021","Unknown","LGBO","Female","2250","2140","30210","27570"
"In post","2021","Unknown","LGBO","Male","2710","2640","31630","27570"
"In post","2021","Unknown","Undeclared","Female","5300","4590","28530","27570"
"In post","2021","Unknown","Undeclared","Male","3400","3260","31420","27570"
"In post","2021","Unknown","Unknown","Female","19490","16730","29720","27570"
"In post","2021","Unknown","Unknown","Male","12490","12030","33450","27570"
"In post","2021","Veterinarian","Heterosexual / straight","Female","170","160","44810","38750"
"In post","2021","Veterinarian","Heterosexual / straight","Male","120","120","46760","46450"
"In post","2021","Veterinarian","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Undeclared","Female","40","40","[c]","[c]"
"In post","2021","Veterinarian","Undeclared","Male","30","30","[c]","[c]"
"In post","2021","Veterinarian","Unknown","Female","40","40","[c]","[c]"
"In post","2021","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Heterosexual / straight","Female","2500","2370","38960","36510"
"In post","2022","Commercial","Heterosexual / straight","Male","1950","1920","41980","38980"
"In post","2022","Commercial","LGBO","Female","120","120","35670","33000"
"In post","2022","Commercial","LGBO","Male","140","140","39300","36860"
"In post","2022","Commercial","Undeclared","Female","340","320","39870","37860"
"In post","2022","Commercial","Undeclared","Male","310","300","42720","40650"
"In post","2022","Commercial","Unknown","Female","440","410","35760","33370"
"In post","2022","Commercial","Unknown","Male","410","390","39540","36650"
"In post","2022","Communications","Heterosexual / straight","Female","1710","1620","42400","39250"
"In post","2022","Communications","Heterosexual / straight","Male","1050","1030","42660","38750"
"In post","2022","Communications","LGBO","Female","110","110","40190","37350"
"In post","2022","Communications","LGBO","Male","140","140","41710","39230"
"In post","2022","Communications","Undeclared","Female","260","240","42530","39000"
"In post","2022","Communications","Undeclared","Male","200","200","42730","39180"
"In post","2022","Communications","Unknown","Female","410","400","42230","38750"
"In post","2022","Communications","Unknown","Male","300","300","42820","38930"
"In post","2022","Corporate Finance","Heterosexual / straight","Female","30","30","[c]","[c]"
"In post","2022","Corporate Finance","Heterosexual / straight","Male","40","40","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Unknown","Female","40","40","[c]","[c]"
"In post","2022","Corporate Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Heterosexual / straight","Female","2620","2320","28320","27570"
"In post","2022","Counter Fraud","Heterosexual / straight","Male","1750","1650","30600","27570"
"In post","2022","Counter Fraud","LGBO","Female","120","110","28780","27570"
"In post","2022","Counter Fraud","LGBO","Male","100","100","29290","27570"
"In post","2022","Counter Fraud","Undeclared","Female","360","300","27660","27570"
"In post","2022","Counter Fraud","Undeclared","Male","240","230","29990","27570"
"In post","2022","Counter Fraud","Unknown","Female","810","680","28670","27570"
"In post","2022","Counter Fraud","Unknown","Male","580","540","30620","27570"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Female","4750","4510","40910","37590"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","Male","8470","8350","43050","40000"
"In post","2022","Digital, Data and Technology","LGBO","Female","370","360","39410","36120"
"In post","2022","Digital, Data and Technology","LGBO","Male","480","480","41670","37400"
"In post","2022","Digital, Data and Technology","Undeclared","Female","640","620","41350","38450"
"In post","2022","Digital, Data and Technology","Undeclared","Male","1340","1320","42090","38710"
"In post","2022","Digital, Data and Technology","Unknown","Female","1240","1190","41260","37930"
"In post","2022","Digital, Data and Technology","Unknown","Male","2720","2690","42330","38450"
"In post","2022","Economics","Heterosexual / straight","Female","540","520","48240","45260"
"In post","2022","Economics","Heterosexual / straight","Male","880","870","48540","49530"
"In post","2022","Economics","LGBO","Female","60","60","42430","37810"
"In post","2022","Economics","LGBO","Male","80","80","46060","40540"
"In post","2022","Economics","Undeclared","Female","70","60","44490","40650"
"In post","2022","Economics","Undeclared","Male","110","110","49470","51120"
"In post","2022","Economics","Unknown","Female","110","100","43150","37160"
"In post","2022","Economics","Unknown","Male","240","240","45660","37610"
"In post","2022","Finance","Heterosexual / straight","Female","5210","4920","38780","34290"
"In post","2022","Finance","Heterosexual / straight","Male","3900","3840","43030","39360"
"In post","2022","Finance","LGBO","Female","170","170","39120","34670"
"In post","2022","Finance","LGBO","Male","220","220","43410","40000"
"In post","2022","Finance","Undeclared","Female","720","680","38190","33370"
"In post","2022","Finance","Undeclared","Male","580","570","43410","40520"
"In post","2022","Finance","Unknown","Female","790","730","37970","34290"
"In post","2022","Finance","Unknown","Male","730","720","40580","37470"
"In post","2022","Geography","Heterosexual / straight","Female","110","100","31310","33000"
"In post","2022","Geography","Heterosexual / straight","Male","210","200","32270","33290"
"In post","2022","Geography","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Unknown","Female","40","30","[c]","[c]"
"In post","2022","Geography","Unknown","Male","90","80","31150","29290"
"In post","2022","Human Resources","Heterosexual / straight","Female","5370","5030","39070","34710"
"In post","2022","Human Resources","Heterosexual / straight","Male","1970","1930","40260","36650"
"In post","2022","Human Resources","LGBO","Female","230","220","37920","33290"
"In post","2022","Human Resources","LGBO","Male","280","270","41850","37230"
"In post","2022","Human Resources","Undeclared","Female","480","450","35480","32790"
"In post","2022","Human Resources","Undeclared","Male","260","260","38340","34770"
"In post","2022","Human Resources","Unknown","Female","710","670","36500","32290"
"In post","2022","Human Resources","Unknown","Male","320","320","37950","33370"
"In post","2022","Inspector of Education and Training","Heterosexual / straight","Female","590","580","62630","51360"
"In post","2022","Inspector of Education and Training","Heterosexual / straight","Male","220","210","73060","75500"
"In post","2022","Inspector of Education and Training","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Heterosexual / straight","Female","1100","1030","31920","28990"
"In post","2022","Intelligence Analysis","Heterosexual / straight","Male","1280","1250","35070","31960"
"In post","2022","Intelligence Analysis","LGBO","Female","70","60","31410","29250"
"In post","2022","Intelligence Analysis","LGBO","Male","50","50","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","Female","180","160","33460","30500"
"In post","2022","Intelligence Analysis","Undeclared","Male","240","230","36050","33300"
"In post","2022","Intelligence Analysis","Unknown","Female","140","140","33170","29680"
"In post","2022","Intelligence Analysis","Unknown","Male","190","190","34740","33080"
"In post","2022","Internal Audit","Heterosexual / straight","Female","310","290","44500","42510"
"In post","2022","Internal Audit","Heterosexual / straight","Male","290","280","48430","46350"
"In post","2022","Internal Audit","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Female","50","50","46770","43070"
"In post","2022","Internal Audit","Undeclared","Male","40","40","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Heterosexual / straight","Female","460","450","47630","47240"
"In post","2022","International Trade","Heterosexual / straight","Male","510","500","48210","48220"
"In post","2022","International Trade","LGBO","Female","30","30","[c]","[c]"
"In post","2022","International Trade","LGBO","Male","80","80","49120","43840"
"In post","2022","International Trade","Undeclared","Female","40","40","[c]","[c]"
"In post","2022","International Trade","Undeclared","Male","50","50","48930","51710"
"In post","2022","International Trade","Unknown","Female","220","220","44260","39210"
"In post","2022","International Trade","Unknown","Male","250","250","46700","40520"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Female","930","870","34320","31840"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","Male","690","680","37030","33300"
"In post","2022","Knowledge and Information Management","LGBO","Female","50","50","31700","28050"
"In post","2022","Knowledge and Information Management","LGBO","Male","60","60","37760","35850"
"In post","2022","Knowledge and Information Management","Undeclared","Female","150","140","33230","31860"
"In post","2022","Knowledge and Information Management","Undeclared","Male","150","150","36720","33300"
"In post","2022","Knowledge and Information Management","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Female","180","170","36560","33080"
"In post","2022","Knowledge and Information Management","Unknown","Male","170","160","36450","33080"
"In post","2022","Legal","Heterosexual / straight","Female","5090","4660","49550","50500"
"In post","2022","Legal","Heterosexual / straight","Male","3230","3140","48450","48080"
"In post","2022","Legal","LGBO","Female","210","200","47050","48440"
"In post","2022","Legal","LGBO","Male","280","280","52850","52520"
"In post","2022","Legal","Undeclared","Female","510","460","48870","47100"
"In post","2022","Legal","Undeclared","Male","460","440","47810","44780"
"In post","2022","Legal","Unknown","Female","1650","1480","48980","51470"
