"Status","Year","Sex","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Cabinet Office (excl. agencies)","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Yorkshire and The Humber","400","370","36140","32960"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","East of England","220","200","31780","29270"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","70","60","30970","29270"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","London","50","50","[c]","[c]"
"In post","2021","Female","Charity Commission","North West (England)","180","160","32560","29160"
"In post","2021","Female","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","Wales","570","490","29340","24500"
"In post","2021","Female","Competition and Markets Authority","London","400","380","58800","56000"
"In post","2021","Female","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Scotland","30","30","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Criminal Injuries Compensation Authority","Scotland","160","140","26500","22570"
"In post","2021","Female","Crown Commercial Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","East of England","80","70","34840","34800"
"In post","2021","Female","Crown Commercial Service","London","30","30","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","North West (England)","230","220","36320","34800"
"In post","2021","Female","Crown Commercial Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","Wales","50","50","33860","31680"
"In post","2021","Female","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Scotland","1460","1330","34880","29040"
"In post","2021","Female","Crown Prosecution Service","East Midlands (England)","300","270","37150","30130"
"In post","2021","Female","Crown Prosecution Service","East of England","330","280","37950","30110"
"In post","2021","Female","Crown Prosecution Service","London","1100","1020","43330","39750"
"In post","2021","Female","Crown Prosecution Service","North East (England)","230","200","36330","28430"
"In post","2021","Female","Crown Prosecution Service","North West (England)","640","580","37660","30610"
"In post","2021","Female","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","South East (England)","470","430","40860","33930"
"In post","2021","Female","Crown Prosecution Service","South West (England)","180","160","37680","32050"
"In post","2021","Female","Crown Prosecution Service","Wales","240","220","38680","34480"
"In post","2021","Female","Crown Prosecution Service","West Midlands (England)","380","340","38270","32370"
"In post","2021","Female","Crown Prosecution Service","Yorkshire and The Humber","610","540","39610","37890"
"In post","2021","Female","Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","London","40","40","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","Wales","70","60","28350","26060"
"In post","2021","Female","Defence Electronics and Components Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","East Midlands (England)","70","70","34100","33070"
"In post","2021","Female","Defence Equipment and Support","East of England","60","60","32180","29620"
"In post","2021","Female","Defence Equipment and Support","London","40","40","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","North West (England)","30","30","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Scotland","80","70","25910","22800"
"In post","2021","Female","Defence Equipment and Support","South East (England)","130","120","29360","27150"
"In post","2021","Female","Defence Equipment and Support","South West (England)","3160","2950","34870","32570"
"In post","2021","Female","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","West Midlands (England)","60","60","24380","22980"
"In post","2021","Female","Defence Equipment and Support","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","South East (England)","510","470","37560","37320"
"In post","2021","Female","Defence Science and Technology Laboratory","South West (England)","1030","970","37810","37320"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","2360","2280","48280","46620"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","60","50","46060","36740"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","50","50","32820","26900"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","80","80","39300","36740"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","London","920","890","48550","51730"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Education (excl. agencies)","East Midlands (England)","140","120","40000","36780"
"In post","2021","Female","Department for Education (excl. agencies)","East of England","40","40","[c]","[c]"
"In post","2021","Female","Department for Education (excl. agencies)","London","1350","1280","49410","53420"
"In post","2021","Female","Department for Education (excl. agencies)","North East (England)","360","330","36940","36500"
"In post","2021","Female","Department for Education (excl. agencies)","North West (England)","510","490","40600","36780"
"In post","2021","Female","Department for Education (excl. agencies)","South West (England)","90","80","44150","41590"
"In post","2021","Female","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Education (excl. agencies)","West Midlands (England)","260","250","38490","36500"
"In post","2021","Female","Department for Education (excl. agencies)","Yorkshire and The Humber","620","570","40530","36960"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","50","40","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","90","90","37800","36970"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","London","1350","1290","44950","39420"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","100","90","37400","35900"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","160","150","39470","36970"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","160","150","39250","36560"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","560","510","38330","36520"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","130","120","40530","36970"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","340","330","39280","36520"
"In post","2021","Female","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","London","1130","1120","44160","38540"
"In post","2021","Female","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Overseas","40","40","[c]","[c]"
"In post","2021","Female","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","South East (England)","50","50","47890","51970"
"In post","2021","Female","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","London","1330","1290","47370","43360"
"In post","2021","Female","Department for Transport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","South East (England)","110","90","35830","30890"
"In post","2021","Female","Department for Transport (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","Female","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","East Midlands (England)","2990","2550","25870","27570"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","East of England","3080","2660","27950","27570"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","London","6430","5870","32900","31060"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","North East (England)","6040","5110","26370","27570"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","North West (England)","11320","9780","26330","27570"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","Scotland","5980","5090","25170","27570"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","South East (England)","4500","3930","27390","27570"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","South West (England)","3850","3210","25990","27570"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","Unknown","570","520","30000","27570"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","Wales","3780","3260","25610","27570"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","West Midlands (England)","5090","4290","25910","27570"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","5880","5000","28610","27570"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","London","1460","1420","47020","40650"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","620","590","41930","36820"
"In post","2021","Female","Disclosure Scotland","Scotland","160","140","28010","24110"
"In post","2021","Female","Driver and Vehicle Licensing Agency","Wales","3770","3110","24230","21590"
"In post","2021","Female","Driver and Vehicle Standards Agency","East Midlands (England)","200","190","33130","31040"
"In post","2021","Female","Driver and Vehicle Standards Agency","East of England","80","70","27800","26780"
"In post","2021","Female","Driver and Vehicle Standards Agency","London","80","80","31650","30780"
"In post","2021","Female","Driver and Vehicle Standards Agency","North East (England)","160","140","25640","21590"
"In post","2021","Female","Driver and Vehicle Standards Agency","North West (England)","110","100","27220","26700"
"In post","2021","Female","Driver and Vehicle Standards Agency","Scotland","60","60","27250","26780"
"In post","2021","Female","Driver and Vehicle Standards Agency","South East (England)","100","100","28330","26780"
"In post","2021","Female","Driver and Vehicle Standards Agency","South West (England)","200","190","34230","30730"
"In post","2021","Female","Driver and Vehicle Standards Agency","Wales","200","190","27500","26240"
"In post","2021","Female","Driver and Vehicle Standards Agency","West Midlands (England)","100","90","26060","26470"
"In post","2021","Female","Driver and Vehicle Standards Agency","Yorkshire and The Humber","140","120","25350","26470"
"In post","2021","Female","Education and Skills Funding Agency","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Female","Education and Skills Funding Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Education and Skills Funding Agency","London","170","160","49040","46030"
"In post","2021","Female","Education and Skills Funding Agency","North East (England)","130","120","36910","36500"
"In post","2021","Female","Education and Skills Funding Agency","North West (England)","110","110","38970","36960"
"In post","2021","Female","Education and Skills Funding Agency","South West (England)","40","40","[c]","[c]"
"In post","2021","Female","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Education and Skills Funding Agency","West Midlands (England)","330","320","41580","37100"
"In post","2021","Female","Education and Skills Funding Agency","Yorkshire and The Humber","200","190","37870","33000"
"In post","2021","Female","Education Scotland","Scotland","230","220","54330","56120"
"In post","2021","Female","ESTYN","Wales","70","60","53760","63880"
"In post","2021","Female","FCDO Services","London","40","40","[c]","[c]"
"In post","2021","Female","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","FCDO Services","South East (England)","260","240","37330","31390"
"In post","2021","Female","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","London","230","220","43240","40960"
"In post","2021","Female","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Northern Ireland","60","50","38740","37910"
"In post","2021","Female","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Wales","60","60","37730","37910"
"In post","2021","Female","Food Standards Agency","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Yorkshire and The Humber","120","120","36090","31570"
"In post","2021","Female","Food Standards Scotland","Scotland","110","110","35010","32140"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","London","2200","2120","47820","41810"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","930","930","52510","53610"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","550","520","39850","33930"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","170","160","29130","26250"
"In post","2021","Female","Forestry and Land Scotland","Scotland","330","310","31430","29140"
"In post","2021","Female","Government Actuary's Department","London","80","70","60350","60780"
"In post","2021","Female","Government Actuary's Department","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","London","80","80","49710","48080"
"In post","2021","Female","Government Internal Audit Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","North West (England)","30","30","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","Female","Government Legal Department","London","1580","1430","54330","52010"
"In post","2021","Female","Government Legal Department","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Legal Department","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Legal Department","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Legal Department","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","London","30","30","[c]","[c]"
"In post","2021","Female","Government Property Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Female","Health and Safety Executive","East Midlands (England)","180","160","38920","33340"
"In post","2021","Female","Health and Safety Executive","East of England","70","60","39760","41000"
"In post","2021","Female","Health and Safety Executive","London","80","80","44580","43710"
"In post","2021","Female","Health and Safety Executive","North East (England)","30","30","[c]","[c]"
"In post","2021","Female","Health and Safety Executive","North West (England)","500","450","37290","31800"
"In post","2021","Female","Health and Safety Executive","Scotland","90","80","43650","41480"
"In post","2021","Female","Health and Safety Executive","South East (England)","50","40","[c]","[c]"
"In post","2021","Female","Health and Safety Executive","South West (England)","40","30","[c]","[c]"
"In post","2021","Female","Health and Safety Executive","Wales","50","40","[c]","[c]"
"In post","2021","Female","Health and Safety Executive","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Female","Health and Safety Executive","Yorkshire and The Humber","180","170","36010","33520"
"In post","2021","Female","HM Courts and Tribunals Service","East Midlands (England)","990","840","21900","19830"
"In post","2021","Female","HM Courts and Tribunals Service","East of England","830","710","23020","20100"
"In post","2021","Female","HM Courts and Tribunals Service","London","2890","2670","28540","23500"
"In post","2021","Female","HM Courts and Tribunals Service","North East (England)","520","440","23490","20100"
"In post","2021","Female","HM Courts and Tribunals Service","North West (England)","1580","1390","23620","20650"
"In post","2021","Female","HM Courts and Tribunals Service","Scotland","150","130","22370","20650"
"In post","2021","Female","HM Courts and Tribunals Service","South East (England)","1000","860","24310","21180"
"In post","2021","Female","HM Courts and Tribunals Service","South West (England)","710","610","22830","20100"
"In post","2021","Female","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Courts and Tribunals Service","Wales","690","610","22660","20100"
"In post","2021","Female","HM Courts and Tribunals Service","West Midlands (England)","1410","1240","22620","20100"
"In post","2021","Female","HM Courts and Tribunals Service","Yorkshire and The Humber","970","810","22880","20100"
"In post","2021","Female","HM Land Registry","East Midlands (England)","540","480","30770","27130"
"In post","2021","Female","HM Land Registry","East of England","180","160","30320","27130"
"In post","2021","Female","HM Land Registry","London","200","190","39500","37290"
"In post","2021","Female","HM Land Registry","North East (England)","460","410","27810","27130"
"In post","2021","Female","HM Land Registry","North West (England)","560","490","29310","27130"
"In post","2021","Female","HM Land Registry","South West (England)","860","740","30940","27130"
"In post","2021","Female","HM Land Registry","Wales","430","380","28240","27130"
"In post","2021","Female","HM Land Registry","West Midlands (England)","390","340","29200","27130"
"In post","2021","Female","HM Land Registry","Yorkshire and The Humber","190","170","28900","27130"
"In post","2021","Female","HM Prison and Probation Service","East Midlands (England)","2490","2300","28390","25830"
"In post","2021","Female","HM Prison and Probation Service","East of England","2530","2350","28490","27150"
"In post","2021","Female","HM Prison and Probation Service","London","3460","3320","34920","32090"
"In post","2021","Female","HM Prison and Probation Service","North East (England)","1620","1490","28520","26310"
"In post","2021","Female","HM Prison and Probation Service","North West (England)","3520","3260","28640","26300"
"In post","2021","Female","HM Prison and Probation Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Prison and Probation Service","South East (England)","3870","3590","29320","28200"
"In post","2021","Female","HM Prison and Probation Service","South West (England)","1890","1720","28410","25790"
"In post","2021","Female","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Prison and Probation Service","Wales","1560","1470","28840","25830"
"In post","2021","Female","HM Prison and Probation Service","West Midlands (England)","2770","2570","28530","25570"
"In post","2021","Female","HM Prison and Probation Service","Yorkshire and The Humber","3250","2990","28420","25830"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","East Midlands (England)","1950","1760","31410","28130"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","East of England","930","810","30440","28130"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","London","3950","3680","41970","36160"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","North East (England)","6300","5290","26480","21440"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","North West (England)","6570","5830","29470","25560"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","Northern Ireland","1020","910","28110","25560"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","Scotland","4310","3700","26280","21440"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","South East (England)","1240","1070","28850","27230"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","South West (England)","560","520","34110","31810"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","Wales","2080","1840","27200","25560"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","West Midlands (England)","1970","1790","31440","28130"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","2350","2070","29430","25560"
"In post","2021","Female","HM Treasury (excl. agencies)","East of England","40","40","[c]","[c]"
"In post","2021","Female","HM Treasury (excl. agencies)","London","940","910","46730","42890"
"In post","2021","Female","Home Office (incl. agencies)","East Midlands (England)","110","100","27560","25310"
"In post","2021","Female","Home Office (incl. agencies)","East of England","900","800","25620","25040"
"In post","2021","Female","Home Office (incl. agencies)","London","7160","6620","38680","35070"
"In post","2021","Female","Home Office (incl. agencies)","North East (England)","750","620","24730","21430"
"In post","2021","Female","Home Office (incl. agencies)","North West (England)","3990","3570","26370","24890"
"In post","2021","Female","Home Office (incl. agencies)","Northern Ireland","270","230","25320","24890"
"In post","2021","Female","Home Office (incl. agencies)","Overseas","130","130","[c]","[c]"
"In post","2021","Female","Home Office (incl. agencies)","Scotland","550","490","26920","25040"
"In post","2021","Female","Home Office (incl. agencies)","South East (England)","1520","1330","27210","25990"
