"Status","Year","Region_ITL3","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Blackburn with Darwen","Declared disabled","Female","50","40","27330","27570"
"In post","2021","Blackburn with Darwen","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared non-disabled","Female","220","180","26580","27570"
"In post","2021","Blackburn with Darwen","Declared non-disabled","Male","150","150","27220","27570"
"In post","2021","Blackburn with Darwen","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Declared disabled","Female","510","440","27220","27570"
"In post","2021","Blackpool","Declared disabled","Male","260","250","28000","27570"
"In post","2021","Blackpool","Declared non-disabled","Female","2480","2190","28510","27570"
"In post","2021","Blackpool","Declared non-disabled","Male","1460","1410","30670","27570"
"In post","2021","Blackpool","Undeclared","Female","140","130","28300","27570"
"In post","2021","Blackpool","Undeclared","Male","110","110","28730","27570"
"In post","2021","Blackpool","Unknown","Female","90","80","31150","27570"
"In post","2021","Blackpool","Unknown","Male","100","100","30560","27570"
"In post","2021","Bournemouth and Poole","Declared disabled","Female","80","70","26460","27570"
"In post","2021","Bournemouth and Poole","Declared disabled","Male","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","Declared non-disabled","Female","300","250","27350","27570"
"In post","2021","Bournemouth and Poole","Declared non-disabled","Male","220","210","26670","27370"
"In post","2021","Bournemouth and Poole","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Declared disabled","Female","240","200","25730","24000"
"In post","2021","Bradford","Declared disabled","Male","100","90","27030","25560"
"In post","2021","Bradford","Declared non-disabled","Female","1240","1050","27560","25560"
"In post","2021","Bradford","Declared non-disabled","Male","780","740","28490","26700"
"In post","2021","Bradford","Undeclared","Female","70","60","24980","21440"
"In post","2021","Bradford","Undeclared","Male","60","60","26710","25560"
"In post","2021","Bradford","Unknown","Female","310","260","25510","21440"
"In post","2021","Bradford","Unknown","Male","300","290","25870","21020"
"In post","2021","Breckland and South Norfolk","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared disabled","Male","30","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","Female","170","160","27590","26320"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","Male","220","210","29030","26810"
"In post","2021","Breckland and South Norfolk","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","Male","30","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Declared disabled","Female","50","40","[c]","[c]"
"In post","2021","Brent","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Declared non-disabled","Female","290","260","30410","30940"
"In post","2021","Brent","Declared non-disabled","Male","150","150","33230","31060"
"In post","2021","Brent","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","Female","40","30","[c]","[c]"
"In post","2021","Brent","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared disabled","Female","80","70","26100","27570"
"In post","2021","Bridgend and Neath Port Talbot","Declared disabled","Male","30","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared non-disabled","Female","370","310","26340","27570"
"In post","2021","Bridgend and Neath Port Talbot","Declared non-disabled","Male","150","140","27250","27570"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Declared disabled","Female","60","50","29500","27570"
"In post","2021","Brighton and Hove","Declared disabled","Male","40","30","[c]","[c]"
"In post","2021","Brighton and Hove","Declared non-disabled","Female","290","260","31080","27570"
"In post","2021","Brighton and Hove","Declared non-disabled","Male","170","150","31210","27570"
"In post","2021","Brighton and Hove","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","Female","40","40","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Declared disabled","Female","370","330","31540","27570"
"In post","2021","Bristol, City of","Declared disabled","Male","300","280","33830","28990"
"In post","2021","Bristol, City of","Declared non-disabled","Female","2440","2200","35140","30350"
"In post","2021","Bristol, City of","Declared non-disabled","Male","2060","1980","38300","32300"
"In post","2021","Bristol, City of","Undeclared","Female","150","130","31540","27820"
"In post","2021","Bristol, City of","Undeclared","Male","180","170","38070","31880"
"In post","2021","Bristol, City of","Unknown","Female","560","510","33730","30040"
"In post","2021","Bristol, City of","Unknown","Male","550","530","36570","31810"
"In post","2021","Bromley","Declared disabled","Female","50","50","31440","31060"
"In post","2021","Bromley","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Declared non-disabled","Female","250","220","29160","31060"
"In post","2021","Bromley","Declared non-disabled","Male","100","90","28900","30780"
"In post","2021","Bromley","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Declared disabled","Female","120","110","29650","27850"
"In post","2021","Buckinghamshire CC","Declared disabled","Male","70","70","31560","30400"
"In post","2021","Buckinghamshire CC","Declared non-disabled","Female","680","640","30940","28670"
"In post","2021","Buckinghamshire CC","Declared non-disabled","Male","460","460","34040","31810"
"In post","2021","Buckinghamshire CC","Undeclared","Female","80","70","32620","33520"
"In post","2021","Buckinghamshire CC","Undeclared","Male","90","90","34610","34250"
"In post","2021","Buckinghamshire CC","Unknown","Female","90","90","32080","28350"
"In post","2021","Buckinghamshire CC","Unknown","Male","70","70","32470","28670"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Declared non-disabled","Female","80","80","27280","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Declared non-disabled","Male","80","80","31700","29190"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Declared disabled","Female","120","110","26540","27570"
"In post","2021","Calderdale and Kirklees","Declared disabled","Male","60","60","26990","27570"
"In post","2021","Calderdale and Kirklees","Declared non-disabled","Female","500","410","27040","27570"
"In post","2021","Calderdale and Kirklees","Declared non-disabled","Male","240","230","27820","27570"
"In post","2021","Calderdale and Kirklees","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Unknown","Female","50","40","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Unknown","Male","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","Declared disabled","Female","180","170","31660","28840"
"In post","2021","Cambridgeshire CC","Declared disabled","Male","170","160","34220","31900"
"In post","2021","Cambridgeshire CC","Declared non-disabled","Female","1110","1030","32830","28550"
"In post","2021","Cambridgeshire CC","Declared non-disabled","Male","1110","1080","35380","31900"
"In post","2021","Cambridgeshire CC","Undeclared","Female","170","150","32490","30000"
"In post","2021","Cambridgeshire CC","Undeclared","Male","280","260","33580","31900"
"In post","2021","Cambridgeshire CC","Unknown","Female","160","150","36030","28400"
"In post","2021","Cambridgeshire CC","Unknown","Male","210","210","34660","31000"
"In post","2021","Camden and City of London","Declared disabled","Female","160","150","34140","29570"
"In post","2021","Camden and City of London","Declared disabled","Male","130","130","36400","32520"
"In post","2021","Camden and City of London","Declared non-disabled","Female","1140","1070","36060","31060"
"In post","2021","Camden and City of London","Declared non-disabled","Male","1130","1100","40970","36160"
"In post","2021","Camden and City of London","Undeclared","Female","110","100","34850","31060"
"In post","2021","Camden and City of London","Undeclared","Male","140","140","36690","32520"
"In post","2021","Camden and City of London","Unknown","Female","370","350","36000","31520"
"In post","2021","Camden and City of London","Unknown","Male","460","450","42260","36160"
"In post","2021","Cardiff and Vale of Glamorgan","Declared disabled","Female","620","560","31230","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Declared disabled","Male","460","440","32120","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Declared non-disabled","Female","4510","4100","33640","28850"
"In post","2021","Cardiff and Vale of Glamorgan","Declared non-disabled","Male","3720","3610","35300","30610"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Female","260","230","31780","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Undeclared","Male","310","290","33140","31360"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Female","1120","1000","27630","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Male","1070","1040","29020","25560"
"In post","2021","Causeway Coast and Glens","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Declared non-disabled","Male","40","40","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Declared disabled","Female","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Declared non-disabled","Female","150","140","27970","26670"
"In post","2021","Central Bedfordshire","Declared non-disabled","Male","170","160","31550","30580"
"In post","2021","Central Bedfordshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Declared disabled","Female","220","210","33470","33000"
"In post","2021","Central Hampshire","Declared disabled","Male","210","210","35100","33300"
"In post","2021","Central Hampshire","Declared non-disabled","Female","1320","1250","33100","33000"
"In post","2021","Central Hampshire","Declared non-disabled","Male","1490","1460","38700","37320"
"In post","2021","Central Hampshire","Undeclared","Female","130","120","32740","31700"
"In post","2021","Central Hampshire","Undeclared","Male","260","250","37660","37320"
"In post","2021","Central Hampshire","Unknown","Female","190","180","36750","33300"
"In post","2021","Central Hampshire","Unknown","Male","360","350","39260","37320"
"In post","2021","Central Valleys","Declared disabled","Female","120","110","27590","27570"
"In post","2021","Central Valleys","Declared disabled","Male","60","60","30950","27570"
"In post","2021","Central Valleys","Declared non-disabled","Female","920","830","33240","28850"
"In post","2021","Central Valleys","Declared non-disabled","Male","450","430","38830","33260"
"In post","2021","Central Valleys","Undeclared","Female","30","30","[c]","[c]"
"In post","2021","Central Valleys","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Unknown","Female","60","60","35710","32610"
"In post","2021","Central Valleys","Unknown","Male","40","40","[c]","[c]"
"In post","2021","Cheshire East","Declared disabled","Female","60","60","30340","27570"
"In post","2021","Cheshire East","Declared disabled","Male","30","30","[c]","[c]"
"In post","2021","Cheshire East","Declared non-disabled","Female","340","310","30010","27570"
"In post","2021","Cheshire East","Declared non-disabled","Male","200","190","31030","27570"
"In post","2021","Cheshire East","Undeclared","Female","30","30","[c]","[c]"
"In post","2021","Cheshire East","Undeclared","Male","30","30","[c]","[c]"
"In post","2021","Cheshire East","Unknown","Female","40","30","[c]","[c]"
"In post","2021","Cheshire East","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Declared disabled","Female","60","50","26340","27570"
"In post","2021","Cheshire West and Chester","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Declared non-disabled","Female","210","190","26520","27570"
"In post","2021","Cheshire West and Chester","Declared non-disabled","Male","120","120","24990","21010"
"In post","2021","Cheshire West and Chester","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Declared disabled","Female","70","60","26950","26810"
"In post","2021","Chorley and West Lancashire","Declared disabled","Male","60","50","30770","30880"
"In post","2021","Chorley and West Lancashire","Declared non-disabled","Female","410","370","29060","27380"
"In post","2021","Chorley and West Lancashire","Declared non-disabled","Male","420","390","30760","27570"
"In post","2021","Chorley and West Lancashire","Undeclared","Female","70","60","29820","30700"
"In post","2021","Chorley and West Lancashire","Undeclared","Male","120","110","31340","31650"
"In post","2021","Chorley and West Lancashire","Unknown","Female","80","80","27520","25790"
"In post","2021","Chorley and West Lancashire","Unknown","Male","110","110","28990","26300"
"In post","2021","City of Edinburgh","Declared disabled","Female","600","550","36320","30650"
"In post","2021","City of Edinburgh","Declared disabled","Male","500","490","36180","32140"
"In post","2021","City of Edinburgh","Declared non-disabled","Female","3470","3250","39050","33620"
"In post","2021","City of Edinburgh","Declared non-disabled","Male","2900","2840","40230","35110"
"In post","2021","City of Edinburgh","Undeclared","Female","140","130","35820","31810"
"In post","2021","City of Edinburgh","Undeclared","Male","160","150","35800","31810"
"In post","2021","City of Edinburgh","Unknown","Female","2540","2370","34710","30080"
"In post","2021","City of Edinburgh","Unknown","Male","2490","2410","35200","31850"
"In post","2021","Clackmannanshire and Fife","Declared disabled","Female","90","80","28540","27570"
"In post","2021","Clackmannanshire and Fife","Declared disabled","Male","80","80","32140","33300"
"In post","2021","Clackmannanshire and Fife","Declared non-disabled","Female","390","340","27400","27570"
"In post","2021","Clackmannanshire and Fife","Declared non-disabled","Male","290","280","32160","27750"
"In post","2021","Clackmannanshire and Fife","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Unknown","Female","190","170","27670","25870"
"In post","2021","Clackmannanshire and Fife","Unknown","Male","270","260","31960","33650"
"In post","2021","Conwy and Denbighshire","Declared disabled","Female","50","50","31140","27570"
"In post","2021","Conwy and Denbighshire","Declared disabled","Male","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Declared non-disabled","Female","360","330","35000","32920"
"In post","2021","Conwy and Denbighshire","Declared non-disabled","Male","190","180","36790","33300"
"In post","2021","Conwy and Denbighshire","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Female","130","110","26430","27570"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Male","80","70","26520","26690"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Female","670","590","25830","26590"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Male","510","490","27370","26670"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Female","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Male","50","50","27840","26630"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Female","70","60","29480","22640"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Male","90","90","25170","21950"
"In post","2021","Coventry","Declared disabled","Female","150","130","33090","29360"
"In post","2021","Coventry","Declared disabled","Male","90","80","34730","30200"
"In post","2021","Coventry","Declared non-disabled","Female","1060","980","35810","31420"
"In post","2021","Coventry","Declared non-disabled","Male","690","680","39630","36540"
"In post","2021","Coventry","Undeclared","Female","50","50","[c]","[c]"
"In post","2021","Coventry","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Unknown","Female","200","190","37340","33020"
"In post","2021","Coventry","Unknown","Male","160","160","37460","36200"
"In post","2021","Croydon","Declared disabled","Female","560","500","35260","30600"
"In post","2021","Croydon","Declared disabled","Male","380","370","39110","35200"
"In post","2021","Croydon","Declared non-disabled","Female","3890","3590","37270","33120"
"In post","2021","Croydon","Declared non-disabled","Male","3030","2970","40730","36160"
"In post","2021","Croydon","Undeclared","Female","280","260","36680","32300"
"In post","2021","Croydon","Undeclared","Male","250","240","41490","37340"
"In post","2021","Croydon","Unknown","Female","630","600","35330","31030"
"In post","2021","Croydon","Unknown","Male","620","600","38360","35050"
"In post","2021","Darlington","Declared disabled","Female","60","60","31120","29360"
"In post","2021","Darlington","Declared disabled","Male","40","40","[c]","[c]"
"In post","2021","Darlington","Declared non-disabled","Female","440","410","34850","30260"
"In post","2021","Darlington","Declared non-disabled","Male","260","250","37630","36500"
"In post","2021","Darlington","Undeclared","Female","30","30","[c]","[c]"
"In post","2021","Darlington","Undeclared","Male","30","30","[c]","[c]"
"In post","2021","Darlington","Unknown","Female","60","60","33400","29360"
"In post","2021","Darlington","Unknown","Male","50","50","37980","30880"
"In post","2021","Derby","Declared disabled","Female","90","70","24670","21010"
"In post","2021","Derby","Declared disabled","Male","60","60","25380","21010"
