"Status","Year","Disability","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Debt","Female","1360","1160","24150","21440"
"In post","2021","Declared non-disabled","Debt","Male","950","900","24170","21440"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Female","3210","3040","40720","38450"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Male","5300","5210","43250","39650"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Female","3600","3320","37330","33300"
"In post","2021","Declared non-disabled","Finance","Male","2730","2690","43640","39450"
"In post","2021","Declared non-disabled","Grants Management","Female","980","850","24980","21050"
"In post","2021","Declared non-disabled","Grants Management","Male","710","700","26010","24920"
"In post","2021","Declared non-disabled","Human Resources","Female","4430","4140","37650","33300"
"In post","2021","Declared non-disabled","Human Resources","Male","1900","1860","39470","34810"
"In post","2021","Declared non-disabled","Internal Audit","Female","290","270","43910","41690"
"In post","2021","Declared non-disabled","Internal Audit","Male","280","270","48790","47180"
"In post","2021","Declared non-disabled","Legal","Female","5950","5350","45700","48080"
"In post","2021","Declared non-disabled","Legal","Male","3220","3120","49730","51250"
"In post","2021","Declared non-disabled","No function","Female","62290","56450","32210","27730"
"In post","2021","Declared non-disabled","No function","Male","51080","49330","35370","31650"
"In post","2021","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Female","8690","8230","40130","36800"
"In post","2021","Declared non-disabled","Project Delivery","Male","11020","10840","42540","39860"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Female","2640","2430","33130","30670"
"In post","2021","Declared non-disabled","Property","Male","3700","3610","36980","33300"
"In post","2021","Declared non-disabled","Security","Female","1320","1270","32380","30120"
"In post","2021","Declared non-disabled","Security","Male","4020","3960","31190","26670"
"In post","2021","Declared non-disabled","Unknown","Female","73500","64840","29630","27570"
"In post","2021","Declared non-disabled","Unknown","Male","48560","46860","31950","27570"
"In post","2021","Undeclared","Analysis","Female","140","130","41680","40470"
"In post","2021","Undeclared","Analysis","Male","230","230","44100","42020"
"In post","2021","Undeclared","Commercial","Female","180","170","38620","34800"
"In post","2021","Undeclared","Commercial","Male","210","210","45460","41500"
"In post","2021","Undeclared","Communications","Female","170","160","37490","31970"
"In post","2021","Undeclared","Communications","Male","190","190","34550","31590"
"In post","2021","Undeclared","Counter Fraud","Female","230","210","33910","31810"
"In post","2021","Undeclared","Counter Fraud","Male","420","400","36800","32100"
"In post","2021","Undeclared","Debt","Female","100","80","23820","21440"
"In post","2021","Undeclared","Debt","Male","110","100","24830","21440"
"In post","2021","Undeclared","Digital, Data & Technology","Female","220","210","40350","38070"
"In post","2021","Undeclared","Digital, Data & Technology","Male","460","450","41000","38450"
"In post","2021","Undeclared","Finance","Female","270","240","37250","33300"
"In post","2021","Undeclared","Finance","Male","250","240","41100","37370"
"In post","2021","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Female","340","320","37160","33270"
"In post","2021","Undeclared","Human Resources","Male","170","160","37680","33300"
"In post","2021","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Male","30","30","[c]","[c]"
"In post","2021","Undeclared","Legal","Female","220","200","49870","50940"
"In post","2021","Undeclared","Legal","Male","150","150","51740","50750"
"In post","2021","Undeclared","No function","Female","6230","5600","31220","28130"
"In post","2021","Undeclared","No function","Male","7630","7200","33950","31650"
"In post","2021","Undeclared","Project Delivery","Female","630","600","39260","36870"
"In post","2021","Undeclared","Project Delivery","Male","1170","1140","40550","38400"
"In post","2021","Undeclared","Property","Female","250","230","32870","31050"
"In post","2021","Undeclared","Property","Male","370","360","37910","33880"
"In post","2021","Undeclared","Security","Female","120","120","36190","33300"
"In post","2021","Undeclared","Security","Male","570","560","34450","36550"
"In post","2021","Undeclared","Unknown","Female","3980","3600","29100","27570"
"In post","2021","Undeclared","Unknown","Male","3660","3550","31150","27570"
"In post","2021","Unknown","Analysis","Female","770","730","39710","36390"
"In post","2021","Unknown","Analysis","Male","920","900","41280","36370"
"In post","2021","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Female","980","940","51700","49700"
"In post","2021","Unknown","Commercial","Male","1060","1050","56280","52540"
"In post","2021","Unknown","Communications","Female","1290","1230","34280","29220"
"In post","2021","Unknown","Communications","Male","1290","1270","32560","25560"
"In post","2021","Unknown","Counter Fraud","Female","1000","920","30390","28130"
"In post","2021","Unknown","Counter Fraud","Male","1230","1190","32700","31810"
"In post","2021","Unknown","Debt","Female","950","850","22090","20140"
"In post","2021","Unknown","Debt","Male","830","810","22070","20140"
"In post","2021","Unknown","Digital, Data & Technology","Female","1100","1060","40230","36740"
"In post","2021","Unknown","Digital, Data & Technology","Male","2210","2190","40720","37720"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Female","940","860","35370","31810"
"In post","2021","Unknown","Finance","Male","810","790","38190","33000"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Female","1050","980","34370","30360"
"In post","2021","Unknown","Human Resources","Male","480","470","33980","31700"
"In post","2021","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Female","2740","2490","35450","29350"
"In post","2021","Unknown","Legal","Male","1340","1290","38430","31180"
"In post","2021","Unknown","No function","Female","20640","18990","30420","25870"
"In post","2021","Unknown","No function","Male","19540","18890","32580","28970"
"In post","2021","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Female","1950","1840","41150","38600"
"In post","2021","Unknown","Project Delivery","Male","2290","2250","42700","39860"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Female","630","590","28220","25300"
"In post","2021","Unknown","Property","Male","990","960","31430","28790"
"In post","2021","Unknown","Security","Female","430","410","30190","26670"
"In post","2021","Unknown","Security","Male","1640","1620","30900","28600"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","7250","6820","34640","29160"
"In post","2021","Unknown","Unknown","Male","8260","8130","35900","31060"
"In post","2022","Declared disabled","Analysis","Female","380","350","41370","37930"
"In post","2022","Declared disabled","Analysis","Male","340","330","41780","38020"
"In post","2022","Declared disabled","Commercial","Female","260","240","38040","37040"
"In post","2022","Declared disabled","Commercial","Male","200","200","41310","37430"
"In post","2022","Declared disabled","Communications","Female","350","330","35520","33080"
"In post","2022","Declared disabled","Communications","Male","250","250","33820","33080"
"In post","2022","Declared disabled","Counter Fraud","Female","1170","1020","30460","27570"
"In post","2022","Declared disabled","Counter Fraud","Male","820","760","31940","27570"
"In post","2022","Declared disabled","Debt","Female","530","440","23540","21260"
"In post","2022","Declared disabled","Debt","Male","280","260","23170","21260"
"In post","2022","Declared disabled","Digital, Data & Technology","Female","870","820","38040","34550"
"In post","2022","Declared disabled","Digital, Data & Technology","Male","1130","1100","39920","36050"
"In post","2022","Declared disabled","Finance","Female","660","590","36340","32440"
"In post","2022","Declared disabled","Finance","Male","480","460","39330","35310"
"In post","2022","Declared disabled","Grants Management","Female","120","100","25410","21300"
"In post","2022","Declared disabled","Grants Management","Male","70","60","25350","21300"
"In post","2022","Declared disabled","Human Resources","Female","1110","1040","38110","33680"
"In post","2022","Declared disabled","Human Resources","Male","490","480","38150","33370"
"In post","2022","Declared disabled","Internal Audit","Female","60","50","43950","40580"
"In post","2022","Declared disabled","Internal Audit","Male","40","40","[c]","[c]"
"In post","2022","Declared disabled","Legal","Female","790","710","43000","39750"
"In post","2022","Declared disabled","Legal","Male","430","410","46730","49930"
"In post","2022","Declared disabled","No function","Female","20910","18450","29340","27570"
"In post","2022","Declared disabled","No function","Male","12050","11380","31080","27570"
"In post","2022","Declared disabled","Project Delivery","Female","1370","1270","39010","35390"
"In post","2022","Declared disabled","Project Delivery","Male","1250","1210","40550","39080"
"In post","2022","Declared disabled","Property","Female","380","350","36520","33300"
"In post","2022","Declared disabled","Property","Male","400","390","36870","33300"
"In post","2022","Declared disabled","Security","Female","280","270","32390","29060"
"In post","2022","Declared disabled","Security","Male","580","560","33470","33300"
"In post","2022","Declared disabled","Unknown","Female","3650","3370","33320","28990"
"In post","2022","Declared disabled","Unknown","Male","2940","2840","34050","29430"
"In post","2022","Declared non-disabled","Analysis","Female","2630","2460","43070","38340"
"In post","2022","Declared non-disabled","Analysis","Male","3050","3000","45400","40520"
"In post","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Female","1840","1750","40840","37280"
"In post","2022","Declared non-disabled","Commercial","Male","1660","1640","46760","40600"
"In post","2022","Declared non-disabled","Communications","Female","2760","2610","37220","33370"
"In post","2022","Declared non-disabled","Communications","Male","2250","2230","36150","33080"
"In post","2022","Declared non-disabled","Counter Fraud","Female","6150","5480","31110","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Male","5220","5010","34220","31880"
"In post","2022","Declared non-disabled","Debt","Female","2700","2270","23860","21260"
"In post","2022","Declared non-disabled","Debt","Male","1560","1480","24170","21260"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Female","5580","5290","40240","37070"
"In post","2022","Declared non-disabled","Digital, Data & Technology","Male","9090","8930","42690","39650"
"In post","2022","Declared non-disabled","Finance","Female","4730","4370","37910","34150"
"In post","2022","Declared non-disabled","Finance","Male","3720","3650","42690","39350"
"In post","2022","Declared non-disabled","Grants Management","Female","1220","1070","24780","21300"
"In post","2022","Declared non-disabled","Grants Management","Male","870","850","25550","21300"
"In post","2022","Declared non-disabled","Human Resources","Female","5460","5090","37740","33300"
"In post","2022","Declared non-disabled","Human Resources","Male","2400","2350","39210","34260"
"In post","2022","Declared non-disabled","Internal Audit","Female","300","280","44610","42530"
"In post","2022","Declared non-disabled","Internal Audit","Male","260","250","48190","46430"
"In post","2022","Declared non-disabled","Legal","Female","5510","5010","46300","48990"
"In post","2022","Declared non-disabled","Legal","Male","2990","2900","50260","52040"
"In post","2022","Declared non-disabled","No function","Female","104940","94010","30930","27570"
"In post","2022","Declared non-disabled","No function","Male","72670","70210","33930","29180"
"In post","2022","Declared non-disabled","Project Delivery","Female","8300","7780","41110","38070"
"In post","2022","Declared non-disabled","Project Delivery","Male","10450","10250","43300","40520"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Female","2770","2580","35530","33000"
"In post","2022","Declared non-disabled","Property","Male","3510","3420","39720","36050"
"In post","2022","Declared non-disabled","Security","Female","1840","1760","33390","32000"
"In post","2022","Declared non-disabled","Security","Male","4870","4790","32650","30210"
"In post","2022","Declared non-disabled","Unknown","Female","28690","26420","34230","29370"
"In post","2022","Declared non-disabled","Unknown","Male","24720","24040","35700","30820"
"In post","2022","Undeclared","Analysis","Female","130","120","43230","40090"
"In post","2022","Undeclared","Analysis","Male","150","140","45460","40670"
"In post","2022","Undeclared","Commercial","Female","120","120","39160","36490"
"In post","2022","Undeclared","Commercial","Male","150","150","46150","41090"
"In post","2022","Undeclared","Communications","Female","140","140","37700","33370"
"In post","2022","Undeclared","Communications","Male","170","170","34280","29200"
"In post","2022","Undeclared","Counter Fraud","Female","410","360","32070","28920"
"In post","2022","Undeclared","Counter Fraud","Male","550","530","35920","33370"
"In post","2022","Undeclared","Debt","Female","180","150","23300","21260"
"In post","2022","Undeclared","Debt","Male","150","140","23910","21260"
"In post","2022","Undeclared","Digital, Data & Technology","Female","360","340","38900","35900"
"In post","2022","Undeclared","Digital, Data & Technology","Male","840","820","41130","37910"
"In post","2022","Undeclared","Finance","Female","310","290","37180","33370"
"In post","2022","Undeclared","Finance","Male","320","310","41650","37590"
"In post","2022","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Female","410","390","36430","33300"
"In post","2022","Undeclared","Human Resources","Male","210","200","37030","33370"
"In post","2022","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Male","30","30","[c]","[c]"
"In post","2022","Undeclared","Legal","Female","180","160","51170","53370"
"In post","2022","Undeclared","Legal","Male","140","130","51960","54810"
"In post","2022","Undeclared","No function","Female","7780","6990","30330","27570"
"In post","2022","Undeclared","No function","Male","8290","7830","33090","31650"
"In post","2022","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Female","510","480","39480","37930"
"In post","2022","Undeclared","Project Delivery","Male","890","860","43000","40580"
"In post","2022","Undeclared","Property","Female","250","240","34980","31900"
"In post","2022","Undeclared","Property","Male","400","380","39310","36050"
"In post","2022","Undeclared","Security","Female","180","170","35640","33300"
"In post","2022","Undeclared","Security","Male","690","680","34920","36480"
"In post","2022","Undeclared","Unknown","Female","1600","1470","32780","28760"
"In post","2022","Undeclared","Unknown","Male","1910","1850","33930","30040"
"In post","2022","Unknown","Analysis","Female","840","800","41270","38340"
"In post","2022","Unknown","Analysis","Male","940","920","42600","38000"
"In post","2022","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Female","1190","1150","52680","50530"
"In post","2022","Unknown","Commercial","Male","1200","1190","57330","54070"
"In post","2022","Unknown","Communications","Female","1320","1260","36060","32790"
"In post","2022","Unknown","Communications","Male","1290","1280","34010","27270"
"In post","2022","Unknown","Counter Fraud","Female","1270","1180","31800","28920"
"In post","2022","Unknown","Counter Fraud","Male","1450","1410","33980","33080"
"In post","2022","Unknown","Debt","Female","770","680","23300","21250"
"In post","2022","Unknown","Debt","Male","660","640","23760","21250"
"In post","2022","Unknown","Digital, Data & Technology","Female","1450","1400","41040","37170"
"In post","2022","Unknown","Digital, Data & Technology","Male","2750","2720","41910","38500"
"In post","2022","Unknown","Finance","Female","1170","1090","36260","32940"
"In post","2022","Unknown","Finance","Male","990","970","39190","35310"
"In post","2022","Unknown","Human Resources","Female","1100","1030","34850","30740"
"In post","2022","Unknown","Human Resources","Male","550","540","36290","33080"
"In post","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Female","1590","1470","42930","40520"
"In post","2022","Unknown","Legal","Male","790","770","46170","48080"
"In post","2022","Unknown","No function","Female","26030","24050","31420","27570"
"In post","2022","Unknown","No function","Male","21860","21110","33260","29250"
"In post","2022","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Female","1670","1580","42770","40180"
"In post","2022","Unknown","Project Delivery","Male","2140","2090","43490","40520"
"In post","2022","Unknown","Property","Female","730","690","30700","26670"
"In post","2022","Unknown","Property","Male","1110","1090","33630","29900"
"In post","2022","Unknown","Security","Female","470","450","32080","28890"
"In post","2022","Unknown","Security","Male","1790","1750","32140","29250"
"In post","2022","Unknown","Unknown","Female","7580","7220","35570","30040"
"In post","2022","Unknown","Unknown","Male","8570","8400","36160","31540"
"Leaver CS","2021","Declared disabled","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Female","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Female","490","420","25330","21580"
"Leaver CS","2021","Declared disabled","No function","Male","400","360","30310","26600"
"Leaver CS","2021","Declared disabled","Project Delivery","Female","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Male","50","50","39360","35790"
"Leaver CS","2021","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Male","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Female","1000","780","27890","26890"
"Leaver CS","2021","Declared disabled","Unknown","Male","700","610","29290","26890"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Female","60","50","34870","29540"
"Leaver CS","2021","Declared non-disabled","Analysis","Male","80","70","43750","35010"
"Leaver CS","2021","Declared non-disabled","Commercial","Female","60","50","45200","38000"
"Leaver CS","2021","Declared non-disabled","Commercial","Male","80","80","49520","41680"
"Leaver CS","2021","Declared non-disabled","Communications","Female","70","60","37450","35590"
"Leaver CS","2021","Declared non-disabled","Communications","Male","70","70","39610","31420"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Female","70","60","39980","35590"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Male","130","130","44860","40150"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Female","80","70","41280","36540"
"Leaver CS","2021","Declared non-disabled","Finance","Male","70","70","45420","44790"
"Leaver CS","2021","Declared non-disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Female","120","110","37290","32310"
"Leaver CS","2021","Declared non-disabled","Human Resources","Male","70","70","40270","36800"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Female","220","180","45450","45220"
"Leaver CS","2021","Declared non-disabled","Legal","Male","160","140","51160","51820"
"Leaver CS","2021","Declared non-disabled","No function","Female","2510","2200","30630","23530"
"Leaver CS","2021","Declared non-disabled","No function","Male","2390","2200","36260","27750"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Female","190","170","36630","32430"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Male","350","330","40850","37390"
"Leaver CS","2021","Declared non-disabled","Property","Female","100","80","29590","26000"
"Leaver CS","2021","Declared non-disabled","Property","Male","210","200","33940","31060"
"Leaver CS","2021","Declared non-disabled","Security","Female","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Male","170","160","30550","27050"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","4780","3850","28310","25490"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","3390","3030","31620","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Female","350","280","30130","22680"
"Leaver CS","2021","Undeclared","No function","Male","450","390","34700","31650"
"Leaver CS","2021","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Male","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Male","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Female","370","310","29850","26890"
"Leaver CS","2021","Undeclared","Unknown","Male","340","310","31150","27570"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Female","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Male","70","70","28570","24300"
"Leaver CS","2021","Unknown","Commercial","Female","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Male","50","50","60780","51560"
"Leaver CS","2021","Unknown","Communications","Female","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Male","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
