"Status","Year","Region_ITL1","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Department for Transport (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Department for Work and Pensions (excl. agencies)","Unknown","4490","3970","25910","27570"
"In post","2021","East Midlands (England)","Driver and Vehicle Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Driver and Vehicle Standards Agency","Communications","40","30","[c]","[c]"
"In post","2021","East Midlands (England)","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Driver and Vehicle Standards Agency","Digital, Data & Technology","90","90","38800","39060"
"In post","2021","East Midlands (England)","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Driver and Vehicle Standards Agency","No function","300","280","28910","26780"
"In post","2021","East Midlands (England)","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Driver and Vehicle Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Education and Skills Funding Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Education and Skills Funding Agency","No function","50","50","42160","37100"
"In post","2021","East Midlands (England)","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Food Standards Agency","No function","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Government Property Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Health and Safety Executive","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Health and Safety Executive","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Health and Safety Executive","No function","340","310","42380","39390"
"In post","2021","East Midlands (England)","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Courts and Tribunals Service","Legal","70","60","41650","43170"
"In post","2021","East Midlands (England)","HM Courts and Tribunals Service","No function","1260","1110","20720","19830"
"In post","2021","East Midlands (England)","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Land Registry","Human Resources","70","60","36150","33840"
"In post","2021","East Midlands (England)","HM Land Registry","Legal","40","30","[c]","[c]"
"In post","2021","East Midlands (England)","HM Land Registry","No function","690","630","28340","27130"
"In post","2021","East Midlands (England)","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Prison and Probation Service","Commercial","50","50","46280","47640"
"In post","2021","East Midlands (England)","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Prison and Probation Service","No function","4920","4630","28720","26810"
"In post","2021","East Midlands (England)","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Communications","430","420","28800","25560"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Counter Fraud","520","490","33510","31810"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Debt","260","230","21620","20140"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Finance","90","90","38550","31810"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Human Resources","300","290","37120","31810"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Legal","90","80","27100","25560"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","No function","1830","1690","31030","31810"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Project Delivery","130","130","44710","38630"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Property","90","90","44350","38630"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Home Office (incl. agencies)","Unknown","220","210","28000","25390"
"In post","2021","East Midlands (England)","Insolvency Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Insolvency Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Insolvency Service","No function","50","50","29730","26290"
"In post","2021","East Midlands (England)","Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Institute for Apprenticeships and Technical Education","No function","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Legal Aid Agency","No function","160","140","21790","19770"
"In post","2021","East Midlands (England)","Legal Aid Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Met Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Met Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Met Office","No function","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Finance","40","30","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Project Delivery","120","120","31460","29200"
"In post","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Property","170","160","24500","18800"
"In post","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Security","120","120","27230","22560"
"In post","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Unknown","1050","1010","27090","21330"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Justice (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Justice (excl. agencies)","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Justice (excl. agencies)","Human Resources","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Justice (excl. agencies)","No function","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","National Crime Agency","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","East Midlands (England)","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","National Crime Agency","No function","110","110","37760","36410"
"In post","2021","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","No function","150","140","45540","39850"
"In post","2021","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Office of the Public Guardian","No function","400","370","21070","19570"
"In post","2021","East Midlands (England)","Public Health England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Public Health England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Public Health England","No function","180","170","44170","37190"
"In post","2021","East Midlands (England)","Rural Payments Agency","Grants Management","70","70","25890","25190"
"In post","2021","East Midlands (England)","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Standards and Testing Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Teaching Regulation Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Valuation Office Agency","Property","150","140","33530","30550"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","No function","70","60","36190","34290"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","No function","30","30","[c]","[c]"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Animal and Plant Health Agency","No function","150","140","31240","29180"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Commercial","70","60","57360","54800"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Analysis","350","330","34300","30220"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","50","50","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","Commercial","90","80","34770","34800"
"In post","2021","East of England","Crown Commercial Service","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Crown Prosecution Service","Legal","470","420","40520","34480"
"In post","2021","East of England","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Equipment and Support","Project Delivery","210","200","35040","33660"
"In post","2021","East of England","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Science and Technology Laboratory","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Science and Technology Laboratory","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","No function","50","50","43460","40510"
"In post","2021","East of England","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","40","40","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","40","40","[c]","[c]"
"In post","2021","East of England","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Transport (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Work and Pensions (excl. agencies)","Unknown","4570","4090","28120","27570"
"In post","2021","East of England","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Driver and Vehicle Standards Agency","No function","350","330","28480","26780"
"In post","2021","East of England","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Food Standards Agency","No function","60","60","27660","26750"
"In post","2021","East of England","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Government Property Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Health and Safety Executive","No function","130","120","44140","44820"
"In post","2021","East of England","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Courts and Tribunals Service","Legal","90","80","40750","40910"
"In post","2021","East of England","HM Courts and Tribunals Service","No function","960","840","21390","20100"
"In post","2021","East of England","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Land Registry","No function","240","220","29040","27130"
"In post","2021","East of England","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Prison and Probation Service","Commercial","60","60","47930","46730"
"In post","2021","East of England","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Prison and Probation Service","No function","5230","4950","29330","28400"
"In post","2021","East of England","HM Prison and Probation Service","Security","50","50","35260","32360"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
