"Status","Year","Profession_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Female","40","40","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Male","30","30","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","Female","40","40","[c]","[c]"
"In post","2021","Commercial","Home Office","Male","50","50","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Female","1080","1010","36470","34500"
"In post","2021","Commercial","Ministry of Defence","Male","960","950","39610","37320"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Female","500","480","43400","40060"
"In post","2021","Commercial","Ministry of Justice","Male","400","390","50530","49870"
"In post","2021","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Female","190","180","33690","33340"
"In post","2021","Commercial","Other Cabinet Office Agencies","Male","180","180","34630","34800"
"In post","2021","Commercial","Scottish Government","Female","40","40","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Male","60","60","33850","28410"
"In post","2021","Commercial","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Female","60","50","43930","39750"
"In post","2021","Communications","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Female","150","140","43890","40050"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Male","110","100","43410","39650"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","Female","210","200","38680","36780"
"In post","2021","Communications","Department for Education","Male","120","120","40530","36780"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Female","180","170","40850","37300"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Male","90","90","42310","38750"
"In post","2021","Communications","Department for International Trade","Female","80","80","42390","38540"
"In post","2021","Communications","Department for International Trade","Male","60","60","43980","38540"
"In post","2021","Communications","Department for Transport","Female","170","160","36680","33350"
"In post","2021","Communications","Department for Transport","Male","120","120","39500","36410"
"In post","2021","Communications","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Female","190","180","43530","37830"
"In post","2021","Communications","Department of Health and Social Care","Male","130","130","45020","40930"
"In post","2021","Communications","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Female","90","80","46990","42200"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","Male","60","60","49170","46460"
"In post","2021","Communications","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","Female","150","150","44410","39510"
"In post","2021","Communications","HM Revenue and Customs","Male","100","90","44260","38980"
"In post","2021","Communications","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office","Female","110","100","48340","44200"
"In post","2021","Communications","Home Office","Male","70","70","49080","42710"
"In post","2021","Communications","Ministry of Defence","Female","310","290","35640","33300"
"In post","2021","Communications","Ministry of Defence","Male","320","310","34770","33300"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Female","60","50","41040","34200"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","Male","60","60","41510","37250"
"In post","2021","Communications","Ministry of Justice","Female","100","90","43610","38960"
"In post","2021","Communications","Ministry of Justice","Male","70","70","42100","37390"
"In post","2021","Communications","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","Female","50","50","36130","30500"
"In post","2021","Communications","United Kingdom Statistics Authority","Male","30","30","[c]","[c]"
"In post","2021","Communications","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Welsh Government","Female","90","80","39550","37410"
"In post","2021","Communications","Welsh Government","Male","70","70","39060","37410"
"In post","2021","Corporate Finance","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Ministry of Defence","Female","40","30","[c]","[c]"
"In post","2021","Corporate Finance","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Attorney General's Departments","Female","110","110","42550","35480"
"In post","2021","Counter Fraud","Attorney General's Departments","Male","170","170","47030","41140"
"In post","2021","Counter Fraud","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Female","110","100","38790","39170"
"In post","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Male","160","150","39700","38510"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport","Male","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Home Office","Female","110","100","25620","25310"
"In post","2021","Counter Fraud","Home Office","Male","70","60","29190","25580"
"In post","2021","Counter Fraud","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Attorney General's Departments","Female","80","70","38360","35290"
"In post","2021","Digital, Data and Technology","Attorney General's Departments","Male","100","100","41400","38540"
"In post","2021","Digital, Data and Technology","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Competition and Markets Authority","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","Female","310","290","39670","37240"
"In post","2021","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","Male","720","720","41230","39040"
"In post","2021","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Department for Education","Female","410","380","40530","37100"
"In post","2021","Digital, Data and Technology","Department for Education","Male","490","490","39530","36780"
"In post","2021","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","Female","290","270","42020","39050"
"In post","2021","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","Male","420","420","43960","44760"
"In post","2021","Digital, Data and Technology","Department for International Trade","Female","60","60","44730","43000"
"In post","2021","Digital, Data and Technology","Department for International Trade","Male","60","60","49660","44980"
"In post","2021","Digital, Data and Technology","Department for Transport","Female","330","320","35620","32180"
"In post","2021","Digital, Data and Technology","Department for Transport","Male","830","820","40870","39040"
"In post","2021","Digital, Data and Technology","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Department for Work and Pensions","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Department of Health and Social Care","Female","150","150","43420","39110"
"In post","2021","Digital, Data and Technology","Department of Health and Social Care","Male","230","230","45220","41020"
"In post","2021","Digital, Data and Technology","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Foreign, Commonwealth and Development Office","Female","90","90","41290","39630"
"In post","2021","Digital, Data and Technology","Foreign, Commonwealth and Development Office","Male","230","230","42490","39630"
"In post","2021","Digital, Data and Technology","HM Land Registry","Female","240","210","37460","38450"
"In post","2021","Digital, Data and Technology","HM Land Registry","Male","440","420","38350","38450"
"In post","2021","Digital, Data and Technology","HM Revenue and Customs","Female","700","660","40000","38630"
"In post","2021","Digital, Data and Technology","HM Revenue and Customs","Male","1230","1190","39490","38630"
"In post","2021","Digital, Data and Technology","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","HM Treasury","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Home Office","Female","380","370","48730","44970"
"In post","2021","Digital, Data and Technology","Home Office","Male","840","840","50670","46070"
"In post","2021","Digital, Data and Technology","Ministry of Defence","Female","440","420","33000","32660"
"In post","2021","Digital, Data and Technology","Ministry of Defence","Male","960","950","38450","35340"
"In post","2021","Digital, Data and Technology","Ministry of Housing, Communities and Local Government","Female","50","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Ministry of Housing, Communities and Local Government","Male","70","70","45450","41360"
"In post","2021","Digital, Data and Technology","Ministry of Justice","Female","390","380","44870","42320"
"In post","2021","Digital, Data and Technology","Ministry of Justice","Male","630","630","47100","45190"
"In post","2021","Digital, Data and Technology","National Crime Agency","Female","110","100","38090","36740"
"In post","2021","Digital, Data and Technology","National Crime Agency","Male","150","150","43230","40810"
"In post","2021","Digital, Data and Technology","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Office for Standards in Education","Female","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Office for Standards in Education","Male","50","50","45020","39850"
"In post","2021","Digital, Data and Technology","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Office of Gas and Electricity Markets","Male","70","70","51730","49530"
"In post","2021","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other Cabinet Office Agencies","Female","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Other Cabinet Office Agencies","Male","80","80","41320","35540"
"In post","2021","Digital, Data and Technology","Scottish Government","Female","50","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Scottish Government","Male","160","160","39160","35720"
"In post","2021","Digital, Data and Technology","The National Archives","Female","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","The National Archives","Male","60","60","40710","40000"
"In post","2021","Digital, Data and Technology","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","United Kingdom Statistics Authority","Female","200","200","40370","36310"
"In post","2021","Digital, Data and Technology","United Kingdom Statistics Authority","Male","390","390","41230","36840"
"In post","2021","Digital, Data and Technology","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Welsh Government","Female","70","60","39730","37410"
"In post","2021","Digital, Data and Technology","Welsh Government","Male","160","160","37550","37410"
"In post","2021","Economics","Competition and Markets Authority","Female","40","40","[c]","[c]"
"In post","2021","Economics","Competition and Markets Authority","Male","50","50","64140","61650"
"In post","2021","Economics","Department for Business, Energy and Industrial Strategy","Female","120","110","46770","39570"
"In post","2021","Economics","Department for Business, Energy and Industrial Strategy","Male","200","200","46790","39640"
"In post","2021","Economics","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Department for Digital, Culture, Media and Sport","Male","60","60","52650","47630"
"In post","2021","Economics","Department for Environment, Food and Rural Affairs","Female","60","60","44940","48990"
"In post","2021","Economics","Department for Environment, Food and Rural Affairs","Male","100","100","44580","47550"
"In post","2021","Economics","Department for International Trade","Female","50","50","42710","34110"
"In post","2021","Economics","Department for International Trade","Male","100","100","43910","32330"
"In post","2021","Economics","Department for Transport","Female","60","60","48160","54110"
"In post","2021","Economics","Department for Transport","Male","110","110","47520","54110"
"In post","2021","Economics","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Department of Health and Social Care","Female","50","40","[c]","[c]"
"In post","2021","Economics","Department of Health and Social Care","Male","40","40","[c]","[c]"
"In post","2021","Economics","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Foreign, Commonwealth and Development Office","Female","80","70","48460","52840"
"In post","2021","Economics","Foreign, Commonwealth and Development Office","Male","100","100","52810","55230"
"In post","2021","Economics","HM Revenue and Customs","Female","40","30","[c]","[c]"
"In post","2021","Economics","HM Revenue and Customs","Male","80","80","46780","36160"
"In post","2021","Economics","HM Treasury","Female","80","80","44710","39940"
"In post","2021","Economics","HM Treasury","Male","130","120","44050","35540"
"In post","2021","Economics","Home Office","Female","40","40","[c]","[c]"
"In post","2021","Economics","Home Office","Male","70","70","45690","35070"
"In post","2021","Economics","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Ministry of Housing, Communities and Local Government","Male","50","50","45100","35060"
"In post","2021","Economics","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Ministry of Justice","Male","30","30","[c]","[c]"
"In post","2021","Economics","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Office of Gas and Electricity Markets","Male","30","30","[c]","[c]"
"In post","2021","Economics","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Economics","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Economics","United Kingdom Statistics Authority","Female","60","50","34210","32290"
"In post","2021","Economics","United Kingdom Statistics Authority","Male","90","90","38780","32540"
"In post","2021","Economics","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Female","80","70","33290","30610"
"In post","2021","Finance","Attorney General's Departments","Male","60","60","39470","31560"
"In post","2021","Finance","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Female","190","180","43100","40050"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","Male","160","160","47900","44790"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Male","40","40","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","Female","410","390","41770","37760"
"In post","2021","Finance","Department for Education","Male","370","370","43510","40140"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","Female","210","200","40040","36970"
