"Status","Year","Sexual_orientation","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Unknown","Unknown","120","110","31610","32690"
"In post","2021","Heterosexual / straight","White","AA/AO","72730","65680","22370","21010"
"In post","2021","Heterosexual / straight","White","EO","68770","63580","27510","27570"
"In post","2021","Heterosexual / straight","White","G6/G7","36180","34830","58840","57120"
"In post","2021","Heterosexual / straight","White","SCS","4350","4200","90260","82470"
"In post","2021","Heterosexual / straight","White","SEO/HEO","73350","70200","36890","36140"
"In post","2021","Heterosexual / straight","White","Unknown","9660","9010","32070","30320"
"In post","2021","LGBO","Asian","AA/AO","180","160","22310","21050"
"In post","2021","LGBO","Asian","EO","170","160","28390","27570"
"In post","2021","LGBO","Asian","G6/G7","80","70","58050","56000"
"In post","2021","LGBO","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","SEO/HEO","140","140","37200","36160"
"In post","2021","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","AA/AO","80","80","23310","22530"
"In post","2021","LGBO","Black","EO","130","130","29030","28770"
"In post","2021","LGBO","Black","G6/G7","40","40","[c]","[c]"
"In post","2021","LGBO","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","SEO/HEO","70","70","38340","36680"
"In post","2021","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","AA/AO","140","140","23030","21430"
"In post","2021","LGBO","Mixed","EO","180","180","28000","27570"
"In post","2021","LGBO","Mixed","G6/G7","120","120","57070","55680"
"In post","2021","LGBO","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","SEO/HEO","200","200","36620","35940"
"In post","2021","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","AA/AO","40","30","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","EO","50","50","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","G6/G7","30","30","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","SEO/HEO","50","50","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","AA/AO","100","90","23810","21430"
"In post","2021","LGBO","Undeclared","EO","90","80","28540","27570"
"In post","2021","LGBO","Undeclared","G6/G7","40","40","[c]","[c]"
"In post","2021","LGBO","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","SEO/HEO","60","50","36000","36040"
"In post","2021","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","AA/AO","70","60","23160","21440"
"In post","2021","LGBO","Unknown","EO","50","50","28640","27660"
"In post","2021","LGBO","Unknown","G6/G7","40","40","[c]","[c]"
"In post","2021","LGBO","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","SEO/HEO","60","50","37300","35000"
"In post","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","White","AA/AO","4290","4120","22720","21030"
"In post","2021","LGBO","White","EO","4290","4160","27510","27570"
"In post","2021","LGBO","White","G6/G7","2420","2380","58640","56630"
"In post","2021","LGBO","White","SCS","300","290","87190","78810"
"In post","2021","LGBO","White","SEO/HEO","4570","4490","36040","35060"
"In post","2021","LGBO","White","Unknown","590","570","29540","27730"
"In post","2021","Undeclared","Asian","AA/AO","590","500","22360","21430"
"In post","2021","Undeclared","Asian","EO","570","510","28370","28550"
"In post","2021","Undeclared","Asian","G6/G7","120","120","59130","57170"
"In post","2021","Undeclared","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","SEO/HEO","360","340","37510","36600"
"In post","2021","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","AA/AO","240","210","24030","23500"
"In post","2021","Undeclared","Black","EO","280","270","29350","29370"
"In post","2021","Undeclared","Black","G6/G7","50","50","57420","55630"
"In post","2021","Undeclared","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","SEO/HEO","180","170","37560","36800"
"In post","2021","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Undeclared","Mixed","AA/AO","140","120","23110","21430"
"In post","2021","Undeclared","Mixed","EO","180","170","28040","27570"
"In post","2021","Undeclared","Mixed","G6/G7","70","70","58620","55330"
"In post","2021","Undeclared","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","SEO/HEO","150","140","36700","35200"
"In post","2021","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","AA/AO","50","50","23570","21440"
"In post","2021","Undeclared","Other ethnicity","EO","80","70","28700","28670"
"In post","2021","Undeclared","Other ethnicity","G6/G7","70","70","61240","59160"
"In post","2021","Undeclared","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","SEO/HEO","80","80","39050","38160"
"In post","2021","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","AA/AO","2900","2660","22780","21310"
"In post","2021","Undeclared","Undeclared","EO","3440","3190","28010","27570"
"In post","2021","Undeclared","Undeclared","G6/G7","1970","1910","58940","57430"
"In post","2021","Undeclared","Undeclared","SCS","130","120","89210","82100"
"In post","2021","Undeclared","Undeclared","SEO/HEO","4360","4190","37540","36860"
"In post","2021","Undeclared","Undeclared","Unknown","430","410","36090","34440"
"In post","2021","Undeclared","Unknown","AA/AO","1310","1160","22180","21710"
"In post","2021","Undeclared","Unknown","EO","740","690","28470","29350"
"In post","2021","Undeclared","Unknown","G6/G7","260","250","58880","57130"
"In post","2021","Undeclared","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO/HEO","690","650","37530","35230"
"In post","2021","Undeclared","Unknown","Unknown","60","50","33300","32700"
"In post","2021","Undeclared","White","AA/AO","7430","6460","22290","21010"
"In post","2021","Undeclared","White","EO","6640","6000","27770","27570"
"In post","2021","Undeclared","White","G6/G7","2760","2650","60030","57870"
"In post","2021","Undeclared","White","SCS","300","290","89660","82120"
"In post","2021","Undeclared","White","SEO/HEO","6170","5860","37370","36520"
"In post","2021","Undeclared","White","Unknown","670","610","33980","32940"
"In post","2021","Unknown","Asian","AA/AO","1130","920","22180","21010"
"In post","2021","Unknown","Asian","EO","1110","980","28500","27570"
"In post","2021","Unknown","Asian","G6/G7","280","270","59430","56610"
"In post","2021","Unknown","Asian","SCS","40","40","[c]","[c]"
"In post","2021","Unknown","Asian","SEO/HEO","630","610","37160","36650"
"In post","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","AA/AO","510","460","24940","23520"
"In post","2021","Unknown","Black","EO","620","570","29970","31020"
"In post","2021","Unknown","Black","G6/G7","110","110","59810","58940"
"In post","2021","Unknown","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","SEO/HEO","280","270","37290","36650"
"In post","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","AA/AO","30","30","[c]","[c]"
"In post","2021","Unknown","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","G6/G7","30","30","[c]","[c]"
"In post","2021","Unknown","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Unknown","Mixed","AA/AO","180","160","23050","21010"
"In post","2021","Unknown","Mixed","EO","140","130","28420","27570"
"In post","2021","Unknown","Mixed","G6/G7","100","90","59070","58030"
"In post","2021","Unknown","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","SEO/HEO","170","160","36870","36610"
"In post","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","AA/AO","80","70","23980","22450"
"In post","2021","Unknown","Other ethnicity","EO","90","80","28380","27570"
"In post","2021","Unknown","Other ethnicity","G6/G7","50","50","60530","59720"
"In post","2021","Unknown","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","SEO/HEO","60","60","40000","38530"
"In post","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","AA/AO","1200","1000","21770","21010"
"In post","2021","Unknown","Undeclared","EO","1410","1240","28650","27570"
"In post","2021","Unknown","Undeclared","G6/G7","510","490","56750","55020"
"In post","2021","Unknown","Undeclared","SCS","40","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","SEO/HEO","980","930","36810","36730"
"In post","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","21130","19610","22120","21010"
"In post","2021","Unknown","Unknown","EO","13220","12640","27520","27420"
"In post","2021","Unknown","Unknown","G6/G7","7230","7010","58720","56200"
"In post","2021","Unknown","Unknown","SCS","1090","1070","90620","79410"
"In post","2021","Unknown","Unknown","SEO/HEO","14950","14550","35530","34370"
"In post","2021","Unknown","Unknown","Unknown","2920","2820","34180","32700"
"In post","2021","Unknown","White","AA/AO","12670","10580","22940","21050"
"In post","2021","Unknown","White","EO","10120","8850","27980","27570"
"In post","2021","Unknown","White","G6/G7","4020","3780","58490","56690"
"In post","2021","Unknown","White","SCS","370","350","96180","86640"
"In post","2021","Unknown","White","SEO/HEO","7690","7230","37160","36380"
"In post","2021","Unknown","White","Unknown","100","90","34540","32710"
"In post","2022","Heterosexual / straight","Asian","AA/AO","6710","6010","22670","21260"
"In post","2022","Heterosexual / straight","Asian","EO","8980","8490","28310","27570"
"In post","2022","Heterosexual / straight","Asian","G6/G7","3240","3160","58820","57290"
"In post","2022","Heterosexual / straight","Asian","SCS","270","260","90840","85000"
"In post","2022","Heterosexual / straight","Asian","SEO/HEO","7960","7760","37250","36500"
"In post","2022","Heterosexual / straight","Asian","Unknown","790","730","30030","28200"
"In post","2022","Heterosexual / straight","Black","AA/AO","3390","3170","24470","23760"
"In post","2022","Heterosexual / straight","Black","EO","4710","4530","29170","29250"
"In post","2022","Heterosexual / straight","Black","G6/G7","1280","1260","57990","55770"
"In post","2022","Heterosexual / straight","Black","SCS","80","80","91020","82420"
"In post","2022","Heterosexual / straight","Black","SEO/HEO","3940","3880","37660","36970"
"In post","2022","Heterosexual / straight","Black","Unknown","1130","1080","31400","28690"
"In post","2022","Heterosexual / straight","Mixed","AA/AO","1550","1430","23540","21680"
"In post","2022","Heterosexual / straight","Mixed","EO","1800","1720","28270","27570"
"In post","2022","Heterosexual / straight","Mixed","G6/G7","1150","1110","58470","56640"
"In post","2022","Heterosexual / straight","Mixed","SCS","120","110","84020","78000"
"In post","2022","Heterosexual / straight","Mixed","SEO/HEO","2050","2000","37260","36500"
"In post","2022","Heterosexual / straight","Mixed","Unknown","470","450","30930","30000"
"In post","2022","Heterosexual / straight","Other ethnicity","AA/AO","410","380","23880","22240"
"In post","2022","Heterosexual / straight","Other ethnicity","EO","530","510","28580","27850"
"In post","2022","Heterosexual / straight","Other ethnicity","G6/G7","290","270","59610","57460"
"In post","2022","Heterosexual / straight","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","SEO/HEO","580","560","37810","37170"
"In post","2022","Heterosexual / straight","Other ethnicity","Unknown","90","80","31020","28820"
"In post","2022","Heterosexual / straight","Undeclared","AA/AO","810","730","23180","21830"
"In post","2022","Heterosexual / straight","Undeclared","EO","980","920","28930","27570"
"In post","2022","Heterosexual / straight","Undeclared","G6/G7","360","350","59400","57620"
"In post","2022","Heterosexual / straight","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Undeclared","SEO/HEO","770","750","37540","36650"
"In post","2022","Heterosexual / straight","Undeclared","Unknown","120","110","31370","30200"
"In post","2022","Heterosexual / straight","Unknown","AA/AO","1060","940","23280","21840"
"In post","2022","Heterosexual / straight","Unknown","EO","710","670","28230","27570"
"In post","2022","Heterosexual / straight","Unknown","G6/G7","480","460","59450","56500"
"In post","2022","Heterosexual / straight","Unknown","SCS","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","SEO/HEO","930","880","37210","36500"
"In post","2022","Heterosexual / straight","Unknown","Unknown","150","140","30640","28870"
"In post","2022","Heterosexual / straight","White","AA/AO","72480","65530","22820","21300"
"In post","2022","Heterosexual / straight","White","EO","70620","65390","27760","27570"
"In post","2022","Heterosexual / straight","White","G6/G7","40230","38760","59160","57190"
"In post","2022","Heterosexual / straight","White","SCS","4550","4410","90010","82270"
"In post","2022","Heterosexual / straight","White","SEO/HEO","80650","77320","37300","36480"
"In post","2022","Heterosexual / straight","White","Unknown","12780","11920","31710","29040"
"In post","2022","LGBO","Asian","AA/AO","190","170","23060","21300"
"In post","2022","LGBO","Asian","EO","200","190","28230","27570"
"In post","2022","LGBO","Asian","G6/G7","110","100","57210","55210"
"In post","2022","LGBO","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Asian","SEO/HEO","200","190","37580","36720"
"In post","2022","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","AA/AO","70","70","24490","23720"
"In post","2022","LGBO","Black","EO","130","130","29220","28990"
"In post","2022","LGBO","Black","G6/G7","50","50","[c]","[c]"
"In post","2022","LGBO","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Black","SEO/HEO","80","80","37500","36480"
"In post","2022","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","AA/AO","170","170","23730","21680"
"In post","2022","LGBO","Mixed","EO","190","180","28100","27570"
"In post","2022","LGBO","Mixed","G6/G7","140","140","57810","56360"
"In post","2022","LGBO","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mixed","SEO/HEO","260","250","36840","36140"
"In post","2022","LGBO","Mixed","Unknown","40","40","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","AA/AO","40","40","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","EO","50","50","28810","27960"
"In post","2022","LGBO","Other ethnicity","G6/G7","50","50","57050","54870"
"In post","2022","LGBO","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Other ethnicity","SEO/HEO","60","60","38080","36330"
"In post","2022","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","AA/AO","100","90","24730","22030"
"In post","2022","LGBO","Undeclared","EO","90","80","29050","27570"
"In post","2022","LGBO","Undeclared","G6/G7","30","30","[c]","[c]"
"In post","2022","LGBO","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Undeclared","SEO/HEO","70","70","36930","36190"
"In post","2022","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","AA/AO","70","70","24310","22080"
"In post","2022","LGBO","Unknown","EO","50","50","28830","27690"
"In post","2022","LGBO","Unknown","G6/G7","40","40","[c]","[c]"
"In post","2022","LGBO","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","SEO/HEO","70","70","37650","36820"
"In post","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","White","AA/AO","4760","4570","23050","21260"
"In post","2022","LGBO","White","EO","4820","4670","27710","27570"
"In post","2022","LGBO","White","G6/G7","2910","2860","58490","55730"
"In post","2022","LGBO","White","SCS","320","320","87130","79410"
"In post","2022","LGBO","White","SEO/HEO","5660","5560","36460","35310"
"In post","2022","LGBO","White","Unknown","930","900","29910","27060"
"In post","2022","Undeclared","Asian","AA/AO","610","520","22680","21680"
"In post","2022","Undeclared","Asian","EO","590","530","28580","28310"
"In post","2022","Undeclared","Asian","G6/G7","180","170","58420","56740"
"In post","2022","Undeclared","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","SEO/HEO","460","440","37620","36880"
"In post","2022","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","AA/AO","230","200","24370","24310"
"In post","2022","Undeclared","Black","EO","280","260","29450","29370"
"In post","2022","Undeclared","Black","G6/G7","60","60","57140","55170"
"In post","2022","Undeclared","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","SEO/HEO","200","200","38180","37770"
"In post","2022","Undeclared","Black","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Mixed","AA/AO","150","130","23630","21830"
"In post","2022","Undeclared","Mixed","EO","200","180","28270","27570"
"In post","2022","Undeclared","Mixed","G6/G7","90","90","57890","54850"
"In post","2022","Undeclared","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","SEO/HEO","180","170","37420","36700"
"In post","2022","Undeclared","Mixed","Unknown","30","30","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","AA/AO","40","40","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","EO","70","70","28950","28990"
"In post","2022","Undeclared","Other ethnicity","G6/G7","60","60","61200","57460"
"In post","2022","Undeclared","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","SEO/HEO","80","70","39270","39090"
"In post","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","AA/AO","2700","2450","23200","21680"
"In post","2022","Undeclared","Undeclared","EO","3310","3080","28270","27570"
"In post","2022","Undeclared","Undeclared","G6/G7","1980","1920","59950","57680"
"In post","2022","Undeclared","Undeclared","SCS","150","140","87360","80220"
"In post","2022","Undeclared","Undeclared","SEO/HEO","4470","4290","38040","37450"
"In post","2022","Undeclared","Undeclared","Unknown","460","430","35190","34340"
"In post","2022","Undeclared","Unknown","AA/AO","390","350","23370","21960"
"In post","2022","Undeclared","Unknown","EO","410","390","27920","27270"
"In post","2022","Undeclared","Unknown","G6/G7","790","760","57500","54130"
"In post","2022","Undeclared","Unknown","SCS","80","70","91760","88190"
"In post","2022","Undeclared","Unknown","SEO/HEO","860","830","36730","36300"
"In post","2022","Undeclared","Unknown","Unknown","50","40","[c]","[c]"
"In post","2022","Undeclared","White","AA/AO","7030","6120","22700","21300"
"In post","2022","Undeclared","White","EO","6400","5810","27960","27570"
"In post","2022","Undeclared","White","G6/G7","2930","2820","59960","57680"
"In post","2022","Undeclared","White","SCS","300","280","89180","82720"
"In post","2022","Undeclared","White","SEO/HEO","6580","6270","37640","36820"
"In post","2022","Undeclared","White","Unknown","760","710","33360","32690"
"In post","2022","Unknown","Asian","AA/AO","1010","820","22530","21260"
"In post","2022","Unknown","Asian","EO","1050","930","28580","27570"
"In post","2022","Unknown","Asian","G6/G7","310","300","59830","58380"
"In post","2022","Unknown","Asian","SCS","40","40","[c]","[c]"
"In post","2022","Unknown","Asian","SEO/HEO","710","680","37760","37610"
"In post","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","AA/AO","450","400","25380","24310"
"In post","2022","Unknown","Black","EO","550","500","30070","31020"
"In post","2022","Unknown","Black","G6/G7","100","100","58800","56090"
"In post","2022","Unknown","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","SEO/HEO","270","270","38040","37930"
"In post","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","AA/AO","150","130","23140","21260"
"In post","2022","Unknown","Mixed","EO","140","120","28530","27570"
"In post","2022","Unknown","Mixed","G6/G7","100","100","60320","59520"
"In post","2022","Unknown","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","SEO/HEO","170","170","36100","35360"
"In post","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","AA/AO","70","60","24310","23230"
"In post","2022","Unknown","Other ethnicity","EO","70","60","28900","28310"
"In post","2022","Unknown","Other ethnicity","G6/G7","40","40","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","SEO/HEO","60","50","39800","38330"
"In post","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","AA/AO","1040","870","22220","21260"
"In post","2022","Unknown","Undeclared","EO","1230","1080","29030","27570"
"In post","2022","Unknown","Undeclared","G6/G7","530","500","56830","55500"
"In post","2022","Unknown","Undeclared","SCS","30","30","[c]","[c]"
"In post","2022","Unknown","Undeclared","SEO/HEO","930","870","37580","37930"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","AA/AO","21280","19790","22780","21300"
"In post","2022","Unknown","Unknown","EO","14770","14100","28000","27230"
"In post","2022","Unknown","Unknown","G6/G7","7800","7600","59780","57430"
"In post","2022","Unknown","Unknown","SCS","810","780","96750","88000"
"In post","2022","Unknown","Unknown","SEO/HEO","16280","15890","36110","34640"
"In post","2022","Unknown","Unknown","Unknown","5370","5020","31430","28730"
"In post","2022","Unknown","White","AA/AO","10240","8540","23310","21300"
"In post","2022","Unknown","White","EO","8360","7310","28130","27570"
"In post","2022","Unknown","White","G6/G7","4140","3900","58040","56310"
"In post","2022","Unknown","White","SCS","290","270","95240","84710"
"In post","2022","Unknown","White","SEO/HEO","7020","6630","37240","36700"
"In post","2022","Unknown","White","Unknown","100","100","33210","31420"
"Leaver CS","2021","Heterosexual / straight","Asian","AA/AO","330","300","21630","21010"
"Leaver CS","2021","Heterosexual / straight","Asian","EO","210","200","27820","27570"
"Leaver CS","2021","Heterosexual / straight","Asian","G6/G7","60","50","58790","55610"
"Leaver CS","2021","Heterosexual / straight","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Asian","SEO/HEO","150","140","36990","36670"
"Leaver CS","2021","Heterosexual / straight","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","AA/AO","190","180","22580","22680"
"Leaver CS","2021","Heterosexual / straight","Black","EO","100","100","27980","27760"
"Leaver CS","2021","Heterosexual / straight","Black","G6/G7","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","SEO/HEO","90","90","36700","35740"
"Leaver CS","2021","Heterosexual / straight","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","AA/AO","110","100","21900","21010"
