"Status","Year","Ethnicity","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Black","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Declared non-disabled","200","190","32950","27570"
"Leaver CS","2021","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Declared non-disabled","160","150","28580","24390"
"Leaver CS","2021","Mixed","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Declared non-disabled","130","120","33620","28500"
"Leaver CS","2021","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Declared disabled","60","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Declared non-disabled","190","140","28860","26410"
"Leaver CS","2021","Undeclared","Female","Undeclared","210","170","31500","29060"
"Leaver CS","2021","Undeclared","Female","Unknown","150","130","27340","20400"
"Leaver CS","2021","Undeclared","Male","Declared disabled","80","70","30580","27570"
"Leaver CS","2021","Undeclared","Male","Declared non-disabled","220","200","36910","31100"
"Leaver CS","2021","Undeclared","Male","Undeclared","270","250","36220","33490"
"Leaver CS","2021","Undeclared","Male","Unknown","160","140","30600","25800"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Declared non-disabled","310","250","31270","26500"
"Leaver CS","2021","Unknown","Female","Undeclared","90","70","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Unknown","2850","2550","30540","26410"
"Leaver CS","2021","Unknown","Male","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Declared non-disabled","330","290","41360","33250"
"Leaver CS","2021","Unknown","Male","Undeclared","90","80","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Unknown","2790","2600","32760","27570"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Female","Declared disabled","1410","1150","28140","26120"
"Leaver CS","2021","White","Female","Declared non-disabled","6790","5650","31030","26590"
"Leaver CS","2021","White","Female","Undeclared","450","370","30600","26890"
"Leaver CS","2021","White","Female","Unknown","760","620","34840","29660"
"Leaver CS","2021","White","Male","Declared disabled","1090","980","31400","27130"
"Leaver CS","2021","White","Male","Declared non-disabled","5870","5340","35470","29110"
"Leaver CS","2021","White","Male","Undeclared","510","450","32300","27660"
"Leaver CS","2021","White","Male","Unknown","640","580","38500","33650"
"Leaver CS","2021","White","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Asian","Female","Declared disabled","120","100","29050","27570"
"Leaver CS","2022","Asian","Female","Declared non-disabled","980","870","32190","27570"
"Leaver CS","2022","Asian","Female","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Asian","Female","Unknown","160","140","36950","29260"
"Leaver CS","2022","Asian","Male","Declared disabled","90","80","29210","27570"
"Leaver CS","2022","Asian","Male","Declared non-disabled","840","790","34890","29360"
"Leaver CS","2022","Asian","Male","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Male","Unknown","130","110","36100","31700"
"Leaver CS","2022","Black","Female","Declared disabled","120","110","31650","28310"
"Leaver CS","2022","Black","Female","Declared non-disabled","700","650","31680","30850"
"Leaver CS","2022","Black","Female","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Black","Female","Unknown","80","70","35260","30730"
"Leaver CS","2022","Black","Male","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Black","Male","Declared non-disabled","420","400","33310","30950"
"Leaver CS","2022","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Male","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Mixed","Female","Declared disabled","80","70","27320","26540"
"Leaver CS","2022","Mixed","Female","Declared non-disabled","380","350","31590","27570"
"Leaver CS","2022","Mixed","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Mixed","Male","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Mixed","Male","Declared non-disabled","250","230","34240","28410"
"Leaver CS","2022","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Female","Declared non-disabled","100","90","33770","31050"
"Leaver CS","2022","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Male","Declared non-disabled","70","60","33740","30900"
"Leaver CS","2022","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Declared disabled","70","60","30050","27470"
"Leaver CS","2022","Undeclared","Female","Declared non-disabled","310","260","28990","26120"
"Leaver CS","2022","Undeclared","Female","Undeclared","210","170","33680","30410"
"Leaver CS","2022","Undeclared","Female","Unknown","150","130","35070","29540"
"Leaver CS","2022","Undeclared","Male","Declared disabled","110","100","35160","29200"
"Leaver CS","2022","Undeclared","Male","Declared non-disabled","380","340","34810","30500"
"Leaver CS","2022","Undeclared","Male","Undeclared","350","320","37020","34220"
"Leaver CS","2022","Undeclared","Male","Unknown","210","190","35680","30710"
"Leaver CS","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Declared disabled","60","40","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Declared non-disabled","350","280","29500","24280"
"Leaver CS","2022","Unknown","Female","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Unknown","4200","3640","31030","26410"
"Leaver CS","2022","Unknown","Male","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Declared non-disabled","390","360","34050","27570"
"Leaver CS","2022","Unknown","Male","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Unknown","4140","3780","33600","27940"
"Leaver CS","2022","White","Female","Declared disabled","2070","1710","29290","27570"
"Leaver CS","2022","White","Female","Declared non-disabled","11410","9760","32030","27570"
"Leaver CS","2022","White","Female","Undeclared","660","560","30160","26670"
"Leaver CS","2022","White","Female","Unknown","980","800","38010","32960"
"Leaver CS","2022","White","Male","Declared disabled","1560","1400","31480","27570"
"Leaver CS","2022","White","Male","Declared non-disabled","9660","8950","35400","29230"
"Leaver CS","2022","White","Male","Undeclared","700","630","31830","27570"
"Leaver CS","2022","White","Male","Unknown","1070","960","38830","35000"
"Leaver CS","2022","White","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Female","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Asian","Female","Declared non-disabled","430","410","34950","31060"
"Leaver Dept.","2021","Asian","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Female","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Asian","Male","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Asian","Male","Declared non-disabled","330","320","34870","31060"
"Leaver Dept.","2021","Asian","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Male","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Female","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Black","Female","Declared non-disabled","240","230","34700","31990"
"Leaver Dept.","2021","Black","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Male","Declared non-disabled","130","130","33200","31060"
"Leaver Dept.","2021","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Declared non-disabled","130","130","38890","33210"
"Leaver Dept.","2021","Mixed","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Declared non-disabled","110","110","40110","34700"
"Leaver Dept.","2021","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Declared non-disabled","70","70","37380","34080"
"Leaver Dept.","2021","Undeclared","Female","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Declared non-disabled","80","70","36920","32280"
"Leaver Dept.","2021","Undeclared","Male","Undeclared","90","90","37730","33890"
"Leaver Dept.","2021","Undeclared","Male","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Declared non-disabled","140","130","40050","32490"
"Leaver Dept.","2021","Unknown","Female","Undeclared","50","50","41050","42460"
"Leaver Dept.","2021","Unknown","Female","Unknown","1490","1330","36740","32120"
"Leaver Dept.","2021","Unknown","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Declared non-disabled","110","100","38510","32970"
"Leaver Dept.","2021","Unknown","Male","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","1330","1210","37960","32980"
"Leaver Dept.","2021","White","Female","Declared disabled","420","400","35390","32000"
"Leaver Dept.","2021","White","Female","Declared non-disabled","2890","2710","37700","32000"
"Leaver Dept.","2021","White","Female","Undeclared","160","150","37910","32000"
"Leaver Dept.","2021","White","Female","Unknown","190","180","41320","36200"
"Leaver Dept.","2021","White","Male","Declared disabled","340","330","37050","32590"
"Leaver Dept.","2021","White","Male","Declared non-disabled","2200","2120","39160","33360"
"Leaver Dept.","2021","White","Male","Undeclared","110","110","36080","31180"
"Leaver Dept.","2021","White","Male","Unknown","160","150","43480","38760"
"Leaver Dept.","2021","White","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Declared disabled","110","100","32570","30840"
"Leaver Dept.","2022","Asian","Female","Declared non-disabled","1060","980","35460","30820"
"Leaver Dept.","2022","Asian","Female","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Unknown","190","160","46150","36830"
"Leaver Dept.","2022","Asian","Male","Declared disabled","70","60","31270","29200"
"Leaver Dept.","2022","Asian","Male","Declared non-disabled","810","780","35400","31060"
"Leaver Dept.","2022","Asian","Male","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Unknown","120","110","45330","39770"
"Leaver Dept.","2022","Black","Female","Declared disabled","70","60","35190","31880"
"Leaver Dept.","2022","Black","Female","Declared non-disabled","670","630","34550","31060"
"Leaver Dept.","2022","Black","Female","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Unknown","100","80","42680","40060"
"Leaver Dept.","2022","Black","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Declared non-disabled","300","290","35110","31060"
"Leaver Dept.","2022","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","Female","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","Female","Declared non-disabled","300","280","35770","32330"
"Leaver Dept.","2022","Mixed","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Female","Unknown","40","30","[c]","[c]"
