"Status","Year","Age","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Debt","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","No function","220","210","20660","20140"
"In post","2021","16-19","Unknown","Project Delivery","60","60","17450","16780"
"In post","2021","16-19","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","110","110","20670","21150"
"In post","2021","16-19","White","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Debt","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Legal","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","No function","230","220","21390","20600"
"In post","2021","16-19","White","Project Delivery","70","70","18820","17780"
"In post","2021","16-19","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","250","250","22130","21010"
"In post","2021","20-29","Asian","Analysis","180","180","36210","33930"
"In post","2021","20-29","Asian","Commercial","50","50","31580","31330"
"In post","2021","20-29","Asian","Communications","150","150","29070","25940"
"In post","2021","20-29","Asian","Counter Fraud","80","80","30050","29570"
"In post","2021","20-29","Asian","Debt","70","60","21380","20140"
"In post","2021","20-29","Asian","Digital, Data & Technology","170","170","33190","30990"
"In post","2021","20-29","Asian","Finance","150","140","30550","29370"
"In post","2021","20-29","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Human Resources","100","90","31240","29070"
"In post","2021","20-29","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Legal","180","170","30840","26970"
"In post","2021","20-29","Asian","No function","2150","2090","29000","26980"
"In post","2021","20-29","Asian","Project Delivery","200","200","31950","30990"
"In post","2021","20-29","Asian","Property","40","40","[c]","[c]"
"In post","2021","20-29","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","2190","2140","28090","27570"
"In post","2021","20-29","Black","Analysis","60","60","34560","32540"
"In post","2021","20-29","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Communications","40","40","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Debt","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","20-29","Black","Finance","30","30","[c]","[c]"
"In post","2021","20-29","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Human Resources","50","50","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Legal","70","70","28980","27050"
"In post","2021","20-29","Black","No function","890","870","29210","27850"
"In post","2021","20-29","Black","Project Delivery","80","80","33040","30580"
"In post","2021","20-29","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Unknown","820","810","29500","30830"
"In post","2021","20-29","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Debt","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","No function","100","100","34710","31960"
"In post","2021","20-29","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","50","50","29180","27570"
"In post","2021","20-29","Mixed","Analysis","90","90","36910","34070"
"In post","2021","20-29","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Communications","50","50","32180","31810"
"In post","2021","20-29","Mixed","Counter Fraud","30","30","[c]","[c]"
"In post","2021","20-29","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","20-29","Mixed","Finance","30","30","[c]","[c]"
"In post","2021","20-29","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Human Resources","50","50","[c]","[c]"
"In post","2021","20-29","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Legal","60","60","32820","29280"
"In post","2021","20-29","Mixed","No function","960","940","30950","28970"
"In post","2021","20-29","Mixed","Project Delivery","110","110","31810","30750"
"In post","2021","20-29","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Unknown","660","640","28540","27570"
"In post","2021","20-29","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","No function","190","180","32220","32320"
"In post","2021","20-29","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","160","150","29750","28670"
"In post","2021","20-29","Undeclared","Analysis","50","50","36850","34780"
"In post","2021","20-29","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","20-29","Undeclared","Finance","30","30","[c]","[c]"
"In post","2021","20-29","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","No function","660","650","30640","28650"
"In post","2021","20-29","Undeclared","Project Delivery","140","140","32520","31860"
"In post","2021","20-29","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","380","370","28830","27570"
"In post","2021","20-29","Unknown","Analysis","460","450","35190","32750"
"In post","2021","20-29","Unknown","Commercial","230","220","37590","33000"
"In post","2021","20-29","Unknown","Communications","810","810","29190","25560"
"In post","2021","20-29","Unknown","Counter Fraud","370","370","28290","25560"
"In post","2021","20-29","Unknown","Debt","600","580","20820","20140"
"In post","2021","20-29","Unknown","Digital, Data & Technology","640","640","32710","31810"
"In post","2021","20-29","Unknown","Finance","350","340","30610","28970"
"In post","2021","20-29","Unknown","Grants Management","170","170","22100","21050"
"In post","2021","20-29","Unknown","Human Resources","230","230","28930","27270"
"In post","2021","20-29","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Legal","460","450","26840","25480"
"In post","2021","20-29","Unknown","No function","10740","10570","27630","26130"
"In post","2021","20-29","Unknown","Project Delivery","710","710","32190","31600"
"In post","2021","20-29","Unknown","Property","300","290","25990","24500"
"In post","2021","20-29","Unknown","Security","380","380","26610","25680"
"In post","2021","20-29","Unknown","Unknown","3290","3250","28430","27570"
"In post","2021","20-29","White","Analysis","1600","1590","36090","33930"
"In post","2021","20-29","White","Commercial","580","570","31480","29650"
"In post","2021","20-29","White","Communications","990","980","30640","26980"
"In post","2021","20-29","White","Counter Fraud","560","560","30240","27240"
"In post","2021","20-29","White","Debt","360","350","21880","20140"
"In post","2021","20-29","White","Digital, Data & Technology","1090","1090","33610","31810"
"In post","2021","20-29","White","Finance","710","700","32690","30090"
"In post","2021","20-29","White","Grants Management","70","70","23150","21050"
"In post","2021","20-29","White","Human Resources","970","960","30590","28140"
"In post","2021","20-29","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Legal","1040","1030","31630","27350"
"In post","2021","20-29","White","No function","20350","20060","29190","26850"
"In post","2021","20-29","White","Project Delivery","2930","2910","30420","29000"
"In post","2021","20-29","White","Property","570","560","27570","26150"
"In post","2021","20-29","White","Security","760","760","26980","25680"
"In post","2021","20-29","White","Unknown","12880","12640","27270","27390"
"In post","2021","30-39","Asian","Analysis","110","110","48780","51710"
"In post","2021","30-39","Asian","Commercial","70","70","41500","38330"
"In post","2021","30-39","Asian","Communications","180","170","33570","31810"
"In post","2021","30-39","Asian","Counter Fraud","170","160","32490","31810"
"In post","2021","30-39","Asian","Debt","60","60","21900","20140"
"In post","2021","30-39","Asian","Digital, Data & Technology","260","260","41670","38580"
"In post","2021","30-39","Asian","Finance","200","190","39870","36820"
"In post","2021","30-39","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Human Resources","150","150","34790","31910"
"In post","2021","30-39","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Legal","320","300","42180","43920"
"In post","2021","30-39","Asian","No function","2670","2500","32390","29570"
"In post","2021","30-39","Asian","Project Delivery","330","320","41480","38630"
"In post","2021","30-39","Asian","Property","80","80","34520","30780"
"In post","2021","30-39","Asian","Security","60","60","38640","36410"
"In post","2021","30-39","Asian","Unknown","3280","3050","29900","27570"
"In post","2021","30-39","Black","Analysis","30","30","[c]","[c]"
"In post","2021","30-39","Black","Commercial","40","40","[c]","[c]"
"In post","2021","30-39","Black","Communications","60","60","30800","27270"
"In post","2021","30-39","Black","Counter Fraud","50","50","31360","29570"
"In post","2021","30-39","Black","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Digital, Data & Technology","90","90","40710","36160"
"In post","2021","30-39","Black","Finance","60","60","37720","36160"
"In post","2021","30-39","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Human Resources","80","80","36950","33870"
"In post","2021","30-39","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Legal","130","120","38980","35590"
"In post","2021","30-39","Black","No function","1180","1140","31840","30340"
"In post","2021","30-39","Black","Project Delivery","180","170","38020","36160"
"In post","2021","30-39","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Unknown","1160","1100","30470","29290"
"In post","2021","30-39","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","No function","120","120","37500","34210"
"In post","2021","30-39","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","90","90","32230","28990"
"In post","2021","30-39","Mixed","Analysis","50","50","45230","43760"
"In post","2021","30-39","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Communications","60","60","38410","36690"
"In post","2021","30-39","Mixed","Counter Fraud","40","30","[c]","[c]"
"In post","2021","30-39","Mixed","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Digital, Data & Technology","70","70","46820","48740"
"In post","2021","30-39","Mixed","Finance","50","40","[c]","[c]"
"In post","2021","30-39","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Human Resources","60","60","42310","37610"
"In post","2021","30-39","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Legal","90","90","47100","51250"
"In post","2021","30-39","Mixed","No function","950","910","35820","32320"
"In post","2021","30-39","Mixed","Project Delivery","140","130","44650","40050"
"In post","2021","30-39","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Unknown","730","680","32170","28500"
"In post","2021","30-39","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Legal","40","40","[c]","[c]"
"In post","2021","30-39","Other ethnicity","No function","240","230","36310","33200"
"In post","2021","30-39","Other ethnicity","Project Delivery","40","40","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Unknown","180","170","32810","28990"
"In post","2021","30-39","Undeclared","Analysis","90","80","46130","46080"
"In post","2021","30-39","Undeclared","Commercial","60","60","39840","40600"
"In post","2021","30-39","Undeclared","Communications","60","50","34980","31810"
"In post","2021","30-39","Undeclared","Counter Fraud","80","70","34960","31810"
"In post","2021","30-39","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","150","150","42740","40670"
"In post","2021","30-39","Undeclared","Finance","60","60","41250","38630"
"In post","2021","30-39","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","60","50","34440","30730"
"In post","2021","30-39","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","70","70","45180","48450"
"In post","2021","30-39","Undeclared","No function","1430","1380","35520","32150"
"In post","2021","30-39","Undeclared","Project Delivery","250","250","42860","40580"
"In post","2021","30-39","Undeclared","Property","50","50","33370","32100"
"In post","2021","30-39","Undeclared","Security","70","70","35710","35360"
"In post","2021","30-39","Undeclared","Unknown","1090","1030","31760","27570"
"In post","2021","30-39","Unknown","Analysis","280","270","43860","41730"
"In post","2021","30-39","Unknown","Commercial","350","350","55610","54130"
"In post","2021","30-39","Unknown","Communications","700","680","34040","31810"
"In post","2021","30-39","Unknown","Counter Fraud","420","410","31050","29570"
"In post","2021","30-39","Unknown","Debt","340","320","21110","20140"
"In post","2021","30-39","Unknown","Digital, Data & Technology","730","720","41190","38470"
"In post","2021","30-39","Unknown","Finance","290","280","39410","36420"
"In post","2021","30-39","Unknown","Grants Management","170","160","23530","21050"
"In post","2021","30-39","Unknown","Human Resources","260","250","35710","31970"
"In post","2021","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Legal","760","720","37690","30540"
"In post","2021","30-39","Unknown","No function","7610","7250","31520","27150"
"In post","2021","30-39","Unknown","Project Delivery","810","800","43630","40580"
"In post","2021","30-39","Unknown","Property","290","270","31580","28410"
"In post","2021","30-39","Unknown","Security","320","320","31170","28890"
"In post","2021","30-39","Unknown","Unknown","3600","3390","33040","27570"
"In post","2021","30-39","White","Analysis","1450","1390","45380","42420"
"In post","2021","30-39","White","Commercial","960","930","39080","36970"
"In post","2021","30-39","White","Communications","1380","1330","36640","31810"
"In post","2021","30-39","White","Counter Fraud","1300","1260","33150","31810"
"In post","2021","30-39","White","Debt","410","370","22800","20140"
"In post","2021","30-39","White","Digital, Data & Technology","2110","2060","40970","38630"
"In post","2021","30-39","White","Finance","1230","1170","41070","37970"
"In post","2021","30-39","White","Grants Management","180","150","24910","24920"
"In post","2021","30-39","White","Human Resources","1580","1490","36400","32170"
"In post","2021","30-39","White","Internal Audit","90","90","41450","39200"
"In post","2021","30-39","White","Legal","1960","1840","46980","50520"
"In post","2021","30-39","White","No function","27840","26330","33860","30990"
"In post","2021","30-39","White","Project Delivery","4540","4390","40240","38600"
"In post","2021","30-39","White","Property","1050","1010","34060","32110"
"In post","2021","30-39","White","Security","1090","1080","32560","31340"
"In post","2021","30-39","White","Unknown","21400","19940","31200","27570"
"In post","2021","40-49","Asian","Analysis","80","70","48870","49100"
"In post","2021","40-49","Asian","Commercial","80","70","45510","40400"
"In post","2021","40-49","Asian","Communications","110","100","38060","31810"
"In post","2021","40-49","Asian","Counter Fraud","160","150","32510","31810"
"In post","2021","40-49","Asian","Debt","70","60","24380","24340"
"In post","2021","40-49","Asian","Digital, Data & Technology","250","250","46590","41760"
"In post","2021","40-49","Asian","Finance","210","200","40410","37050"
"In post","2021","40-49","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Human Resources","130","120","41350","38080"
"In post","2021","40-49","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Legal","390","350","46800","50000"
"In post","2021","40-49","Asian","No function","2320","2150","34390","30470"
"In post","2021","40-49","Asian","Project Delivery","320","310","45240","41150"
"In post","2021","40-49","Asian","Property","90","80","35160","30850"
"In post","2021","40-49","Asian","Security","50","50","33400","33300"
"In post","2021","40-49","Asian","Unknown","3570","3180","30620","27570"
"In post","2021","40-49","Black","Analysis","40","40","[c]","[c]"
"In post","2021","40-49","Black","Commercial","50","40","[c]","[c]"
"In post","2021","40-49","Black","Communications","60","50","33840","29730"
"In post","2021","40-49","Black","Counter Fraud","40","40","[c]","[c]"
"In post","2021","40-49","Black","Debt","30","30","[c]","[c]"
"In post","2021","40-49","Black","Digital, Data & Technology","110","110","38500","35220"
"In post","2021","40-49","Black","Finance","100","100","40440","37810"
"In post","2021","40-49","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Human Resources","70","70","38630","36240"
"In post","2021","40-49","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Legal","150","140","44270","42630"
"In post","2021","40-49","Black","No function","1250","1200","33470","31390"
"In post","2021","40-49","Black","Project Delivery","190","190","40110","37660"
"In post","2021","40-49","Black","Property","40","40","[c]","[c]"
