"Status","Year","Region_ITL2","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Dorset and Somerset","South West (England)","Mixed","50","50","28840","27570"
"In post","2021","Dorset and Somerset","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","South West (England)","Undeclared","250","240","31410","29230"
"In post","2021","Dorset and Somerset","South West (England)","Unknown","520","490","29620","26780"
"In post","2021","Dorset and Somerset","South West (England)","White","4320","4000","29590","27570"
"In post","2021","East Anglia","East of England","Asian","370","320","27160","23130"
"In post","2021","East Anglia","East of England","Black","120","120","32370","27570"
"In post","2021","East Anglia","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","East of England","Mixed","180","170","28940","27570"
"In post","2021","East Anglia","East of England","Other ethnicity","50","50","[c]","[c]"
"In post","2021","East Anglia","East of England","Undeclared","570","530","31140","27900"
"In post","2021","East Anglia","East of England","Unknown","1090","1030","28940","26350"
"In post","2021","East Anglia","East of England","White","10060","9370","30280","27570"
"In post","2021","East Wales","Wales","Asian","330","320","30400","25560"
"In post","2021","East Wales","Wales","Black","160","150","29350","26860"
"In post","2021","East Wales","Wales","Chinese","50","50","[c]","[c]"
"In post","2021","East Wales","Wales","Mixed","280","260","32140","27620"
"In post","2021","East Wales","Wales","Other ethnicity","70","70","32280","27570"
"In post","2021","East Wales","Wales","Undeclared","620","580","34060","29540"
"In post","2021","East Wales","Wales","Unknown","3040","2880","29020","25560"
"In post","2021","East Wales","Wales","White","15820","14760","33240","28850"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Asian","30","30","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Mixed","40","40","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Undeclared","170","160","29200","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Unknown","410","390","25790","24880"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","White","4010","3650","28020","27130"
"In post","2021","Eastern Scotland","Scotland","Asian","190","180","32310","27570"
"In post","2021","Eastern Scotland","Scotland","Black","90","80","32700","27990"
"In post","2021","Eastern Scotland","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Mixed","120","110","37830","31810"
"In post","2021","Eastern Scotland","Scotland","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Undeclared","640","590","34450","32060"
"In post","2021","Eastern Scotland","Scotland","Unknown","4990","4690","31010","27570"
"In post","2021","Eastern Scotland","Scotland","White","13760","12930","35510","30650"
"In post","2021","Essex","East of England","Asian","210","200","34760","29290"
"In post","2021","Essex","East of England","Black","240","230","29610","29290"
"In post","2021","Essex","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Essex","East of England","Mixed","100","90","32100","29290"
"In post","2021","Essex","East of England","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Essex","East of England","Undeclared","310","290","30990","29090"
"In post","2021","Essex","East of England","Unknown","580","540","29370","26590"
"In post","2021","Essex","East of England","White","4110","3750","30790","29290"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Asian","690","660","34650","31650"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Black","490","470","32780","31110"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Chinese","40","40","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Mixed","450","430","34250","30730"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Other ethnicity","120","120","34320","30010"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Undeclared","1700","1630","38900","37320"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Unknown","2390","2280","34100","29690"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","White","23430","22210","36720","33300"
"In post","2021","Greater Manchester","North West (England)","Asian","1370","1280","28870","27570"
"In post","2021","Greater Manchester","North West (England)","Black","520","490","28450","27370"
"In post","2021","Greater Manchester","North West (England)","Chinese","80","70","29800","25560"
"In post","2021","Greater Manchester","North West (England)","Mixed","330","310","29490","26670"
"In post","2021","Greater Manchester","North West (England)","Other ethnicity","80","80","32760","27570"
"In post","2021","Greater Manchester","North West (England)","Undeclared","790","730","31740","27570"
"In post","2021","Greater Manchester","North West (England)","Unknown","2790","2670","29300","25560"
"In post","2021","Greater Manchester","North West (England)","White","13770","12870","31570","27570"
"In post","2021","Hampshire and Isle of Wight","South East (England)","Asian","310","280","30370","27390"
"In post","2021","Hampshire and Isle of Wight","South East (England)","Black","170","150","28800","27570"
"In post","2021","Hampshire and Isle of Wight","South East (England)","Chinese","40","40","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","South East (England)","Mixed","190","180","31950","28650"
"In post","2021","Hampshire and Isle of Wight","South East (England)","Other ethnicity","50","50","31630","27570"
"In post","2021","Hampshire and Isle of Wight","South East (England)","Undeclared","860","810","34960","33300"
"In post","2021","Hampshire and Isle of Wight","South East (England)","Unknown","1520","1370","30470","26590"
"In post","2021","Hampshire and Isle of Wight","South East (England)","White","12230","11290","32220","28650"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Asian","190","170","26390","25400"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Black","60","60","26380","25790"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Mixed","60","60","27180","24440"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Undeclared","140","130","29150","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Unknown","370","350","26280","24610"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","White","3150","2950","28320","26670"
"In post","2021","Highlands and Islands","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Scotland","Undeclared","70","70","29560","27570"
"In post","2021","Highlands and Islands","Scotland","Unknown","250","220","27680","26530"
"In post","2021","Highlands and Islands","Scotland","White","1630","1530","28930","27570"
"In post","2021","Inner London - East","London","Asian","2520","2360","37070","31880"
"In post","2021","Inner London - East","London","Black","2540","2440","33470","31060"
"In post","2021","Inner London - East","London","Chinese","110","110","44400","40450"
"In post","2021","Inner London - East","London","Mixed","610","580","38210","32680"
"In post","2021","Inner London - East","London","Other ethnicity","270","250","42610","35570"
"In post","2021","Inner London - East","London","Undeclared","930","870","40430","33090"
"In post","2021","Inner London - East","London","Unknown","2010","1920","40340","34700"
"In post","2021","Inner London - East","London","White","8220","7840","47040","41030"
"In post","2021","Inner London - West","London","Asian","6000","5800","41320","36240"
"In post","2021","Inner London - West","London","Black","4330","4230","36970","33460"
"In post","2021","Inner London - West","London","Chinese","360","360","44730","40860"
"In post","2021","Inner London - West","London","Mixed","2050","2000","44360","39960"
"In post","2021","Inner London - West","London","Other ethnicity","710","680","44660","39000"
"In post","2021","Inner London - West","London","Undeclared","2340","2270","46680","42620"
"In post","2021","Inner London - West","London","Unknown","11100","10900","45400","39610"
"In post","2021","Inner London - West","London","White","34260","33250","50080","48920"
"In post","2021","Kent","South East (England)","Asian","160","150","29470","29290"
"In post","2021","Kent","South East (England)","Black","180","180","31630","29290"
"In post","2021","Kent","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Kent","South East (England)","Mixed","110","110","30700","29290"
"In post","2021","Kent","South East (England)","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Kent","South East (England)","Undeclared","510","470","30230","27990"
"In post","2021","Kent","South East (England)","Unknown","740","710","28660","27850"
"In post","2021","Kent","South East (England)","White","6770","6300","29620","28130"
"In post","2021","Lancashire","North West (England)","Asian","970","860","24840","21010"
"In post","2021","Lancashire","North West (England)","Black","60","50","27760","27570"
"In post","2021","Lancashire","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","North West (England)","Mixed","130","120","28650","27130"
"In post","2021","Lancashire","North West (England)","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Lancashire","North West (England)","Undeclared","530","470","28580","27570"
"In post","2021","Lancashire","North West (England)","Unknown","1440","1330","26510","24440"
"In post","2021","Lancashire","North West (England)","White","10950","9940","28770","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Asian","1030","920","25190","22030"
"In post","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Black","170","160","26400","24140"
"In post","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Mixed","100","90","27890","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Undeclared","270","250","27380","26930"
"In post","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Unknown","740","690","25330","22850"
"In post","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","White","3900","3580","28420","27130"
"In post","2021","Lincolnshire","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","East Midlands (England)","Undeclared","140","130","31090","27570"
"In post","2021","Lincolnshire","East Midlands (England)","Unknown","150","150","27370","26300"
"In post","2021","Lincolnshire","East Midlands (England)","White","2450","2310","27840","26670"
"In post","2021","Merseyside","North West (England)","Asian","170","150","33690","26370"
"In post","2021","Merseyside","North West (England)","Black","110","110","28530","25410"
"In post","2021","Merseyside","North West (England)","Chinese","60","50","28140","24890"
"In post","2021","Merseyside","North West (England)","Mixed","250","230","29030","25040"
"In post","2021","Merseyside","North West (England)","Other ethnicity","50","40","[c]","[c]"
"In post","2021","Merseyside","North West (England)","Undeclared","690","620","29830","27130"
"In post","2021","Merseyside","North West (England)","Unknown","2300","2140","27250","22920"
"In post","2021","Merseyside","North West (England)","White","15860","14420","28770","25560"
"In post","2021","North Eastern Scotland","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Scotland","Undeclared","80","70","41810","33650"
"In post","2021","North Eastern Scotland","Scotland","Unknown","420","400","32600","29190"
"In post","2021","North Eastern Scotland","Scotland","White","1300","1230","36360","30650"
"In post","2021","North Yorkshire","Yorkshire and The Humber","Asian","70","70","32440","29030"
"In post","2021","North Yorkshire","Yorkshire and The Humber","Black","40","30","[c]","[c]"
"In post","2021","North Yorkshire","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Yorkshire and The Humber","Mixed","50","50","37150","33300"
"In post","2021","North Yorkshire","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Yorkshire and The Humber","Undeclared","200","190","32830","30040"
"In post","2021","North Yorkshire","Yorkshire and The Humber","Unknown","570","540","30860","26670"
"In post","2021","North Yorkshire","Yorkshire and The Humber","White","3770","3570","33800","29690"
"In post","2021","Northern Ireland","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","Undeclared","100","90","28160","25560"
"In post","2021","Northern Ireland","Northern Ireland","Unknown","650","610","25990","21440"
"In post","2021","Northern Ireland","Northern Ireland","White","3040","2850","28390","25560"
"In post","2021","Northumberland and Tyne and Wear","North East (England)","Asian","280","260","28260","25440"
"In post","2021","Northumberland and Tyne and Wear","North East (England)","Black","110","110","27260","25560"
"In post","2021","Northumberland and Tyne and Wear","North East (England)","Chinese","40","40","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","North East (England)","Mixed","140","130","29610","27570"
"In post","2021","Northumberland and Tyne and Wear","North East (England)","Other ethnicity","30","20","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","North East (England)","Undeclared","800","730","29280","25560"
"In post","2021","Northumberland and Tyne and Wear","North East (England)","Unknown","3450","3120","26230","21440"
"In post","2021","Northumberland and Tyne and Wear","North East (England)","White","16510","14710","28680","25560"
"In post","2021","Outer London - East and North East","London","Asian","700","640","29620","31060"
"In post","2021","Outer London - East and North East","London","Black","640","620","30720","31060"
"In post","2021","Outer London - East and North East","London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","London","Mixed","120","110","30180","31060"
"In post","2021","Outer London - East and North East","London","Other ethnicity","70","60","30590","31060"
"In post","2021","Outer London - East and North East","London","Undeclared","230","210","30950","31060"
"In post","2021","Outer London - East and North East","London","Unknown","460","450","29570","31060"
"In post","2021","Outer London - East and North East","London","White","1550","1440","31410","31060"
"In post","2021","Outer London - South","London","Asian","1710","1590","34070","29870"
"In post","2021","Outer London - South","London","Black","1580","1510","33010","30470"
"In post","2021","Outer London - South","London","Chinese","70","60","39510","36160"
"In post","2021","Outer London - South","London","Mixed","360","340","35590","31060"
"In post","2021","Outer London - South","London","Other ethnicity","100","100","35130","31060"
"In post","2021","Outer London - South","London","Undeclared","580","550","37800","35070"
"In post","2021","Outer London - South","London","Unknown","1240","1200","36020","31150"
"In post","2021","Outer London - South","London","White","5110","4830","40570","36160"
"In post","2021","Outer London - West and North West","London","Asian","2630","2420","31160","29450"
"In post","2021","Outer London - West and North West","London","Black","880","830","31350","31060"
"In post","2021","Outer London - West and North West","London","Chinese","40","40","[c]","[c]"
"In post","2021","Outer London - West and North West","London","Mixed","270","260","31790","31060"
"In post","2021","Outer London - West and North West","London","Other ethnicity","130","120","33740","31060"
"In post","2021","Outer London - West and North West","London","Undeclared","600","540","34820","31060"
"In post","2021","Outer London - West and North West","London","Unknown","760","730","31520","30580"
"In post","2021","Outer London - West and North West","London","White","3760","3480","35350","31870"
"In post","2021","Overseas","Overseas","Asian","150","150","46340","41410"
"In post","2021","Overseas","Overseas","Black","70","70","41950","37500"
"In post","2021","Overseas","Overseas","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Mixed","110","110","48540","48210"
"In post","2021","Overseas","Overseas","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Overseas","Overseas","Undeclared","200","190","47080","41620"
"In post","2021","Overseas","Overseas","Unknown","570","560","51740","51500"
"In post","2021","Overseas","Overseas","White","2620","2610","50320","50430"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Asian","300","290","32060","27570"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Black","110","100","28430","27570"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Mixed","110","100","30960","27570"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Undeclared","270","250","29960","27570"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","Unknown","860","810","28610","25560"
"In post","2021","Shropshire and Staffordshire","West Midlands (England)","White","6650","6170","29940","27570"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Asian","410","380","28230","25000"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Black","150","140","27790","25220"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Mixed","140","130","30810","27570"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Other ethnicity","30","30","[c]","[c]"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Undeclared","420","390","32090","27940"
"In post","2021","South Yorkshire","Yorkshire and The Humber","Unknown","800","760","31780","27570"
"In post","2021","South Yorkshire","Yorkshire and The Humber","White","7950","7220","31560","27570"
"In post","2021","Southern Scotland","Scotland","Asian","50","50","34070","27570"
"In post","2021","Southern Scotland","Scotland","Black","30","30","[c]","[c]"
"In post","2021","Southern Scotland","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scotland","Undeclared","160","140","29840","27570"
"In post","2021","Southern Scotland","Scotland","Unknown","1420","1300","27310","22820"
"In post","2021","Southern Scotland","Scotland","White","4320","3880","29980","27570"
"In post","2021","Surrey, East and West Sussex","South East (England)","Asian","310","290","29650","27850"
"In post","2021","Surrey, East and West Sussex","South East (England)","Black","210","200","30660","28590"
"In post","2021","Surrey, East and West Sussex","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","South East (England)","Mixed","190","190","30500","27800"
"In post","2021","Surrey, East and West Sussex","South East (England)","Other ethnicity","60","60","28480","27230"
"In post","2021","Surrey, East and West Sussex","South East (England)","Undeclared","440","390","31040","28350"
"In post","2021","Surrey, East and West Sussex","South East (England)","Unknown","870","810","29680","27570"
"In post","2021","Surrey, East and West Sussex","South East (England)","White","6200","5660","30680","27570"
"In post","2021","Tees Valley and Durham","North East (England)","Asian","110","100","26720","22850"
"In post","2021","Tees Valley and Durham","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","North East (England)","Mixed","80","80","28800","26880"
"In post","2021","Tees Valley and Durham","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","North East (England)","Undeclared","240","220","28460","27130"
"In post","2021","Tees Valley and Durham","North East (England)","Unknown","900","850","25580","22850"
"In post","2021","Tees Valley and Durham","North East (England)","White","7850","7080","28150","27130"
"In post","2021","Unknown","Unknown","Asian","170","150","29630","27570"
"In post","2021","Unknown","Unknown","Black","60","60","30280","29870"
"In post","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Undeclared","60","50","34660","30330"
"In post","2021","Unknown","Unknown","Unknown","2440","2430","37020","32700"
"In post","2021","Unknown","Unknown","White","970","920","33710","27570"
"In post","2021","West Central Scotland","Scotland","Asian","240","210","28990","25560"
"In post","2021","West Central Scotland","Scotland","Black","100","90","28710","27570"
"In post","2021","West Central Scotland","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Scotland","Mixed","110","100","31740","27570"
"In post","2021","West Central Scotland","Scotland","Other ethnicity","40","30","[c]","[c]"
"In post","2021","West Central Scotland","Scotland","Undeclared","690","640","30960","27570"
"In post","2021","West Central Scotland","Scotland","Unknown","3060","2870","29550","26160"
"In post","2021","West Central Scotland","Scotland","White","13660","12580","30900","27570"
"In post","2021","West Midlands","West Midlands (England)","Asian","3580","3330","27550","25800"
"In post","2021","West Midlands","West Midlands (England)","Black","1030","970","28310","26550"
"In post","2021","West Midlands","West Midlands (England)","Chinese","40","40","[c]","[c]"
"In post","2021","West Midlands","West Midlands (England)","Mixed","360","330","28510","27570"
"In post","2021","West Midlands","West Midlands (England)","Other ethnicity","130","120","30430","27570"
"In post","2021","West Midlands","West Midlands (England)","Undeclared","850","770","30550","27570"
"In post","2021","West Midlands","West Midlands (England)","Unknown","2380","2250","29100","25560"
"In post","2021","West Midlands","West Midlands (England)","White","9830","9010","32790","27570"
"In post","2021","West Wales and The Valleys","Wales","Asian","90","90","29270","22160"
"In post","2021","West Wales and The Valleys","Wales","Black","30","30","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Mixed","100","90","27000","24470"
"In post","2021","West Wales and The Valleys","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Wales","Undeclared","630","590","30020","27130"
"In post","2021","West Wales and The Valleys","Wales","Unknown","1430","1320","26880","21590"
"In post","2021","West Wales and The Valleys","Wales","White","13380","12040","28790","26470"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Asian","1800","1650","27800","26620"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Black","320","310","28510","27570"
"In post","2021","West Yorkshire","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
