"Status","Year","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Scotland","Female","520","480","28880","23350"
"In post","2021","Human Resources","Scotland","Male","240","240","30380","26670"
"In post","2021","Human Resources","South East (England)","Female","380","360","35510","31180"
"In post","2021","Human Resources","South East (England)","Male","120","120","40020","37560"
"In post","2021","Human Resources","South West (England)","Female","680","620","35390","32730"
"In post","2021","Human Resources","South West (England)","Male","230","220","36510","33300"
"In post","2021","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales","Female","590","540","34950","31090"
"In post","2021","Human Resources","Wales","Male","210","200","36050","31040"
"In post","2021","Human Resources","West Midlands (England)","Female","210","200","37800","34850"
"In post","2021","Human Resources","West Midlands (England)","Male","110","110","38920","33520"
"In post","2021","Human Resources","Yorkshire and The Humber","Female","290","270","39260","36820"
"In post","2021","Human Resources","Yorkshire and The Humber","Male","100","90","39780","37450"
"In post","2021","Inspector of Education and Training","East Midlands (England)","Female","50","50","[c]","[c]"
"In post","2021","Inspector of Education and Training","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","East of England","Female","60","60","61880","51360"
"In post","2021","Inspector of Education and Training","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","London","Female","170","160","63060","51360"
"In post","2021","Inspector of Education and Training","London","Male","60","60","74370","75500"
"In post","2021","Inspector of Education and Training","North West (England)","Female","80","80","63080","64500"
"In post","2021","Inspector of Education and Training","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","South West (England)","Female","60","60","62380","51360"
"In post","2021","Inspector of Education and Training","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Wales","Female","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","Wales","Male","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","West Midlands (England)","Female","70","70","62880","51360"
"In post","2021","Inspector of Education and Training","West Midlands (England)","Male","40","40","[c]","[c]"
"In post","2021","Inspector of Education and Training","Yorkshire and The Humber","Female","90","80","64790","64500"
"In post","2021","Inspector of Education and Training","Yorkshire and The Humber","Male","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","East Midlands (England)","Female","60","50","28190","26850"
"In post","2021","Intelligence Analysis","East Midlands (England)","Male","70","70","30960","31810"
"In post","2021","Intelligence Analysis","East of England","Female","160","150","31730","30450"
"In post","2021","Intelligence Analysis","East of England","Male","260","260","32860","33300"
"In post","2021","Intelligence Analysis","London","Female","600","560","39550","36140"
"In post","2021","Intelligence Analysis","London","Male","820","800","41500","37640"
"In post","2021","Intelligence Analysis","North East (England)","Female","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","North East (England)","Male","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","North West (England)","Female","190","180","27660","25830"
"In post","2021","Intelligence Analysis","North West (England)","Male","180","170","29240","26910"
"In post","2021","Intelligence Analysis","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Female","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Overseas","Male","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Scotland","Female","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Scotland","Male","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","South East (England)","Female","200","190","28390","27370"
"In post","2021","Intelligence Analysis","South East (England)","Male","190","180","29250","27370"
"In post","2021","Intelligence Analysis","South West (England)","Female","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","West Midlands (England)","Female","60","50","32080","28200"
"In post","2021","Intelligence Analysis","West Midlands (England)","Male","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Yorkshire and The Humber","Female","140","130","32090","28080"
"In post","2021","Intelligence Analysis","Yorkshire and The Humber","Male","140","130","34150","30830"
"In post","2021","Internal Audit","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","London","Female","90","90","51060","49600"
"In post","2021","Internal Audit","London","Male","120","110","56020","53690"
"In post","2021","Internal Audit","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North West (England)","Female","30","30","[c]","[c]"
"In post","2021","Internal Audit","North West (England)","Male","30","30","[c]","[c]"
"In post","2021","Internal Audit","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scotland","Female","40","40","[c]","[c]"
"In post","2021","Internal Audit","Scotland","Male","30","30","[c]","[c]"
"In post","2021","Internal Audit","South East (England)","Female","40","40","[c]","[c]"
"In post","2021","Internal Audit","South East (England)","Male","30","30","[c]","[c]"
"In post","2021","Internal Audit","South West (England)","Female","50","50","43350","41300"
"In post","2021","Internal Audit","South West (England)","Male","40","40","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Midlands (England)","Female","40","30","[c]","[c]"
"In post","2021","Internal Audit","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","London","Female","500","490","46460","40780"
"In post","2021","International Trade","London","Male","580","570","48140","44030"
"In post","2021","International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Overseas","Female","40","40","[c]","[c]"
"In post","2021","International Trade","Overseas","Male","110","110","57190","53750"
"In post","2021","International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","South East (England)","Male","40","40","[c]","[c]"
"In post","2021","International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","East Midlands (England)","Female","40","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","East Midlands (England)","Male","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","East of England","Female","90","90","34840","30610"
"In post","2021","Knowledge and Information Management","East of England","Male","70","60","37440","37000"
"In post","2021","Knowledge and Information Management","London","Female","410","380","40680","36140"
"In post","2021","Knowledge and Information Management","London","Male","340","330","42320","37920"
"In post","2021","Knowledge and Information Management","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","North West (England)","Female","70","60","32840","29750"
"In post","2021","Knowledge and Information Management","North West (England)","Male","60","60","35800","36330"
"In post","2021","Knowledge and Information Management","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Scotland","Female","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","South East (England)","Female","160","150","31780","28930"
"In post","2021","Knowledge and Information Management","South East (England)","Male","100","100","34990","33300"
"In post","2021","Knowledge and Information Management","South West (England)","Female","220","210","34150","33300"
"In post","2021","Knowledge and Information Management","South West (England)","Male","310","300","37660","35700"
"In post","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Wales","Female","90","80","32300","28850"
"In post","2021","Knowledge and Information Management","Wales","Male","80","80","34310","33620"
"In post","2021","Knowledge and Information Management","West Midlands (England)","Female","80","70","30640","26480"
"In post","2021","Knowledge and Information Management","West Midlands (England)","Male","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","Female","80","70","34420","31780"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Midlands (England)","Female","270","240","43150","45700"
"In post","2021","Legal","East Midlands (England)","Male","240","230","41520","38630"
"In post","2021","Legal","East of England","Female","410","360","38150","33840"
"In post","2021","Legal","East of England","Male","270","260","39790","33610"
"In post","2021","Legal","London","Female","2780","2550","55510","54070"
"In post","2021","Legal","London","Male","1990","1940","53810","52100"
"In post","2021","Legal","North East (England)","Female","240","220","41860","40590"
"In post","2021","Legal","North East (England)","Male","180","180","40010","37780"
"In post","2021","Legal","North West (England)","Female","670","610","43530","43460"
"In post","2021","Legal","North West (England)","Male","550","530","41260","38280"
"In post","2021","Legal","Northern Ireland","Female","70","70","29610","27010"
"In post","2021","Legal","Northern Ireland","Male","90","90","29350","26030"
"In post","2021","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scotland","Female","590","550","49330","52490"
"In post","2021","Legal","Scotland","Male","310","290","46720","43530"
"In post","2021","Legal","South East (England)","Female","460","410","45710","45100"
"In post","2021","Legal","South East (England)","Male","330","310","45400","46150"
"In post","2021","Legal","South West (England)","Female","290","260","43220","43160"
"In post","2021","Legal","South West (England)","Male","250","240","43750","41750"
"In post","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Wales","Female","400","360","45290","48080"
"In post","2021","Legal","Wales","Male","260","250","46020","47000"
"In post","2021","Legal","West Midlands (England)","Female","380","340","45300","48080"
"In post","2021","Legal","West Midlands (England)","Male","270","260","42980","38730"
"In post","2021","Legal","Yorkshire and The Humber","Female","470","420","45700","48080"
"In post","2021","Legal","Yorkshire and The Humber","Male","380","370","45500","48080"
"In post","2021","Medicine","East Midlands (England)","Female","140","130","42730","37890"
"In post","2021","Medicine","East Midlands (England)","Male","50","50","[c]","[c]"
"In post","2021","Medicine","East of England","Female","110","100","49180","37890"
"In post","2021","Medicine","East of England","Male","60","60","75500","79870"
"In post","2021","Medicine","London","Female","250","220","78970","78450"
"In post","2021","Medicine","London","Male","140","130","81820","82100"
"In post","2021","Medicine","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","North West (England)","Female","50","40","[c]","[c]"
"In post","2021","Medicine","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Northern Ireland","Female","30","20","[c]","[c]"
"In post","2021","Medicine","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Overseas","Female","40","30","[c]","[c]"
"In post","2021","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Scotland","Female","70","60","43770","37890"
