"Status","Year","Parent_department","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","East Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","Legal","60","60","53420","51730"
"In post","2021","Attorney General's Departments","East Kent","Operational Delivery","60","60","26520","25780"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Legal","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Legal","100","90","53140","51730"
"In post","2021","Attorney General's Departments","Heart of Essex","Operational Delivery","90","80","27890","26970"
"In post","2021","Attorney General's Departments","Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","Legal","100","90","55040","57760"
"In post","2021","Attorney General's Departments","Hertfordshire","Operational Delivery","80","70","26630","26970"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Legal","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Operational Delivery","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Legal","220","200","53360","53350"
"In post","2021","Attorney General's Departments","Leeds","Operational Delivery","150","140","26080","24480"
"In post","2021","Attorney General's Departments","Leeds","Other","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","Legal","80","70","49120","49580"
"In post","2021","Attorney General's Departments","Leicester","Operational Delivery","60","60","25740","21950"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Human Resources","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Legal","150","140","50880","51950"
"In post","2021","Attorney General's Departments","Liverpool","Operational Delivery","180","170","26140","25480"
"In post","2021","Attorney General's Departments","Liverpool","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Security","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","Legal","180","170","54510","55610"
"In post","2021","Attorney General's Departments","Manchester","Operational Delivery","170","160","27340","28430"
"In post","2021","Attorney General's Departments","Manchester","Other","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Legal","90","80","52310","54290"
"In post","2021","Attorney General's Departments","Mid Lancashire","Operational Delivery","80","80","27360","28430"
"In post","2021","Attorney General's Departments","Northumberland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Operational Delivery","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Legal","110","100","53030","52440"
"In post","2021","Attorney General's Departments","Nottingham","Operational Delivery","120","110","26010","25480"
"In post","2021","Attorney General's Departments","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Peterborough","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","Legal","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","Operational Delivery","60","60","25900","23520"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","Legal","60","50","48690","51470"
"In post","2021","Attorney General's Departments","Sheffield","Operational Delivery","80","70","26210","24480"
"In post","2021","Attorney General's Departments","Sheffield","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Legal","80","80","57780","55780"
"In post","2021","Attorney General's Departments","South Hampshire","Operational Delivery","60","50","30150","26970"
"In post","2021","Attorney General's Departments","South Hampshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","Legal","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","Operational Delivery","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Staffordshire CC","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Legal","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Legal","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Legal","110","100","51970","54200"
"In post","2021","Attorney General's Departments","Tyneside","Operational Delivery","120","110","25840","21950"
"In post","2021","Attorney General's Departments","Tyneside","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Security","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Legal","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Sussex (North East)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","Communications","60","60","43790","39750"
"In post","2021","Attorney General's Departments","Westminster","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","Counter Fraud","280","270","45240","40080"
"In post","2021","Attorney General's Departments","Westminster","Digital, Data and Technology","80","80","43070","39800"
"In post","2021","Attorney General's Departments","Westminster","Finance","70","60","42800","32570"
"In post","2021","Attorney General's Departments","Westminster","Human Resources","110","110","41340","35010"
"In post","2021","Attorney General's Departments","Westminster","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","Legal","2690","2510","60070","60730"
"In post","2021","Attorney General's Departments","Westminster","Operational Delivery","700","650","30110","27760"
"In post","2021","Attorney General's Departments","Westminster","Other","380","360","32140","27580"
"In post","2021","Attorney General's Departments","Westminster","Policy","70","70","49750","54760"
"In post","2021","Attorney General's Departments","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","Property","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","Security","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Legal","160","140","58860","55610"
"In post","2021","Attorney General's Departments","York","Operational Delivery","60","50","27530","23720"
"In post","2021","Attorney General's Departments","York","Other","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","Unknown","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Unknown","70","60","43300","38420"
"In post","2021","Cabinet Office","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","Unknown","100","90","54330","54700"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Unknown","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","Unknown","40","40","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","Unknown","50","50","43890","32000"
"In post","2021","Cabinet Office","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","Other","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","Unknown","160","160","45470","40010"
"In post","2021","Cabinet Office","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Leeds","Unknown","190","180","47110","40250"
"In post","2021","Cabinet Office","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Liverpool","Unknown","120","120","49230","49700"
"In post","2021","Cabinet Office","Manchester","Unknown","100","90","46350","37300"
"In post","2021","Cabinet Office","Medway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Milton Keynes","Unknown","90","90","29950","33000"
"In post","2021","Cabinet Office","Monmouthshire and Newport","Unknown","30","30","[c]","[c]"
"In post","2021","Cabinet Office","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Norwich and East Norfolk","Other","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Norwich and East Norfolk","Unknown","90","90","46400","40250"
"In post","2021","Cabinet Office","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sheffield","Unknown","100","100","46980","49700"
"In post","2021","Cabinet Office","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Swansea","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","Unknown","860","840","51570","54700"
"In post","2021","Cabinet Office","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tyneside","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tyneside","Other","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tyneside","Unknown","400","370","28430","23850"
"In post","2021","Cabinet Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Unknown","600","590","36190","32000"
"In post","2021","Cabinet Office","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Westminster","Communications","[c]","[c]","[c]","[c]"
