"Status","Year","Ethnicity","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Unknown","50","40","[c]","[c]"
"In post","2021","Asian","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Asian","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Declared disabled","40","30","[c]","[c]"
"In post","2021","Asian","East Anglia","Declared non-disabled","310","260","26510","21650"
"In post","2021","Asian","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Declared non-disabled","260","250","30300","25560"
"In post","2021","Asian","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Unknown","40","40","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Declared non-disabled","130","120","31580","27570"
"In post","2021","Asian","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Declared non-disabled","160","150","33370","29290"
"In post","2021","Asian","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","60","50","31360","27570"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","560","530","34620","31810"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","30","30","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","40","40","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Declared disabled","130","120","27930","25560"
"In post","2021","Asian","Greater Manchester","Declared non-disabled","1070","1010","28710","26670"
"In post","2021","Asian","Greater Manchester","Undeclared","70","60","29100","27570"
"In post","2021","Asian","Greater Manchester","Unknown","100","90","31740","28130"
"In post","2021","Asian","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Declared non-disabled","220","200","31130","27570"
"In post","2021","Asian","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Unknown","50","50","27460","25660"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","160","150","26470","25490"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Declared disabled","230","210","34330","31060"
"In post","2021","Asian","Inner London - East","Declared non-disabled","1840","1710","36880","31090"
"In post","2021","Asian","Inner London - East","Undeclared","110","100","36950","31060"
"In post","2021","Asian","Inner London - East","Unknown","350","330","39960","33200"
"In post","2021","Asian","Inner London - West","Declared disabled","540","510","40410","35980"
"In post","2021","Asian","Inner London - West","Declared non-disabled","4680","4530","41420","36280"
"In post","2021","Asian","Inner London - West","Undeclared","270","260","40930","35060"
"In post","2021","Asian","Inner London - West","Unknown","510","500","41600","36850"
"In post","2021","Asian","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Declared non-disabled","130","120","29200","29290"
"In post","2021","Asian","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Declared disabled","100","90","24980","21440"
"In post","2021","Asian","Lancashire","Declared non-disabled","780","690","24740","21010"
"In post","2021","Asian","Lancashire","Undeclared","50","50","25170","23260"
"In post","2021","Asian","Lancashire","Unknown","40","30","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Declared disabled","120","110","23850","21440"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","790","710","25200","22350"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Undeclared","50","40","25030","21440"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","70","60","27540","22350"
"In post","2021","Asian","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Declared non-disabled","130","120","31880","25040"
"In post","2021","Asian","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Declared non-disabled","60","50","32670","29180"
"In post","2021","Asian","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Declared non-disabled","230","220","27770","24500"
"In post","2021","Asian","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Declared disabled","90","80","29580","31060"
"In post","2021","Asian","Outer London - East and North East","Declared non-disabled","580","520","29660","31060"
"In post","2021","Asian","Outer London - East and North East","Undeclared","30","30","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","Declared disabled","160","150","33640","29620"
"In post","2021","Asian","Outer London - South","Declared non-disabled","1410","1320","34150","29810"
"In post","2021","Asian","Outer London - South","Undeclared","70","60","32190","29370"
"In post","2021","Asian","Outer London - South","Unknown","60","60","35530","34560"
"In post","2021","Asian","Outer London - West and North West","Declared disabled","260","230","31090","30410"
"In post","2021","Asian","Outer London - West and North West","Declared non-disabled","2160","1990","30670","29080"
"In post","2021","Asian","Outer London - West and North West","Undeclared","90","80","31080","30360"
"In post","2021","Asian","Outer London - West and North West","Unknown","120","120","39900","32090"
"In post","2021","Asian","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Declared non-disabled","130","130","45880","39980"
"In post","2021","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Declared non-disabled","240","230","31840","27570"
"In post","2021","Asian","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Declared non-disabled","350","330","28100","24890"
"In post","2021","Asian","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Declared non-disabled","270","250","29380","27570"
"In post","2021","Asian","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Declared non-disabled","80","70","26290","21710"
"In post","2021","Asian","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Declared non-disabled","130","120","28880","27570"
"In post","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Declared non-disabled","190","170","28450","25220"
"In post","2021","Asian","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands","Declared disabled","360","330","26850","27230"
"In post","2021","Asian","West Midlands","Declared non-disabled","2840","2640","27250","25560"
"In post","2021","Asian","West Midlands","Undeclared","140","130","26750","25860"
"In post","2021","Asian","West Midlands","Unknown","230","220","32910","28840"
"In post","2021","Asian","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Declared non-disabled","80","80","29730","22260"
"In post","2021","Asian","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Yorkshire","Declared disabled","150","140","27930","27570"
"In post","2021","Asian","West Yorkshire","Declared non-disabled","1440","1320","27560","25840"
"In post","2021","Asian","West Yorkshire","Undeclared","80","70","28080","27570"
"In post","2021","Asian","West Yorkshire","Unknown","130","120","30070","25560"
"In post","2021","Black","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bedfordshire and Hertfordshire","Declared non-disabled","190","180","30660","29290"
"In post","2021","Black","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","220","210","30060","29120"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Declared disabled","40","40","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Declared non-disabled","230","220","27060","26300"
"In post","2021","Black","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","Declared non-disabled","90","80","32590","28130"
"In post","2021","Black","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","Declared non-disabled","120","120","29040","25990"
"In post","2021","Black","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Declared non-disabled","70","60","31670","27570"
"In post","2021","Black","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex","Declared non-disabled","190","180","29060","29290"
"In post","2021","Black","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","50","50","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","390","380","32620","31250"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30","30","[c]","[c]"
"In post","2021","Black","Greater Manchester","Declared disabled","50","40","[c]","[c]"
"In post","2021","Black","Greater Manchester","Declared non-disabled","410","390","28490","27570"
"In post","2021","Black","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester","Unknown","40","40","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","Declared non-disabled","120","110","29620","27570"
"In post","2021","Black","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inner London - East","Declared disabled","310","300","32070","31060"
"In post","2021","Black","Inner London - East","Declared non-disabled","1880","1810","33310","31060"
"In post","2021","Black","Inner London - East","Undeclared","160","150","33350","31060"
"In post","2021","Black","Inner London - East","Unknown","190","180","37590","33060"
"In post","2021","Black","Inner London - West","Declared disabled","520","500","35290","31880"
"In post","2021","Black","Inner London - West","Declared non-disabled","3330","3250","37230","33530"
"In post","2021","Black","Inner London - West","Undeclared","220","210","34550","32350"
"In post","2021","Black","Inner London - West","Unknown","270","270","38890","35980"
"In post","2021","Black","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kent","Declared non-disabled","150","150","31810","29290"
"In post","2021","Black","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Black","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","140","130","26970","25410"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","Declared non-disabled","90","80","25940","24890"
"In post","2021","Black","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Declared non-disabled","100","90","27100","25560"
"In post","2021","Black","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","Declared disabled","90","80","31660","31060"
"In post","2021","Black","Outer London - East and North East","Declared non-disabled","510","490","30580","31060"
"In post","2021","Black","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - South","Declared disabled","180","170","33250","31060"
"In post","2021","Black","Outer London - South","Declared non-disabled","1280","1220","32940","30330"
"In post","2021","Black","Outer London - South","Undeclared","60","60","32320","31060"
"In post","2021","Black","Outer London - South","Unknown","60","60","34450","32520"
"In post","2021","Black","Outer London - West and North West","Declared disabled","110","100","30490","31060"
"In post","2021","Black","Outer London - West and North West","Declared non-disabled","680","650","31050","31060"
"In post","2021","Black","Outer London - West and North West","Undeclared","40","40","[c]","[c]"
"In post","2021","Black","Outer London - West and North West","Unknown","40","40","[c]","[c]"
"In post","2021","Black","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","Declared non-disabled","80","70","28770","27570"
"In post","2021","Black","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","Declared non-disabled","120","110","27210","24890"
"In post","2021","Black","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","Declared non-disabled","180","170","30620","28370"
"In post","2021","Black","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","Declared non-disabled","80","70","27590","26550"
"In post","2021","Black","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands","Declared disabled","140","120","28210","27570"
"In post","2021","Black","West Midlands","Declared non-disabled","790","740","27810","26000"
"In post","2021","Black","West Midlands","Undeclared","40","40","[c]","[c]"
"In post","2021","Black","West Midlands","Unknown","60","60","35580","27570"
"In post","2021","Black","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Yorkshire","Declared disabled","40","30","[c]","[c]"
"In post","2021","Black","West Yorkshire","Declared non-disabled","250","240","28320","27570"
"In post","2021","Black","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
