"Status","Year","Region_ITL3","Region_ITL2","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Asian","140","130","30720","31060"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Black","100","90","31020","31060"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Undeclared","30","30","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Unknown","60","50","28700","31060"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","White","240","220","30270","31060"
"In post","2021","Barnet","Outer London - West and North West","Asian","400","380","37740","32090"
"In post","2021","Barnet","Outer London - West and North West","Black","210","200","34320","31060"
"In post","2021","Barnet","Outer London - West and North West","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Mixed","70","70","34350","31060"
"In post","2021","Barnet","Outer London - West and North West","Other ethnicity","40","30","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Undeclared","120","110","42810","36820"
"In post","2021","Barnet","Outer London - West and North West","Unknown","70","70","34930","31060"
"In post","2021","Barnet","Outer London - West and North West","White","760","710","42850","37960"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Undeclared","100","90","26500","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Unknown","270","250","25090","24280"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","White","2560","2270","27350","27380"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Asian","360","350","35790","33190"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Black","270","260","33950","33000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","200","200","35330","32700"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","60","60","37110","37170"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","770","740","40640","39980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","890","860","34820","31600"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","White","10800","10350","38000","34740"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Asian","80","70","27780","27570"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Black","30","30","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Unknown","110","100","28680","27570"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","White","570","530","30900","29530"
"In post","2021","Belfast","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Undeclared","70","60","28530","25560"
"In post","2021","Belfast","Northern Ireland","Unknown","590","560","26050","21440"
"In post","2021","Belfast","Northern Ireland","White","2120","1970","29700","25560"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Asian","300","280","30340","29290"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Black","90","80","32390","29290"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Mixed","60","60","35940","30960"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","170","160","34500","31880"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Unknown","440","420","33000","29290"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","White","1870","1800","35420","31900"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Asian","110","100","30500","31060"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Black","260","260","31000","31060"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Mixed","60","60","31680","31060"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Undeclared","80","70","32730","31120"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Unknown","250","250","30270","31050"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","White","990","930","32490","31880"
"In post","2021","Birmingham","West Midlands","Asian","2440","2260","27080","25560"
"In post","2021","Birmingham","West Midlands","Black","760","710","28440","26120"
"In post","2021","Birmingham","West Midlands","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Mixed","220","210","28920","27430"
"In post","2021","Birmingham","West Midlands","Other ethnicity","100","90","30280","26390"
"In post","2021","Birmingham","West Midlands","Undeclared","560","510","31100","27570"
"In post","2021","Birmingham","West Midlands","Unknown","1810","1710","28820","25560"
"In post","2021","Birmingham","West Midlands","White","5700","5280","34150","29270"
"In post","2021","Blackburn with Darwen","Lancashire","Asian","130","110","25510","27570"
"In post","2021","Blackburn with Darwen","Lancashire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Unknown","50","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","White","290","260","27570","27570"
"In post","2021","Blackpool","Lancashire","Asian","90","80","29550","27570"
"In post","2021","Blackpool","Lancashire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Mixed","40","30","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Undeclared","190","170","29980","27570"
"In post","2021","Blackpool","Lancashire","Unknown","400","370","28880","27570"
"In post","2021","Blackpool","Lancashire","White","4400","4020","29070","27570"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Black","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Undeclared","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Unknown","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","White","610","540","26950","27570"
"In post","2021","Bradford","West Yorkshire","Asian","680","610","25130","21440"
"In post","2021","Bradford","West Yorkshire","Black","40","30","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Mixed","40","40","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Undeclared","140","120","26580","25560"
"In post","2021","Bradford","West Yorkshire","Unknown","490","450","25130","21010"
"In post","2021","Bradford","West Yorkshire","White","1700","1490","28590","26120"
"In post","2021","Breckland and South Norfolk","East Anglia","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Black","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Unknown","40","40","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","White","470","450","29010","26910"
"In post","2021","Brent","Outer London - West and North West","Asian","140","130","29920","31060"
"In post","2021","Brent","Outer London - West and North West","Black","130","130","29690","31060"
"In post","2021","Brent","Outer London - West and North West","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Outer London - West and North West","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Outer London - West and North West","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Outer London - West and North West","Undeclared","50","50","31610","31060"
"In post","2021","Brent","Outer London - West and North West","Unknown","80","80","31530","30850"
"In post","2021","Brent","Outer London - West and North West","White","160","150","34270","31060"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Black","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Unknown","30","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","White","640","570","27180","27570"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Black","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Unknown","60","60","29840","27270"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","White","520","470","30910","27570"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Asian","160","150","33640","27620"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Black","130","120","30580","27570"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","120","110","32870","29430"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","300","270","36450","31810"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","850","800","33010","29250"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","White","5010","4640","36640","31810"
"In post","2021","Bromley","Outer London - South","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Outer London - South","Black","100","100","29760","31060"
"In post","2021","Bromley","Outer London - South","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Outer London - South","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Outer London - South","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Outer London - South","Unknown","40","40","[c]","[c]"
"In post","2021","Bromley","Outer London - South","White","250","220","29070","30700"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Asian","90","90","30820","27570"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Black","50","50","29180","27570"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Mixed","30","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","70","70","33610","33520"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Unknown","150","140","32220","28860"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","White","1270","1210","32300","29920"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Black","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","White","180","170","29590","27570"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Asian","140","130","26460","27570"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Undeclared","60","50","27810","27570"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Unknown","120","100","25890","27570"
"In post","2021","Calderdale and Kirklees","West Yorkshire","White","700","620","27290","27570"
"In post","2021","Cambridgeshire CC","East Anglia","Asian","80","80","35750","29510"
"In post","2021","Cambridgeshire CC","East Anglia","Black","50","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Mixed","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Undeclared","180","170","35990","33300"
"In post","2021","Cambridgeshire CC","East Anglia","Unknown","280","270","30360","28400"
"In post","2021","Cambridgeshire CC","East Anglia","White","2720","2570","34010","31610"
"In post","2021","Camden and City of London","Inner London - West","Asian","580","540","33280","29570"
"In post","2021","Camden and City of London","Inner London - West","Black","460","440","30330","28780"
"In post","2021","Camden and City of London","Inner London - West","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Inner London - West","Mixed","100","100","36800","31060"
"In post","2021","Camden and City of London","Inner London - West","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Camden and City of London","Inner London - West","Undeclared","250","230","38390","36160"
"In post","2021","Camden and City of London","Inner London - West","Unknown","580","570","33680","30160"
"In post","2021","Camden and City of London","Inner London - West","White","1600","1540","44080","36540"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Asian","240","220","29530","25560"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Black","100","100","27870","25560"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Chinese","40","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Mixed","180","170","32110","27570"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Other ethnicity","60","60","31910","27570"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Undeclared","410","380","34630","30660"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Unknown","1620","1530","27590","25560"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","White","9420","8780","33980","28850"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","White","60","60","20770","20310"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Undeclared","40","40","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","White","350","340","30310","27570"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Asian","50","50","33840","29670"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Black","50","50","[c]","[c]"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Mixed","60","50","34340","29200"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Undeclared","300","300","39230","38780"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Unknown","300","290","36860","32360"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","White","3400","3270","36030","33300"
"In post","2021","Central Valleys","West Wales and The Valleys","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","West Wales and The Valleys","Black","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","West Wales and The Valleys","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","West Wales and The Valleys","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","West Wales and The Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","West Wales and The Valleys","Undeclared","60","60","37930","35950"
"In post","2021","Central Valleys","West Wales and The Valleys","Unknown","100","100","37440","31420"
"In post","2021","Central Valleys","West Wales and The Valleys","White","1520","1410","34280","28850"
"In post","2021","Cheshire East","Cheshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Cheshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Cheshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Cheshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Cheshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Cheshire","Unknown","130","120","26240","24920"
"In post","2021","Cheshire East","Cheshire","White","580","530","30780","27570"
"In post","2021","Cheshire West and Chester","Cheshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Cheshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Cheshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Cheshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Cheshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Cheshire","White","400","370","25940","26700"
"In post","2021","Chorley and West Lancashire","Lancashire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Lancashire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Lancashire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Lancashire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Lancashire","Unknown","190","180","27240","26300"
"In post","2021","Chorley and West Lancashire","Lancashire","White","1070","980","30060","27570"
"In post","2021","City of Edinburgh","Eastern Scotland","Asian","130","120","34410","30650"
