"Status","Year","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Declared non-disabled","230","220","33880","30130"
"Leaver Dept.","2021","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Wales","Unknown","130","130","35510","30950"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Declared non-disabled","110","110","31120","27570"
"Leaver Dept.","2021","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Eastern Scotland","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","70","70","32980","31980"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","450","440","35480","32270"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","130","120","37870","36490"
"Leaver Dept.","2021","Greater Manchester","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester","Declared non-disabled","280","270","29300","27570"
"Leaver Dept.","2021","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Greater Manchester","Unknown","110","110","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","Declared non-disabled","100","100","36500","31350"
"Leaver Dept.","2021","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Hampshire and Isle of Wight","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Declared non-disabled","310","300","45370","40480"
"Leaver Dept.","2021","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","130","120","47080","43380"
"Leaver Dept.","2021","Inner London - West","Declared disabled","340","320","42740","37640"
"Leaver Dept.","2021","Inner London - West","Declared non-disabled","2520","2340","45610","40310"
"Leaver Dept.","2021","Inner London - West","Undeclared","250","240","44600","42410"
"Leaver Dept.","2021","Inner London - West","Unknown","1370","1160","43160","38650"
"Leaver Dept.","2021","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Declared non-disabled","120","110","32970","27570"
"Leaver Dept.","2021","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Declared non-disabled","240","220","28540","24890"
"Leaver Dept.","2021","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North Yorkshire","Unknown","60","60","34300","32860"
"Leaver Dept.","2021","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Declared non-disabled","270","260","27000","24920"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northumberland and Tyne and Wear","Unknown","120","120","31150","29600"
"Leaver Dept.","2021","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Declared non-disabled","160","160","38370","32000"
"Leaver Dept.","2021","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - South","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Declared non-disabled","70","70","31750","29780"
"Leaver Dept.","2021","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared non-disabled","60","30","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Declared non-disabled","60","60","25980","21170"
"Leaver Dept.","2021","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Declared non-disabled","120","110","34300","30830"
"Leaver Dept.","2021","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southern Scotland","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Declared non-disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Declared non-disabled","110","100","26050","24200"
"Leaver Dept.","2021","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","240","230","38270","32000"
"Leaver Dept.","2021","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","400","400","34040","32000"
"Leaver Dept.","2021","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Declared non-disabled","210","210","27780","26890"
"Leaver Dept.","2021","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Declared non-disabled","250","240","28520","24890"
"Leaver Dept.","2021","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Unknown","100","90","28580","22570"
"Leaver Dept.","2021","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Declared non-disabled","130","120","28500","26470"
"Leaver Dept.","2021","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Declared non-disabled","190","180","32760","27570"
"Leaver Dept.","2021","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Unknown","110","80","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Declared non-disabled","60","50","37240","30910"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","240","210","38630","35350"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","170","160","47840","42950"
"Leaver Dept.","2022","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Declared non-disabled","60","60","32600","27570"
"Leaver Dept.","2022","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Declared non-disabled","310","290","33480","28590"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Unknown","100","100","38380","32000"
"Leaver Dept.","2022","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Declared non-disabled","110","110","34520","29920"
"Leaver Dept.","2022","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Declared non-disabled","300","280","36570","30460"
"Leaver Dept.","2022","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Unknown","100","90","44310","36060"
"Leaver Dept.","2022","East Wales","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","East Wales","Declared non-disabled","340","330","34310","29910"
"Leaver Dept.","2022","East Wales","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","East Wales","Unknown","140","140","34110","29540"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Declared non-disabled","290","280","28670","27570"
"Leaver Dept.","2022","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","120","110","33100","27570"
"Leaver Dept.","2022","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Declared non-disabled","80","80","33430","29290"
"Leaver Dept.","2022","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","130","130","34450","31950"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","1310","1240","35390","30000"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","60","60","34930","33300"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","390","370","43740","39330"
"Leaver Dept.","2022","Greater Manchester","Declared disabled","90","90","30760","27660"
"Leaver Dept.","2022","Greater Manchester","Declared non-disabled","630","610","33130","27570"
"Leaver Dept.","2022","Greater Manchester","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","230","220","33540","29360"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Declared non-disabled","180","170","36860","30210"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","70","70","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","Declared disabled","160","150","40490","36650"
"Leaver Dept.","2022","Inner London - East","Declared non-disabled","1680","1570","44720","40070"
"Leaver Dept.","2022","Inner London - East","Undeclared","60","60","41860","40070"
"Leaver Dept.","2022","Inner London - East","Unknown","550","510","49950","41950"
"Leaver Dept.","2022","Inner London - West","Declared disabled","470","410","44420","39600"
"Leaver Dept.","2022","Inner London - West","Declared non-disabled","3190","2940","46300","40680"
"Leaver Dept.","2022","Inner London - West","Undeclared","250","240","42630","39990"
"Leaver Dept.","2022","Inner London - West","Unknown","2150","1370","41410","34600"
"Leaver Dept.","2022","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Declared non-disabled","130","120","36870","30460"
"Leaver Dept.","2022","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Declared non-disabled","170","160","33900","28590"
"Leaver Dept.","2022","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","80","70","26430","24000"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Declared disabled","70","70","30330","27570"
"Leaver Dept.","2022","Merseyside","Declared non-disabled","460","440","28980","25450"
"Leaver Dept.","2022","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Unknown","130","120","37380","30820"
"Leaver Dept.","2022","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Declared non-disabled","160","150","37540","33300"
"Leaver Dept.","2022","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Declared disabled","60","60","29090","27570"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Declared non-disabled","510","490","31510","27570"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Unknown","170","160","35990","30130"
"Leaver Dept.","2022","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Declared non-disabled","80","70","31120","31060"
"Leaver Dept.","2022","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Declared non-disabled","230","230","39340","35050"
"Leaver Dept.","2022","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","Declared disabled","60","50","36890","32330"
"Leaver Dept.","2022","Outer London - West and North West","Declared non-disabled","830","760","37980","32330"
"Leaver Dept.","2022","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","Unknown","420","390","48410","41030"
"Leaver Dept.","2022","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Declared non-disabled","110","100","30600","27570"
"Leaver Dept.","2022","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Yorkshire","Declared non-disabled","200","190","36910","33000"
"Leaver Dept.","2022","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Yorkshire","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","Declared non-disabled","100","100","36280","33930"
"Leaver Dept.","2022","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","Declared non-disabled","120","110","35510","29290"
"Leaver Dept.","2022","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","Declared non-disabled","140","140","31090","27570"
"Leaver Dept.","2022","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","280","270","38150","33250"
"Leaver Dept.","2022","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","410","210","36880","32000"
"Leaver Dept.","2022","West Central Scotland","Declared disabled","60","50","26300","27230"
"Leaver Dept.","2022","West Central Scotland","Declared non-disabled","420","410","28540","27570"
"Leaver Dept.","2022","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Unknown","90","80","32690","28200"
"Leaver Dept.","2022","West Midlands","Declared disabled","90","90","30820","27570"
"Leaver Dept.","2022","West Midlands","Declared non-disabled","690","650","32790","27570"
"Leaver Dept.","2022","West Midlands","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Unknown","240","230","35850","28710"
"Leaver Dept.","2022","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Declared non-disabled","110","110","31750","27570"
"Leaver Dept.","2022","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","West Yorkshire","Declared disabled","90","80","32080","30190"
"Leaver Dept.","2022","West Yorkshire","Declared non-disabled","530","490","35670","30760"
"Leaver Dept.","2022","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Yorkshire","Unknown","480","180","38310","30870"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Declared disabled","70","70","25520","27570"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Declared non-disabled","500","480","27500","27570"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Unknown","230","220","26660","26130"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","80","80","26880","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","760","740","28730","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","40","40","[c]","[c]"
