"Status","Year","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Inner London - East","Male","8690","8500","44400","37930"
"In post","2022","London","Inner London - West","Female","32680","31370","46430","41950"
"In post","2022","London","Inner London - West","Male","28090","27770","49110","44500"
"In post","2022","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - East and North East","Female","2440","2220","30650","31060"
"In post","2022","London","Outer London - East and North East","Male","1630","1580","32680","31060"
"In post","2022","London","Outer London - South","Female","6700","6230","37250","32550"
"In post","2022","London","Outer London - South","Male","5120","5010","41060","37460"
"In post","2022","London","Outer London - West and North West","Female","4990","4570","33350","31060"
"In post","2022","London","Outer London - West and North West","Male","4140","3960","34320","31060"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Female","13490","11690","28660","26590"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Male","9760","9380","31960","27570"
"In post","2022","North East (England)","Tees Valley and Durham","Female","5840","5190","28370","26330"
"In post","2022","North East (England)","Tees Valley and Durham","Male","4020","3800","29860","27570"
"In post","2022","North West (England)","Cheshire","Female","2500","2300","30820","27570"
"In post","2022","North West (England)","Cheshire","Male","1890","1830","33510","31650"
"In post","2022","North West (England)","Cumbria","Female","1340","1170","27370","24920"
"In post","2022","North West (England)","Cumbria","Male","980","950","30720","26890"
"In post","2022","North West (England)","Greater Manchester","Female","11630","10690","31210","27570"
"In post","2022","North West (England)","Greater Manchester","Male","9970","9690","33330","28920"
"In post","2022","North West (England)","Lancashire","Female","8650","7640","28500","27570"
"In post","2022","North West (England)","Lancashire","Male","6130","5850","30290","27570"
"In post","2022","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Merseyside","Female","12800","11440","28760","26370"
"In post","2022","North West (England)","Merseyside","Male","8420","8140","30800","27060"
"In post","2022","Northern Ireland","Northern Ireland","Female","1980","1820","30030","26820"
"In post","2022","Northern Ireland","Northern Ireland","Male","2280","2230","29290","26590"
"In post","2022","Overseas","Overseas","Female","1510","1500","48980","46600"
"In post","2022","Overseas","Overseas","Male","2180","2170","49750","49370"
"In post","2022","Scotland","Eastern Scotland","Female","11410","10530","35070","30040"
"In post","2022","Scotland","Eastern Scotland","Male","9590","9280","36390","32950"
"In post","2022","Scotland","Highlands and Islands","Female","1040","950","29240","27570"
"In post","2022","Scotland","Highlands and Islands","Male","970","930","30760","27570"
"In post","2022","Scotland","North Eastern Scotland","Female","970","880","32990","27940"
"In post","2022","Scotland","North Eastern Scotland","Male","960","930","40580","35000"
"In post","2022","Scotland","Southern Scotland","Female","3660","3220","29600","26900"
"In post","2022","Scotland","Southern Scotland","Male","2580","2470","31190","27570"
"In post","2022","Scotland","West Central Scotland","Female","10610","9600","31130","27570"
"In post","2022","Scotland","West Central Scotland","Male","9240","8890","32920","28810"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","4900","4520","32100","28780"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","4640","4520","35110","32120"
"In post","2022","South East (England)","Hampshire and Isle of Wight","Female","7790","6950","31410","27570"
"In post","2022","South East (England)","Hampshire and Isle of Wight","Male","7770","7410","34740","31650"
"In post","2022","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Kent","Female","4400","4010","29240","27380"
"In post","2022","South East (England)","Kent","Male","4360","4190","30780","29260"
"In post","2022","South East (England)","Surrey, East and West Sussex","Female","5030","4500","30830","27570"
"In post","2022","South East (England)","Surrey, East and West Sussex","Male","3740","3550","32570","28920"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Female","980","860","27320","27570"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Male","790","760","28360","26670"
"In post","2022","South West (England)","Devon","Female","4520","3960","30210","27570"
"In post","2022","South West (England)","Devon","Male","4790","4600","33810","31110"
"In post","2022","South West (England)","Dorset and Somerset","Female","2650","2370","29320","27570"
"In post","2022","South West (England)","Dorset and Somerset","Male","2820","2720","31620","28700"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","14190","13070","34410","31600"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","15970","15610","38830","36300"
"In post","2022","Unknown","Unknown","Female","1030","970","33060","30150"
"In post","2022","Unknown","Unknown","Male","2280","2270","37250","32900"
"In post","2022","Wales","East Wales","Female","11290","10320","32850","28550"
"In post","2022","Wales","East Wales","Male","9560","9280","35160","30710"
"In post","2022","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","West Wales and The Valleys","Female","10430","9140","27980","26130"
"In post","2022","Wales","West Wales and The Valleys","Male","6620","6360","31050","27570"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","2340","2120","28470","26390"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","1860","1790","29960","27380"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Female","4930","4490","30070","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Male","3980","3830","32350","28040"
"In post","2022","West Midlands (England)","West Midlands","Female","11900","10730","30430","27570"
"In post","2022","West Midlands (England)","West Midlands","Male","8170","7910","32770","27570"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","2540","2240","27590","27120"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","2410","2300","29440","27130"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Female","2410","2220","32510","28200"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Male","2250","2190","33270","29740"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Female","6040","5330","31100","27570"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Male","4440","4280","33690","29520"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Female","10600","9590","32050","27570"
"In post","2022","Yorkshire and The Humber","West Yorkshire","Male","8550","8260","33480","28200"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Female","350","290","26060","21640"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Male","280","260","28700","25500"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","390","330","25290","21010"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","250","230","27090","26890"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Female","140","120","27750","26500"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Male","190","170","29650","29930"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Female","250","210","26440","24570"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Male","210","190","32030","26970"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","Female","510","440","28020","24920"
"Leaver CS","2021","East of England","East Anglia","Male","480","440","33860","27570"
"Leaver CS","2021","East of England","Essex","Female","200","170","28390","25260"
"Leaver CS","2021","East of England","Essex","Male","140","130","30550","27320"
"Leaver CS","2021","London","Inner London - East","Female","500","450","39220","32200"
"Leaver CS","2021","London","Inner London - East","Male","450","430","43280","34270"
"Leaver CS","2021","London","Inner London - East","Unknown","80","70","47320","40450"
"Leaver CS","2021","London","Inner London - West","Female","1550","1360","42240","35000"
"Leaver CS","2021","London","Inner London - West","Male","1520","1370","45970","39250"
"Leaver CS","2021","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","Female","130","120","28710","30330"
"Leaver CS","2021","London","Outer London - East and North East","Male","100","90","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","Female","230","200","32800","28810"
"Leaver CS","2021","London","Outer London - South","Male","210","190","37780","31060"
"Leaver CS","2021","London","Outer London - West and North West","Female","310","270","31930","31060"
"Leaver CS","2021","London","Outer London - West and North West","Male","250","220","34520","31060"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Female","640","490","25990","21010"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","Male","430","380","27050","21010"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Female","360","290","25590","21430"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Male","250","210","30000","22350"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","Female","110","100","25690","21010"
"Leaver CS","2021","North West (England)","Cheshire","Male","80","80","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","Female","50","40","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","Male","70","60","26410","21050"
"Leaver CS","2021","North West (England)","Greater Manchester","Female","530","460","29400","25100"
"Leaver CS","2021","North West (England)","Greater Manchester","Male","430","390","30940","26780"
"Leaver CS","2021","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","Female","390","320","25360","21010"
"Leaver CS","2021","North West (England)","Lancashire","Male","330","290","27590","21090"
"Leaver CS","2021","North West (England)","Merseyside","Female","460","360","27040","23470"
"Leaver CS","2021","North West (England)","Merseyside","Male","310","270","28530","24980"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Female","110","90","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Male","90","80","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Female","70","60","38340","36960"
"Leaver CS","2021","Overseas","Overseas","Male","70","50","[c]","[c]"
"Leaver CS","2021","Scotland","Eastern Scotland","Female","580","490","32590","26890"
"Leaver CS","2021","Scotland","Eastern Scotland","Male","540","500","35900","32430"
"Leaver CS","2021","Scotland","Highlands and Islands","Female","40","40","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","Male","60","50","28430","26530"
"Leaver CS","2021","Scotland","North Eastern Scotland","Female","70","60","[c]","[c]"
"Leaver CS","2021","Scotland","North Eastern Scotland","Male","90","80","38380","31400"
"Leaver CS","2021","Scotland","Southern Scotland","Female","140","110","29240","26550"
"Leaver CS","2021","Scotland","Southern Scotland","Male","120","110","30300","27570"
"Leaver CS","2021","Scotland","West Central Scotland","Female","370","310","28780","24110"
"Leaver CS","2021","Scotland","West Central Scotland","Male","340","300","32030","27570"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","330","290","29980","24540"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","390","360","33350","29930"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Female","390","330","27170","23540"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Male","480","430","31750","28530"
"Leaver CS","2021","South East (England)","Kent","Female","300","250","26420","24900"
"Leaver CS","2021","South East (England)","Kent","Male","260","240","27150","26210"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","Female","290","250","29370","24510"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","Male","260","240","30320","27570"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Female","50","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Male","50","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon","Female","270","230","25870","21100"
"Leaver CS","2021","South West (England)","Devon","Male","340","310","27100","24230"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Female","150","130","26090","25190"
"Leaver CS","2021","South West (England)","Dorset and Somerset","Male","200","190","31700","29280"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","640","570","31070","27130"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","770","720","37390","33300"
"Leaver CS","2021","Unknown","Unknown","Female","330","320","38110","28000"
"Leaver CS","2021","Unknown","Unknown","Male","360","360","41480","32700"
"Leaver CS","2021","Wales","East Wales","Female","620","510","30780","24500"
"Leaver CS","2021","Wales","East Wales","Male","560","520","34310","28850"
"Leaver CS","2021","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","Female","410","320","24950","21590"
"Leaver CS","2021","Wales","West Wales and The Valleys","Male","370","340","27740","21590"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","140","120","23910","21270"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","130","120","25550","24730"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Female","260","220","26880","23180"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","Male","250","230","29050","27130"
"Leaver CS","2021","West Midlands (England)","West Midlands","Female","680","560","30690","26000"
"Leaver CS","2021","West Midlands (England)","West Midlands","Male","420","380","34020","26120"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","230","190","25670","24620"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","220","200","30000","26930"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","Female","140","120","31640","26220"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","Male","120","110","36310","32430"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","Female","380","300","27790","24890"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","Male","260","240","30780","25500"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Female","550","440","28290","26120"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Male","430","370","31590","27570"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Female","590","520","27470","26780"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Male","480","430","30450","26780"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","550","480","26860","21480"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","370","350","29450","26670"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","Female","130","120","26670","26670"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","Male","160","150","30370","27570"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","Female","320","290","30490","27570"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","Male","280","270","33090","29290"
"Leaver CS","2022","East of England","East Anglia","Female","720","630","30480","27570"
"Leaver CS","2022","East of England","East Anglia","Male","740","690","32590","27570"
"Leaver CS","2022","East of England","Essex","Female","350","300","30190","29290"
"Leaver CS","2022","East of England","Essex","Male","280","250","30470","28980"
"Leaver CS","2022","London","Inner London - East","Female","1580","1460","41980","34870"
"Leaver CS","2022","London","Inner London - East","Male","1030","990","46820","40070"
"Leaver CS","2022","London","Inner London - West","Female","2590","2190","42090","36660"
"Leaver CS","2022","London","Inner London - West","Male","2340","2030","46810","41750"
"Leaver CS","2022","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - East and North East","Female","230","210","29860","31060"
"Leaver CS","2022","London","Outer London - East and North East","Male","180","170","30160","31060"
"Leaver CS","2022","London","Outer London - South","Female","430","390","33230","30600"
"Leaver CS","2022","London","Outer London - South","Male","350","330","36790","31060"
"Leaver CS","2022","London","Outer London - West and North West","Female","500","450","31590","31060"
"Leaver CS","2022","London","Outer London - West and North West","Male","410","360","32900","31060"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","Female","1140","920","28110","22080"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","Male","710","640","28600","21260"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","Female","390","320","26680","22600"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","Male","320","290","27290","22400"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cheshire","Female","180","160","29600","27570"
"Leaver CS","2022","North West (England)","Cheshire","Male","170","160","32510","27570"
"Leaver CS","2022","North West (England)","Cumbria","Female","110","90","27830","25830"
"Leaver CS","2022","North West (England)","Cumbria","Male","90","90","31910","27170"
"Leaver CS","2022","North West (England)","Greater Manchester","Female","830","730","29600","26000"
"Leaver CS","2022","North West (England)","Greater Manchester","Male","780","720","32670","27570"
"Leaver CS","2022","North West (England)","Lancashire","Female","640","530","26550","21260"
"Leaver CS","2022","North West (England)","Lancashire","Male","500","460","26500","21260"
"Leaver CS","2022","North West (England)","Merseyside","Female","810","660","27790","25040"
"Leaver CS","2022","North West (England)","Merseyside","Male","540","480","29040","25040"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Female","110","100","27510","22580"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Male","140","130","28300","23500"
"Leaver CS","2022","Overseas","Overseas","Female","60","60","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","Male","80","70","52240","46600"
"Leaver CS","2022","Scotland","Eastern Scotland","Female","830","730","32530","27570"
"Leaver CS","2022","Scotland","Eastern Scotland","Male","810","750","35150","30450"
"Leaver CS","2022","Scotland","Highlands and Islands","Female","100","90","26200","23780"
"Leaver CS","2022","Scotland","Highlands and Islands","Male","90","90","29540","27570"
"Leaver CS","2022","Scotland","North Eastern Scotland","Female","70","60","30360","27570"
"Leaver CS","2022","Scotland","North Eastern Scotland","Male","90","80","34330","27940"
"Leaver CS","2022","Scotland","Southern Scotland","Female","300","240","28690","27570"
"Leaver CS","2022","Scotland","Southern Scotland","Male","240","220","31830","27570"
"Leaver CS","2022","Scotland","West Central Scotland","Female","600","500","28370","24880"
"Leaver CS","2022","Scotland","West Central Scotland","Male","620","570","32990","27570"
"Leaver CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","600","540","29670","27570"
"Leaver CS","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","700","680","30890","27570"
"Leaver CS","2022","South East (England)","Hampshire and Isle of Wight","Female","720","610","28350","26470"
"Leaver CS","2022","South East (England)","Hampshire and Isle of Wight","Male","810","730","32100","27570"
"Leaver CS","2022","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Kent","Female","410","360","30050","27370"
"Leaver CS","2022","South East (England)","Kent","Male","390","370","32110","27990"
"Leaver CS","2022","South East (England)","Surrey, East and West Sussex","Female","530","460","30000","27570"
"Leaver CS","2022","South East (England)","Surrey, East and West Sussex","Male","400","370","30680","27570"
"Leaver CS","2022","South West (England)","Cornwall and Isles of Scilly","Female","110","90","26440","21260"
"Leaver CS","2022","South West (England)","Cornwall and Isles of Scilly","Male","70","60","26200","21890"
"Leaver CS","2022","South West (England)","Devon","Female","340","290","27590","24650"
"Leaver CS","2022","South West (England)","Devon","Male","420","390","31700","27570"
"Leaver CS","2022","South West (England)","Dorset and Somerset","Female","260","220","28190","26850"
"Leaver CS","2022","South West (England)","Dorset and Somerset","Male","270","260","31510","27570"
"Leaver CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","1200","1070","32430","27570"
"Leaver CS","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","1410","1350","35210","32920"
"Leaver CS","2022","Unknown","Unknown","Female","620","470","27360","21840"
"Leaver CS","2022","Unknown","Unknown","Male","610","540","34420","30730"
"Leaver CS","2022","Wales","East Wales","Female","750","640","29760","24250"
