"Status","Year","Age","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","North Eastern Scotland","Male","90","90","27540","27150"
"In post","2021","20-29","North Yorkshire","Female","310","300","25880","25100"
"In post","2021","20-29","North Yorkshire","Male","220","220","26440","26370"
"In post","2021","20-29","Northern Ireland","Female","200","190","23570","20310"
"In post","2021","20-29","Northern Ireland","Male","220","210","23130","20310"
"In post","2021","20-29","Northumberland and Tyne and Wear","Female","1430","1390","25330","25560"
"In post","2021","20-29","Northumberland and Tyne and Wear","Male","1260","1240","25260","24890"
"In post","2021","20-29","Outer London - East and North East","Female","420","410","28980","31060"
"In post","2021","20-29","Outer London - East and North East","Male","260","260","29760","31060"
"In post","2021","20-29","Outer London - South","Female","740","730","31450","29570"
"In post","2021","20-29","Outer London - South","Male","660","660","32890","29850"
"In post","2021","20-29","Outer London - West and North West","Female","860","850","29630","29250"
"In post","2021","20-29","Outer London - West and North West","Male","530","520","29730","29250"
"In post","2021","20-29","Overseas","Female","160","160","37200","34220"
"In post","2021","20-29","Overseas","Male","150","150","37520","34500"
"In post","2021","20-29","Shropshire and Staffordshire","Female","630","610","24500","23970"
"In post","2021","20-29","Shropshire and Staffordshire","Male","490","480","25600","25560"
"In post","2021","20-29","South Yorkshire","Female","800","780","26680","25000"
"In post","2021","20-29","South Yorkshire","Male","610","610","27060","25000"
"In post","2021","20-29","Southern Scotland","Female","370","360","26160","25560"
"In post","2021","20-29","Southern Scotland","Male","340","330","25020","23230"
"In post","2021","20-29","Surrey, East and West Sussex","Female","640","630","26810","27010"
"In post","2021","20-29","Surrey, East and West Sussex","Male","470","470","27160","27570"
"In post","2021","20-29","Tees Valley and Durham","Female","700","670","24250","22350"
"In post","2021","20-29","Tees Valley and Durham","Male","540","530","24030","22850"
"In post","2021","20-29","Unknown","Female","350","350","30300","29250"
"In post","2021","20-29","Unknown","Male","540","540","29630","28980"
"In post","2021","20-29","West Central Scotland","Female","1260","1220","25630","24770"
"In post","2021","20-29","West Central Scotland","Male","1170","1150","25700","24450"
"In post","2021","20-29","West Midlands","Female","1470","1430","25640","24890"
"In post","2021","20-29","West Midlands","Male","1170","1160","26300","25080"
"In post","2021","20-29","West Wales and The Valleys","Female","1050","990","23400","21590"
"In post","2021","20-29","West Wales and The Valleys","Male","730","720","24330","21880"
"In post","2021","20-29","West Yorkshire","Female","1670","1630","26600","25560"
"In post","2021","20-29","West Yorkshire","Male","1550","1540","26080","25560"
"In post","2021","30-39","Bedfordshire and Hertfordshire","Female","520","480","31850","29290"
"In post","2021","30-39","Bedfordshire and Hertfordshire","Male","380","380","33560","31300"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","Female","900","830","31620","29290"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","Male","940","940","33330","31810"
"In post","2021","30-39","Cheshire","Female","460","430","30680","29180"
"In post","2021","30-39","Cheshire","Male","380","380","31890","30640"
"In post","2021","30-39","Cornwall and Isles of Scilly","Female","150","130","26190","22640"
"In post","2021","30-39","Cornwall and Isles of Scilly","Male","90","90","25200","26590"
"In post","2021","30-39","Cumbria","Female","220","180","26240","24920"
"In post","2021","30-39","Cumbria","Male","140","140","29360","25830"
"In post","2021","30-39","Derbyshire and Nottinghamshire","Female","1370","1230","29750","27570"
"In post","2021","30-39","Derbyshire and Nottinghamshire","Male","1100","1080","30170","27570"
"In post","2021","30-39","Devon","Female","920","800","29670","27570"
"In post","2021","30-39","Devon","Male","890","870","32440","31660"
"In post","2021","30-39","Dorset and Somerset","Female","420","380","28920","27570"
"In post","2021","30-39","Dorset and Somerset","Male","430","430","29220","27570"
"In post","2021","30-39","East Anglia","Female","1230","1090","29220","27570"
"In post","2021","30-39","East Anglia","Male","1070","1060","30080","28910"
"In post","2021","30-39","East Wales","Female","2630","2400","31730","28850"
"In post","2021","30-39","East Wales","Male","2340","2310","32170","29540"
"In post","2021","30-39","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Female","420","360","26980","26300"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Male","400","390","27640","26670"
"In post","2021","30-39","Eastern Scotland","Female","2500","2310","34030","30650"
"In post","2021","30-39","Eastern Scotland","Male","1990","1970","33950","30980"
"In post","2021","30-39","Essex","Female","500","440","29530","29290"
"In post","2021","30-39","Essex","Male","360","360","30050","29290"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Female","3350","3030","34240","32770"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Male","3250","3230","37100","36180"
"In post","2021","30-39","Greater Manchester","Female","2200","2040","30700","27570"
"In post","2021","30-39","Greater Manchester","Male","2190","2170","31410","27570"
"In post","2021","30-39","Hampshire and Isle of Wight","Female","1390","1250","31900","29540"
"In post","2021","30-39","Hampshire and Isle of Wight","Male","1260","1240","34140","31810"
"In post","2021","30-39","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Female","380","340","27270","26670"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Male","340","340","26830","25400"
"In post","2021","30-39","Highlands and Islands","Female","170","160","28460","27570"
"In post","2021","30-39","Highlands and Islands","Male","150","150","29010","27570"
"In post","2021","30-39","Inner London - East","Female","2240","2100","41900","37460"
"In post","2021","30-39","Inner London - East","Male","1800","1780","44490","40170"
"In post","2021","30-39","Inner London - West","Female","8440","8080","49150","51830"
"In post","2021","30-39","Inner London - West","Male","7400","7350","49770","52290"
"In post","2021","30-39","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Kent","Female","840","750","28510","27850"
"In post","2021","30-39","Kent","Male","820","810","29540","29290"
"In post","2021","30-39","Lancashire","Female","1220","1080","26800","26830"
"In post","2021","30-39","Lancashire","Male","1080","1050","26670","26300"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Female","760","660","26830","25310"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Male","560","550","27490","26810"
"In post","2021","30-39","Lincolnshire","Female","230","210","26960","26070"
"In post","2021","30-39","Lincolnshire","Male","220","220","28530","27150"
"In post","2021","30-39","Merseyside","Female","2350","2100","27970","25310"
"In post","2021","30-39","Merseyside","Male","1830","1810","28680","25560"
"In post","2021","30-39","North Eastern Scotland","Female","240","210","32190","30360"
"In post","2021","30-39","North Eastern Scotland","Male","190","190","34860","31570"
"In post","2021","30-39","North Yorkshire","Female","440","400","32540","30560"
"In post","2021","30-39","North Yorkshire","Male","350","350","33120","30230"
"In post","2021","30-39","Northern Ireland","Female","390","350","28700","25560"
"In post","2021","30-39","Northern Ireland","Male","440","430","27620","25560"
"In post","2021","30-39","Northumberland and Tyne and Wear","Female","2440","2150","27510","25560"
"In post","2021","30-39","Northumberland and Tyne and Wear","Male","1980","1960","29790","27130"
"In post","2021","30-39","Outer London - East and North East","Female","400","370","30490","31060"
"In post","2021","30-39","Outer London - East and North East","Male","320","320","31880","31060"
"In post","2021","30-39","Outer London - South","Female","1090","1010","36770","33900"
"In post","2021","30-39","Outer London - South","Male","860","860","39500","36160"
"In post","2021","30-39","Outer London - West and North West","Female","960","900","32840","31060"
"In post","2021","30-39","Outer London - West and North West","Male","800","790","32660","31060"
"In post","2021","30-39","Overseas","Female","450","450","47480","51500"
"In post","2021","30-39","Overseas","Male","610","610","46880","50580"
"In post","2021","30-39","Shropshire and Staffordshire","Female","830","760","28670","27380"
"In post","2021","30-39","Shropshire and Staffordshire","Male","670","660","29490","27380"
"In post","2021","30-39","South Yorkshire","Female","1220","1070","30590","27570"
"In post","2021","30-39","South Yorkshire","Male","1020","1000","31950","27570"
"In post","2021","30-39","Southern Scotland","Female","720","650","30110","27570"
"In post","2021","30-39","Southern Scotland","Male","540","530","29980","27150"
"In post","2021","30-39","Surrey, East and West Sussex","Female","820","730","29700","27570"
"In post","2021","30-39","Surrey, East and West Sussex","Male","580","570","30480","29290"
"In post","2021","30-39","Tees Valley and Durham","Female","1010","890","26900","25040"
"In post","2021","30-39","Tees Valley and Durham","Male","790","770","27460","26300"
"In post","2021","30-39","Unknown","Female","230","220","35420","30940"
"In post","2021","30-39","Unknown","Male","550","550","37140","32700"
"In post","2021","30-39","West Central Scotland","Female","1970","1800","30240","27570"
"In post","2021","30-39","West Central Scotland","Male","1870","1860","31280","28400"
"In post","2021","30-39","West Midlands","Female","2320","2090","29490","27570"
"In post","2021","30-39","West Midlands","Male","1770","1750","30520","27570"
"In post","2021","30-39","West Wales and The Valleys","Female","2230","1930","26290","23830"
"In post","2021","30-39","West Wales and The Valleys","Male","1460","1440","28290","26380"
"In post","2021","30-39","West Yorkshire","Female","1940","1730","30710","27570"
"In post","2021","30-39","West Yorkshire","Male","1710","1690","31120","27570"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Female","580","520","34220","29570"
"In post","2021","40-49","Bedfordshire and Hertfordshire","Male","440","430","34910","31380"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Female","1070","980","34100","29290"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","Male","1010","1000","35840","33520"
"In post","2021","40-49","Cheshire","Female","530","490","32590","30640"
"In post","2021","40-49","Cheshire","Male","360","350","34800","32920"
"In post","2021","40-49","Cornwall and Isles of Scilly","Female","220","190","27230","27570"
"In post","2021","40-49","Cornwall and Isles of Scilly","Male","150","150","28910","26750"
"In post","2021","40-49","Cumbria","Female","400","340","27580","25190"
"In post","2021","40-49","Cumbria","Male","240","230","30270","27100"
"In post","2021","40-49","Derbyshire and Nottinghamshire","Female","1710","1520","32300","27940"
"In post","2021","40-49","Derbyshire and Nottinghamshire","Male","1210","1190","33420","31380"
"In post","2021","40-49","Devon","Female","1110","950","31400","27570"
"In post","2021","40-49","Devon","Male","1120","1100","35940","33280"
"In post","2021","40-49","Dorset and Somerset","Female","580","510","29520","27570"
"In post","2021","40-49","Dorset and Somerset","Male","560","550","33010","31650"
"In post","2021","40-49","East Anglia","Female","1560","1360","30790","27570"
"In post","2021","40-49","East Anglia","Male","1400","1380","32260","30210"
"In post","2021","40-49","East Wales","Female","2610","2350","34770","30130"
"In post","2021","40-49","East Wales","Male","2090","2060","38020","32220"
"In post","2021","40-49","East Yorkshire and Northern Lincolnshire","Female","550","480","27470","27370"
"In post","2021","40-49","East Yorkshire and Northern Lincolnshire","Male","440","440","30040","27570"
"In post","2021","40-49","Eastern Scotland","Female","2670","2410","36840","30650"
"In post","2021","40-49","Eastern Scotland","Male","2040","2010","38230","33650"
"In post","2021","40-49","Essex","Female","790","690","30340","29290"
"In post","2021","40-49","Essex","Male","530","530","32890","29510"
"In post","2021","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Female","3250","2940","37440","33630"
"In post","2021","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Male","3380","3340","42200","40280"
"In post","2021","40-49","Greater Manchester","Female","2500","2270","32400","27570"
"In post","2021","40-49","Greater Manchester","Male","2060","2030","33720","28200"
"In post","2021","40-49","Hampshire and Isle of Wight","Female","1710","1530","33280","29540"
"In post","2021","40-49","Hampshire and Isle of Wight","Male","1510","1480","36610","33300"
"In post","2021","40-49","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Herefordshire, Worcestershire and Warwickshire","Female","510","460","29690","27570"
"In post","2021","40-49","Herefordshire, Worcestershire and Warwickshire","Male","390","390","30640","28200"
"In post","2021","40-49","Highlands and Islands","Female","260","230","28810","27570"
"In post","2021","40-49","Highlands and Islands","Male","200","190","32060","29350"
"In post","2021","40-49","Inner London - East","Female","2270","2070","44700","39800"
"In post","2021","40-49","Inner London - East","Male","1730","1700","47680","41760"
"In post","2021","40-49","Inner London - West","Female","6960","6430","52860","53380"
"In post","2021","40-49","Inner London - West","Male","5990","5940","55000","54400"
"In post","2021","40-49","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Kent","Female","1010","900","29900","27850"
"In post","2021","40-49","Kent","Male","1000","990","30960","29290"
"In post","2021","40-49","Lancashire","Female","2300","2010","28860","27570"
"In post","2021","40-49","Lancashire","Male","1510","1480","29720","27570"
"In post","2021","40-49","Leicestershire, Rutland and Northamptonshire","Female","920","800","28530","26930"
"In post","2021","40-49","Leicestershire, Rutland and Northamptonshire","Male","560","550","29580","27570"
"In post","2021","40-49","Lincolnshire","Female","310","280","27640","25800"
"In post","2021","40-49","Lincolnshire","Male","260","260","30500","27570"
"In post","2021","40-49","Merseyside","Female","2840","2500","29090","26160"
"In post","2021","40-49","Merseyside","Male","1840","1810","31890","27570"
"In post","2021","40-49","North Eastern Scotland","Female","220","200","37760","30650"
"In post","2021","40-49","North Eastern Scotland","Male","220","220","43150","35330"
"In post","2021","40-49","North Yorkshire","Female","630","590","35890","31660"
"In post","2021","40-49","North Yorkshire","Male","520","510","37270","33300"
"In post","2021","40-49","Northern Ireland","Female","460","420","28620","25560"
"In post","2021","40-49","Northern Ireland","Male","530","520","27590","25310"
"In post","2021","40-49","Northumberland and Tyne and Wear","Female","3120","2710","28750","25560"
"In post","2021","40-49","Northumberland and Tyne and Wear","Male","2220","2180","31890","27570"
"In post","2021","40-49","Outer London - East and North East","Female","470","420","30290","31060"
"In post","2021","40-49","Outer London - East and North East","Male","300","290","32020","31060"
"In post","2021","40-49","Outer London - South","Female","1410","1290","38830","35070"
"In post","2021","40-49","Outer London - South","Male","1130","1120","41880","36300"
"In post","2021","40-49","Outer London - West and North West","Female","1170","1050","34640","31060"
"In post","2021","40-49","Outer London - West and North West","Male","880","870","35420","31060"
"In post","2021","40-49","Overseas","Female","500","500","51950","54390"
"In post","2021","40-49","Overseas","Male","680","680","52300","53760"
"In post","2021","40-49","Shropshire and Staffordshire","Female","1080","980","31120","27570"
"In post","2021","40-49","Shropshire and Staffordshire","Male","740","730","32260","29670"
"In post","2021","40-49","South Yorkshire","Female","1380","1180","32910","27570"
"In post","2021","40-49","South Yorkshire","Male","1050","1030","35530","31650"
"In post","2021","40-49","Southern Scotland","Female","760","670","30540","27570"
"In post","2021","40-49","Southern Scotland","Male","540","530","32890","28130"
"In post","2021","40-49","Surrey, East and West Sussex","Female","1120","980","31980","27760"
"In post","2021","40-49","Surrey, East and West Sussex","Male","770","760","32970","29290"
"In post","2021","40-49","Tees Valley and Durham","Female","1330","1170","28520","26810"
"In post","2021","40-49","Tees Valley and Durham","Male","810","800","29970","27570"
"In post","2021","40-49","Unknown","Female","230","210","34550","30780"
"In post","2021","40-49","Unknown","Male","500","490","39250","34160"
"In post","2021","40-49","West Central Scotland","Female","2110","1910","32340","27570"
"In post","2021","40-49","West Central Scotland","Male","1730","1710","33690","30320"
"In post","2021","40-49","West Midlands","Female","2780","2450","32300","27570"
"In post","2021","40-49","West Midlands","Male","1690","1660","34700","29980"
"In post","2021","40-49","West Wales and The Valleys","Female","2410","2140","29340","26780"
"In post","2021","40-49","West Wales and The Valleys","Male","1550","1530","32190","27570"
"In post","2021","40-49","West Yorkshire","Female","2310","2050","33160","28130"
"In post","2021","40-49","West Yorkshire","Male","1750","1720","34470","31650"
"In post","2021","50-59","Bedfordshire and Hertfordshire","Female","780","720","32130","29290"
"In post","2021","50-59","Bedfordshire and Hertfordshire","Male","580","560","35760","32530"
"In post","2021","50-59","Berkshire, Buckinghamshire and Oxfordshire","Female","1460","1360","32480","29290"
"In post","2021","50-59","Berkshire, Buckinghamshire and Oxfordshire","Male","1480","1460","36910","34280"
"In post","2021","50-59","Cheshire","Female","640","580","29960","27570"
"In post","2021","50-59","Cheshire","Male","550","540","35720","32770"
"In post","2021","50-59","Cornwall and Isles of Scilly","Female","350","320","26770","27570"
"In post","2021","50-59","Cornwall and Isles of Scilly","Male","300","290","27080","26670"
"In post","2021","50-59","Cumbria","Female","370","330","27300","25190"
"In post","2021","50-59","Cumbria","Male","320","310","31570","27380"
"In post","2021","50-59","Derbyshire and Nottinghamshire","Female","2250","2040","31540","27570"
"In post","2021","50-59","Derbyshire and Nottinghamshire","Male","1630","1570","35080","31650"
"In post","2021","50-59","Devon","Female","1350","1190","29810","27570"
"In post","2021","50-59","Devon","Male","1530","1480","35100","32040"
"In post","2021","50-59","Dorset and Somerset","Female","900","800","29080","27570"
"In post","2021","50-59","Dorset and Somerset","Male","970","950","32360","31650"
"In post","2021","50-59","East Anglia","Female","2060","1890","29620","27570"
"In post","2021","50-59","East Anglia","Male","2060","2020","33370","31650"
"In post","2021","50-59","East Wales","Female","2930","2660","32170","27570"
"In post","2021","50-59","East Wales","Male","2360","2300","36830","31810"
"In post","2021","50-59","East Yorkshire and Northern Lincolnshire","Female","830","730","27410","27330"
"In post","2021","50-59","East Yorkshire and Northern Lincolnshire","Male","870","840","30440","27570"
