"Status","Year","Sex","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy","Mixed","150","140","42120","40050"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy","Other ethnicity","50","50","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy","Undeclared","210","200","42130","39690"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy","Unknown","1080","1020","33260","30170"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy","White","4310","4010","40280","37420"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Asian","70","70","46090","50860"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Black","60","60","39590","34020"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Mixed","40","40","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Unknown","100","90","46660","51730"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","White","660","640","49730","51730"
"In post","2021","Female","Department for Education","Asian","410","390","39370","36570"
"In post","2021","Female","Department for Education","Black","200","200","39630","36500"
"In post","2021","Female","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Education","Mixed","120","120","42700","40780"
"In post","2021","Female","Department for Education","Other ethnicity","40","30","[c]","[c]"
"In post","2021","Female","Department for Education","Undeclared","120","110","44460","40940"
"In post","2021","Female","Department for Education","Unknown","520","490","42750","38400"
"In post","2021","Female","Department for Education","White","3220","3030","43820","40230"
"In post","2021","Female","Department for Environment, Food and Rural Affairs","Asian","200","190","35160","32560"
"In post","2021","Female","Department for Environment, Food and Rural Affairs","Black","130","130","34650","32560"
"In post","2021","Female","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs","Mixed","110","100","36730","32620"
"In post","2021","Female","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs","Undeclared","180","170","35360","31900"
"In post","2021","Female","Department for Environment, Food and Rural Affairs","Unknown","1040","960","33990","29720"
"In post","2021","Female","Department for Environment, Food and Rural Affairs","White","4490","4120","35010","30760"
"In post","2021","Female","Department for International Trade","Asian","100","100","41680","38160"
"In post","2021","Female","Department for International Trade","Black","80","80","37270","32230"
"In post","2021","Female","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Mixed","50","50","44740","39680"
"In post","2021","Female","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","Department for International Trade","Unknown","370","370","42470","38540"
"In post","2021","Female","Department for International Trade","White","610","590","47450","51710"
"In post","2021","Female","Department for Transport","Asian","220","210","38720","35060"
"In post","2021","Female","Department for Transport","Black","130","130","38010","35430"
"In post","2021","Female","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Mixed","110","100","33020","30720"
"In post","2021","Female","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Transport","Undeclared","300","280","30970","26780"
"In post","2021","Female","Department for Transport","Unknown","1020","940","30330","26350"
"In post","2021","Female","Department for Transport","White","5450","4700","29630","26130"
"In post","2021","Female","Department for Work and Pensions","Asian","4420","3780","27730","27570"
"In post","2021","Female","Department for Work and Pensions","Black","2720","2520","29080","30330"
"In post","2021","Female","Department for Work and Pensions","Chinese","100","90","27190","27570"
"In post","2021","Female","Department for Work and Pensions","Mixed","1060","970","27930","27570"
"In post","2021","Female","Department for Work and Pensions","Other ethnicity","280","250","28990","28210"
"In post","2021","Female","Department for Work and Pensions","Undeclared","2510","2100","27310","27570"
"In post","2021","Female","Department for Work and Pensions","Unknown","3720","3280","27540","27570"
"In post","2021","Female","Department for Work and Pensions","White","46040","39470","27330","27570"
"In post","2021","Female","Department of Health and Social Care","Asian","770","710","41160","32980"
"In post","2021","Female","Department of Health and Social Care","Black","500","470","38000","32790"
"In post","2021","Female","Department of Health and Social Care","Chinese","60","60","47360","41460"
"In post","2021","Female","Department of Health and Social Care","Mixed","230","210","39720","33640"
"In post","2021","Female","Department of Health and Social Care","Other ethnicity","80","70","49930","41030"
"In post","2021","Female","Department of Health and Social Care","Undeclared","380","330","42800","38930"
"In post","2021","Female","Department of Health and Social Care","Unknown","1170","1130","44380","40650"
"In post","2021","Female","Department of Health and Social Care","White","4510","4100","44140","39400"
"In post","2021","Female","ESTYN","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","White","60","60","53430","62360"
"In post","2021","Female","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","Unknown","30","30","[c]","[c]"
"In post","2021","Female","Food Standards Agency","White","410","400","39370","37910"
"In post","2021","Female","Foreign, Commonwealth and Development Office","Asian","260","250","40810","36360"
"In post","2021","Female","Foreign, Commonwealth and Development Office","Black","180","180","37730","34260"
"In post","2021","Female","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Foreign, Commonwealth and Development Office","Mixed","150","150","44140","38600"
"In post","2021","Female","Foreign, Commonwealth and Development Office","Other ethnicity","50","50","[c]","[c]"
"In post","2021","Female","Foreign, Commonwealth and Development Office","Undeclared","110","110","44320","39230"
"In post","2021","Female","Foreign, Commonwealth and Development Office","Unknown","620","610","46710","43910"
"In post","2021","Female","Foreign, Commonwealth and Development Office","White","2830","2720","47390","42890"
"In post","2021","Female","HM Land Registry","Asian","110","100","30340","27130"
"In post","2021","Female","HM Land Registry","Black","40","40","[c]","[c]"
"In post","2021","Female","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Land Registry","Mixed","50","40","[c]","[c]"
"In post","2021","Female","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Land Registry","Undeclared","110","100","31840","27130"
"In post","2021","Female","HM Land Registry","Unknown","580","540","27040","22350"
"In post","2021","Female","HM Land Registry","White","2900","2520","30700","27130"
"In post","2021","Female","HM Revenue and Customs","Asian","2080","1870","30580","28130"
"In post","2021","Female","HM Revenue and Customs","Black","890","840","31930","30430"
"In post","2021","Female","HM Revenue and Customs","Chinese","100","90","35840","29570"
"In post","2021","Female","HM Revenue and Customs","Mixed","400","370","32060","29450"
"In post","2021","Female","HM Revenue and Customs","Other ethnicity","120","110","33910","29780"
"In post","2021","Female","HM Revenue and Customs","Undeclared","1040","910","31780","28130"
"In post","2021","Female","HM Revenue and Customs","Unknown","7870","7020","26790","21440"
"In post","2021","Female","HM Revenue and Customs","White","22560","19700","31100","27230"
"In post","2021","Female","HM Treasury","Asian","150","150","44290","40680"
"In post","2021","Female","HM Treasury","Black","60","60","37940","32960"
"In post","2021","Female","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Treasury","Mixed","60","60","43640","38360"
"In post","2021","Female","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Treasury","Undeclared","40","40","[c]","[c]"
"In post","2021","Female","HM Treasury","Unknown","40","40","[c]","[c]"
"In post","2021","Female","HM Treasury","White","910","860","47210","43520"
"In post","2021","Female","Home Office","Asian","2600","2340","31130","28850"
"In post","2021","Female","Home Office","Black","1220","1130","32360","29080"
"In post","2021","Female","Home Office","Chinese","90","80","32130","29080"
"In post","2021","Female","Home Office","Mixed","430","390","33510","28850"
"In post","2021","Female","Home Office","Other ethnicity","110","100","32580","28920"
"In post","2021","Female","Home Office","Undeclared","850","760","32250","28650"
"In post","2021","Female","Home Office","Unknown","800","770","31650","27240"
"In post","2021","Female","Home Office","White","12220","10970","31150","25630"
"In post","2021","Female","Ministry of Defence","Asian","560","530","33590","30420"
"In post","2021","Female","Ministry of Defence","Black","380","380","32430","30750"
"In post","2021","Female","Ministry of Defence","Chinese","40","40","[c]","[c]"
"In post","2021","Female","Ministry of Defence","Mixed","280","270","33820","30750"
"In post","2021","Female","Ministry of Defence","Other ethnicity","100","90","30590","26670"
"In post","2021","Female","Ministry of Defence","Undeclared","900","860","33780","33250"
"In post","2021","Female","Ministry of Defence","Unknown","1690","1600","33670","30890"
"In post","2021","Female","Ministry of Defence","White","18860","17750","31970","28500"
"In post","2021","Female","Ministry of Housing, Communities and Local Government","Asian","130","130","40730","36340"
"In post","2021","Female","Ministry of Housing, Communities and Local Government","Black","100","90","41010","39600"
"In post","2021","Female","Ministry of Housing, Communities and Local Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ministry of Housing, Communities and Local Government","Mixed","50","50","41100","38880"
"In post","2021","Female","Ministry of Housing, Communities and Local Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ministry of Housing, Communities and Local Government","Undeclared","40","40","[c]","[c]"
"In post","2021","Female","Ministry of Housing, Communities and Local Government","Unknown","140","130","43620","39600"
"In post","2021","Female","Ministry of Housing, Communities and Local Government","White","1200","1130","44900","40750"
"In post","2021","Female","Ministry of Justice","Asian","2250","2030","27810","23500"
"In post","2021","Female","Ministry of Justice","Black","2210","2110","29410","26630"
"In post","2021","Female","Ministry of Justice","Chinese","80","80","31660","27360"
"In post","2021","Female","Ministry of Justice","Mixed","950","880","30570","26850"
"In post","2021","Female","Ministry of Justice","Other ethnicity","230","210","30180","26550"
"In post","2021","Female","Ministry of Justice","Undeclared","980","900","28420","25100"
"In post","2021","Female","Ministry of Justice","Unknown","4920","4620","27020","23970"
"In post","2021","Female","Ministry of Justice","White","31830","29010","28890","25450"
"In post","2021","Female","National Crime Agency","Asian","140","140","35210","33910"
"In post","2021","Female","National Crime Agency","Black","60","60","36230","35690"
"In post","2021","Female","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Crime Agency","Mixed","50","50","38160","36200"
"In post","2021","Female","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Crime Agency","Undeclared","70","70","33880","32260"
"In post","2021","Female","National Crime Agency","Unknown","280","260","39350","36740"
"In post","2021","Female","National Crime Agency","White","1810","1730","37520","36410"
"In post","2021","Female","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","Unknown","30","30","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","White","60","60","43110","35690"
"In post","2021","Female","Office for Standards in Education","Asian","70","60","39700","39660"
"In post","2021","Female","Office for Standards in Education","Black","40","40","[c]","[c]"
"In post","2021","Female","Office for Standards in Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Standards in Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Standards in Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Standards in Education","Unknown","30","30","[c]","[c]"
"In post","2021","Female","Office for Standards in Education","White","1010","960","49470","51360"
"In post","2021","Female","Office of Gas and Electricity Markets","Asian","60","50","42830","38750"
"In post","2021","Female","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Gas and Electricity Markets","White","390","380","42530","36590"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Qualifications and Examinations Regulation","White","120","120","44170","40120"
"In post","2021","Female","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office of Rail and Road","White","90","80","51880","51310"
"In post","2021","Female","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Other Cabinet Office Agencies","Unknown","60","60","35170","34800"
"In post","2021","Female","Other Cabinet Office Agencies","White","370","350","38480","34800"
"In post","2021","Female","Scotland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scotland Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scotland Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scotland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scotland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scotland Office","Unknown","30","30","[c]","[c]"
"In post","2021","Female","Scotland Office","White","40","40","[c]","[c]"
"In post","2021","Female","Scottish Government","Asian","90","90","35560","32140"
"In post","2021","Female","Scottish Government","Black","30","30","[c]","[c]"
"In post","2021","Female","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scottish Government","Mixed","70","60","40860","35680"
"In post","2021","Female","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scottish Government","Undeclared","230","220","36630","33650"
"In post","2021","Female","Scottish Government","Unknown","3310","3050","31160","28410"
"In post","2021","Female","Scottish Government","White","7790","7260","38280","33650"
"In post","2021","Female","The National Archives","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","The National Archives","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","The National Archives","Unknown","60","60","33490","29930"
"In post","2021","Female","The National Archives","White","180","170","36090","34180"
"In post","2021","Female","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","White","90","90","51370","45410"
"In post","2021","Female","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Supreme Court","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","Asian","70","60","30890","29540"
"In post","2021","Female","United Kingdom Statistics Authority","Black","40","30","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","Mixed","50","50","30010","29540"
"In post","2021","Female","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","Undeclared","30","20","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","Unknown","520","460","28220","23780"
"In post","2021","Female","United Kingdom Statistics Authority","White","2390","2100","32120","29540"
"In post","2021","Female","Wales Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","White","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","White","80","80","61170","50580"
"In post","2021","Female","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Government","Mixed","40","40","[c]","[c]"
"In post","2021","Female","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Government","Undeclared","100","90","42090","37410"
"In post","2021","Female","Welsh Government","Unknown","90","80","38680","29730"
"In post","2021","Female","Welsh Government","White","3140","2900","39790","37410"
"In post","2021","Male","Attorney General's Departments","Asian","280","270","43160","40000"
"In post","2021","Male","Attorney General's Departments","Black","150","150","41760","32520"
"In post","2021","Male","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Departments","Mixed","100","90","47930","50500"
"In post","2021","Male","Attorney General's Departments","Other ethnicity","50","50","53890","54810"
"In post","2021","Male","Attorney General's Departments","Undeclared","80","80","44860","46800"
"In post","2021","Male","Attorney General's Departments","Unknown","420","410","48410","51730"
"In post","2021","Male","Attorney General's Departments","White","2360","2310","48290","50850"
"In post","2021","Male","Cabinet Office","Asian","190","190","48330","42040"
"In post","2021","Male","Cabinet Office","Black","90","90","45850","40600"
"In post","2021","Male","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cabinet Office","Mixed","90","90","51220","51100"
"In post","2021","Male","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cabinet Office","Undeclared","150","150","49170","52200"
"In post","2021","Male","Cabinet Office","Unknown","1890","1880","47930","34550"
"In post","2021","Male","Cabinet Office","White","1970","1950","50830","51190"
"In post","2021","Male","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Chancellor's other departments","White","150","150","67900","57250"
"In post","2021","Male","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Black","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Unknown","40","40","[c]","[c]"
"In post","2021","Male","Charity Commission","White","140","130","35200","29400"
"In post","2021","Male","Competition and Markets Authority","Asian","50","50","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","White","280","270","64700","59940"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy","Asian","310","300","39140","35150"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy","Black","150","140","39440","36880"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy","Chinese","30","30","[c]","[c]"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy","Mixed","140","140","45630","41020"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy","Other ethnicity","50","50","46540","48250"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy","Undeclared","410","390","46070","43100"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy","Unknown","1230","1200","37460","34690"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy","White","4370","4280","44840","40720"
"In post","2021","Male","Department for Digital, Culture, Media and Sport","Asian","60","60","47270","42020"
"In post","2021","Male","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
